location_area,method,version,rate
351,surf,emerald,4
352,old-rod,ruby,10
352,old-rod,sapphire,10
352,old-rod,emerald,10
352,good-rod,ruby,10
352,good-rod,sapphire,10
352,good-rod,emerald,10
352,super-rod,ruby,10
352,super-rod,sapphire,10
352,super-rod,emerald,10
352,surf,ruby,4
352,surf,sapphire,4
352,surf,emerald,4
353,old-rod,ruby,10
353,old-rod,sapphire,10
353,old-rod,emerald,10
353,good-rod,ruby,10
353,good-rod,sapphire,10
353,good-rod,emerald,10
353,super-rod,ruby,10
353,super-rod,sapphire,10
353,super-rod,emerald,10
353,surf,ruby,4
353,surf,sapphire,4
353,surf,emerald,4
354,old-rod,ruby,10
354,old-rod,sapphire,10
354,old-rod,emerald,10
354,good-rod,ruby,10
354,good-rod,sapphire,10
354,good-rod,emerald,10
354,super-rod,ruby,10
354,super-rod,sapphire,10
354,super-rod,emerald,10
354,surf,ruby,1
354,surf,sapphire,1
354,surf,emerald,1
355,old-rod,ruby,10
355,old-rod,sapphire,10
355,old-rod,emerald,10
355,good-rod,ruby,10
355,good-rod,sapphire,10
355,good-rod,emerald,10
355,super-rod,ruby,10
355,super-rod,sapphire,10
355,super-rod,emerald,10
355,surf,ruby,4
355,surf,sapphire,4
355,surf,emerald,4
356,walk,ruby,10
356,walk,sapphire,10
356,walk,emerald,10
356,old-rod,ruby,30
356,old-rod,sapphire,30
356,old-rod,emerald,30
356,good-rod,ruby,30
356,good-rod,sapphire,30
356,good-rod,emerald,30
356,super-rod,ruby,30
356,super-rod,sapphire,30
356,super-rod,emerald,30
356,surf,ruby,4
356,surf,sapphire,4
356,surf,emerald,4
357,walk,ruby,10
357,walk,sapphire,10
357,walk,emerald,10
357,old-rod,ruby,30
357,old-rod,sapphire,30
357,old-rod,emerald,30
357,good-rod,ruby,30
357,good-rod,sapphire,30
357,good-rod,emerald,30
357,super-rod,ruby,30
357,super-rod,sapphire,30
357,super-rod,emerald,30
357,surf,ruby,4
357,surf,sapphire,4
357,surf,emerald,4
358,walk,ruby,10
358,walk,sapphire,10
358,walk,emerald,10
358,old-rod,ruby,30
358,old-rod,sapphire,30
358,old-rod,emerald,30
358,good-rod,ruby,30
358,good-rod,sapphire,30
358,good-rod,emerald,30
358,super-rod,ruby,30
358,super-rod,sapphire,30
358,super-rod,emerald,30
358,surf,ruby,4
358,surf,sapphire,4
358,surf,emerald,4
359,walk,ruby,10
359,walk,sapphire,10
359,walk,emerald,10
359,old-rod,ruby,30
359,old-rod,sapphire,30
359,old-rod,emerald,30
359,good-rod,ruby,30
359,good-rod,sapphire,30
359,good-rod,emerald,30
359,super-rod,ruby,30
359,super-rod,sapphire,30
359,super-rod,emerald,30
359,surf,ruby,4
359,surf,sapphire,4
359,surf,emerald,4
360,walk,ruby,10
360,walk,sapphire,10
360,walk,emerald,10
361,walk,ruby,10
361,walk,sapphire,10
361,walk,emerald,10
362,walk,ruby,10
362,walk,sapphire,10
362,walk,emerald,10
363,walk,ruby,10
363,walk,sapphire,10
363,walk,emerald,10
363,rock-smash,ruby,20
363,rock-smash,sapphire,20
363,rock-smash,emerald,20
364,walk,ruby,10
364,walk,sapphire,10
364,walk,emerald,10
365,walk,ruby,20
365,walk,sapphire,20
365,walk,emerald,20
366,walk,ruby,20
366,walk,sapphire,20
366,walk,emerald,20
367,walk,ruby,10
367,walk,sapphire,10
367,walk,emerald,10
368,walk,ruby,10
368,walk,sapphire,10
368,walk,emerald,10
369,walk,ruby,10
369,walk,sapphire,10
369,walk,emerald,10
370,walk,ruby,10
370,walk,sapphire,10
370,walk,emerald,10
371,walk,ruby,10
371,walk,sapphire,10
371,walk,emerald,10
372,walk,ruby,10
372,walk,sapphire,10
372,walk,emerald,10
373,walk,ruby,10
373,walk,sapphire,10
373,walk,emerald,10
374,walk,ruby,10
374,walk,sapphire,10
374,walk,emerald,10
375,walk,ruby,10
375,walk,sapphire,10
375,walk,emerald,10
376,walk,ruby,4
376,walk,sapphire,4
376,walk,emerald,4
376,old-rod,ruby,10
376,old-rod,sapphire,10
376,old-rod,emerald,10
376,good-rod,ruby,10
376,good-rod,sapphire,10
376,good-rod,emerald,10
376,super-rod,ruby,10
376,super-rod,sapphire,10
376,super-rod,emerald,10
376,surf,ruby,4
376,surf,sapphire,4
376,surf,emerald,4
377,walk,ruby,4
377,walk,sapphire,4
377,walk,emerald,4
378,walk,ruby,4
378,walk,sapphire,4
378,walk,emerald,4
379,walk,ruby,4
379,walk,sapphire,4
379,walk,emerald,4
380,walk,ruby,4
380,walk,sapphire,4
380,walk,emerald,4
381,walk,ruby,4
381,walk,sapphire,4
381,walk,emerald,4
382,walk,ruby,10
382,walk,sapphire,10
382,walk,emerald,10
383,walk,ruby,10
383,walk,sapphire,10
383,walk,emerald,10
383,rock-smash,ruby,20
383,rock-smash,sapphire,20
383,rock-smash,emerald,20
384,walk,ruby,10
384,walk,sapphire,10
384,walk,emerald,10
384,old-rod,ruby,30
384,old-rod,sapphire,30
384,old-rod,emerald,30
384,good-rod,ruby,30
384,good-rod,sapphire,30
384,good-rod,emerald,30
384,super-rod,ruby,30
384,super-rod,sapphire,30
384,super-rod,emerald,30
384,surf,ruby,4
384,surf,sapphire,4
384,surf,emerald,4
385,walk,ruby,10
385,walk,sapphire,10
385,walk,emerald,10
385,old-rod,ruby,10
385,old-rod,sapphire,10
385,old-rod,emerald,10
385,good-rod,ruby,10
385,good-rod,sapphire,10
385,good-rod,emerald,10
385,super-rod,ruby,10
385,super-rod,sapphire,10
385,super-rod,emerald,10
385,surf,ruby,4
385,surf,sapphire,4
385,surf,emerald,4
386,walk,ruby,10
386,walk,sapphire,10
386,walk,emerald,10
387,walk,ruby,10
387,walk,sapphire,10
387,walk,emerald,10
388,walk,ruby,10
388,walk,sapphire,10
388,walk,emerald,10
389,old-rod,ruby,20
389,old-rod,sapphire,20
389,old-rod,emerald,20
389,good-rod,ruby,20
389,good-rod,sapphire,20
389,good-rod,emerald,20
389,super-rod,ruby,20
389,super-rod,sapphire,20
389,super-rod,emerald,20
389,surf,ruby,4
389,surf,sapphire,4
389,surf,emerald,4
390,walk,ruby,10
390,walk,sapphire,10
390,walk,emerald,10
391,walk,ruby,10
391,walk,sapphire,10
391,walk,emerald,10
392,walk,ruby,10
392,walk,sapphire,10
392,walk,emerald,10
393,walk,ruby,20
393,walk,sapphire,20
393,walk,emerald,20
394,walk,ruby,20
394,walk,sapphire,20
394,walk,emerald,20
394,old-rod,ruby,30
394,old-rod,sapphire,30
394,old-rod,emerald,30
394,good-rod,ruby,30
394,good-rod,sapphire,30
394,good-rod,emerald,30
394,super-rod,ruby,30
394,super-rod,sapphire,30
394,super-rod,emerald,30
394,surf,ruby,4
394,surf,sapphire,4
394,surf,emerald,4
395,walk,ruby,20
395,walk,sapphire,20
395,walk,emerald,20
395,old-rod,ruby,30
395,old-rod,sapphire,30
395,old-rod,emerald,30
395,good-rod,ruby,30
395,good-rod,sapphire,30
395,good-rod,emerald,30
395,super-rod,ruby,30
395,super-rod,sapphire,30
395,super-rod,emerald,30
395,surf,ruby,4
395,surf,sapphire,4
395,surf,emerald,4
396,walk,ruby,20
396,walk,sapphire,20
396,walk,emerald,20
396,old-rod,ruby,30
396,old-rod,sapphire,30
396,old-rod,emerald,30
396,good-rod,ruby,30
396,good-rod,sapphire,30
396,good-rod,emerald,30
396,super-rod,ruby,30
396,super-rod,sapphire,30
396,super-rod,emerald,30
396,surf,ruby,4
396,surf,sapphire,4
396,surf,emerald,4
397,old-rod,ruby,30
397,old-rod,sapphire,30
397,old-rod,emerald,30
397,good-rod,ruby,30
397,good-rod,sapphire,30
397,good-rod,emerald,30
397,super-rod,ruby,30
397,super-rod,sapphire,30
397,super-rod,emerald,30
397,surf,ruby,4
397,surf,sapphire,4
397,surf,emerald,4
398,old-rod,ruby,30
398,old-rod,sapphire,30
398,old-rod,emerald,30
398,good-rod,ruby,30
398,good-rod,sapphire,30
398,good-rod,emerald,30
398,super-rod,ruby,30
398,super-rod,sapphire,30
398,super-rod,emerald,30
398,surf,ruby,4
398,surf,sapphire,4
398,surf,emerald,4
399,old-rod,ruby,30
399,old-rod,sapphire,30
399,old-rod,emerald,30
399,good-rod,ruby,30
399,good-rod,sapphire,30
399,good-rod,emerald,30
399,super-rod,ruby,30
399,super-rod,sapphire,30
399,super-rod,emerald,30
399,surf,ruby,4
399,surf,sapphire,4
399,surf,emerald,4
400,old-rod,ruby,30
400,old-rod,sapphire,30
400,old-rod,emerald,30
400,good-rod,ruby,30
400,good-rod,sapphire,30
400,good-rod,emerald,30
400,super-rod,ruby,30
400,super-rod,sapphire,30
400,super-rod,emerald,30
400,surf,ruby,4
400,surf,sapphire,4
400,surf,emerald,4
401,old-rod,ruby,30
401,old-rod,sapphire,30
401,old-rod,emerald,30
401,good-rod,ruby,30
401,good-rod,sapphire,30
401,good-rod,emerald,30
401,super-rod,ruby,30
401,super-rod,sapphire,30
401,super-rod,emerald,30
401,surf,ruby,4
401,surf,sapphire,4
401,surf,emerald,4
402,walk,ruby,20
402,walk,sapphire,20
402,walk,emerald,20
402,old-rod,ruby,30
402,old-rod,sapphire,30
402,old-rod,emerald,30
402,good-rod,ruby,30
402,good-rod,sapphire,30
402,good-rod,emerald,30
402,super-rod,ruby,30
402,super-rod,sapphire,30
402,super-rod,emerald,30
402,surf,ruby,4
402,surf,sapphire,4
402,surf,emerald,4
403,walk,ruby,10
403,walk,sapphire,10
403,walk,emerald,10
403,old-rod,ruby,30
403,old-rod,sapphire,30
403,old-rod,emerald,30
403,good-rod,ruby,30
403,good-rod,sapphire,30
403,good-rod,emerald,30
403,super-rod,ruby,30
403,super-rod,sapphire,30
403,super-rod,emerald,30
403,surf,ruby,4
403,surf,sapphire,4
403,surf,emerald,4
403,rock-smash,ruby,20
403,rock-smash,sapphire,20
403,rock-smash,emerald,20
404,walk,ruby,20
404,walk,sapphire,20
404,walk,emerald,20
405,walk,ruby,20
405,walk,sapphire,20
405,walk,emerald,20
406,walk,ruby,20
406,walk,sapphire,20
406,walk,emerald,20
406,old-rod,ruby,30
406,old-rod,sapphire,30
406,old-rod,emerald,30
406,good-rod,ruby,30
406,good-rod,sapphire,30
406,good-rod,emerald,30
406,super-rod,ruby,30
406,super-rod,sapphire,30
406,super-rod,emerald,30
406,surf,ruby,4
406,surf,sapphire,4
406,surf,emerald,4
406,rock-smash,ruby,20
406,rock-smash,sapphire,20
406,rock-smash,emerald,20
407,walk,ruby,20
407,walk,sapphire,20
407,walk,emerald,20
407,old-rod,ruby,30
407,old-rod,sapphire,30
407,old-rod,emerald,30
407,good-rod,ruby,30
407,good-rod,sapphire,30
407,good-rod,emerald,30
407,super-rod,ruby,30
407,super-rod,sapphire,30
407,super-rod,emerald,30
407,surf,ruby,4
407,surf,sapphire,4
407,surf,emerald,4
408,walk,ruby,20
408,walk,sapphire,20
408,walk,emerald,20
409,walk,ruby,20
409,walk,sapphire,20
409,walk,emerald,20
409,old-rod,ruby,30
409,old-rod,sapphire,30
409,old-rod,emerald,30
409,good-rod,ruby,30
409,good-rod,sapphire,30
409,good-rod,emerald,30
409,super-rod,ruby,30
409,super-rod,sapphire,30
409,super-rod,emerald,30
409,surf,ruby,4
409,surf,sapphire,4
409,surf,emerald,4
410,walk,ruby,20
410,walk,sapphire,20
410,walk,emerald,20
410,old-rod,ruby,30
410,old-rod,sapphire,30
410,old-rod,emerald,30
410,good-rod,ruby,30
410,good-rod,sapphire,30
410,good-rod,emerald,30
410,super-rod,ruby,30
410,super-rod,sapphire,30
410,super-rod,emerald,30
410,surf,ruby,4
410,surf,sapphire,4
410,surf,emerald,4
411,walk,ruby,15
411,walk,sapphire,15
411,walk,emerald,15
411,old-rod,ruby,30
411,old-rod,sapphire,30
411,old-rod,emerald,30
411,good-rod,ruby,30
411,good-rod,sapphire,30
411,good-rod,emerald,30
411,super-rod,ruby,30
411,super-rod,sapphire,30
411,super-rod,emerald,30
411,surf,ruby,4
411,surf,sapphire,4
411,surf,emerald,4
412,walk,ruby,20
412,walk,sapphire,20
412,walk,emerald,20
412,old-rod,ruby,30
412,old-rod,sapphire,30
412,old-rod,emerald,30
412,good-rod,ruby,30
412,good-rod,sapphire,30
412,good-rod,emerald,30
412,super-rod,ruby,30
412,super-rod,sapphire,30
412,super-rod,emerald,30
412,surf,ruby,4
412,surf,sapphire,4
412,surf,emerald,4
413,walk,ruby,20
413,walk,sapphire,20
413,walk,emerald,20
413,old-rod,ruby,30
413,old-rod,sapphire,30
413,old-rod,emerald,30
413,good-rod,ruby,30
413,good-rod,sapphire,30
413,good-rod,emerald,30
413,super-rod,ruby,30
413,super-rod,sapphire,30
413,super-rod,emerald,30
413,surf,ruby,4
413,surf,sapphire,4
413,surf,emerald,4
414,old-rod,ruby,30
414,old-rod,sapphire,30
414,old-rod,emerald,30
414,good-rod,ruby,30
414,good-rod,sapphire,30
414,good-rod,emerald,30
414,super-rod,ruby,30
414,super-rod,sapphire,30
414,super-rod,emerald,30
414,surf,ruby,4
414,surf,sapphire,4
414,surf,emerald,4
415,walk,ruby,20
415,walk,sapphire,20
415,walk,emerald,20
415,old-rod,ruby,30
415,old-rod,sapphire,30
415,old-rod,emerald,30
415,good-rod,ruby,30
415,good-rod,sapphire,30
415,good-rod,emerald,30
415,super-rod,ruby,30
415,super-rod,sapphire,30
415,super-rod,emerald,30
415,surf,ruby,4
415,surf,sapphire,4
415,surf,emerald,4
416,old-rod,ruby,30
416,old-rod,sapphire,30
416,old-rod,emerald,30
416,good-rod,ruby,30
416,good-rod,sapphire,30
416,good-rod,emerald,30
416,super-rod,ruby,30
416,super-rod,sapphire,30
416,super-rod,emerald,30
416,surf,ruby,4
416,surf,sapphire,4
416,surf,emerald,4
417,surf,ruby,4
417,surf,sapphire,4
417,surf,emerald,4
418,old-rod,ruby,30
418,old-rod,sapphire,30
418,old-rod,emerald,30
418,good-rod,ruby,30
418,good-rod,sapphire,30
418,good-rod,emerald,30
418,super-rod,ruby,30
418,super-rod,sapphire,30
418,super-rod,emerald,30
418,surf,ruby,4
418,surf,sapphire,4
418,surf,emerald,4
419,old-rod,ruby,30
419,old-rod,sapphire,30
419,old-rod,emerald,30
419,good-rod,ruby,30
419,good-rod,sapphire,30
419,good-rod,emerald,30
419,super-rod,ruby,30
419,super-rod,sapphire,30
419,super-rod,emerald,30
419,surf,ruby,4
419,surf,sapphire,4
419,surf,emerald,4
420,surf,ruby,4
420,surf,sapphire,4
420,surf,emerald,4
421,old-rod,ruby,30
421,old-rod,sapphire,30
421,old-rod,emerald,30
421,good-rod,ruby,30
421,good-rod,sapphire,30
421,good-rod,emerald,30
421,super-rod,ruby,30
421,super-rod,sapphire,30
421,super-rod,emerald,30
421,surf,ruby,4
421,surf,sapphire,4
421,surf,emerald,4
422,old-rod,ruby,30
422,old-rod,sapphire,30
422,old-rod,emerald,30
422,good-rod,ruby,30
422,good-rod,sapphire,30
422,good-rod,emerald,30
422,super-rod,ruby,30
422,super-rod,sapphire,30
422,super-rod,emerald,30
422,surf,ruby,4
422,surf,sapphire,4
422,surf,emerald,4
423,old-rod,ruby,30
423,old-rod,sapphire,30
423,old-rod,emerald,30
423,good-rod,ruby,30
423,good-rod,sapphire,30
423,good-rod,emerald,30
423,super-rod,ruby,30
423,super-rod,sapphire,30
423,super-rod,emerald,30
423,surf,ruby,4
423,surf,sapphire,4
423,surf,emerald,4
424,walk,ruby,20
424,walk,sapphire,20
424,walk,emerald,20
424,old-rod,ruby,30
424,old-rod,sapphire,30
424,old-rod,emerald,30
424,good-rod,ruby,30
424,good-rod,sapphire,30
424,good-rod,emerald,30
424,super-rod,ruby,30
424,super-rod,sapphire,30
424,super-rod,emerald,30
424,surf,ruby,4
424,surf,sapphire,4
424,surf,emerald,4
425,old-rod,ruby,30
425,old-rod,sapphire,30
425,old-rod,emerald,30
425,good-rod,ruby,30
425,good-rod,sapphire,30
425,good-rod,emerald,30
425,super-rod,ruby,30
425,super-rod,sapphire,30
425,super-rod,emerald,30
425,surf,ruby,4
425,surf,sapphire,4
425,surf,emerald,4
426,old-rod,ruby,30
426,old-rod,sapphire,30
426,old-rod,emerald,30
426,good-rod,ruby,30
426,good-rod,sapphire,30
426,good-rod,emerald,30
426,super-rod,ruby,30
426,super-rod,sapphire,30
426,super-rod,emerald,30
426,surf,ruby,4
426,surf,sapphire,4
426,surf,emerald,4
427,old-rod,ruby,30
427,old-rod,sapphire,30
427,old-rod,emerald,30
427,good-rod,ruby,30
427,good-rod,sapphire,30
427,good-rod,emerald,30
427,super-rod,ruby,30
427,super-rod,sapphire,30
427,super-rod,emerald,30
427,surf,ruby,4
427,surf,sapphire,4
427,surf,emerald,4
428,old-rod,ruby,30
428,old-rod,sapphire,30
428,old-rod,emerald,30
428,good-rod,ruby,30
428,good-rod,sapphire,30
428,good-rod,emerald,30
428,super-rod,ruby,30
428,super-rod,sapphire,30
428,super-rod,emerald,30
428,surf,ruby,4
428,surf,sapphire,4
428,surf,emerald,4
429,walk,ruby,25
429,walk,sapphire,25
429,walk,emerald,25
429,old-rod,ruby,35
429,old-rod,sapphire,35
429,old-rod,emerald,35
429,good-rod,ruby,35
429,good-rod,sapphire,35
429,good-rod,emerald,35
429,super-rod,ruby,35
429,super-rod,sapphire,35
429,super-rod,emerald,35
429,surf,ruby,9
429,surf,sapphire,9
429,surf,emerald,9
430,walk,ruby,25
430,walk,sapphire,25
430,walk,emerald,25
430,rock-smash,ruby,25
430,rock-smash,sapphire,25
430,rock-smash,emerald,25
431,walk,ruby,25
431,walk,sapphire,25
431,walk,emerald,25
431,old-rod,ruby,35
431,old-rod,sapphire,35
431,old-rod,emerald,35
431,good-rod,ruby,35
431,good-rod,sapphire,35
431,good-rod,emerald,35
431,super-rod,ruby,35
431,super-rod,sapphire,35
431,super-rod,emerald,35
431,surf,ruby,9
431,surf,sapphire,9
431,surf,emerald,9
432,walk,ruby,25
432,walk,sapphire,25
432,walk,emerald,25
433,old-rod,ruby,10
433,old-rod,sapphire,10
433,old-rod,emerald,10
433,good-rod,ruby,10
433,good-rod,sapphire,10
433,good-rod,emerald,10
433,super-rod,ruby,10
433,super-rod,sapphire,10
433,super-rod,emerald,10
433,surf,ruby,4
433,surf,sapphire,4
433,surf,emerald,4
434,old-rod,ruby,10
434,old-rod,sapphire,10
434,old-rod,emerald,10
434,good-rod,ruby,10
434,good-rod,sapphire,10
434,good-rod,emerald,10
434,super-rod,ruby,10
434,super-rod,sapphire,10
434,super-rod,emerald,10
434,surf,ruby,4
434,surf,sapphire,4
434,surf,emerald,4
435,walk,emerald,25
435,old-rod,emerald,35
435,good-rod,emerald,35
435,super-rod,emerald,35
435,surf,emerald,9
436,walk,emerald,25
436,rock-smash,emerald,25
437,walk,emerald,10
438,walk,emerald,10
439,walk,emerald,10
440,walk,emerald,10
441,walk,emerald,7
450,walk,firered,7
450,walk,leafgreen,7
451,walk,firered,7
451,walk,leafgreen,7
452,walk,firered,7
452,walk,leafgreen,7
453,walk,firered,7
453,walk,leafgreen,7
454,walk,firered,7
454,walk,leafgreen,7
455,walk,firered,7
455,walk,leafgreen,7
456,walk,firered,7
456,walk,leafgreen,7
461,old-rod,firered,10
461,old-rod,leafgreen,10
461,good-rod,firered,10
461,good-rod,leafgreen,10
461,super-rod,firered,10
461,super-rod,leafgreen,10
461,surf,firered,1
461,surf,leafgreen,1
488,walk,firered,21
488,walk,leafgreen,21
488,rock-smash,firered,50
488,rock-smash,leafgreen,50
489,walk,firered,7
489,walk,leafgreen,7
490,walk,firered,7
490,walk,leafgreen,7
490,rock-smash,firered,50
490,rock-smash,leafgreen,50
491,walk,firered,7
491,walk,leafgreen,7
491,rock-smash,firered,50
491,rock-smash,leafgreen,50
492,walk,firered,7
492,walk,leafgreen,7
492,rock-smash,firered,50
492,rock-smash,leafgreen,50
493,walk,firered,7
493,walk,leafgreen,7
493,rock-smash,firered,50
493,rock-smash,leafgreen,50
494,walk,firered,7
494,walk,leafgreen,7
494,rock-smash,firered,50
494,rock-smash,leafgreen,50
495,walk,firered,21
495,walk,leafgreen,21
495,old-rod,firered,20
495,old-rod,leafgreen,20
495,good-rod,firered,20
495,good-rod,leafgreen,20
495,super-rod,firered,20
495,super-rod,leafgreen,20
495,surf,firered,2
495,surf,leafgreen,2
496,walk,firered,7
496,walk,leafgreen,7
496,old-rod,firered,20
496,old-rod,leafgreen,20
496,good-rod,firered,20
496,good-rod,leafgreen,20
496,super-rod,firered,20
496,super-rod,leafgreen,20
496,surf,firered,2
496,surf,leafgreen,2
497,walk,firered,7
497,walk,leafgreen,7
498,walk,firered,7
498,walk,leafgreen,7
499,walk,firered,7
499,walk,leafgreen,7
499,old-rod,firered,20
499,old-rod,leafgreen,20
499,good-rod,firered,20
499,good-rod,leafgreen,20
499,super-rod,firered,20
499,super-rod,leafgreen,20
499,surf,firered,2
499,surf,leafgreen,2
500,walk,firered,21
500,walk,leafgreen,21
501,walk,firered,1
501,walk,leafgreen,1
502,walk,firered,2
502,walk,leafgreen,2
503,walk,firered,3
503,walk,leafgreen,3
504,walk,firered,4
504,walk,leafgreen,4
505,walk,firered,5
505,walk,leafgreen,5
506,walk,firered,6
506,walk,leafgreen,6
507,walk,firered,7
507,walk,leafgreen,7
508,walk,firered,8
508,walk,leafgreen,8
509,walk,firered,9
509,walk,leafgreen,9
510,walk,firered,10
510,walk,leafgreen,10
511,walk,firered,5
511,walk,leafgreen,5
512,walk,firered,21
512,walk,leafgreen,21
512,old-rod,firered,20
512,old-rod,leafgreen,20
512,good-rod,firered,20
512,good-rod,leafgreen,20
512,super-rod,firered,20
512,super-rod,leafgreen,20
512,surf,firered,2
512,surf,leafgreen,2
512,rock-smash,firered,25
512,rock-smash,leafgreen,25
513,walk,firered,21
513,walk,leafgreen,21
513,old-rod,firered,20
513,old-rod,leafgreen,20
513,good-rod,firered,20
513,good-rod,leafgreen,20
513,super-rod,firered,20
513,super-rod,leafgreen,20
513,surf,firered,2
513,surf,leafgreen,2
514,walk,firered,21
514,walk,leafgreen,21
514,old-rod,firered,20
514,old-rod,leafgreen,20
514,good-rod,firered,20
514,good-rod,leafgreen,20
514,super-rod,firered,20
514,super-rod,leafgreen,20
514,surf,firered,2
514,surf,leafgreen,2
515,walk,firered,21
515,walk,leafgreen,21
515,old-rod,firered,20
515,old-rod,leafgreen,20
515,good-rod,firered,20
515,good-rod,leafgreen,20
515,super-rod,firered,20
515,super-rod,leafgreen,20
515,surf,firered,2
515,surf,leafgreen,2
516,walk,firered,1
516,walk,leafgreen,1
517,old-rod,firered,20
517,old-rod,leafgreen,20
517,good-rod,firered,20
517,good-rod,leafgreen,20
517,super-rod,firered,20
517,super-rod,leafgreen,20
517,surf,firered,2
517,surf,leafgreen,2
518,old-rod,firered,20
518,old-rod,leafgreen,20
518,good-rod,firered,20
518,good-rod,leafgreen,20
518,super-rod,firered,20
518,super-rod,leafgreen,20
518,surf,firered,2
518,surf,leafgreen,2
519,walk,firered,21
519,walk,leafgreen,21
519,old-rod,firered,20
519,old-rod,leafgreen,20
519,good-rod,firered,20
519,good-rod,leafgreen,20
519,super-rod,firered,20
519,super-rod,leafgreen,20
519,surf,firered,2
519,surf,leafgreen,2
520,walk,firered,21
520,walk,leafgreen,21
520,old-rod,firered,20
520,old-rod,leafgreen,20
520,good-rod,firered,20
520,good-rod,leafgreen,20
520,super-rod,firered,20
520,super-rod,leafgreen,20
520,surf,firered,2
520,surf,leafgreen,2
521,old-rod,firered,20
521,old-rod,leafgreen,20
521,good-rod,firered,20
521,good-rod,leafgreen,20
521,super-rod,firered,20
521,super-rod,leafgreen,20
521,surf,firered,2
521,surf,leafgreen,2
522,old-rod,firered,20
522,old-rod,leafgreen,20
522,good-rod,firered,20
522,good-rod,leafgreen,20
522,super-rod,firered,20
522,super-rod,leafgreen,20
522,surf,firered,2
522,surf,leafgreen,2
523,walk,firered,21
523,walk,leafgreen,21
523,old-rod,firered,20
523,old-rod,leafgreen,20
523,good-rod,firered,20
523,good-rod,leafgreen,20
523,super-rod,firered,20
523,super-rod,leafgreen,20
523,surf,firered,2
523,surf,leafgreen,2
524,walk,firered,21
524,walk,leafgreen,21
524,old-rod,firered,20
524,old-rod,leafgreen,20
524,good-rod,firered,20
524,good-rod,leafgreen,20
524,super-rod,firered,20
524,super-rod,leafgreen,20
524,surf,firered,2
524,surf,leafgreen,2
525,old-rod,firered,20
525,old-rod,leafgreen,20
525,good-rod,firered,20
525,good-rod,leafgreen,20
525,super-rod,firered,20
525,super-rod,leafgreen,20
525,surf,firered,2
525,surf,leafgreen,2
526,walk,firered,21
526,walk,leafgreen,21
527,walk,firered,21
527,walk,leafgreen,21
527,rock-smash,firered,25
527,rock-smash,leafgreen,25
528,old-rod,firered,20
528,old-rod,leafgreen,20
528,good-rod,firered,20
528,good-rod,leafgreen,20
528,super-rod,firered,20
528,super-rod,leafgreen,20
528,surf,firered,2
528,surf,leafgreen,2
561,old-rod,firered,10
561,old-rod,leafgreen,10
561,good-rod,firered,10
561,good-rod,leafgreen,10
561,super-rod,firered,10
561,super-rod,leafgreen,10
561,surf,firered,1
561,surf,leafgreen,1
562,old-rod,firered,20
562,old-rod,leafgreen,20
562,good-rod,firered,20
562,good-rod,leafgreen,20
562,super-rod,firered,20
562,super-rod,leafgreen,20
562,surf,firered,2
562,surf,leafgreen,2
563,old-rod,firered,10
563,old-rod,leafgreen,10
563,good-rod,firered,10
563,good-rod,leafgreen,10
563,super-rod,firered,10
563,super-rod,leafgreen,10
563,surf,firered,1
563,surf,leafgreen,1
564,walk,firered,5
564,walk,leafgreen,7
565,walk,firered,5
565,walk,leafgreen,7
566,walk,firered,5
566,walk,leafgreen,7
567,walk,firered,5
567,walk,leafgreen,7
568,walk,firered,5
568,walk,leafgreen,7
569,walk,firered,5
569,walk,leafgreen,7
570,walk,firered,5
570,walk,leafgreen,7
571,walk,firered,5
571,walk,leafgreen,7
572,walk,firered,5
572,walk,leafgreen,7
576,super-rod,black,50
576,super-rod,white,50
576,super-rod,black-2,50
576,super-rod,white-2,50
576,surf,black,3
576,surf,white,3
576,surf,black-2,10
576,surf,white-2,10
577,super-rod,black,50
577,super-rod,white,50
577,surf,black,3
577,surf,white,3
579,walk,black,8
579,walk,white,8
579,walk,black-2,1
579,walk,white-2,1
579,dark-grass,black-2,3
579,dark-grass,white-2,3
580,walk,black,8
580,walk,white,8
580,dark-grass,black-2,3
580,dark-grass,white-2,3
581,walk,black,8
581,walk,white,8
581,walk,black-2,1
581,walk,white-2,1
581,dark-grass,black-2,3
581,dark-grass,white-2,3
582,walk,black,8
582,walk,white,8
582,walk,black-2,1
582,walk,white-2,1
582,super-rod,black,50
582,super-rod,white,50
582,super-rod,black-2,50
582,super-rod,white-2,50
582,surf,black,3
582,surf,white,3
582,surf,black-2,10
582,surf,white-2,10
582,dark-grass,black-2,3
582,dark-grass,white-2,3
583,walk,black,3
583,walk,white,3
583,walk,black-2,9
583,walk,white-2,9
584,walk,black,3
584,walk,white,3
584,walk,black-2,9
584,walk,white-2,9
585,walk,black,3
585,walk,white,3
585,walk,black-2,7
585,walk,white-2,7
586,walk,black,3
586,walk,white,3
587,walk,black,3
587,walk,white,3
587,walk,black-2,7
587,walk,white-2,7
588,walk,black,3
588,walk,white,3
588,walk,black-2,7
588,walk,white-2,7
589,walk,black,8
589,walk,white,8
590,walk,black,3
590,walk,white,3
590,walk,black-2,7
590,walk,white-2,7
591,walk,black,3
591,walk,white,3
591,walk,black-2,7
591,walk,white-2,7
592,walk,black,3
592,walk,white,3
592,walk,black-2,7
592,walk,white-2,7
596,walk,black,3
596,walk,white,3
596,walk,black-2,7
596,walk,white-2,7
597,walk,black,3
597,walk,white,3
597,walk,black-2,7
597,walk,white-2,7
