region,area,gym,sub_area,group,role,trainer_class,name,game,version_group,canonical,tier,tier_note,prize,prize_note,team_size,slot,species,ndex,level,gender,type1,type2,ability,moves,held_item,page,source
kanto,Route 14,,,,trainer,Punk Guy,Gerald,PE,lets-go-pikachu-lets-go-eevee,0,base,,1064,3 Poké Balls,1,1,Magmar,126,38,male,,,,,,Kanto Route 14,bulbapedia
kanto,Route 14,,,,trainer,Punk Guy,Felix,PE,lets-go-pikachu-lets-go-eevee,0,base,,1064,3 Poké Balls,1,1,Weezing,110,38,female,,,,,,Kanto Route 14,bulbapedia
kanto,Route 14,,,,trainer,Roughneck,Zeek,PE,lets-go-pikachu-lets-go-eevee,0,base,,1064,3 Poké Balls,1,1,Machoke,67,38,male,,,,,,Kanto Route 14,bulbapedia
kanto,Route 15,,,North path (requires Cut),trainer,Picnicker,Becky,FRLG,firered-leafgreen,1,base,,580,,2,1,Pikachu,25,29,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,North path (requires Cut),trainer,Picnicker,Becky,FRLG,firered-leafgreen,1,base,,580,,2,2,Raichu,26,29,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,North path (requires Cut),trainer,Crush Kin,Ron & Mya,FRLG,firered-leafgreen,1,base,,1392,,2,1,Hitmonchan,107,29,male,,,,,Black Belt,Kanto Route 15,bulbapedia
kanto,Route 15,,,North path (requires Cut),trainer,Crush Kin,Ron & Mya,FRLG,firered-leafgreen,1,base,,1392,,2,2,Hitmonlee,106,29,male,,,,,Black Belt,Kanto Route 15,bulbapedia
kanto,Route 15,,,North path (requires Cut),trainer,Picnicker,Celia,FRLG,firered-leafgreen,1,base,,660,,1,1,Clefairy,35,33,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Biker,Ernest,FRLG,firered-leafgreen,1,base,,500,,5,1,Koffing,109,25,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Biker,Ernest,FRLG,firered-leafgreen,1,base,,500,,5,2,Koffing,109,25,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Biker,Ernest,FRLG,firered-leafgreen,1,base,,500,,5,3,Weezing,110,25,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Biker,Ernest,FRLG,firered-leafgreen,1,base,,500,,5,4,Koffing,109,25,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Biker,Ernest,FRLG,firered-leafgreen,1,base,,500,,5,5,Grimer,88,25,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Biker,Alex,FRLG,firered-leafgreen,1,base,,560,,3,1,Koffing,109,28,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Biker,Alex,FRLG,firered-leafgreen,1,base,,560,,3,2,Grimer,88,28,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Biker,Alex,FRLG,firered-leafgreen,1,base,,560,,3,3,Weezing,110,28,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Beauty,Grace,FRLG,firered-leafgreen,1,base,,2088,,2,1,Pidgeotto,17,29,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Beauty,Grace,FRLG,firered-leafgreen,1,base,,2088,,2,2,Wigglytuff,40,29,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Beauty,Olivia,FRLG,firered-leafgreen,1,base,,2088,,2,1,Bulbasaur,1,29,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Beauty,Olivia,FRLG,firered-leafgreen,1,base,,2088,,2,2,Ivysaur,2,29,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Picnicker,Kindra,FRLG,firered-leafgreen,1,base,,560,,3,1,Gloom,44,28,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Picnicker,Kindra,FRLG,firered-leafgreen,1,base,,560,,3,2,Oddish,43,28,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Picnicker,Kindra,FRLG,firered-leafgreen,1,base,,560,,3,3,Oddish,43,28,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Chester,FRLG,firered-leafgreen,1,base,,672,,3,1,Dodrio,85,28,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Chester,FRLG,firered-leafgreen,1,base,,672,,3,2,Doduo,84,28,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Chester,FRLG,firered-leafgreen,1,base,,672,,3,3,Doduo,84,28,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Edwin,FRLG,firered-leafgreen,1,base,,624,,4,1,Pidgeotto,17,26,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Edwin,FRLG,firered-leafgreen,1,base,,624,,4,2,Farfetch'd,83,26,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Edwin,FRLG,firered-leafgreen,1,base,,624,,4,3,Doduo,84,26,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Edwin,FRLG,firered-leafgreen,1,base,,624,,4,4,Pidgey,16,26,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Picnicker,Yazmin,FRLG,firered-leafgreen,1,base,,580,,3,1,Bellsprout,69,29,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Picnicker,Yazmin,FRLG,firered-leafgreen,1,base,,580,,3,2,Oddish,43,29,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Picnicker,Yazmin,FRLG,firered-leafgreen,1,base,,580,,3,3,Tangela,114,29,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Beauty,Grace,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,3528,,2,1,Pidgeot,18,49,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Beauty,Grace,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,3528,,2,2,Wigglytuff,40,49,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Chester,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,720,,3,1,Dodrio,85,30,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Chester,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,720,,3,2,Dodrio,85,30,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Chester,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,720,,3,3,Doduo,84,30,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Chester,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion and defeating the previous team,1152,,3,1,Dodrio,85,48,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Chester,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion and defeating the previous team,1152,,3,2,Dodrio,85,48,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Chester,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion and defeating the previous team,1152,,3,3,Dodrio,85,48,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Picnicker,Becky,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,640,,2,1,Pikachu,25,32,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Picnicker,Becky,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,640,,2,2,Raichu,26,32,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Picnicker,Becky,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion and defeating the previous team,980,,2,1,Pikachu,25,49,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Picnicker,Becky,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion and defeating the previous team,980,,2,2,Raichu,26,49,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Picnicker,Becky,FRLG,firered-leafgreen,1,after-delivering-the-sapphire-to-celio,After delivering the Sapphire to Celio and defeating the previous team,1080,,2,1,Raichu,26,54,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Picnicker,Becky,FRLG,firered-leafgreen,1,after-delivering-the-sapphire-to-celio,After delivering the Sapphire to Celio and defeating the previous team,1080,,2,2,Raichu,26,54,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Crush Kin,Ron & Mya,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1584,,2,1,Hitmonchan,107,33,male,,,,,Black Belt,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Crush Kin,Ron & Mya,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1584,,2,2,Hitmonlee,106,33,male,,,,,Black Belt,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Crush Kin,Ron & Mya,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion and defeating the previous team,2448,,2,1,Hitmonchan,107,51,male,,,,,Black Belt,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Crush Kin,Ron & Mya,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion and defeating the previous team,2448,,2,2,Hitmonlee,106,51,male,,,,,Black Belt,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Crush Kin,Ron & Mya,FRLG,firered-leafgreen,1,after-delivering-the-sapphire-to-celio,After delivering the Sapphire to Celio and defeating the previous team,2688,,2,1,Hitmonchan,107,56,male,,,,,Black Belt,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Crush Kin,Ron & Mya,FRLG,firered-leafgreen,1,after-delivering-the-sapphire-to-celio,After delivering the Sapphire to Celio and defeating the previous team,2688,,2,2,Hitmonlee,106,56,male,,,,,Black Belt,Kanto Route 15,bulbapedia
kanto,Route 15,,,North path (requires Chop Down),trainer,Coach Trainer,Midge,PE,lets-go-pikachu-lets-go-eevee,0,base,,4100,,2,1,Machoke,67,40,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,North path (requires Chop Down),trainer,Coach Trainer,Midge,PE,lets-go-pikachu-lets-go-eevee,0,base,,4100,,2,2,Magmar,126,41,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,North path (requires Chop Down),trainer,Picnicker,Yazmin,PE,lets-go-pikachu-lets-go-eevee,0,base,,740,2 Great Balls,2,1,Tangela,114,37,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,North path (requires Chop Down),trainer,Picnicker,Yazmin,PE,lets-go-pikachu-lets-go-eevee,0,base,,740,2 Great Balls,2,2,Seaking,119,37,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Punk Guy,Ernest,PE,lets-go-pikachu-lets-go-eevee,0,base,,1064,3 Poké Balls,2,1,Primeape,57,38,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Punk Guy,Ernest,PE,lets-go-pikachu-lets-go-eevee,0,base,,1064,3 Poké Balls,2,2,Muk,89,38,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Punk Guy,Alex,PE,lets-go-pikachu-lets-go-eevee,0,base,,1064,3 Poké Balls,1,1,Arbok,24,38,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Beauty,Lana,PE,lets-go-pikachu-lets-go-eevee,0,base,,2220,3 Poké Balls,3,1,Growlithe,58,37,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Beauty,Lana,PE,lets-go-pikachu-lets-go-eevee,0,base,,2220,3 Poké Balls,3,2,Growlithe,58,37,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Beauty,Lana,PE,lets-go-pikachu-lets-go-eevee,0,base,,2220,3 Poké Balls,3,3,Growlithe,58,37,female,,,,,,Kanto Route 15,bulbapedia
kanto,Route 15,,,South path,trainer,Bird Keeper,Edwin,PE,lets-go-pikachu-lets-go-eevee,0,base,,2340,3 Poké Balls,1,1,Dodrio,85,39,male,,,,,,Kanto Route 15,bulbapedia
kanto,Route 16,,,Northern half (requires Cut),trainer,Young Couple,Lea & Jed,FRLG,firered-leafgreen,1,base,,1624,,2,1,Rapidash,78,29,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Northern half (requires Cut),trainer,Young Couple,Lea & Jed,FRLG,firered-leafgreen,1,base,,1624,,2,2,Ninetales,38,29,female,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Biker,Lao,FRLG,firered-leafgreen,1,base,,580,,2,1,Grimer,88,29,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Biker,Lao,FRLG,firered-leafgreen,1,base,,580,,2,2,Koffing,109,29,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Cue Ball,Koji,FRLG,firered-leafgreen,1,base,,672,,3,1,Machop,66,28,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Cue Ball,Koji,FRLG,firered-leafgreen,1,base,,672,,3,2,Mankey,56,28,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Cue Ball,Koji,FRLG,firered-leafgreen,1,base,,672,,3,3,Machop,66,28,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Cue Ball,Luke,FRLG,firered-leafgreen,1,base,,696,,2,1,Mankey,56,29,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Cue Ball,Luke,FRLG,firered-leafgreen,1,base,,696,,2,2,Machop,66,29,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Biker,Hideo,FRLG,firered-leafgreen,1,base,,660,,1,1,Weezing,110,33,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Biker,Ruben,FRLG,firered-leafgreen,1,base,,560,,3,1,Weezing,110,28,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Biker,Ruben,FRLG,firered-leafgreen,1,base,,560,,3,2,Koffing,109,28,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Biker,Ruben,FRLG,firered-leafgreen,1,base,,560,,3,3,Weezing,110,28,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Cue Ball,Camron,FRLG,firered-leafgreen,1,base,,696,,2,1,Mankey,56,29,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Cue Ball,Camron,FRLG,firered-leafgreen,1,base,,696,,2,2,Machop,66,29,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Biker,Ruben,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,960,,3,1,Weezing,110,48,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Biker,Ruben,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,960,,3,2,Weezing,110,48,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Biker,Ruben,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,960,,3,3,Weezing,110,48,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Cue Ball,Camron,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,1176,,2,1,Primeape,57,49,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Cue Ball,Camron,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,1176,,2,2,Machoke,67,49,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Northern half (requires Chop Down),trainer,Punk Guy,Lao,PE,lets-go-pikachu-lets-go-eevee,0,base,,1008,3 Poké Balls,2,1,Onix,95,36,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Northern half (requires Chop Down),trainer,Punk Guy,Lao,PE,lets-go-pikachu-lets-go-eevee,0,base,,1008,3 Poké Balls,2,2,Muk,89,36,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Northern half (requires Chop Down),trainer,Roughneck,Koji,PE,lets-go-pikachu-lets-go-eevee,0,base,,1008,3 Poké Balls,3,1,Raticate,20,36,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Northern half (requires Chop Down),trainer,Roughneck,Koji,PE,lets-go-pikachu-lets-go-eevee,0,base,,1008,3 Poké Balls,3,2,Rhyhorn,111,36,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Northern half (requires Chop Down),trainer,Roughneck,Koji,PE,lets-go-pikachu-lets-go-eevee,0,base,,1008,3 Poké Balls,3,3,Koffing,109,36,female,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Northern half (requires Chop Down),trainer,Punk Guy,Hideo,PE,lets-go-pikachu-lets-go-eevee,0,base,,1008,3 Poké Balls,2,1,Arbok,24,36,female,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Northern half (requires Chop Down),trainer,Punk Guy,Hideo,PE,lets-go-pikachu-lets-go-eevee,0,base,,1008,3 Poké Balls,2,2,Fearow,22,36,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Camper,Ruben,PE,lets-go-pikachu-lets-go-eevee,0,base,,700,2 Great Balls,2,1,Psyduck,54,35,female,,,,,,Kanto Route 16,bulbapedia
kanto,Route 16,,,Main path,trainer,Camper,Ruben,PE,lets-go-pikachu-lets-go-eevee,0,base,,700,2 Great Balls,2,2,Psyduck,54,35,male,,,,,,Kanto Route 16,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Isaiah,FRLG,firered-leafgreen,1,base,,696,,2,1,Machop,66,29,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Isaiah,FRLG,firered-leafgreen,1,base,,696,,2,2,Machamp,68,29,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,Virgil,FRLG,firered-leafgreen,1,base,,560,,3,1,Weezing,110,28,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,Virgil,FRLG,firered-leafgreen,1,base,,560,,3,2,Koffing,109,28,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,Virgil,FRLG,firered-leafgreen,1,base,,560,,3,3,Weezing,110,28,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Raul,FRLG,firered-leafgreen,1,base,,696,,2,1,Mankey,56,29,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Raul,FRLG,firered-leafgreen,1,base,,696,,2,2,Primeape,57,29,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,Billy,FRLG,firered-leafgreen,1,base,,660,,1,1,Muk,89,33,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Jamal,FRLG,firered-leafgreen,1,base,,624,,4,1,Mankey,56,26,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Jamal,FRLG,firered-leafgreen,1,base,,624,,4,2,Mankey,56,26,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Jamal,FRLG,firered-leafgreen,1,base,,624,,4,3,Machamp,68,26,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Jamal,FRLG,firered-leafgreen,1,base,,624,,4,4,Machop,66,26,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,Nikolas,FRLG,firered-leafgreen,1,base,,580,,2,1,Voltorb,100,29,,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,Nikolas,FRLG,firered-leafgreen,1,base,,580,,2,2,Voltorb,100,29,,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Zeek,FRLG,firered-leafgreen,1,base,,792,,1,1,Machoke,67,33,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Corey,FRLG,firered-leafgreen,1,base,,696,,2,1,Primeape,57,29,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Corey,FRLG,firered-leafgreen,1,base,,696,,2,2,Machoke,67,29,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,Jaxon,FRLG,firered-leafgreen,1,base,,580,,2,1,Weezing,110,29,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,Jaxon,FRLG,firered-leafgreen,1,base,,580,,2,2,Muk,89,29,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,William,FRLG,firered-leafgreen,1,base,,500,,5,1,Koffing,109,25,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,William,FRLG,firered-leafgreen,1,base,,500,,5,2,Weezing,110,25,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,William,FRLG,firered-leafgreen,1,base,,500,,5,3,Koffing,109,25,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,William,FRLG,firered-leafgreen,1,base,,500,,5,4,Weezing,110,25,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,William,FRLG,firered-leafgreen,1,base,,500,,5,5,Koffing,109,25,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Isaiah,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,1176,,2,1,Machoke,67,49,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Isaiah,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,1176,,2,2,Machamp,68,49,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Corey,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,1176,,2,1,Primeape,57,49,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Cue Ball,Corey,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,1176,,2,2,Machamp,68,49,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,Jaxon,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,980,,2,1,Weezing,110,49,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Biker,Jaxon,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion,980,,2,2,Muk,89,49,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Picnicker,Dalia,PE,lets-go-pikachu-lets-go-eevee,0,base,,740,2 Great Balls,1,1,Vaporeon,134,37,female,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Beauty,Alexis,PE,lets-go-pikachu-lets-go-eevee,0,base,,2220,3 Poké Balls,1,1,Jolteon,135,37,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Lass,Mila,PE,lets-go-pikachu-lets-go-eevee,0,base,,720,3 Poké Balls,1,1,Flareon,136,36,female,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Ace Trainer,Johnson,PE,lets-go-pikachu-lets-go-eevee,0,base,,3900,5 Ultra Balls,3,1,Wartortle,8,40,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Ace Trainer,Johnson,PE,lets-go-pikachu-lets-go-eevee,0,base,,3900,5 Ultra Balls,3,2,Magneton,82,39,,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Ace Trainer,Johnson,PE,lets-go-pikachu-lets-go-eevee,0,base,,3900,5 Ultra Balls,3,3,Marowak,105,39,female,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Punk Guy,Corey,PE,lets-go-pikachu-lets-go-eevee,0,base,,1064,3 Poké Balls,2,1,Primeape,57,38,female,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Punk Guy,Corey,PE,lets-go-pikachu-lets-go-eevee,0,base,,1064,3 Poké Balls,2,2,Graveler,75,38,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Coach Trainer,Grantley,PE,lets-go-pikachu-lets-go-eevee,0,base,,4100,,3,1,Fearow,22,40,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Coach Trainer,Grantley,PE,lets-go-pikachu-lets-go-eevee,0,base,,4100,,3,2,Beedrill,15,40,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Coach Trainer,Grantley,PE,lets-go-pikachu-lets-go-eevee,0,base,,4100,,3,3,Sandslash,28,41,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Beauty,Samantha,PE,lets-go-pikachu-lets-go-eevee,0,base,,2220,3 Poké Balls,1,1,Weepinbell,70,37,female,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Gentleman,Orson,PE,lets-go-pikachu-lets-go-eevee,0,base,,4560,3 Poké Balls,1,1,Persian,53,38,female,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Ace Trainer,Maria,PE,lets-go-pikachu-lets-go-eevee,0,base,,3900,5 Ultra Balls,3,1,Exeggutor,103,40,male,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Ace Trainer,Maria,PE,lets-go-pikachu-lets-go-eevee,0,base,,3900,5 Ultra Balls,3,2,Ninetales,38,39,female,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Ace Trainer,Maria,PE,lets-go-pikachu-lets-go-eevee,0,base,,3900,5 Ultra Balls,3,3,Starmie,121,39,,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Picnicker,Misaki,PE,lets-go-pikachu-lets-go-eevee,0,base,,740,2 Great Balls,3,1,Vulpix,37,37,female,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Picnicker,Misaki,PE,lets-go-pikachu-lets-go-eevee,0,base,,740,2 Great Balls,3,2,Ivysaur,2,37,female,,,,,,Kanto Route 17,bulbapedia
kanto,Route 17,,,,trainer,Picnicker,Misaki,PE,lets-go-pikachu-lets-go-eevee,0,base,,740,2 Great Balls,3,3,Wigglytuff,40,37,female,,,,,,Kanto Route 17,bulbapedia
