species,pokedex,number
236,original-johto,143
236,updated-johto,145
236,galar,107
236,blueberry,92
237,national,237
237,original-johto,146
237,updated-johto,148
237,galar,110
237,blueberry,95
238,national,238
238,original-johto,152
238,updated-johto,154
238,kalos-mountain,83
238,updated-alola,109
238,updated-melemele,109
238,crown-tundra,13
239,national,239
239,original-johto,154
239,extended-sinnoh,197
239,updated-johto,156
239,updated-unova,56
239,original-alola,226
239,original-ulaula,98
239,updated-alola,295
239,updated-ulaula,116
239,crown-tundra,15
239,hisui,182
239,blueberry,10
240,national,240
240,original-johto,150
240,extended-sinnoh,200
240,updated-johto,152
240,updated-unova,53
240,original-alola,166
240,original-akala,93
240,updated-alola,200
240,updated-akala,101
240,crown-tundra,18
240,hisui,174
240,blueberry,13
241,national,241
241,original-johto,149
241,updated-johto,151
241,kalos-coastal,126
241,original-alola,138
241,original-akala,65
241,original-poni,62
241,updated-alola,171
241,updated-akala,72
241,updated-poni,74
241,isle-of-armor,117
242,national,242
242,original-johto,218
242,original-sinnoh,98
242,extended-sinnoh,98
242,updated-johto,223
242,original-alola,34
242,original-melemele,34
242,original-akala,18
242,original-ulaula,17
242,original-poni,10
242,updated-alola,41
242,updated-melemele,41
242,updated-akala,18
242,updated-ulaula,17
242,updated-poni,17
242,isle-of-armor,8
242,hisui,88
242,paldea,45
242,blueberry,18
243,national,243
243,original-johto,238
243,updated-johto,243
244,national,244
244,original-johto,239
244,updated-johto,244
245,national,245
245,original-johto,240
245,updated-johto,245
246,national,246
246,original-johto,244
246,updated-johto,249
246,updated-unova,292
246,conquest-gallery,79
246,kalos-mountain,102
246,updated-alola,247
246,updated-akala,148
246,galar,383
246,crown-tundra,139
246,paldea,316
246,lumiose-city,206
247,national,247
247,original-johto,245
247,updated-johto,250
247,updated-unova,293
247,conquest-gallery,80
247,kalos-mountain,103
247,updated-alola,248
247,updated-akala,149
247,galar,384
247,crown-tundra,140
247,paldea,317
247,lumiose-city,207
248,national,248
248,original-johto,246
248,updated-johto,251
248,updated-unova,294
248,conquest-gallery,81
248,kalos-mountain,104
248,updated-alola,249
248,updated-akala,150
248,galar,385
248,crown-tundra,141
248,paldea,318
248,lumiose-city,208
248,champions,248
249,national,249
249,original-johto,247
249,updated-johto,252
250,national,250
250,original-johto,248
250,updated-johto,253
251,national,251
251,original-johto,251
251,updated-johto,256
252,national,252
252,hoenn,1
252,conquest-gallery,130
252,updated-hoenn,1
252,blueberry,182
252,hyperspace,39
253,national,253
253,hoenn,2
253,conquest-gallery,131
253,updated-hoenn,2
253,blueberry,183
253,hyperspace,40
254,national,254
254,hoenn,3
254,conquest-gallery,132
254,updated-hoenn,3
254,blueberry,184
254,hyperspace,41
254,champions,254
255,national,255
255,hoenn,4
255,updated-hoenn,4
255,blueberry,185
255,hyperspace,42
256,national,256
256,hoenn,5
256,updated-hoenn,5
256,blueberry,186
256,hyperspace,43
257,national,257
257,hoenn,6
257,updated-hoenn,6
257,blueberry,187
257,hyperspace,44
257,champions,257
258,national,258
258,hoenn,7
258,updated-hoenn,7
258,blueberry,188
258,hyperspace,45
259,national,259
259,hoenn,8
259,updated-hoenn,8
259,blueberry,189
259,hyperspace,46
260,national,260
260,hoenn,9
260,updated-hoenn,9
260,blueberry,190
260,hyperspace,47
260,champions,260
261,national,261
261,hoenn,10
261,kalos-mountain,44
261,updated-hoenn,10
261,kitakami,7
262,national,262
262,hoenn,11
262,kalos-mountain,45
262,updated-hoenn,11
262,kitakami,8
263,national,263
263,hoenn,12
263,kalos-central,12
263,updated-hoenn,12
263,galar,31
263,crown-tundra,71
264,national,264
264,hoenn,13
264,kalos-central,13
264,updated-hoenn,13
264,galar,32
264,crown-tundra,72
265,national,265
265,hoenn,14
265,original-sinnoh,48
265,extended-sinnoh,48
265,updated-hoenn,14
265,hisui,18
266,national,266
266,hoenn,15
266,original-sinnoh,49
266,extended-sinnoh,49
266,updated-hoenn,15
266,hisui,19
267,national,267
267,hoenn,16
267,original-sinnoh,50
267,extended-sinnoh,50
267,updated-hoenn,16
267,hisui,20
268,national,268
268,hoenn,17
268,original-sinnoh,51
268,extended-sinnoh,51
268,updated-hoenn,17
268,hisui,21
269,national,269
269,hoenn,18
269,original-sinnoh,52
269,extended-sinnoh,52
269,updated-hoenn,18
269,hisui,22
270,national,270
270,hoenn,19
270,kalos-mountain,55
270,updated-hoenn,19
270,galar,36
270,kitakami,104
271,national,271
271,hoenn,20
271,kalos-mountain,56
271,updated-hoenn,20
271,galar,37
271,kitakami,105
272,national,272
272,hoenn,21
272,kalos-mountain,57
272,updated-hoenn,21
272,galar,38
272,kitakami,106
273,national,273
273,hoenn,22
273,updated-hoenn,22
273,galar,39
273,kitakami,54
274,national,274
274,hoenn,23
274,updated-hoenn,23
274,galar,40
274,kitakami,55
275,national,275
275,hoenn,24
275,updated-hoenn,24
275,galar,41
275,kitakami,56
276,national,276
276,hoenn,25
276,kalos-coastal,19
276,updated-hoenn,25
277,national,277
277,hoenn,26
277,kalos-coastal,20
277,updated-hoenn,26
278,national,278
278,hoenn,27
278,original-sinnoh,119
278,extended-sinnoh,119
278,updated-unova,212
278,kalos-coastal,17
278,updated-hoenn,27
278,original-alola,40
278,original-melemele,40
278,original-akala,19
278,original-ulaula,21
278,original-poni,11
278,updated-alola,47
278,updated-melemele,47
278,updated-akala,19
278,updated-ulaula,21
278,updated-poni,18
278,galar,62
278,isle-of-armor,48
278,paldea,132
279,national,279
279,hoenn,28
279,original-sinnoh,120
279,extended-sinnoh,120
279,updated-unova,213
279,kalos-coastal,18
279,updated-hoenn,28
279,original-alola,41
279,original-melemele,41
279,original-akala,20
279,original-ulaula,22
279,original-poni,12
279,updated-alola,48
279,updated-melemele,48
279,updated-akala,20
279,updated-ulaula,22
279,updated-poni,19
279,galar,63
279,isle-of-armor,49
279,paldea,133
279,champions,279
280,national,280
280,hoenn,29
280,extended-sinnoh,157
280,conquest-gallery,9
280,kalos-central,64
280,updated-hoenn,29
280,galar,120
280,isle-of-armor,34
280,hisui,101
280,paldea,62
280,kitakami,57
280,lumiose-city,87
281,national,281
281,hoenn,30
281,extended-sinnoh,158
281,conquest-gallery,10
281,kalos-central,65
281,updated-hoenn,30
281,galar,121
281,isle-of-armor,35
281,hisui,102
281,paldea,63
281,kitakami,58
281,lumiose-city,88
282,national,282
282,hoenn,31
282,extended-sinnoh,159
282,conquest-gallery,11
282,kalos-central,66
282,updated-hoenn,31
282,galar,122
282,isle-of-armor,36
282,hisui,103
282,paldea,64
282,kitakami,59
282,lumiose-city,89
282,champions,282
283,national,283
283,hoenn,32
283,kalos-central,47
283,updated-hoenn,33
283,original-alola,139
283,original-akala,66
283,original-ulaula,60
283,updated-alola,172
283,updated-akala,73
283,updated-ulaula,66
283,paldea,49
283,kitakami,149
284,national,284
284,hoenn,33
284,kalos-central,48
284,updated-hoenn,34
284,original-alola,140
284,original-akala,67
284,original-ulaula,61
284,updated-alola,173
284,updated-akala,74
284,updated-ulaula,67
284,paldea,50
284,kitakami,150
285,national,285
285,hoenn,34
285,updated-hoenn,35
285,paldea,106
286,national,286
286,hoenn,35
286,updated-hoenn,36
286,paldea,107
287,national,287
287,hoenn,36
287,updated-unova,276
287,updated-hoenn,37
287,paldea,78
287,blueberry,59
288,national,288
288,hoenn,37
288,updated-unova,277
288,updated-hoenn,38
288,paldea,79
288,blueberry,60
289,national,289
289,hoenn,38
289,updated-unova,278
289,updated-hoenn,39
289,paldea,80
289,blueberry,61
290,national,290
290,hoenn,42
290,kalos-central,111
290,updated-hoenn,43
290,galar,104
291,national,291
291,hoenn,43
291,kalos-central,112
291,updated-hoenn,44
291,galar,105
292,national,292
292,hoenn,44
292,kalos-central,113
292,updated-hoenn,45
292,galar,106
293,national,293
293,hoenn,45
293,kalos-central,140
293,updated-hoenn,46
293,isle-of-armor,148
294,national,294
294,hoenn,46
294,kalos-central,141
294,updated-hoenn,47
294,isle-of-armor,149
295,national,295
295,hoenn,47
295,kalos-central,142
295,updated-hoenn,48
295,isle-of-armor,150
296,national,296
296,hoenn,48
296,kalos-coastal,95
296,updated-hoenn,49
296,original-alola,56
296,original-melemele,56
296,original-poni,15
296,updated-alola,68
296,updated-melemele,68
296,updated-poni,22
296,paldea,116
297,national,297
297,hoenn,49
297,kalos-coastal,96
297,updated-hoenn,50
297,original-alola,57
297,original-melemele,57
297,original-poni,16
297,updated-alola,69
297,updated-melemele,69
297,updated-poni,23
297,paldea,117
298,national,298
298,hoenn,54
298,original-sinnoh,124
298,extended-sinnoh,124
298,updated-unova,30
298,kalos-central,41
298,updated-hoenn,55
298,isle-of-armor,139
298,paldea,46
299,national,299
299,hoenn,60
299,extended-sinnoh,155
299,updated-unova,164
299,kalos-coastal,93
299,updated-hoenn,61
299,original-alola,198
299,original-akala,125
299,updated-alola,254
299,updated-akala,155
299,hisui,190
299,kitakami,107
300,national,300
300,hoenn,61
300,updated-unova,78
300,kalos-central,78
300,updated-hoenn,63
301,national,301
301,hoenn,62
301,updated-unova,79
301,kalos-central,79
301,updated-hoenn,64
302,national,302
302,hoenn,68
302,kalos-coastal,123
302,updated-hoenn,70
302,original-alola,102
302,original-melemele,102
302,original-poni,52
302,updated-alola,124
302,updated-melemele,124
302,updated-poni,64
302,galar,294
302,crown-tundra,174
302,paldea,297
302,lumiose-city,132
302,champions,302
303,national,303
303,hoenn,69
303,kalos-coastal,63
303,updated-hoenn,71
303,updated-alola,125
303,updated-melemele,125
303,galar,295
303,crown-tundra,175
303,lumiose-city,133
303,champions,303
304,national,304
304,hoenn,70
304,updated-unova,166
304,conquest-gallery,149
304,kalos-mountain,99
304,updated-hoenn,72
304,crown-tundra,191
304,lumiose-city,199
305,national,305
305,hoenn,71
305,updated-unova,167
305,conquest-gallery,150
305,kalos-mountain,100
305,updated-hoenn,73
305,crown-tundra,192
305,lumiose-city,200
306,national,306
306,hoenn,72
306,updated-unova,168
306,conquest-gallery,151
306,kalos-mountain,101
306,updated-hoenn,74
306,crown-tundra,193
306,lumiose-city,201
306,champions,306
307,national,307
307,hoenn,76
307,original-sinnoh,86
307,extended-sinnoh,86
307,kalos-central,143
307,updated-hoenn,78
307,paldea,161
307,lumiose-city,83
308,national,308
308,hoenn,77
308,original-sinnoh,87
308,extended-sinnoh,87
308,kalos-central,144
308,updated-hoenn,79
308,paldea,162
308,lumiose-city,84
308,champions,308
309,national,309
309,hoenn,78
309,kalos-coastal,73
309,updated-hoenn,80
309,updated-alola,293
309,updated-ulaula,114
309,galar,66
309,lumiose-city,85
310,national,310
310,hoenn,79
310,kalos-coastal,74
310,updated-hoenn,81
310,updated-alola,294
310,updated-ulaula,115
310,galar,67
310,lumiose-city,86
310,champions,310
311,national,311
311,hoenn,80
311,kalos-central,96
311,updated-hoenn,82
311,blueberry,119
312,national,312
312,hoenn,81
312,kalos-central,97
312,updated-hoenn,83
312,blueberry,120
313,national,313
313,hoenn,86
313,kalos-central,133
313,updated-hoenn,89
313,kitakami,9
314,national,314
314,hoenn,87
314,kalos-central,134
314,updated-hoenn,90
314,kitakami,10
315,national,315
315,hoenn,94
315,original-sinnoh,26
315,extended-sinnoh,26
315,updated-unova,134
315,kalos-central,72
315,updated-hoenn,98
315,galar,60
315,hisui,90
315,lumiose-city,30
316,national,316
316,hoenn,95
316,kalos-central,98
316,updated-hoenn,100
316,paldea,139
316,hyperspace,92
317,national,317
317,hoenn,96
317,kalos-central,99
317,updated-hoenn,101
317,paldea,140
317,hyperspace,93
318,national,318
318,hoenn,97
318,kalos-central,55
318,updated-hoenn,102
318,original-alola,264
318,original-poni,79
318,updated-alola,345
318,updated-poni,92
318,isle-of-armor,111
318,lumiose-city,140
319,national,319
319,hoenn,98
319,kalos-central,56
319,updated-hoenn,103
319,original-alola,265
319,original-poni,80
319,updated-alola,346
319,updated-poni,93
319,isle-of-armor,112
319,lumiose-city,141
319,champions,319
320,national,320
320,hoenn,99
320,updated-unova,240
320,kalos-coastal,27
320,updated-hoenn,104
320,original-alola,266
320,original-poni,81
320,updated-alola,351
320,updated-poni,98
320,galar,356
320,isle-of-armor,190
321,national,321
321,hoenn,100
321,updated-unova,241
321,kalos-coastal,28
321,updated-hoenn,105
321,original-alola,267
321,original-poni,82
321,updated-alola,352
321,updated-poni,99
321,galar,357
321,isle-of-armor,191
322,national,322
322,hoenn,101
322,updated-unova,204
322,updated-hoenn,106
322,paldea,151
322,blueberry,125
322,lumiose-city,116
323,national,323
323,hoenn,102
323,updated-unova,205
323,updated-hoenn,107
323,paldea,152
323,blueberry,126
323,lumiose-city,117
323,champions,323
324,national,324
324,hoenn,105
324,kalos-mountain,96
324,updated-hoenn,110
324,original-alola,223
324,original-ulaula,95
324,updated-alola,287
324,updated-ulaula,108
324,galar,300
324,isle-of-armor,173
324,paldea,150
324,blueberry,86
324,champions,324
325,national,325
325,hoenn,110
325,updated-unova,206
325,kalos-coastal,7
325,updated-hoenn,115
325,paldea,111
325,kitakami,125
325,hyperspace,84
326,national,326
326,hoenn,111
326,updated-unova,207
326,kalos-coastal,8
326,updated-hoenn,116
326,paldea,112
326,kitakami,126
326,hyperspace,85
327,national,327
327,hoenn,114
327,kalos-mountain,131
327,updated-hoenn,119
327,original-alola,105
327,original-melemele,105
327,updated-alola,128
327,updated-melemele,128
328,national,328
328,hoenn,116
328,updated-unova,121
328,kalos-mountain,3
328,updated-hoenn,121
328,original-alola,235
328,original-ulaula,107
328,updated-alola,304
328,updated-ulaula,125
328,galar,321
328,blueberry,44
329,national,329
329,hoenn,117
329,updated-unova,122
329,kalos-mountain,4
329,updated-hoenn,122
329,original-alola,236
329,original-ulaula,108
329,updated-alola,305
329,updated-ulaula,126
329,galar,322
329,blueberry,45
330,national,330
330,hoenn,118
330,updated-unova,123
330,kalos-mountain,5
330,updated-hoenn,123
330,original-alola,237
330,original-ulaula,109
330,updated-alola,306
330,updated-ulaula,127
330,galar,323
330,blueberry,46
331,national,331
331,hoenn,119
331,updated-hoenn,124
331,paldea,252
332,national,332
332,hoenn,120
332,updated-hoenn,125
332,paldea,253
333,national,333
333,hoenn,121
333,extended-sinnoh,171
333,updated-unova,246
333,kalos-mountain,139
333,updated-hoenn,126
333,crown-tundra,35
333,paldea,219
333,blueberry,114
333,lumiose-city,93
334,national,334
334,hoenn,122
334,extended-sinnoh,172
334,updated-unova,247
334,kalos-mountain,140
334,updated-hoenn,127
334,crown-tundra,36
334,paldea,220
334,blueberry,115
334,lumiose-city,94
334,champions,334
335,national,335
335,hoenn,123
335,updated-unova,186
335,kalos-coastal,5
335,updated-hoenn,128
335,paldea,217
335,blueberry,70
335,hyperspace,106
336,national,336
336,hoenn,124
336,updated-unova,187
336,kalos-coastal,6
336,updated-hoenn,129
336,paldea,218
336,blueberry,71
336,hyperspace,107
337,national,337
337,hoenn,125
337,updated-unova,214
337,kalos-coastal,12
337,updated-hoenn,130
337,galar,362
338,national,338
338,hoenn,126
338,updated-unova,215
338,kalos-coastal,13
338,updated-hoenn,131
338,galar,363
339,national,339
339,hoenn,127
339,original-sinnoh,80
339,extended-sinnoh,80
339,kalos-mountain,40
339,updated-hoenn,132
339,original-alola,93
339,original-melemele,93
339,original-akala,36
339,original-poni,43
339,updated-alola,113
339,updated-melemele,113
339,updated-akala,36
339,updated-poni,55
339,galar,228
339,isle-of-armor,137
339,crown-tundra,60
339,hisui,97
339,paldea,168
339,kitakami,162
340,national,340
340,hoenn,128
340,original-sinnoh,81
340,extended-sinnoh,81
340,kalos-mountain,41
340,updated-hoenn,133
340,original-alola,94
340,original-melemele,94
340,original-akala,37
340,original-poni,44
340,updated-alola,114
340,updated-melemele,114
340,updated-akala,37
340,updated-poni,56
340,galar,229
340,isle-of-armor,138
340,crown-tundra,61
340,hisui,98
340,paldea,169
340,kitakami,163
341,national,341
341,hoenn,129
341,updated-unova,279
341,kalos-central,51
341,updated-hoenn,134
341,updated-alola,357
341,updated-poni,104
341,galar,102
341,isle-of-armor,91
341,kitakami,11
342,national,342
342,hoenn,130
342,updated-unova,280
342,kalos-central,52
342,updated-hoenn,135
342,updated-alola,358
342,updated-poni,105
342,galar,103
342,isle-of-armor,92
342,kitakami,12
343,national,343
343,hoenn,131
343,updated-unova,169
343,updated-hoenn,136
343,updated-alola,310
343,updated-ulaula,131
343,galar,82
343,crown-tundra,151
344,national,344
344,hoenn,132
344,updated-unova,170
344,updated-hoenn,137
344,updated-alola,311
344,updated-ulaula,132
344,galar,83
344,crown-tundra,152
345,national,345
345,hoenn,133
345,updated-hoenn,138
345,updated-alola,231
345,updated-akala,132
345,crown-tundra,183
346,national,346
346,hoenn,134
346,updated-hoenn,139
346,updated-alola,232
346,updated-akala,133
346,crown-tundra,184
347,national,347
347,hoenn,135
347,conquest-gallery,171
347,updated-hoenn,140
347,updated-alola,233
347,updated-akala,134
347,crown-tundra,185
348,national,348
348,hoenn,136
348,conquest-gallery,172
348,updated-hoenn,141
348,updated-alola,234
348,updated-akala,135
348,crown-tundra,186
349,national,349
349,hoenn,140
349,original-sinnoh,138
349,extended-sinnoh,138
349,updated-hoenn,145
349,original-alola,155
349,original-akala,82
349,updated-alola,189
349,updated-akala,90
349,galar,152
349,crown-tundra,188
349,kitakami,158
349,hyperspace,48
350,national,350
350,hoenn,141
350,original-sinnoh,139
350,extended-sinnoh,139
350,updated-hoenn,146
350,original-alola,156
350,original-akala,83
350,updated-alola,190
350,updated-akala,91
350,galar,153
350,crown-tundra,189
350,kitakami,159
350,hyperspace,49
350,champions,350
351,national,351
351,hoenn,142
351,updated-unova,163
351,updated-hoenn,147
351,original-alola,181
351,original-akala,108
351,original-ulaula,77
351,original-poni,69
351,updated-alola,220
351,updated-akala,121
351,updated-ulaula,84
351,updated-poni,82
351,champions,351
352,national,352
352,hoenn,145
352,kalos-central,116
352,updated-hoenn,150
352,updated-alola,214
352,updated-akala,115
352,hyperspace,27
353,national,353
353,hoenn,146
353,updated-unova,210
353,kalos-mountain,122
353,updated-hoenn,151
353,updated-alola,316
353,updated-ulaula,137
353,paldea,298
353,lumiose-city,111
354,national,354
354,hoenn,147
354,updated-unova,211
354,kalos-mountain,123
354,updated-hoenn,152
354,updated-alola,317
354,updated-ulaula,138
354,paldea,299
354,lumiose-city,112
354,champions,354
355,national,355
355,hoenn,148
355,extended-sinnoh,189
355,conquest-gallery,69
355,updated-hoenn,153
355,galar,135
355,hisui,158
355,kitakami,139
356,national,356
356,hoenn,149
356,extended-sinnoh,190
356,conquest-gallery,70
356,updated-hoenn,154
356,galar,136
356,hisui,159
356,kitakami,140
357,national,357
357,hoenn,150
357,extended-sinnoh,185
357,updated-unova,288
357,updated-hoenn,156
357,updated-alola,354
357,updated-poni,101
357,paldea,246
358,national,358
358,hoenn,151
358,original-sinnoh,83
358,extended-sinnoh,83
358,conquest-gallery,53
358,kalos-coastal,112
358,updated-hoenn,158
358,hisui,196
358,kitakami,143
358,hyperspace,51
358,champions,358
359,national,359
359,hoenn,152
359,extended-sinnoh,209
359,updated-unova,216
359,kalos-coastal,9
359,updated-hoenn,159
359,original-alola,245
359,original-ulaula,117
359,updated-alola,322
359,updated-ulaula,143
359,crown-tundra,107
359,lumiose-city,134
359,champions,359
360,national,360
360,hoenn,160
360,kalos-coastal,118
360,updated-hoenn,167
360,galar,216
361,national,361
361,hoenn,171
361,extended-sinnoh,206
361,conquest-gallery,93
361,updated-hoenn,179
361,original-alola,246
361,original-ulaula,118
361,updated-alola,323
361,updated-ulaula,144
361,galar,79
361,crown-tundra,25
361,hisui,205
361,paldea,357
361,kitakami,172
361,lumiose-city,169
362,national,362
362,hoenn,172
362,extended-sinnoh,207
362,conquest-gallery,94
362,updated-hoenn,180
362,original-alola,247
362,original-ulaula,119
362,updated-alola,324
362,updated-ulaula,145
362,galar,80
362,crown-tundra,26
362,hisui,206
362,paldea,358
362,kitakami,173
362,lumiose-city,170
362,champions,362
363,national,363
363,hoenn,173
363,updated-unova,243
363,conquest-gallery,60
363,updated-hoenn,182
363,crown-tundra,159
363,hisui,143
364,national,364
364,hoenn,174
364,updated-unova,244
364,conquest-gallery,61
364,updated-hoenn,183
364,crown-tundra,160
364,hisui,144
365,national,365
365,hoenn,175
365,updated-unova,245
365,conquest-gallery,62
365,updated-hoenn,184
365,crown-tundra,161
365,hisui,145
366,national,366
366,hoenn,176
366,kalos-coastal,141
366,updated-hoenn,185
366,updated-alola,140
366,updated-melemele,140
366,updated-ulaula,61
367,national,367
367,hoenn,177
367,kalos-coastal,142
367,updated-hoenn,186
367,updated-alola,141
367,updated-melemele,141
367,updated-ulaula,62
368,national,368
368,hoenn,178
368,kalos-coastal,143
368,updated-hoenn,187
368,updated-alola,142
368,updated-melemele,142
368,updated-ulaula,63
369,national,369
369,hoenn,179
369,kalos-coastal,42
369,updated-hoenn,188
369,original-alola,262
369,original-poni,77
369,updated-alola,343
369,updated-poni,90
369,crown-tundra,187
370,national,370
370,hoenn,183
370,kalos-coastal,29
370,updated-hoenn,192
370,original-alola,111
370,original-melemele,111
370,original-akala,43
370,updated-alola,134
370,updated-melemele,134
370,updated-akala,43
370,paldea,332
370,blueberry,82
371,national,371
371,hoenn,187
371,kalos-coastal,14
371,updated-hoenn,196
371,original-alola,117
371,original-melemele,117
371,updated-alola,147
371,updated-melemele,147
371,crown-tundra,113
371,paldea,276
371,lumiose-city,220
372,national,372
372,hoenn,188
372,kalos-coastal,15
372,updated-hoenn,197
372,original-alola,118
372,original-melemele,118
372,updated-alola,148
372,updated-melemele,148
372,crown-tundra,114
372,paldea,277
372,lumiose-city,221
373,national,373
373,hoenn,189
373,kalos-coastal,16
373,updated-hoenn,198
373,original-alola,119
373,original-melemele,119
373,updated-alola,149
373,updated-melemele,149
373,crown-tundra,115
373,paldea,278
373,lumiose-city,222
374,national,374
374,hoenn,190
374,updated-unova,262
374,conquest-gallery,82
374,updated-hoenn,199
374,original-alola,214
374,original-ulaula,86
374,updated-alola,278
374,updated-ulaula,99
374,crown-tundra,129
374,blueberry,137
374,lumiose-city,225
375,national,375
375,hoenn,191
375,updated-unova,263
375,conquest-gallery,83
375,updated-hoenn,200
375,original-alola,215
375,original-ulaula,87
375,updated-alola,279
375,updated-ulaula,100
375,crown-tundra,130
375,blueberry,138
375,lumiose-city,226
376,national,376
376,hoenn,192
376,updated-unova,264
376,conquest-gallery,84
376,updated-hoenn,201
376,original-alola,216
376,original-ulaula,88
376,updated-alola,280
376,updated-ulaula,101
376,crown-tundra,131
376,blueberry,139
376,lumiose-city,227
376,champions,376
377,national,377
377,hoenn,193
377,updated-hoenn,202
377,crown-tundra,197
378,national,378
378,hoenn,194
378,updated-hoenn,203
378,crown-tundra,198
379,national,379
379,hoenn,195
379,conquest-gallery,193
379,updated-hoenn,204
379,crown-tundra,199
380,national,380
380,hoenn,196
380,updated-hoenn,205
380,hyperspace,126
381,national,381
381,hoenn,197
381,updated-hoenn,206
381,hyperspace,127
382,national,382
382,hoenn,198
382,updated-hoenn,207
382,hyperspace,128
383,national,383
383,hoenn,199
383,conquest-gallery,194
383,updated-hoenn,208
383,hyperspace,129
384,national,384
384,hoenn,200
384,conquest-gallery,200
384,updated-hoenn,209
384,hyperspace,130
385,national,385
385,hoenn,201
385,updated-hoenn,210
386,national,386
386,hoenn,202
386,updated-hoenn,211
387,national,387
387,original-sinnoh,1
387,extended-sinnoh,1
387,hisui,130
387,blueberry,191
388,national,388
388,original-sinnoh,2
388,extended-sinnoh,2
388,hisui,131
388,blueberry,192
389,national,389
389,original-sinnoh,3
389,extended-sinnoh,3
389,hisui,132
389,blueberry,193
389,champions,389
390,national,390
390,original-sinnoh,4
390,extended-sinnoh,4
390,conquest-gallery,115
390,hisui,61
390,blueberry,194
391,national,391
391,original-sinnoh,5
391,extended-sinnoh,5
391,conquest-gallery,116
391,hisui,62
391,blueberry,195
392,national,392
392,original-sinnoh,6
392,extended-sinnoh,6
392,conquest-gallery,117
392,hisui,63
392,blueberry,196
392,champions,392
393,national,393
393,original-sinnoh,7
393,extended-sinnoh,7
393,conquest-gallery,133
393,hisui,161
393,blueberry,197
394,national,394
394,original-sinnoh,8
394,extended-sinnoh,8
394,conquest-gallery,134
394,hisui,162
394,blueberry,198
395,national,395
395,original-sinnoh,9
395,extended-sinnoh,9
395,conquest-gallery,135
395,hisui,163
395,blueberry,199
395,champions,395
396,national,396
396,original-sinnoh,10
396,extended-sinnoh,10
396,conquest-gallery,26
396,kalos-coastal,99
396,hisui,12
396,paldea,97
396,kitakami,28
396,hyperspace,81
397,national,397
397,original-sinnoh,11
397,extended-sinnoh,11
397,conquest-gallery,27
397,kalos-coastal,100
397,hisui,13
397,paldea,98
397,kitakami,29
397,hyperspace,82
398,national,398
398,original-sinnoh,12
398,extended-sinnoh,12
398,conquest-gallery,28
398,kalos-coastal,101
398,hisui,14
398,paldea,99
398,kitakami,30
398,hyperspace,83
398,champions,398
399,national,399
399,original-sinnoh,13
399,extended-sinnoh,13
399,conquest-gallery,29
399,kalos-central,38
399,hisui,10
400,national,400
400,original-sinnoh,14
400,extended-sinnoh,14
400,conquest-gallery,30
400,kalos-central,39
400,hisui,11
401,national,401
401,original-sinnoh,15
401,extended-sinnoh,15
401,hisui,39
401,paldea,33
401,kitakami,61
402,national,402
402,original-sinnoh,16
402,extended-sinnoh,16
402,hisui,40
402,paldea,34
402,kitakami,62
403,national,403
403,original-sinnoh,17
403,extended-sinnoh,17
403,conquest-gallery,34
403,isle-of-armor,25
403,hisui,15
403,paldea,94
403,kitakami,109
404,national,404
404,original-sinnoh,18
404,extended-sinnoh,18
404,conquest-gallery,35
404,isle-of-armor,26
404,hisui,16
404,paldea,95
404,kitakami,110
405,national,405
405,original-sinnoh,19
405,extended-sinnoh,19
405,conquest-gallery,36
405,isle-of-armor,27
405,hisui,17
405,paldea,96
405,kitakami,111
405,champions,405
406,national,406
406,original-sinnoh,25
406,extended-sinnoh,25
406,updated-unova,133
406,kalos-central,71
406,updated-hoenn,97
406,galar,59
406,hisui,89
406,lumiose-city,29
407,national,407
407,original-sinnoh,27
407,extended-sinnoh,27
407,updated-unova,135
407,kalos-central,73
407,updated-hoenn,99
407,galar,61
407,hisui,91
407,lumiose-city,31
407,champions,407
408,national,408
408,original-sinnoh,36
408,extended-sinnoh,36
408,original-alola,188
408,original-akala,115
408,updated-alola,235
408,updated-akala,136
408,hisui,208
408,blueberry,107
409,national,409
409,original-sinnoh,37
409,extended-sinnoh,37
409,original-alola,189
409,original-akala,116
409,updated-alola,236
409,updated-akala,137
409,hisui,209
409,blueberry,108
409,champions,409
410,national,410
410,original-sinnoh,38
410,extended-sinnoh,38
410,conquest-gallery,163
410,original-alola,190
410,original-akala,117
410,updated-alola,237
410,updated-akala,138
410,hisui,210
410,blueberry,109
411,national,411
411,original-sinnoh,39
411,extended-sinnoh,39
411,conquest-gallery,164
411,original-alola,191
411,original-akala,118
411,updated-alola,238
411,updated-akala,139
411,hisui,211
411,blueberry,110
411,champions,411
412,national,412
412,original-sinnoh,45
412,extended-sinnoh,45
412,kalos-central,44
412,hisui,43
413,national,413
413,original-sinnoh,46
413,extended-sinnoh,46
413,kalos-central,45
413,hisui,44
414,national,414
414,original-sinnoh,47
414,extended-sinnoh,47
414,kalos-central,46
414,hisui,45
415,national,415
415,original-sinnoh,53
415,extended-sinnoh,53
415,updated-unova,142
415,kalos-central,76
415,galar,116
415,isle-of-armor,203
415,hisui,70
415,paldea,38
416,national,416
416,original-sinnoh,54
416,extended-sinnoh,54
416,updated-unova,143
416,kalos-central,77
416,galar,117
416,isle-of-armor,204
416,hisui,71
416,paldea,39
417,national,417
417,original-sinnoh,55
417,extended-sinnoh,55
417,kalos-coastal,132
417,hisui,109
417,paldea,201
417,kitakami,63
418,national,418
418,original-sinnoh,56
418,extended-sinnoh,56
418,updated-unova,149
