pokemon,hp,attack,defense,special_attack,special_defense,speed,ev_hp,ev_attack,ev_defense,ev_special_attack,ev_special_defense,ev_speed
wugtrio,35,100,50,50,70,120,0,0,0,0,0,2
bombirdier,70,103,85,60,85,82,0,2,0,0,0,0
finizen,70,45,40,45,40,75,0,0,0,0,0,1
palafin-zero,100,70,72,53,62,100,2,0,0,0,0,0
varoom,45,70,63,30,45,47,0,1,0,0,0,0
revavroom,80,119,90,54,67,90,0,2,0,0,0,0
cyclizar,70,95,65,85,65,121,0,0,0,0,0,2
orthworm,70,85,145,60,55,65,0,0,2,0,0,0
glimmet,48,35,42,105,60,60,0,0,0,1,0,0
glimmora,83,55,90,130,81,86,0,0,0,2,0,0
greavard,50,61,60,30,55,34,0,1,0,0,0,0
houndstone,72,101,100,50,97,68,0,2,0,0,0,0
flamigo,82,115,74,75,64,90,0,2,0,0,0,0
cetoddle,108,68,45,30,40,43,1,0,0,0,0,0
cetitan,170,113,65,45,55,73,2,0,0,0,0,0
veluza,90,102,73,78,65,70,0,2,0,0,0,0
dondozo,150,100,115,65,65,35,3,0,0,0,0,0
tatsugiri-curly,68,50,60,120,95,82,0,0,0,2,0,0
annihilape,110,115,80,50,90,90,0,3,0,0,0,0
clodsire,130,75,60,45,100,20,2,0,0,0,0,0
farigiraf,120,90,70,110,70,60,3,0,0,0,0,0
dudunsparce-two-segment,125,100,80,85,75,55,2,0,0,0,0,0
kingambit,100,135,120,60,85,50,0,3,0,0,0,0
great-tusk,115,131,131,53,53,87,0,3,0,0,0,0
scream-tail,115,65,99,65,115,111,3,0,0,0,0,0
brute-bonnet,111,127,99,79,99,55,0,3,0,0,0,0
flutter-mane,55,55,55,135,135,135,0,0,0,1,1,1
slither-wing,85,135,79,85,105,81,0,3,0,0,0,0
sandy-shocks,85,81,97,121,85,101,0,0,0,3,0,0
iron-treads,90,112,120,72,70,106,0,0,3,0,0,0
iron-bundle,56,80,114,124,60,136,0,0,0,0,0,3
iron-hands,154,140,108,50,68,50,0,3,0,0,0,0
iron-jugulis,94,80,86,122,80,108,0,0,0,3,0,0
iron-moth,80,70,60,140,110,110,0,0,0,3,0,0
iron-thorns,100,134,110,70,84,72,0,3,0,0,0,0
frigibax,65,75,45,35,45,55,0,1,0,0,0,0
arctibax,90,95,66,45,65,62,0,2,0,0,0,0
baxcalibur,115,145,92,75,86,87,0,3,0,0,0,0
gimmighoul,45,30,70,75,70,10,0,0,0,1,0,0
gholdengo,87,60,95,133,91,84,0,0,0,2,0,0
wo-chien,85,85,100,95,135,70,0,0,0,0,3,0
chien-pao,80,120,80,90,65,135,0,0,0,0,0,3
ting-lu,155,110,125,55,80,45,0,0,3,0,0,0
chi-yu,55,80,80,135,120,100,0,0,0,3,0,0
roaring-moon,105,139,71,55,101,119,0,3,0,0,0,0
iron-valiant,74,130,90,120,60,116,0,3,0,0,0,0
koraidon,100,135,115,85,100,135,0,3,0,0,0,0
miraidon,100,85,100,135,115,135,0,0,0,3,0,0
walking-wake,99,83,91,125,83,109,0,0,0,3,0,0
iron-leaves,90,130,88,70,108,104,0,3,0,0,0,0
dipplin,80,80,110,95,80,40,0,0,2,0,0,0
poltchageist,40,45,45,74,54,50,0,0,0,1,0,0
sinistcha,71,60,106,121,80,70,0,0,0,2,0,0
okidogi,88,128,115,58,86,80,0,3,0,0,0,0
munkidori,88,75,66,130,90,106,0,0,0,3,0,0
fezandipiti,88,91,82,70,125,99,0,0,0,0,3,0
ogerpon,80,120,84,60,96,110,0,3,0,0,0,0
archaludon,90,105,130,125,65,85,0,0,3,0,0,0
hydrapple,106,80,110,120,80,44,0,0,0,3,0,0
gouging-fire,105,115,121,65,93,91,0,0,3,0,0,0
raging-bolt,125,73,91,137,89,75,0,0,0,3,0,0
iron-boulder,90,120,80,68,108,124,0,0,0,0,0,3
iron-crown,90,72,100,122,108,98,0,0,0,3,0,0
terapagos,90,65,85,65,85,60,0,0,1,0,0,0
pecharunt,88,88,160,88,88,88,0,0,3,0,0,0
deoxys-attack,50,180,20,180,20,150,0,2,0,1,0,0
deoxys-defense,50,70,160,70,160,90,0,0,2,0,1,0
deoxys-speed,50,95,90,95,90,180,0,0,0,0,0,3
wormadam-sandy,60,79,105,59,85,36,0,0,2,0,0,0
wormadam-trash,60,69,95,69,95,36,0,0,1,0,1,0
shaymin-sky,100,103,75,120,75,127,0,0,0,0,0,3
giratina-origin,150,120,100,120,100,90,3,0,0,0,0,0
rotom-heat,50,65,107,105,107,86,0,0,0,1,0,1
rotom-wash,50,65,107,105,107,86,0,0,0,1,0,1
rotom-frost,50,65,107,105,107,86,0,0,0,1,0,1
rotom-fan,50,65,107,105,107,86,0,0,0,1,0,1
rotom-mow,50,65,107,105,107,86,0,0,0,1,0,1
castform-sunny,70,70,70,70,70,70,1,0,0,0,0,0
castform-rainy,70,70,70,70,70,70,1,0,0,0,0,0
castform-snowy,70,70,70,70,70,70,1,0,0,0,0,0
basculin-blue-striped,70,92,65,80,55,98,0,0,0,0,0,2
darmanitan-zen,105,30,105,140,105,55,0,0,0,2,0,0
meloetta-pirouette,100,128,90,77,77,128,0,1,1,0,0,1
tornadus-therian,79,100,80,110,90,121,0,0,0,0,0,3
thundurus-therian,79,105,70,145,80,101,0,0,0,3,0,0
landorus-therian,89,145,90,105,80,91,0,3,0,0,0,0
kyurem-black,125,170,100,120,90,95,0,3,0,0,0,0
kyurem-white,125,120,90,170,100,95,0,0,0,3,0,0
keldeo-resolute,91,72,90,129,90,108,0,0,0,3,0,0
meowstic-female,74,48,76,83,81,104,0,0,0,0,0,2
aegislash-blade,60,140,50,140,50,60,0,2,0,1,0,0
pumpkaboo-small,44,66,70,44,55,56,0,0,1,0,0,0
pumpkaboo-large,54,66,70,44,55,46,0,0,1,0,0,0
pumpkaboo-super,59,66,70,44,55,41,0,0,1,0,0,0
gourgeist-small,55,85,122,58,75,99,0,0,2,0,0,0
gourgeist-large,75,95,122,58,75,69,0,0,2,0,0,0
gourgeist-super,85,100,122,58,75,54,0,0,2,0,0,0
venusaur-mega,80,100,123,122,120,80,0,0,0,2,1,0
charizard-mega-x,78,130,111,130,85,100,0,0,0,3,0,0
charizard-mega-y,78,104,78,159,115,100,0,0,0,3,0,0
blastoise-mega,79,103,120,135,115,78,0,0,0,0,3,0
alakazam-mega,55,50,65,175,105,150,0,0,0,3,0,0
gengar-mega,60,65,80,170,95,130,0,0,0,3,0,0
kangaskhan-mega,105,125,100,60,100,100,2,0,0,0,0,0
pinsir-mega,65,155,120,65,90,105,0,2,0,0,0,0
gyarados-mega,95,155,109,70,130,81,0,2,0,0,0,0
aerodactyl-mega,80,135,85,70,95,150,0,0,0,0,0,2
mewtwo-mega-x,106,190,100,154,100,130,0,0,0,3,0,0
mewtwo-mega-y,106,150,70,194,120,140,0,0,0,3,0,0
ampharos-mega,90,95,105,165,110,45,0,0,0,3,0,0
scizor-mega,70,150,140,65,100,75,0,2,0,0,0,0
heracross-mega,80,185,115,40,105,75,0,2,0,0,0,0
houndoom-mega,75,90,90,140,90,115,0,0,0,2,0,0
tyranitar-mega,100,164,150,95,120,71,0,3,0,0,0,0
blaziken-mega,80,160,80,130,80,100,0,3,0,0,0,0
gardevoir-mega,68,85,65,165,135,100,0,0,0,3,0,0
mawile-mega,50,105,125,55,95,50,0,1,1,0,0,0
aggron-mega,70,140,230,60,80,50,0,0,3,0,0,0
medicham-mega,60,100,85,80,85,100,0,0,0,0,0,2
manectric-mega,70,75,80,135,80,135,0,0,0,0,0,2
banette-mega,64,165,75,93,83,75,0,2,0,0,0,0
absol-mega,65,150,60,115,60,115,0,2,0,0,0,0
garchomp-mega,108,170,115,120,95,92,0,3,0,0,0,0
lucario-mega,70,145,88,140,70,112,0,1,0,1,0,0
abomasnow-mega,90,132,105,132,105,30,0,1,0,1,0,0
floette-eternal,74,65,67,125,128,92,0,0,0,0,2,0
latias-mega,80,100,120,140,150,110,0,0,0,0,3,0
latios-mega,80,130,100,160,120,110,0,0,0,3,0,0
swampert-mega,100,150,110,95,110,70,0,3,0,0,0,0
sceptile-mega,70,110,75,145,85,145,0,0,0,0,0,3
sableye-mega,50,85,125,85,115,20,0,1,1,0,0,0
altaria-mega,75,110,110,110,105,80,0,0,0,0,2,0
gallade-mega,68,165,95,65,115,110,0,3,0,0,0,0
audino-mega,103,60,126,80,126,50,2,0,0,0,0,0
sharpedo-mega,70,140,70,110,65,105,0,2,0,0,0,0
slowbro-mega,95,75,180,130,80,30,0,0,2,0,0,0
steelix-mega,75,125,230,55,95,30,0,0,2,0,0,0
pidgeot-mega,83,80,80,135,80,121,0,0,0,0,0,3
glalie-mega,80,120,80,120,80,100,2,0,0,0,0,0
diancie-mega,50,160,110,160,110,110,0,0,1,0,2,0
metagross-mega,80,145,150,105,110,110,0,0,3,0,0,0
kyogre-primal,100,150,90,180,160,90,0,0,0,3,0,0
groudon-primal,100,180,160,150,90,90,0,3,0,0,0,0
rayquaza-mega,105,180,100,180,100,115,0,2,0,1,0,0
pikachu-rock-star,35,55,40,50,50,90,0,0,0,0,0,2
pikachu-belle,35,55,40,50,50,90,0,0,0,0,0,2
pikachu-pop-star,35,55,40,50,50,90,0,0,0,0,0,2
pikachu-phd,35,55,40,50,50,90,0,0,0,0,0,2
pikachu-libre,35,55,40,50,50,90,0,0,0,0,0,2
pikachu-cosplay,35,55,40,50,50,90,0,0,0,0,0,2
hoopa-unbound,80,160,60,170,130,80,0,0,0,3,0,0
camerupt-mega,70,120,100,145,105,20,0,1,0,1,0,0
lopunny-mega,65,136,94,54,96,135,0,0,0,0,0,2
salamence-mega,95,145,130,120,90,120,0,3,0,0,0,0
beedrill-mega,65,150,40,15,80,145,0,2,0,0,1,0
rattata-alola,30,56,35,25,35,72,0,0,0,0,0,1
raticate-alola,75,71,70,40,80,77,0,0,0,0,0,2
raticate-totem-alola,75,71,70,40,80,77,0,0,0,0,0,2
pikachu-original-cap,35,55,40,50,50,90,0,0,0,0,0,2
pikachu-hoenn-cap,35,55,40,50,50,90,0,0,0,0,0,2
pikachu-sinnoh-cap,35,55,40,50,50,90,0,0,0,0,0,2
pikachu-unova-cap,35,55,40,50,50,90,0,0,0,0,0,2
pikachu-kalos-cap,35,55,40,50,50,90,0,0,0,0,0,2
pikachu-alola-cap,35,55,40,50,50,90,0,0,0,0,0,2
raichu-alola,60,85,50,95,85,110,0,0,0,0,0,3
sandshrew-alola,50,75,90,10,35,40,0,0,1,0,0,0
sandslash-alola,75,100,120,25,65,65,0,0,2,0,0,0
vulpix-alola,38,41,40,50,65,65,0,0,0,0,0,1
ninetales-alola,73,67,75,81,100,109,0,0,0,0,0,2
diglett-alola,10,55,30,35,45,90,0,0,0,0,0,1
dugtrio-alola,35,100,60,50,70,110,0,2,0,0,0,0
meowth-alola,40,35,35,50,40,90,0,0,0,0,0,1
persian-alola,65,60,60,75,65,115,0,0,0,0,0,2
geodude-alola,40,80,100,30,30,20,0,0,1,0,0,0
graveler-alola,55,95,115,45,45,35,0,0,2,0,0,0
golem-alola,80,120,130,55,65,45,0,0,3,0,0,0
grimer-alola,80,80,50,40,50,25,1,0,0,0,0,0
muk-alola,105,105,75,65,100,50,1,1,0,0,0,0
exeggutor-alola,95,105,85,125,75,45,0,0,0,2,0,0
marowak-alola,60,80,110,50,80,45,0,0,2,0,0,0
greninja-battle-bond,72,95,67,103,71,122,0,0,0,0,0,3
greninja-ash,72,145,67,153,71,132,0,0,0,0,0,3
zygarde-10-power-construct,54,100,71,61,85,115,3,0,0,0,0,0
zygarde-50-power-construct,108,100,121,81,95,95,3,0,0,0,0,0
zygarde-complete,216,100,121,91,95,85,3,0,0,0,0,0
gumshoos-totem,88,110,60,55,60,45,0,2,0,0,0,0
vikavolt-totem,77,70,90,145,75,43,0,0,0,3,0,0
oricorio-pom-pom,75,70,70,98,70,93,0,0,0,2,0,0
oricorio-pau,75,70,70,98,70,93,0,0,0,2,0,0
oricorio-sensu,75,70,70,98,70,93,0,0,0,2,0,0
lycanroc-midnight,85,115,75,55,75,82,0,2,0,0,0,0
wishiwashi-school,45,140,130,140,135,30,1,0,0,0,0,0
lurantis-totem,70,105,90,80,90,45,0,2,0,0,0,0
salazzle-totem,68,64,60,111,60,117,0,0,0,0,0,2
minior-orange-meteor,60,60,100,60,100,60,0,0,1,0,1,0
minior-yellow-meteor,60,60,100,60,100,60,0,0,1,0,1,0
minior-green-meteor,60,60,100,60,100,60,0,0,1,0,1,0
minior-blue-meteor,60,60,100,60,100,60,0,0,1,0,1,0
minior-indigo-meteor,60,60,100,60,100,60,0,0,1,0,1,0
minior-violet-meteor,60,60,100,60,100,60,0,0,1,0,1,0
minior-red,60,100,60,100,60,120,0,1,0,1,0,0
minior-orange,60,100,60,100,60,120,0,1,0,1,0,0
minior-yellow,60,100,60,100,60,120,0,1,0,1,0,0
minior-green,60,100,60,100,60,120,0,1,0,1,0,0
minior-blue,60,100,60,100,60,120,0,1,0,1,0,0
minior-indigo,60,100,60,100,60,120,0,1,0,1,0,0
minior-violet,60,100,60,100,60,120,0,1,0,1,0,0
mimikyu-busted,55,90,80,50,105,96,0,0,0,0,2,0
mimikyu-totem-disguised,55,90,80,50,105,96,0,0,0,0,2,0
mimikyu-totem-busted,55,90,80,50,105,96,0,0,0,0,2,0
kommo-o-totem,75,110,125,100,105,85,0,0,3,0,0,0
magearna-original,80,95,115,130,115,65,0,0,0,3,0,0
pikachu-partner-cap,35,55,40,50,50,90,0,0,0,0,0,2
marowak-totem,60,80,110,50,80,45,0,0,2,0,0,0
ribombee-totem,60,55,60,95,70,124,0,0,0,0,0,2
rockruff-own-tempo,45,65,40,30,40,60,0,1,0,0,0,0
lycanroc-dusk,75,117,65,55,65,110,0,2,0,0,0,0
araquanid-totem,68,70,92,50,132,42,0,0,0,0,2,0
togedemaru-totem,65,98,63,40,73,96,0,2,0,0,0,0
necrozma-dusk,97,157,127,113,109,77,0,3,0,0,0,0
necrozma-dawn,97,113,109,157,127,77,0,0,0,3,0,0
necrozma-ultra,97,167,97,167,97,129,0,1,0,1,0,1
pikachu-starter,45,80,50,75,60,120,0,0,0,0,0,2
eevee-starter,65,75,70,65,85,75,0,0,0,0,1,0
pikachu-world-cap,35,55,40,50,50,90,0,0,0,0,0,2
meowth-galar,50,65,55,40,40,40,0,1,0,0,0,0
ponyta-galar,50,85,55,65,65,90,0,0,0,0,0,1
rapidash-galar,65,100,70,80,80,105,0,0,0,0,0,2
slowpoke-galar,90,65,65,40,40,15,1,0,0,0,0,0
slowbro-galar,95,100,95,100,70,30,0,2,0,0,0,0
farfetchd-galar,52,95,55,58,62,55,0,1,0,0,0,0
weezing-galar,65,90,120,85,70,60,0,0,2,0,0,0
mr-mime-galar,50,65,65,90,90,100,0,0,0,0,0,2
articuno-galar,90,85,85,125,100,95,0,0,0,3,0,0
zapdos-galar,90,125,90,85,90,100,0,3,0,0,0,0
moltres-galar,90,85,90,100,125,90,0,0,0,0,3,0
slowking-galar,95,65,80,110,110,30,0,0,0,0,2,0
corsola-galar,60,55,100,65,100,30,0,0,0,0,1,0
zigzagoon-galar,38,30,41,30,41,60,0,0,0,0,0,1
linoone-galar,78,70,61,50,61,100,0,0,0,0,0,2
darumaka-galar,70,90,45,15,45,50,0,1,0,0,0,0
darmanitan-galar-standard,105,140,55,30,55,95,0,2,0,0,0,0
darmanitan-galar-zen,105,160,55,30,55,135,0,0,0,2,0,0
yamask-galar,38,55,85,30,65,30,0,0,1,0,0,0
stunfisk-galar,109,81,99,66,84,32,2,0,0,0,0,0
zygarde-10,54,100,71,61,85,115,3,0,0,0,0,0
cramorant-gulping,70,85,55,85,95,85,0,0,0,0,2,0
cramorant-gorging,70,85,55,85,95,85,0,0,0,0,2,0
toxtricity-low-key,75,98,70,114,70,75,0,0,0,2,0,0
eiscue-noice,75,80,70,65,50,130,0,0,2,0,0,0
indeedee-female,70,55,65,95,105,85,0,0,0,0,2,0
morpeko-hangry,58,95,58,70,58,97,0,0,0,0,0,2
zacian-crowned,92,150,115,80,115,148,0,0,0,0,0,3
zamazenta-crowned,92,120,140,80,140,128,0,0,0,0,0,3
eternatus-eternamax,255,115,250,125,250,130,3,0,0,0,0,0
urshifu-rapid-strike,100,130,100,63,60,97,0,3,0,0,0,0
zarude-dada,105,120,105,70,95,105,0,3,0,0,0,0
calyrex-ice,100,165,150,85,130,50,0,3,0,0,0,0
calyrex-shadow,100,85,80,165,100,150,0,0,0,3,0,0
venusaur-gmax,80,82,83,100,100,80,0,0,0,2,1,0
charizard-gmax,78,84,78,109,85,100,0,0,0,3,0,0
blastoise-gmax,79,83,100,85,105,78,0,0,0,0,3,0
butterfree-gmax,60,45,50,90,80,70,0,0,0,2,1,0
pikachu-gmax,35,55,40,50,50,90,0,0,0,0,0,2
meowth-gmax,40,45,35,40,40,90,0,0,0,0,0,1
machamp-gmax,90,130,80,65,85,55,0,3,0,0,0,0
gengar-gmax,60,65,60,130,75,110,0,0,0,3,0,0
kingler-gmax,55,130,115,50,50,75,0,2,0,0,0,0
lapras-gmax,130,85,80,85,95,60,2,0,0,0,0,0
eevee-gmax,55,55,50,45,65,55,0,0,0,0,1,0
snorlax-gmax,160,110,65,65,110,30,2,0,0,0,0,0
garbodor-gmax,80,95,82,60,82,75,0,2,0,0,0,0
melmetal-gmax,135,143,143,80,65,34,0,3,0,0,0,0
rillaboom-gmax,100,125,90,60,70,85,0,3,0,0,0,0
cinderace-gmax,80,116,75,65,75,119,0,0,0,0,0,3
inteleon-gmax,70,85,65,125,65,120,0,0,0,0,0,3
corviknight-gmax,98,87,105,53,85,67,0,0,3,0,0,0
orbeetle-gmax,60,45,110,80,120,90,0,0,0,0,3,0
drednaw-gmax,90,115,90,48,68,74,0,2,0,0,0,0
coalossal-gmax,110,80,120,80,90,30,0,0,3,0,0,0
flapple-gmax,70,110,80,95,60,70,0,2,0,0,0,0
appletun-gmax,110,85,80,100,80,30,2,0,0,0,0,0
sandaconda-gmax,72,107,125,65,70,71,0,0,2,0,0,0
toxtricity-amped-gmax,75,98,70,114,70,75,0,0,0,2,0,0
centiskorch-gmax,100,115,65,90,90,65,0,2,0,0,0,0
hatterene-gmax,57,90,95,136,103,29,0,0,0,3,0,0
grimmsnarl-gmax,95,120,65,95,75,60,0,3,0,0,0,0
alcremie-gmax,65,60,75,110,121,64,0,0,0,0,2,0
copperajah-gmax,122,130,69,80,69,30,0,2,0,0,0,0
duraludon-gmax,70,95,115,120,50,85,0,0,0,2,0,0
urshifu-single-strike-gmax,100,130,100,63,60,97,0,3,0,0,0,0
urshifu-rapid-strike-gmax,100,130,100,63,60,97,0,3,0,0,0,0
toxtricity-low-key-gmax,75,98,70,114,70,75,0,0,0,2,0,0
growlithe-hisui,60,75,45,65,50,55,0,1,0,0,0,0
arcanine-hisui,95,115,80,95,80,90,0,2,0,0,0,0
voltorb-hisui,40,30,50,55,55,100,0,0,0,0,0,1
electrode-hisui,60,50,70,80,80,150,0,0,0,0,0,2
typhlosion-hisui,73,84,78,119,85,95,0,0,0,3,0,0
qwilfish-hisui,65,95,85,55,55,85,0,1,0,0,0,0
sneasel-hisui,55,95,55,35,75,115,0,0,0,0,0,1
samurott-hisui,90,108,80,100,65,85,0,3,0,0,0,0
lilligant-hisui,70,105,75,50,75,105,0,1,0,0,0,1
zorua-hisui,35,60,40,85,40,70,0,0,0,1,0,0
zoroark-hisui,55,100,60,125,60,110,0,0,0,2,0,0
braviary-hisui,110,83,70,112,70,65,0,2,0,0,0,0
sliggoo-hisui,58,75,83,83,113,40,0,0,0,0,2,0
goodra-hisui,80,100,100,110,150,60,0,0,0,0,3,0
avalugg-hisui,95,127,184,34,36,38,0,0,2,0,0,0
decidueye-hisui,88,112,80,95,95,60,0,3,0,0,0,0
dialga-origin,100,100,120,150,120,90,0,0,0,3,0,0
palkia-origin,90,100,100,150,120,120,0,0,0,3,0,0
basculin-white-striped,70,92,65,80,55,98,0,0,0,0,0,2
basculegion-female,120,92,65,100,75,78,3,0,0,0,0,0
enamorus-therian,74,115,110,135,100,46,0,0,0,3,0,0
tauros-paldea-combat-breed,75,110,105,30,70,100,0,2,0,0,0,0
tauros-paldea-blaze-breed,75,110,105,30,70,100,0,2,0,0,0,0
tauros-paldea-aqua-breed,75,110,105,30,70,100,0,2,0,0,0,0
wooper-paldea,55,45,45,25,25,15,1,0,0,0,0,0
oinkologne-female,115,90,70,59,90,65,2,0,0,0,0,0
dudunsparce-three-segment,125,100,80,85,75,55,2,0,0,0,0,0
palafin-hero,100,160,97,106,87,100,2,0,0,0,0,0
maushold-family-of-three,74,75,70,65,75,111,0,0,0,0,0,2
tatsugiri-droopy,68,50,60,120,95,82,0,0,0,2,0,0
tatsugiri-stretchy,68,50,60,120,95,82,0,0,0,2,0,0
squawkabilly-blue-plumage,82,96,51,45,51,92,0,1,0,0,0,0
squawkabilly-yellow-plumage,82,96,51,45,51,92,0,1,0,0,0,0
squawkabilly-white-plumage,82,96,51,45,51,92,0,1,0,0,0,0
gimmighoul-roaming,45,30,25,75,45,80,0,0,0,1,0,0
koraidon-limited-build,100,135,115,85,100,135,0,3,0,0,0,0
koraidon-sprinting-build,100,135,115,85,100,135,0,3,0,0,0,0
koraidon-swimming-build,100,135,115,85,100,135,0,3,0,0,0,0
koraidon-gliding-build,100,135,115,85,100,135,0,3,0,0,0,0
miraidon-low-power-mode,100,85,100,135,115,135,0,0,0,3,0,0
miraidon-drive-mode,100,85,100,135,115,135,0,0,0,3,0,0
miraidon-aquatic-mode,100,85,100,135,115,135,0,0,0,3,0,0
miraidon-glide-mode,100,85,100,135,115,135,0,0,0,3,0,0
ursaluna-bloodmoon,113,70,120,135,65,52,0,0,0,3,0,0
ogerpon-wellspring-mask,80,120,84,60,96,110,0,3,0,0,0,0
ogerpon-hearthflame-mask,80,120,84,60,96,110,0,3,0,0,0,0
ogerpon-cornerstone-mask,80,120,84,60,96,110,0,3,0,0,0,0
terapagos-terastal,95,95,110,105,110,85,0,0,2,0,2,0
terapagos-stellar,160,105,110,130,110,85,3,0,0,0,0,0
clefable-mega,95,80,93,135,110,70,3,0,0,0,0,0
victreebel-mega,80,125,85,135,95,70,0,3,0,0,0,0
starmie-mega,60,100,105,130,105,120,0,0,0,0,0,2
dragonite-mega,91,124,115,145,125,100,0,3,0,0,0,0
meganium-mega,80,92,115,143,115,80,0,0,1,0,2,0
feraligatr-mega,85,160,125,89,93,78,0,2,1,0,0,0
skarmory-mega,65,140,110,40,100,110,0,0,2,0,0,0
froslass-mega,70,80,70,140,100,120,0,0,0,0,0,2
emboar-mega,110,148,75,110,110,75,0,3,0,0,0,0
excadrill-mega,110,165,100,65,65,103,0,2,0,0,0,0
scolipede-mega,60,140,149,75,99,62,0,0,0,0,0,3
scrafty-mega,65,130,135,55,135,68,0,0,1,0,1,0
eelektross-mega,85,145,80,135,90,80,0,3,0,0,0,0
chandelure-mega,60,75,110,175,110,90,0,0,0,3,0,0
chesnaught-mega,88,137,172,74,115,44,0,0,3,0,0,0
delphox-mega,75,69,72,159,125,134,0,0,0,3,0,0
greninja-mega,72,125,77,133,81,142,0,0,0,0,0,3
pyroar-mega,86,88,92,129,86,126,0,0,0,2,0,0
floette-mega,74,85,87,155,148,102,0,0,0,0,2,0
malamar-mega,86,102,88,98,120,88,0,2,0,0,0,0
barbaracle-mega,72,140,130,64,106,88,0,2,0,0,0,0
dragalge-mega,65,85,105,132,163,44,0,0,0,0,2,0
hawlucha-mega,78,137,100,74,93,118,0,2,0,0,0,0
zygarde-mega,216,70,91,216,85,100,3,0,0,0,0,0
drampa-mega,78,85,110,160,116,36,0,0,0,2,0,0
falinks-mega,65,135,135,70,65,100,0,2,0,0,1,0
raichu-mega-x,60,135,95,90,95,110,0,0,0,0,0,3
raichu-mega-y,60,100,55,160,80,130,0,0,0,0,0,3
chimecho-mega,75,50,110,135,120,65,0,0,0,1,1,0
absol-mega-z,65,154,60,75,60,151,0,2,0,0,0,0
staraptor-mega,85,140,100,60,90,110,0,3,0,0,0,0
garchomp-mega-z,108,130,85,141,85,151,0,3,0,0,0,0
lucario-mega-z,70,100,70,164,70,151,0,1,0,1,0,0
heatran-mega,91,120,106,175,141,67,0,0,0,3,0,0
darkrai-mega,70,120,130,165,130,85,0,0,0,2,0,1
golurk-mega,89,159,105,70,105,55,0,2,0,0,0,0
meowstic-male-mega,74,48,76,143,101,124,0,0,0,0,0,2
crabominable-mega,97,157,122,62,107,33,0,2,0,0,0,0
golisopod-mega,75,150,175,70,120,40,0,0,2,0,0,0
magearna-mega,80,125,115,170,115,95,0,0,0,3,0,0
magearna-original-mega,80,125,115,170,115,95,0,0,0,3,0,0
zeraora-mega,88,157,75,147,80,153,0,0,0,0,0,3
scovillain-mega,65,138,85,138,85,75,0,2,0,0,0,0
glimmora-mega,83,90,105,150,96,101,0,0,0,2,0,0
tatsugiri-curly-mega,68,65,90,135,125,92,0,0,0,2,0,0
tatsugiri-droopy-mega,68,65,90,135,125,92,0,0,0,2,0,0
tatsugiri-stretchy-mega,68,65,90,135,125,92,0,0,0,2,0,0
baxcalibur-mega,115,175,117,105,101,87,0,3,0,0,0,0
meowstic-female-mega,74,48,76,143,101,124,0,0,0,0,0,0
reshiram-activated,100,120,100,150,120,90,0,0,0,3,0,0
zekrom-activated,100,150,120,120,100,90,0,3,0,0,0,0
kyurem-white-activated,125,170,100,120,90,95,0,0,0,3,0,0
kyurem-black-activated,125,170,100,120,90,95,0,3,0,0,0,0
