pokemon,form,version_group,versions,location_area,method,levels,on_terrain_land,probability_overall,group_rate,group_pokemon,hidden_ability_possible,tera_raid_star_level,lvl_after_way_home,on_terrain_watersurface,on_terrain_underwater,on_terrain_overland,on_terrain_sky,note,probability_morning,probability_day,probability_evening,probability_night,trade_for
krookodile,krookodile,scarlet-violet,scarlet;violet,savanna-biome-central-plaza-cave,symbol-encounter,56 - 68,true,50,30%,krokorok,,,,,,,,,,,,,
krookodile,krookodile,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,75,,,,,true,5,,,,,,,,,,,
kubfu,kubfu,scarlet-violet,scarlet;violet,north-province-area-two,special-encounter,70,,one,,,,,,,,,,Spawns after receiving a {Kubfu Treat;ITEM;kubfu-treat} from Snacksworth. Never Shiny,,,,,
kyogre,kyogre,scarlet-violet,scarlet;violet,casseroya-lake,special-encounter,70,,,,,,,,,,,,Spawns after receiving a {Kyogre Treat;ITEM;kyogre-treat} from Snacksworth. Never Shiny,,,,,
kyurem,kyurem,scarlet-violet,scarlet;violet,dalizapa-passage,special-encounter,70,,one,,,,,,,,,,Spawns after receiving a {Kyurem Treat;ITEM;kyurem-treat} from Snacksworth. Never Shiny,,,,,
lampent,lampent,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,45,,,,,true,4,,,,,,,,,,,
lanturn,lanturn,scarlet-violet,scarlet;violet,canyon-biome-lake,symbol-encounter,59 - 70,,110,,,,,,,true,,,,,,,,
lanturn,lanturn,scarlet-violet,scarlet;violet,canyon-biome-riverside,symbol-encounter,59 - 70,,110,,,,,,,true,,,,,,,,
lanturn,lanturn,scarlet-violet,scarlet;violet,canyon-biome-craggy-cliffs-riverside,symbol-encounter,59 - 70,,110,,,,,,,true,,,,,,,,
lanturn,lanturn,scarlet-violet,scarlet;violet,canyon-biome-nature-preserve-lake,symbol-encounter,59 - 70,,110,,,,,,,true,,,,,,,,
lanturn,lanturn,scarlet-violet,scarlet;violet,canyon-biome-nature-preserve-riverside,symbol-encounter,59 - 70,,110,,,,,,,true,,,,,,,,
lanturn,lanturn,scarlet-violet,scarlet;violet,random-around-terrarium,tera-raid-battle,45,,,,,true,4,,,,,,,,,,,
lapras,lapras,scarlet-violet,scarlet;violet,polar-biome-ocean,symbol-encounter,62 - 71,,100,,,,,,true,,,,,,,,,
lapras,lapras,scarlet-violet,scarlet;violet,polar-biome-mountain-ocean,symbol-encounter,62 - 71,,100,,,,,,true,,,,,,,,,
lapras,lapras,scarlet-violet,scarlet;violet,random-around-terrarium,tera-raid-battle,75,,,,,true,5,,,,,,,,,,,
lapras,lapras,scarlet-violet,scarlet;violet,random-around-terrarium,tera-raid-battle,90,,,,,true,6,,,,,,,,,,,
larvesta,larvesta,scarlet-violet,scarlet;violet,asado-desert-desert,symbol-encounter,24 - 26,true,5,,,,,,,,,,,,,,,
larvesta,larvesta,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,35,,,,,true,3,,,,,,,,,,,
larvitar,larvitar,scarlet-violet,scarlet,alfornada-cavern,symbol-encounter,37 - 38,true,10,,,,,,,,,,,,,,,
larvitar,larvitar,scarlet-violet,scarlet,colonnade-hollow,symbol-encounter,23 - 29,true,10,,,,,,,,,,,,,,,
larvitar,larvitar,scarlet-violet,scarlet,dalizapa-passage-northern-passage-cave,symbol-encounter,34 - 38,true,10,,,,,,,,,,,,,,,
larvitar,larvitar,scarlet-violet,scarlet,east-province-area-three-cave,symbol-encounter,"17 - 28, 36",true,10,,,,,,,,,,,,,,,
larvitar,larvitar,scarlet-violet,scarlet,east-province-area-three-mine,symbol-encounter,22 - 29,true,3,,,,,,,,,,,,,,,
larvitar,larvitar,scarlet-violet,scarlet,glaseado-mountain-northern-mountain-cave,symbol-encounter,34 - 38,true,10,,,,,,,,,,,,,,,
larvitar,larvitar,scarlet-violet,scarlet,south-province-area-five-mountain,symbol-encounter,16 - 23,true,50,,,,,,,,,,,,,,,
larvitar,larvitar,scarlet-violet,scarlet,west-province-area-one-cave,symbol-encounter,"16, 18 - 20",true,10,,,,,,,,,,,,,,,
larvitar,larvitar,scarlet-violet,scarlet,west-province-area-two-cave,symbol-encounter,23 - 29,true,10,,,,,,,,,,,,,,,
larvitar,larvitar,scarlet-violet,scarlet,random-around-paldea,tera-raid-battle,35,,,,,true,3,,,,,,,,,,,
latias,latias,scarlet-violet,scarlet;violet,south-province-area-four,special-encounter,70,,one,,,,,,,,,,Spawns after receiving a {Latias Treat;ITEM;latias-treat} from Snacksworth. Never Shiny,,,,,
latios,latios,scarlet-violet,scarlet;violet,north-province-area-two,special-encounter,70,,one,,,,,,,,,,Spawns after receiving a {Latios Treat;ITEM;latios-treat} from Snacksworth. Never Shiny,,,,,
leafeon,leafeon,scarlet-violet,scarlet;violet,socarrat-trail-forest,symbol-encounter,53 - 56,true,100,,,,,,,,,,,,,,,
leafeon,leafeon,scarlet-violet,scarlet;violet,south-province-area-four,static-encounter,,,,,,,,,,,,,,,,,,
leafeon,leafeon,scarlet-violet,scarlet;violet,west-province-area-three-forest,symbol-encounter,35,true,100,,,,,,,,,,,,,,,
leafeon,leafeon,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,90,,,,,true,6,,,,,,,,,,,
leavanny,leavanny,scarlet-violet,scarlet;violet,mossfell-confluence-prairie,symbol-encounter,21 - 25,true,50,,,,,,,,,,,,,,,
leavanny,leavanny,scarlet-violet,scarlet;violet,wistful-fields-wisteria-pond-prairie,symbol-encounter,27 - 34,true,90,,,,,65 - 72,,,,,,,,,,
leavanny,leavanny,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,45,,,,,true,4,,,,,,,,,,,
leavanny,leavanny,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,90,,,,,true,6,,,,,,,,,,,
lechonk,lechonk,scarlet-violet,scarlet;violet,east-province-area-one-prairie,symbol-encounter,17 - 18,true,80,,,,,,,,,,,,,,,
lechonk,lechonk,scarlet-violet,scarlet;violet,east-province-area-one-forest,symbol-encounter,17 - 18,true,60,,,,,,,,,,,,,,,
lechonk,lechonk,scarlet-violet,scarlet;violet,poco-path-prairie,symbol-encounter,2 - 4,true,80,,,,,,,,,,,,,,,
lechonk,lechonk,scarlet-violet,scarlet;violet,poco-path,fixed-encounter,3,,one,,,,,,,,,,,,,,,
lechonk,lechonk,scarlet-violet,scarlet;violet,south-province-area-five-prairie,symbol-encounter,16 - 18,true,80,,,,,,,,,,,,,,,
lechonk,lechonk,scarlet-violet,scarlet;violet,south-province-area-four-prairie,symbol-encounter,16 - 18,true,80,,,,,,,,,,,,,,,
lechonk,lechonk,scarlet-violet,scarlet;violet,south-province-area-four-forest,symbol-encounter,18,true,60,,,,,,,,,,,,,,,
lechonk,lechonk,scarlet-violet,scarlet;violet,south-province-area-one-prairie,symbol-encounter,2 - 8,true,80,,,,,,,,,,,,,,,
lechonk,lechonk,scarlet-violet,scarlet;violet,south-province-area-one-forest,symbol-encounter,5 - 8,true,60,,,,,,,,,,,,,,,
lechonk,lechonk,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,12,,,,,,1,,,,,,,,,,,
lilligant,lilligant,scarlet-violet,scarlet;violet,north-province-area-three-flower,symbol-encounter,43 - 50,true,5,100%,petilil,,,,,,,,,,,,,
lilligant,lilligant,scarlet-violet,scarlet;violet,south-province-area-six-flower,symbol-encounter,38 - 43,true,5,100%,petilil,,,,,,,,,,,,,
lilligant,lilligant,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,45,,,,,true,4,,,,,,,,,,,
litleo,litleo,scarlet-violet,scarlet;violet,east-province-area-one-prairie,symbol-encounter,18 - 23,true,60,,,,,,,,,,,,,,,
litleo,litleo,scarlet-violet,scarlet;violet,east-province-area-one-mountain,symbol-encounter,18 - 23,true,30,,,,,,,,,,,,,,,
litleo,litleo,scarlet-violet,scarlet;violet,east-province-area-one-rocky-area,symbol-encounter,18 - 23,true,50,,,,,,,,,,,,,,,
litleo,litleo,scarlet-violet,scarlet;violet,savanna-biome-prairie,symbol-encounter,55 - 67,true,,,,,,,,,,,,0,0,300,300,
litleo,litleo,scarlet-violet,scarlet;violet,savanna-biome-rocky-area,symbol-encounter,55 - 67,true,,,,,,,,,,,,0,0,300,300,
litleo,litleo,scarlet-violet,scarlet;violet,savanna-biome-savanna-entrance-pairie,symbol-encounter,55 - 67,true,,,,,,,,,,,,0,0,300,300,
litleo,litleo,scarlet-violet,scarlet;violet,savanna-biome-savanna-entrance-rocky-area,symbol-encounter,55 - 67,true,,,,,,,,,,,,0,0,300,300,
litleo,litleo,scarlet-violet,scarlet;violet,savanna-biome-northeast-savanna-prairie,symbol-encounter,55 - 67,true,,,,,,,,,,,,0,0,300,300,
litleo,litleo,scarlet-violet,scarlet;violet,savanna-biome-northeast-savanna-rocky-area,symbol-encounter,55 - 67,true,,,,,,,,,,,,0,0,300,300,
litleo,litleo,scarlet-violet,scarlet;violet,savanna-biome-midwest-savanna-prairie,symbol-encounter,55 - 67,true,,,,,,,,,,,,0,0,300,300,
litleo,litleo,scarlet-violet,scarlet;violet,savanna-biome-midwest-savanna-rocky-area,symbol-encounter,55 - 67,true,,,,,,,,,,,,0,0,300,300,
litleo,litleo,scarlet-violet,scarlet;violet,savanna-biome-central-plaza-cave,symbol-encounter,56 - 68,true,,,,,,,,,,,,300,300,0,0,
litleo,litleo,scarlet-violet,scarlet;violet,south-province-area-five-prairie,symbol-encounter,18 - 23,true,60,,,,,,,,,,,,,,,
litleo,litleo,scarlet-violet,scarlet;violet,south-province-area-five-mountain,symbol-encounter,18 - 23,true,30,,,,,,,,,,,,,,,
litleo,litleo,scarlet-violet,scarlet;violet,south-province-area-five-rocky-area,symbol-encounter,18 - 23,true,50,,,,,,,,,,,,,,,
litleo,litleo,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,12,,,,,,1,,,,,,,,,,,
litten,litten,scarlet-violet,scarlet;violet,canyon-biome-craggy-cliffs-prairie,symbol-encounter,59 - 70,true,100,10%,litten,,,,,,,,Only after increasing the Canyon Biome's diversity at the League Club,,,,,
litten,litten,scarlet-violet,scarlet;violet,canyon-biome-craggy-cliffs-rocky-area,symbol-encounter,59 - 70,true,80,10%,litten,,,,,,,,Only after increasing the Canyon Biome's diversity at the League Club,,,,,
litwick,litwick,scarlet-violet,scarlet;violet,crystal-pool-rocky-area,symbol-encounter,25 - 33,true,,,,,,63 - 74,,,,,,0,0,250,250,
litwick,litwick,scarlet-violet,scarlet;violet,crystal-pool-cave,symbol-encounter,25 - 33,true,,,,,,63 - 74,,,,,,0,0,250,250,
litwick,litwick,scarlet-violet,scarlet;violet,crystal-pool-lake-caves-cave,symbol-encounter,25 - 33,true,,,,,,63 - 71,,,,,,0,0,250,250,
litwick,litwick,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,20,,,,,,2,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,area-zero-upper-field-rocky-area,symbol-encounter,52 - 55,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,area-zero-lower-field-rocky-area,symbol-encounter,55,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,asado-desert-rocky-area,symbol-encounter,24 - 26,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,casseroya-lake-rocky-area,symbol-encounter,49 - 55,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,dalizapa-passage-northern-passage-mountain,symbol-encounter,34 - 37,true,20,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,dalizapa-passage-northern-passage-rocky-area,symbol-encounter,34 - 36,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,east-province-area-two-rocky-area,symbol-encounter,24,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,glaseado-mountain-southern-mountain-mountain,symbol-encounter,34 - 42,true,20,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,glaseado-mountain-southern-mountain-rocky-area,symbol-encounter,34 - 42,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,glaseado-mountain-northern-mountain-mountain,symbol-encounter,34 - 41,true,20,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,glaseado-mountain-northern-mountain-rocky-area,symbol-encounter,34 - 41,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,north-province-area-one-mountain,symbol-encounter,46 - 53,true,20,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,north-province-area-one-rocky-area,symbol-encounter,46 - 53,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,north-province-area-three-rocky-area,symbol-encounter,43 - 47,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,north-province-area-two-rocky-area,symbol-encounter,49 - 52,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,north-province-area-one-bamboo-forest,symbol-encounter,49 - 52,true,60,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,south-province-area-six-mountain,symbol-encounter,37 - 43,true,20,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,south-province-area-six-rocky-area,symbol-encounter,37 - 42,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,tagtree-thicket-rocky-area,symbol-encounter,25 - 32,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,west-province-area-one,static-encounter,,,,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,west-province-area-three-rocky-area,symbol-encounter,28 - 35,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,west-province-area-two-rocky-area,symbol-encounter,24 - 28,true,30,,,,,,,,,,,,,,,
lokix,lokix,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,35,,,,,true,3,,,,,,,,,,,
lombre,lombre,scarlet-violet,scarlet;violet,wistful-fields-prairie,symbol-encounter,18 - 21,true,10,30%,lotad,,,60 - 63,,,,,,,,,,
lombre,lombre,scarlet-violet,scarlet;violet,wistful-fields-wisteria-pond-prairie,symbol-encounter,27 - 34,true,10,30%,lotad,,,65 - 72,,,,,,,,,,
lombre,lombre,scarlet-violet,scarlet;violet,wistful-fields-patchy-field-prairie,symbol-encounter,27 - 30,true,10,30%,lotad,,,56 - 59,,,,,,,,,,
lombre,lombre,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,35,,,,,true,3,,,,,,,,,,,
lotad,lotad,scarlet-violet,scarlet;violet,infernal-pass-riverside,symbol-encounter,24 - 27,true,100,20%,lotad,,,65 - 68,true,,,,,,,,,
lotad,lotad,scarlet-violet,scarlet;violet,wistful-fields-wisteria-pond-prairie,symbol-encounter,27 - 34,true,100,20%,lotad,,,65 - 72,true,,,,,,,,,
lotad,lotad,scarlet-violet,scarlet;violet,wistful-fields-wisteria-pond-lake,symbol-encounter,27 - 34,true,400,20%,lotad,,,65 - 72,true,,,,,,,,,
lotad,lotad,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,20,,,,,,2,,,,,,,,,,,
lucario,lucario,scarlet-violet,scarlet;violet,dalizapa-passage,static-encounter,,true,,,,,,,,,,,,,,,,
lucario,lucario,scarlet-violet,scarlet;violet,north-province-area-one-mountain,symbol-encounter,46 - 53,true,3,100%,riolu,,,,,,,,,,,,,
lucario,lucario,scarlet-violet,scarlet;violet,north-province-area-one-rocky-area,symbol-encounter,46 - 53,true,3,100%,riolu,,,,,,,,,,,,,
lucario,lucario,scarlet-violet,scarlet;violet,north-province-area-two-rocky-area,symbol-encounter,49 - 52,true,3,100%,riolu,,,,,,,,,,,,,
ludicolo,ludicolo,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,75,,,,,true,5,,,,,,,,,,,
ludicolo,ludicolo,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,90,,,,,true,6,,,,,,,,,,,
lugia,lugia,scarlet-violet,scarlet;violet,north-paldean-sea,special-encounter,70,,one,,,,,,,,,,Spawns after receiving a {Lugia Treat;ITEM;lugia-treat} from Snacksworth. Never Shiny,,,,,
lumineon,lumineon,scarlet-violet,scarlet;violet,coastal-biome-ocean,symbol-encounter,58 - 68,,150,,,,,,,true,,,,,,,,
lumineon,lumineon,scarlet-violet,scarlet;violet,coastal-biome-southeast-beach-ocean,symbol-encounter,58 - 68,,150,,,,,,,true,,,,,,,,
lumineon,lumineon,scarlet-violet,scarlet;violet,coastal-biome-coastal-plaza-island-ocean,symbol-encounter,58 - 68,,150,,,,,,,true,,,,,,,,
lumineon,lumineon,scarlet-violet,scarlet;violet,north-paldean-sea-ocean,symbol-encounter,38 - 50,,30,100%,finneon,,,,,true,,,,,,,,
lumineon,lumineon,scarlet-violet,scarlet;violet,polar-biome-ocean,symbol-encounter,62 - 71,,150,,,,,,,true,,,,,,,,
lumineon,lumineon,scarlet-violet,scarlet;violet,polar-biome-mountain-ocean,symbol-encounter,62 - 71,,150,,,,,,,true,,,,,,,,
lumineon,lumineon,scarlet-violet,scarlet;violet,west-paldean-sea-ocean,symbol-encounter,31 - 42,,30,100%,finneon,,,,,true,,,,,,,,
lumineon,lumineon,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,45,,,,,true,4,,,,,,,,,,,
lunala,lunala,scarlet-violet,scarlet;violet,casseroya-lake,special-encounter,70,,,,,,,,,,,,Spawns after receiving a {Lunala Treat;ITEM;lunala-treat} from Snacksworth. Never Shiny,,,,,
lurantis,lurantis,scarlet-violet,scarlet;violet,north-province-area-one-flower,symbol-encounter,46 - 53,true,30,100%,fomantis,,,,,,,,,,,,,
lurantis,lurantis,scarlet-violet,scarlet;violet,north-province-area-three-flower,symbol-encounter,43 - 50,true,30,100%,fomantis,,,,,,,,,,,,,
lurantis,lurantis,scarlet-violet,scarlet;violet,north-province-area-two-flower,symbol-encounter,49 - 51,true,30,100%,fomantis,,,,,,,,,,,,,
lurantis,lurantis,scarlet-violet,scarlet;violet,socarrat-trail-forest,symbol-encounter,53 - 56,true,30,100%,fomantis,,,,,,,,,,,,,
lurantis,lurantis,scarlet-violet,scarlet;violet,socarrat-trail,fixed-encounter,40,,,,,,,,,,,,,,,,,
lurantis,lurantis,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,45,,,,,true,4,,,,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,coastal-biome-ocean,symbol-encounter,58 - 68,,200,,,,,,true,true,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,coastal-biome-southeast-beach-ocean,symbol-encounter,58 - 68,,200,,,,,,true,true,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,coastal-biome-coastal-plaza-island-ocean,symbol-encounter,58 - 68,,200,,,,,,true,true,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,east-paldean-sea-ocean,symbol-encounter,15 - 25,,60,70%,luvdisc,,,,,true,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,east-province-area-one-ocean,symbol-encounter,18 - 23,,60,70%,luvdisc,,,,,true,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,east-province-area-three-ocean,symbol-encounter,22 - 25,,60,70%,luvdisc,,,,,true,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,east-province-area-two-ocean,symbol-encounter,19 - 24,,60,70%,luvdisc,,,,,true,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,south-paldean-sea-ocean,symbol-encounter,15 - 23,,60,70%,luvdisc,,,,,true,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,south-province-area-five-ocean,symbol-encounter,19 - 23,,60,70%,luvdisc,,,,,true,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,south-province-area-four-ocean,symbol-encounter,16 - 20,,60,70%,luvdisc,,,,,true,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,west-paldean-sea-ocean,symbol-encounter,18 - 25,,60,70%,luvdisc,,,,,true,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,west-province-area-one-ocean,symbol-encounter,15 - 20,,60,70%,luvdisc,,,,,true,,,,,,,,
luvdisc,luvdisc,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,20,,,,,,2,,,,,,,,,,,
luxio,luxio,scarlet-violet,scarlet;violet,paradise-barrens-prairie,symbol-encounter,19 - 22,true,160,,,,,,,,,,,,,,,
luxio,luxio,scarlet-violet,scarlet;violet,paradise-barrens-desert,symbol-encounter,19 - 22,true,80,,,,,,,,,,,,,,,
luxio,luxio,scarlet-violet,scarlet;violet,paradise-barrens-rocky-area,symbol-encounter,19 - 22,true,150,,,,,,,,,,,,,,,
luxio,luxio,scarlet-violet,scarlet;violet,south-province-area-five-prairie,symbol-encounter,20 - 23,true,20,60%,luxio,,,,,,,,,,,,,
luxio,luxio,scarlet-violet,scarlet;violet,wistful-fields-patchy-field-prairie,symbol-encounter,27 - 30,true,160,,,,,56 - 59,,,,,,,,,,
luxio,luxio,scarlet-violet,scarlet;violet,wistful-fields-patchy-field-rocky-area,symbol-encounter,27 - 30,true,150,,,,,56 - 59,,,,,,,,,,
luxio,luxio,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,35,,,,,true,3,,,,,,,,,,,
luxray,luxray,scarlet-violet,scarlet;violet,north-province-area-two-rocky-area,symbol-encounter,49 - 52,true,10,50%,shinx,,,,,,,,,,,,,
luxray,luxray,scarlet-violet,scarlet;violet,north-province-area-one-bamboo-forest,symbol-encounter,49 - 52,true,40,50%,shinx,,,,,,,,,,,,,
luxray,luxray,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,75,,,,,true,5,,,,,,,,,,,
lycanroc-dusk,lycanroc-dusk,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,90,,,,,true,6,,,,,,,,,,,
lycanroc-midnight,lycanroc-midnight,scarlet-violet,scarlet;violet,area-zero-upper-field-rocky-area,symbol-encounter,52 - 56,true,20,,,,,,,,,,,,,,,
lycanroc-midnight,lycanroc-midnight,scarlet-violet,scarlet;violet,area-zero-lower-field-rocky-area,symbol-encounter,55 - 59,true,20,,,,,,,,,,,,,,,
lycanroc-midnight,lycanroc-midnight,scarlet-violet,scarlet;violet,dalizapa-passage-northern-passage-mountain,symbol-encounter,34 - 37,true,,,,,,,,,,,,20,20,0,0,
lycanroc-midnight,lycanroc-midnight,scarlet-violet,scarlet;violet,glaseado-mountain-southern-mountain-mountain,symbol-encounter,34 - 42,true,,,,,,,,,,,,20,20,0,0,
lycanroc-midnight,lycanroc-midnight,scarlet-violet,scarlet;violet,glaseado-mountain-northern-mountain-mountain,symbol-encounter,34 - 41,true,,,,,,,,,,,,20,20,0,0,
lycanroc-midnight,lycanroc-midnight,scarlet-violet,scarlet;violet,north-province-area-one-mountain,symbol-encounter,46 - 53,true,,,,,,,,,,,,20,20,0,0,
lycanroc-midnight,lycanroc-midnight,scarlet-violet,scarlet;violet,south-province-area-six-mountain,symbol-encounter,37 - 43,true,,,,,,,,,,,,20,20,0,0,
lycanroc-midnight,lycanroc-midnight,scarlet-violet,scarlet;violet,wistful-fields-wisteria-pond-prairie,symbol-encounter,27 - 34,true,,30%,rockruff,,,65 - 72,,,,,,10,10,0,0,
lycanroc-midnight,lycanroc-midnight,scarlet-violet,scarlet;violet,wistful-fields-wisteria-pond-rocky-area,symbol-encounter,27 - 34,true,,30%,rockruff,,,65 - 72,,,,,,60,60,0,0,
lycanroc-midnight,lycanroc-midnight,scarlet-violet,scarlet;violet,wistful-fields-patchy-field-prairie,symbol-encounter,29 - 30,true,,30%,rockruff,,,58 - 59,,,,,,10,10,0,0,
lycanroc-midnight,lycanroc-midnight,scarlet-violet,scarlet;violet,wistful-fields-patchy-field-rocky-area,symbol-encounter,29 - 30,true,,30%,rockruff,,,58 - 59,,,,,,60,60,0,0,
lycanroc-midnight,lycanroc-midnight,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,45,,,,,true,4,,,,,,,,,,,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,area-zero-small-cave-cave,symbol-encounter,52 - 56,true,20,,,,,,,,,,,,,,,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,area-zero-station-no-3-cave-cave,symbol-encounter,55 - 59,true,20,,,,,,,,,,,,,,,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,area-zero-waterfall-cave-cave,symbol-encounter,55 - 59,true,20,,,,,,,,,,,,,,,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,area-zero-grassy-cave-cave,symbol-encounter,55 - 59,true,20,,,,,,,,,,,,,,,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,dalizapa-passage-northern-passage-mountain,symbol-encounter,34 - 37,true,,,,,,,,,,,,0,0,0,20,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,fellhorn-gorge-prairie,symbol-encounter,27 - 34,true,,30%,rockruff,,,,,,,,,0,0,0,10,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,fellhorn-gorge-rocky-area,symbol-encounter,27 - 34,true,,30%,rockruff,,,,,,,,,0,0,0,60,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,glaseado-mountain-southern-mountain-mountain,symbol-encounter,34 - 42,true,,,,,,,,,,,,0,0,0,20,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,glaseado-mountain-northern-mountain-mountain,symbol-encounter,34 - 41,true,,,,,,,,,,,,0,0,0,20,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,north-province-area-one-mountain,symbol-encounter,46 - 53,true,,,,,,,,,,,,0,0,0,20,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,north-province-area-one-mountain,symbol-encounter,46 - 53,true,,,,,,,,,,,,0,0,1,0,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,south-province-area-six-mountain,symbol-encounter,37 - 43,true,,,,,,,,,,,,0,0,0,20,
lycanroc-midday,lycanroc-midday,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,45,,,,,true,4,,,,,,,,,,,
mabosstiff,mabosstiff,scarlet-violet,scarlet;violet,casseroya-lake-rocky-ruins,symbol-encounter,49 - 56,true,30,100%,maschiff,,,,,,,,,,,,,
mabosstiff,mabosstiff,scarlet-violet,scarlet;violet,dalizapa-passage-western-passage-prairie,symbol-encounter,33 - 35,true,20,100%,maschiff,,,,,,,,,,,,,
mabosstiff,mabosstiff,scarlet-violet,scarlet;violet,socarrat-trail-forest,symbol-encounter,53 - 56,true,20,100%,maschiff,,,,,,,,,,,,,
mabosstiff,mabosstiff,scarlet-violet,scarlet;violet,west-province-area-three-prairie,symbol-encounter,33 - 35,true,20,100%,maschiff,,,,,,,,,,,,,
mabosstiff,mabosstiff,scarlet-violet,scarlet;violet,west-province-area-three-forest,symbol-encounter,33 - 35,true,20,100%,maschiff,,,,,,,,,,,,,
mabosstiff,mabosstiff,scarlet-violet,scarlet;violet,west-province-area-three-ruins,symbol-encounter,33 - 34,true,30,100%,maschiff,,,,,,,,,,,,,
mabosstiff,mabosstiff,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,75,,,,,true,5,,,,,,,,,,,
