identifier,id,species,is_default,height_m,weight_kg,order,is_mega,is_gmax,form_name,source
archaludon,1018,1018,1,2,60,1102,0,0,,both
hydrapple,1019,1019,1,1.8,93,1103,0,0,,both
gouging-fire,1020,1020,1,3.5,590,1104,0,0,,both
raging-bolt,1021,1021,1,5.2,480,1105,0,0,,both
iron-boulder,1022,1022,1,1.5,162.5,1106,0,0,,both
iron-crown,1023,1023,1,1.6,156,1107,0,0,,both
terapagos,1024,1024,1,0.2,6.5,1108,0,0,Normal Form,both
pecharunt,1025,1025,1,0.3,0.3,1109,0,0,,both
deoxys-attack,10001,386,0,1.7,60.8,515,0,0,Attack Form,both
deoxys-defense,10002,386,0,1.7,60.8,516,0,0,Defense Form,both
deoxys-speed,10003,386,0,1.7,60.8,517,0,0,Speed Form,both
wormadam-sandy,10004,413,0,0.5,6.5,543,0,0,Sandy Cloak,both
wormadam-trash,10005,413,0,0.5,6.5,544,0,0,Trash Cloak,both
shaymin-sky,10006,492,0,0.4,5.2,607,0,0,Sky Form,both
giratina-origin,10007,487,0,6.9,650,601,0,0,Origin Form,both
rotom-heat,10008,479,0,0.3,0.3,588,0,0,Heat Rotom,both
rotom-wash,10009,479,0,0.3,0.3,589,0,0,Wash Rotom,both
rotom-frost,10010,479,0,0.3,0.3,590,0,0,Frost Rotom,both
rotom-fan,10011,479,0,0.3,0.3,591,0,0,Fan Rotom,both
rotom-mow,10012,479,0,0.3,0.3,592,0,0,Mow Rotom,both
castform-sunny,10013,351,0,0.3,0.8,465,0,0,Sunny Form,both
castform-rainy,10014,351,0,0.3,0.8,466,0,0,Rainy Form,both
castform-snowy,10015,351,0,0.3,0.8,467,0,0,Snowy Form,both
basculin-blue-striped,10016,550,0,1,18,667,0,0,Blue-Striped Form,both
darmanitan-zen,10017,555,0,1.3,92.9,674,0,0,Zen Mode,both
meloetta-pirouette,10018,648,0,0.6,6.5,778,0,0,Pirouette Form,both
tornadus-therian,10019,641,0,1.4,63,765,0,0,Therian Form,both
thundurus-therian,10020,642,0,3,61,767,0,0,Therian Form,both
landorus-therian,10021,645,0,1.3,68,771,0,0,Therian Form,both
kyurem-black,10022,646,0,3.3,325,774,0,0,Black Kyurem,both
kyurem-white,10023,646,0,3.6,325,773,0,0,White Kyurem,both
keldeo-resolute,10024,647,0,1.4,48.5,776,0,0,Resolute Form,both
meowstic-female,10025,678,0,0.6,8.5,812,0,0,Female Form,both
aegislash-blade,10026,681,0,1.7,53,816,0,0,Blade Form,both
pumpkaboo-small,10027,710,0,0.3,3.5,845,0,0,Small Size,both
pumpkaboo-large,10028,710,0,0.5,7.5,846,0,0,Large Size,both
pumpkaboo-super,10029,710,0,0.8,15,847,0,0,Super Size,both
gourgeist-small,10030,711,0,0.7,9.5,849,0,0,Small Size,both
gourgeist-large,10031,711,0,1.1,14,850,0,0,Large Size,both
gourgeist-super,10032,711,0,1.7,39,851,0,0,Super Size,both
venusaur-mega,10033,3,0,2.4,155.5,4,1,0,Mega Evolution,both
charizard-mega-x,10034,6,0,1.7,110.5,8,1,0,Mega Evolution X,both
charizard-mega-y,10035,6,0,1.7,100.5,9,1,0,Mega Evolution Y,both
blastoise-mega,10036,9,0,1.6,101.1,13,1,0,Mega Evolution,both
alakazam-mega,10037,65,0,1.2,48,106,1,0,Mega Evolution,both
gengar-mega,10038,94,0,1.4,40.5,150,1,0,Mega Evolution,both
kangaskhan-mega,10039,115,0,2.2,100,185,1,0,Mega Evolution,both
pinsir-mega,10040,127,0,1.7,59,208,1,0,Mega Evolution,both
gyarados-mega,10041,130,0,6.5,305,212,1,0,Mega Evolution,both
aerodactyl-mega,10042,142,0,2.1,79,233,1,0,Mega Evolution,both
mewtwo-mega-x,10043,150,0,2.3,127,246,1,0,Mega Evolution X,both
mewtwo-mega-y,10044,150,0,1.5,33,247,1,0,Mega Evolution Y,both
ampharos-mega,10045,181,0,1.4,61.5,276,1,0,Mega Evolution,both
scizor-mega,10046,212,0,2,125,198,1,0,Mega Evolution,both
heracross-mega,10047,214,0,1.7,62.5,311,1,0,Mega Evolution,both
houndoom-mega,10048,229,0,1.9,49.5,331,1,0,Mega Evolution,both
tyranitar-mega,10049,248,0,2.5,255,343,1,0,Mega Evolution,both
blaziken-mega,10050,257,0,1.9,52,354,1,0,Mega Evolution,both
gardevoir-mega,10051,282,0,1.6,48.4,383,1,0,Mega Evolution,both
mawile-mega,10052,303,0,1,23.5,408,1,0,Mega Evolution,both
aggron-mega,10053,306,0,2.2,395,412,1,0,Mega Evolution,both
medicham-mega,10054,308,0,1.3,31.5,415,1,0,Mega Evolution,both
manectric-mega,10055,310,0,1.8,44,418,1,0,Mega Evolution,both
banette-mega,10056,354,0,1.2,13,471,1,0,Mega Evolution,both
absol-mega,10057,359,0,1.2,49,479,1,0,Mega Evolution,both
garchomp-mega,10058,445,0,1.9,95,571,1,0,Mega Evolution,both
lucario-mega,10059,448,0,1.3,57.5,574,1,0,Mega Evolution,both
abomasnow-mega,10060,460,0,2.7,185,586,1,0,Mega Evolution,both
floette-eternal,10061,670,0,0.2,0.9,803,0,0,Eternal Flower,both
latias-mega,10062,380,0,1.8,52,504,1,0,Mega Evolution,both
latios-mega,10063,381,0,2.3,70,506,1,0,Mega Evolution,both
swampert-mega,10064,260,0,1.9,102,358,1,0,Mega Evolution,both
sceptile-mega,10065,254,0,1.9,55.2,350,1,0,Mega Evolution,both
sableye-mega,10066,302,0,0.5,161,406,1,0,Mega Evolution,both
altaria-mega,10067,334,0,1.5,20.6,447,1,0,Mega Evolution,both
gallade-mega,10068,475,0,1.6,56.4,385,1,0,Mega Evolution,both
audino-mega,10069,531,0,1.5,32,647,1,0,Mega Evolution,both
sharpedo-mega,10070,319,0,2.5,130.3,430,1,0,Mega Evolution,both
slowbro-mega,10071,80,0,2,120,128,1,0,Mega Evolution,both
steelix-mega,10072,208,0,10.5,740,153,1,0,Mega Evolution,both
pidgeot-mega,10073,18,0,2.2,50.5,24,1,0,Mega Evolution,both
glalie-mega,10074,362,0,2.1,350.2,482,1,0,Mega Evolution,both
diancie-mega,10075,719,0,1.1,27.8,864,1,0,Mega Evolution,both
metagross-mega,10076,376,0,2.5,942.9,499,1,0,Mega Evolution,both
kyogre-primal,10077,382,0,9.8,430,508,0,0,Primal Form,both
groudon-primal,10078,383,0,5,999.7,510,0,0,Primal Form,both
rayquaza-mega,10079,384,0,10.8,392,512,1,0,Mega Evolution,both
pikachu-rock-star,10080,25,0,0.4,6,37,0,0,Rock Star,both
pikachu-belle,10081,25,0,0.4,6,38,0,0,Pikachu Belle,pokeapi
pikachu-pop-star,10082,25,0,0.4,6,39,0,0,Pop Star,both
pikachu-phd,10083,25,0,0.4,6,40,0,0,Pikachu Ph.D.,pokeapi
pikachu-libre,10084,25,0,0.4,6,41,0,0,Pikachu Libre,pokeapi
pikachu-cosplay,10085,25,0,0.4,6,36,0,0,Cosplay Pikachu,pokeapi
hoopa-unbound,10086,720,0,6.5,490,866,0,0,Hoopa Unbound,both
camerupt-mega,10087,323,0,2.5,320.5,435,1,0,Mega Evolution,both
lopunny-mega,10088,428,0,1.3,28.3,559,1,0,Mega Evolution,both
salamence-mega,10089,373,0,1.8,112.6,495,1,0,Mega Evolution,both
beedrill-mega,10090,15,0,1.4,40.5,20,1,0,Mega Evolution,both
rattata-alola,10091,19,0,0.3,3.8,26,0,0,Alolan Form,both
raticate-alola,10092,20,0,0.7,25.5,28,0,0,Alolan Form,both
raticate-totem-alola,10093,20,0,1.4,105,29,0,0,Alolan Form Totem Sized,both
pikachu-original-cap,10094,25,0,0.4,6,42,0,0,Original Cap,both
pikachu-hoenn-cap,10095,25,0,0.4,6,43,0,0,Hoenn Cap,both
pikachu-sinnoh-cap,10096,25,0,0.4,6,44,0,0,Sinnoh Cap,both
pikachu-unova-cap,10097,25,0,0.4,6,45,0,0,Unova Cap,both
pikachu-kalos-cap,10098,25,0,0.4,6,46,0,0,Kalos Cap,both
pikachu-alola-cap,10099,25,0,0.4,6,47,0,0,Alola Cap,both
raichu-alola,10100,26,0,0.7,21,52,0,0,Alolan Form,both
sandshrew-alola,10101,27,0,0.7,40,54,0,0,Alolan Form,both
sandslash-alola,10102,28,0,1.2,55,56,0,0,Alolan Form,both
vulpix-alola,10103,37,0,0.6,9.9,67,0,0,Alolan Form,both
ninetales-alola,10104,38,0,1.1,19.9,69,0,0,Alolan Form,both
diglett-alola,10105,50,0,0.2,1,85,0,0,Alolan Form,both
dugtrio-alola,10106,51,0,0.7,66.6,87,0,0,Alolan Form,both
meowth-alola,10107,52,0,0.4,4.2,89,0,0,Alolan Form,both
persian-alola,10108,53,0,1.1,33,92,0,0,Alolan Form,both
geodude-alola,10109,74,0,0.4,20.3,116,0,0,Alolan Form,both
graveler-alola,10110,75,0,1,110,118,0,0,Alolan Form,both
golem-alola,10111,76,0,1.7,316,120,0,0,Alolan Form,both
grimer-alola,10112,88,0,0.7,42,142,0,0,Alolan Form,both
muk-alola,10113,89,0,1,52,144,0,0,Alolan Form,both
exeggutor-alola,10114,103,0,10.9,415.6,162,0,0,Alolan Form,both
marowak-alola,10115,105,0,1,34,165,0,0,Alolan Form,both
greninja-battle-bond,10116,658,0,1.5,40,789,0,0,Battle Bond,both
greninja-ash,10117,658,0,1.5,40,790,0,0,Ash-Greninja,both
zygarde-10-power-construct,10118,718,0,1.2,33.5,860,0,0,10% Forme,pokeapi
zygarde-50-power-construct,10119,718,0,5,305,861,0,0,50% Forme,pokeapi
zygarde-complete,10120,718,0,4.5,610,862,0,0,Complete Form,both
gumshoos-totem,10121,735,0,1.4,60,882,0,0,Totem Sized,both
vikavolt-totem,10122,738,0,2.6,147.5,886,0,0,Totem Sized,both
oricorio-pom-pom,10123,741,0,0.6,3.4,890,0,0,Pom-Pom Style,both
oricorio-pau,10124,741,0,0.6,3.4,891,0,0,Pa’u Style,both
oricorio-sensu,10125,741,0,0.6,3.4,892,0,0,Sensu Style,both
lycanroc-midnight,10126,745,0,1.1,25,899,0,0,Midnight Form,both
wishiwashi-school,10127,746,0,8.2,78.6,902,0,0,School Form,both
lurantis-totem,10128,754,0,1.5,58,912,0,0,Totem Sized,both
salazzle-totem,10129,758,0,2.1,81,917,0,0,Totem Sized,both
minior-orange-meteor,10130,774,0,0.3,40,934,0,0,Orange Meteor,both
minior-yellow-meteor,10131,774,0,0.3,40,935,0,0,Yellow Meteor,both
minior-green-meteor,10132,774,0,0.3,40,936,0,0,Green Meteor,both
minior-blue-meteor,10133,774,0,0.3,40,937,0,0,Blue Meteor,both
minior-indigo-meteor,10134,774,0,0.3,40,938,0,0,Indigo Meteor,both
minior-violet-meteor,10135,774,0,0.3,40,939,0,0,Violet Meteor,both
minior-red,10136,774,0,0.3,0.3,940,0,0,Red Core,both
minior-orange,10137,774,0,0.3,0.3,941,0,0,Orange Core,both
minior-yellow,10138,774,0,0.3,0.3,942,0,0,Yellow Core,both
minior-green,10139,774,0,0.3,0.3,943,0,0,Green Core,both
minior-blue,10140,774,0,0.3,0.3,944,0,0,Blue Core,both
minior-indigo,10141,774,0,0.3,0.3,945,0,0,Indigo Core,both
minior-violet,10142,774,0,0.3,0.3,946,0,0,Violet Core,both
mimikyu-busted,10143,778,0,0.2,0.7,952,0,0,Busted Form,both
mimikyu-totem-disguised,10144,778,0,0.4,2.8,953,0,0,Totem Sized,both
mimikyu-totem-busted,10145,778,0,0.4,2.8,954,0,0,,pokeapi
kommo-o-totem,10146,784,0,2.4,207.5,961,0,0,Totem Sized,both
magearna-original,10147,801,0,1,80.5,982,0,0,Origin Color,both
pikachu-partner-cap,10148,25,0,0.4,6,48,0,0,Partner Cap,both
marowak-totem,10149,105,0,1.7,98,166,0,0,Alolan Form Totem Sized,both
ribombee-totem,10150,743,0,0.4,2,895,0,0,Totem Sized,both
rockruff-own-tempo,10151,744,0,0.5,9.2,897,0,0,Own Tempo Form,both
lycanroc-dusk,10152,745,0,0.8,25,900,0,0,Dusk Form,both
araquanid-totem,10153,752,0,3.1,217.5,909,0,0,Totem Sized,both
togedemaru-totem,10154,777,0,0.6,13,950,0,0,Totem Sized,both
necrozma-dusk,10155,800,0,3.8,460,978,0,0,Dusk Mane,both
necrozma-dawn,10156,800,0,4.2,350,979,0,0,Dawn Wings,both
necrozma-ultra,10157,800,0,7.5,230,980,0,0,Ultra Form,both
pikachu-starter,10158,25,0,0.4,6,49,0,0,Partner,both
eevee-starter,10159,133,0,0.3,6.5,216,0,0,Partner,both
pikachu-world-cap,10160,25,0,0.4,6,50,0,0,World Cap,both
meowth-galar,10161,52,0,0.4,7.5,90,0,0,Galarian Form,both
ponyta-galar,10162,77,0,0.8,24,122,0,0,Galarian Form,both
rapidash-galar,10163,78,0,1.7,80,124,0,0,Galarian Form,both
slowpoke-galar,10164,79,0,1.2,36,126,0,0,Galarian Form,both
slowbro-galar,10165,80,0,1.6,70.5,129,0,0,Galarian Form,both
farfetchd-galar,10166,83,0,0.8,42,136,0,0,Galarian Form,both
weezing-galar,10167,110,0,3,16,175,0,0,Galarian Form,both
mr-mime-galar,10168,122,0,1.4,56.8,195,0,0,Galarian Form,both
articuno-galar,10169,144,0,1.7,50.9,237,0,0,Galarian Form,both
zapdos-galar,10170,145,0,1.6,58.2,239,0,0,Galarian Form,both
moltres-galar,10171,146,0,2,66,241,0,0,Galarian Form,both
slowking-galar,10172,199,0,1.8,79.5,131,0,0,Galarian Form,both
corsola-galar,10173,222,0,0.6,0.5,322,0,0,Galarian Form,both
zigzagoon-galar,10174,263,0,0.4,17.5,362,0,0,Galarian Form,both
linoone-galar,10175,264,0,0.5,32.5,364,0,0,Galarian Form,both
darumaka-galar,10176,554,0,0.7,40,672,0,0,Galarian Form,both
darmanitan-galar-standard,10177,555,0,1.7,120,675,0,0,Galarian Form,both
darmanitan-galar-zen,10178,555,0,1.7,120,676,0,0,Galarian Zen Mode,both
yamask-galar,10179,562,0,0.5,1.5,684,0,0,Galarian Form,both
stunfisk-galar,10180,618,0,0.7,20.5,741,0,0,Galarian Form,both
zygarde-10,10181,718,0,1.2,33.5,859,0,0,10% Form,both
cramorant-gulping,10182,845,0,0.8,18,1027,0,0,Gulping Form,both
cramorant-gorging,10183,845,0,0.8,18,1028,0,0,Gorging Form,both
toxtricity-low-key,10184,849,0,1.6,40,1033,0,0,Low Key Form,both
eiscue-noice,10185,875,0,1.4,89,1060,0,0,Noice Face,both
indeedee-female,10186,876,0,0.9,28,1062,0,0,Female Form,both
morpeko-hangry,10187,877,0,0.3,3,1064,0,0,Hangry Mode,both
zacian-crowned,10188,888,0,2.8,355,1076,0,0,Crowned Sword,both
zamazenta-crowned,10189,889,0,2.9,785,1078,0,0,Crowned Shield,both
eternatus-eternamax,10190,890,0,100,0,1080,0,0,Eternamax,both
urshifu-rapid-strike,10191,892,0,1.9,105,1083,0,0,Rapid Strike Style,both
zarude-dada,10192,893,0,1.8,70,1085,0,0,Dada Form,both
calyrex-ice,10193,898,0,2.4,809.1,1091,0,0,Ice Rider,both
calyrex-shadow,10194,898,0,2.4,53.6,1092,0,0,Shadow Rider,both
venusaur-gmax,10195,3,0,24,1000,,0,1,Gigantamax,both
charizard-gmax,10196,6,0,28,1000,,0,1,Gigantamax,both
blastoise-gmax,10197,9,0,25,1000,,0,1,Gigantamax,both
butterfree-gmax,10198,12,0,17,1000,,0,1,Gigantamax,both
pikachu-gmax,10199,25,0,21,1000,,0,1,Gigantamax,both
meowth-gmax,10200,52,0,33,1000,,0,1,Gigantamax,both
machamp-gmax,10201,68,0,25,1000,,0,1,Gigantamax,both
gengar-gmax,10202,94,0,20,1000,,0,1,Gigantamax,both
kingler-gmax,10203,99,0,19,1000,,0,1,Gigantamax,both
lapras-gmax,10204,131,0,24,1000,,0,1,Gigantamax,both
eevee-gmax,10205,133,0,18,1000,,0,1,Gigantamax,both
snorlax-gmax,10206,143,0,35,1000,,0,1,Gigantamax,both
garbodor-gmax,10207,569,0,21,1000,,0,1,Gigantamax,both
melmetal-gmax,10208,809,0,25,1000,,0,1,Gigantamax,both
rillaboom-gmax,10209,812,0,28,1000,,0,1,Gigantamax,both
cinderace-gmax,10210,815,0,27,1000,,0,1,Gigantamax,both
inteleon-gmax,10211,818,0,40,1000,,0,1,Gigantamax,both
corviknight-gmax,10212,823,0,14,1000,,0,1,Gigantamax,both
orbeetle-gmax,10213,826,0,14,1000,,0,1,Gigantamax,both
drednaw-gmax,10214,834,0,24,1000,,0,1,Gigantamax,both
coalossal-gmax,10215,839,0,42,1000,,0,1,Gigantamax,both
flapple-gmax,10216,841,0,24,1000,,0,1,Gigantamax,both
appletun-gmax,10217,842,0,24,1000,,0,1,Gigantamax,both
sandaconda-gmax,10218,844,0,22,1000,,0,1,Gigantamax,both
toxtricity-amped-gmax,10219,849,0,24,1000,,0,1,Gigantamax,both
centiskorch-gmax,10220,851,0,75,1000,,0,1,Gigantamax,both
hatterene-gmax,10221,858,0,26,1000,,0,1,Gigantamax,both
grimmsnarl-gmax,10222,861,0,32,1000,,0,1,Gigantamax,both
alcremie-gmax,10223,869,0,30,1000,,0,1,Gigantamax,both
copperajah-gmax,10224,879,0,23,1000,,0,1,Gigantamax,both
duraludon-gmax,10225,884,0,43,1000,,0,1,Gigantamax,both
urshifu-single-strike-gmax,10226,892,0,29,1000,,0,1,Single Strike Style Gigantamax,both
urshifu-rapid-strike-gmax,10227,892,0,26,1000,,0,1,Rapid Strike Style Gigantamax,both
toxtricity-low-key-gmax,10228,849,0,24,1000,,0,1,Gigantamax Form,pokeapi
growlithe-hisui,10229,58,0,0.8,22.7,,0,0,Hisuian Form,both
arcanine-hisui,10230,59,0,2,168,,0,0,Hisuian Form,both
voltorb-hisui,10231,100,0,0.5,13,,0,0,Hisuian Form,both
electrode-hisui,10232,101,0,1.2,71,,0,0,Hisuian Form,both
typhlosion-hisui,10233,157,0,1.6,69.8,,0,0,Hisuian Form,both
qwilfish-hisui,10234,211,0,0.5,3.9,,0,0,Hisuian Form,both
sneasel-hisui,10235,215,0,0.9,27,,0,0,Hisuian Form,both
samurott-hisui,10236,503,0,1.5,58.2,,0,0,Hisuian Form,both
lilligant-hisui,10237,549,0,1.2,19.2,,0,0,Hisuian Form,both
zorua-hisui,10238,570,0,0.7,12.5,,0,0,Hisuian Form,both
zoroark-hisui,10239,571,0,1.6,73,,0,0,Hisuian Form,both
braviary-hisui,10240,628,0,1.7,43.4,,0,0,Hisuian Form,both
sliggoo-hisui,10241,705,0,0.7,68.5,,0,0,Hisuian Form,both
goodra-hisui,10242,706,0,1.7,334.1,,0,0,Hisuian Form,both
avalugg-hisui,10243,713,0,1.4,262.4,,0,0,Hisuian Form,both
decidueye-hisui,10244,724,0,1.6,37,,0,0,Hisuian Form,both
dialga-origin,10245,483,0,7,848.7,,0,0,Origin Form,both
palkia-origin,10246,484,0,6.3,659,,0,0,Origin Form,both
basculin-white-striped,10247,550,0,1,18,,0,0,White-Striped Form,both
basculegion-female,10248,902,0,3,110,,0,0,Female Form,both
enamorus-therian,10249,905,0,1.6,48,,0,0,Therian Form,both
tauros-paldea-combat-breed,10250,128,0,1.4,115,,0,0,Paldean Combat Breed,both
tauros-paldea-blaze-breed,10251,128,0,1.4,85,,0,0,Paldean Blaze Breed,both
tauros-paldea-aqua-breed,10252,128,0,1.4,110,,0,0,Paldean Aqua Breed,both
wooper-paldea,10253,194,0,0.4,11,,0,0,Paldean Form,both
oinkologne-female,10254,916,0,1,120,,0,0,Female Form,both
dudunsparce-three-segment,10255,982,0,4.5,47.4,,0,0,Three-Segment Form,both
palafin-hero,10256,964,0,1.8,97.4,,0,0,Hero Form,both
maushold-family-of-three,10257,925,0,0.3,2.3,,0,0,Family of Three,both
tatsugiri-droopy,10258,978,0,0.3,8,,0,0,Droopy Form,both
tatsugiri-stretchy,10259,978,0,0.3,8,,0,0,Stretchy Form,both
squawkabilly-blue-plumage,10260,931,0,0.6,2.4,,0,0,Blue Plumage,both
squawkabilly-yellow-plumage,10261,931,0,0.6,2.4,,0,0,Yellow Plumage,both
squawkabilly-white-plumage,10262,931,0,0.6,2.4,,0,0,White Plumage,both
gimmighoul-roaming,10263,999,0,0.1,1,,0,0,Roaming Form,both
koraidon-limited-build,10264,1007,0,3.5,303,,,0,,pokeapi
koraidon-sprinting-build,10265,1007,0,3.5,303,,,0,,pokeapi
koraidon-swimming-build,10266,1007,0,3.5,303,,,0,,pokeapi
koraidon-gliding-build,10267,1007,0,3.5,303,,,0,,pokeapi
miraidon-low-power-mode,10268,1008,0,2.8,240,,,0,,pokeapi
miraidon-drive-mode,10269,1008,0,2.8,240,,,0,,pokeapi
miraidon-aquatic-mode,10270,1008,0,2.8,240,,,0,,pokeapi
miraidon-glide-mode,10271,1008,0,2.8,240,,,0,,pokeapi
ursaluna-bloodmoon,10272,901,0,2.4,290,,0,0,Bloodmoon Form,both
ogerpon-wellspring-mask,10273,1017,0,1.2,39.8,,0,0,Wellspring Mask,both
ogerpon-hearthflame-mask,10274,1017,0,1.2,39.8,,0,0,Hearthflame Mask,both
ogerpon-cornerstone-mask,10275,1017,0,1.2,39.8,,0,0,Cornerstone Mask,both
terapagos-terastal,10276,1024,0,0.3,16,,0,0,Terastal Form,both
terapagos-stellar,10277,1024,0,1.7,77,,0,0,Stellar Form,both
clefable-mega,10278,36,0,1.7,42.3,,1,0,Mega Evolution,both
victreebel-mega,10279,71,0,4.5,125.5,,1,0,Mega Evolution,both
starmie-mega,10280,121,0,2.3,80,,1,0,Mega Evolution,both
dragonite-mega,10281,149,0,2.2,290,,1,0,Mega Evolution,both
meganium-mega,10282,154,0,2.4,201,,1,0,Mega Evolution,both
feraligatr-mega,10283,160,0,2.3,108.8,,1,0,Mega Evolution,both
skarmory-mega,10284,227,0,1.7,40.4,,1,0,Mega Evolution,both
froslass-mega,10285,478,0,2.6,29.6,,1,0,Mega Evolution,both
emboar-mega,10286,500,0,1.8,180.3,,1,0,Mega Evolution,both
excadrill-mega,10287,530,0,0.9,60,,1,0,Mega Evolution,both
scolipede-mega,10288,545,0,3.2,230.5,,1,0,Mega Evolution,both
scrafty-mega,10289,560,0,1.1,31,,1,0,Mega Evolution,both
eelektross-mega,10290,604,0,3,180,,1,0,Mega Evolution,both
chandelure-mega,10291,609,0,2.5,69.6,,1,0,Mega Evolution,both
chesnaught-mega,10292,652,0,1.6,90,,1,0,Mega Evolution,both
delphox-mega,10293,655,0,1.5,39,,1,0,Mega Evolution,both
greninja-mega,10294,658,0,1.5,40,,1,0,Mega Evolution,both
pyroar-mega,10295,668,0,1.5,93.3,,1,0,Mega Evolution,both
floette-mega,10296,670,0,0.2,100.8,,1,0,Mega Evolution,both
malamar-mega,10297,687,0,2.9,69.8,,1,0,Mega Evolution,both
barbaracle-mega,10298,689,0,2.2,100,,1,0,Mega Evolution,both
dragalge-mega,10299,691,0,2.1,100.3,,1,0,Mega Evolution,both
hawlucha-mega,10300,701,0,1,25,,1,0,Mega Evolution,both
zygarde-mega,10301,718,0,7.7,610,,1,0,Mega Evolution,both
drampa-mega,10302,780,0,3,240.5,,1,0,Mega Evolution,both
falinks-mega,10303,870,0,1.6,99,,1,0,Mega Evolution,both
raichu-mega-x,10304,26,0,1.2,38,,1,0,Mega Evolution X,both
raichu-mega-y,10305,26,0,1,26,,1,0,Mega Evolution Y,both
chimecho-mega,10306,358,0,1.2,8,,1,0,Mega Evolution,both
absol-mega-z,10307,359,0,1.2,49,,1,0,Mega Evolution Z,both
staraptor-mega,10308,398,0,1.9,50,,1,0,Mega Evolution,both
garchomp-mega-z,10309,445,0,1.9,99,,1,0,Mega Evolution Z,both
lucario-mega-z,10310,448,0,1.3,49.4,,1,0,Mega Evolution Z,both
heatran-mega,10311,485,0,2.8,570,,1,0,Mega Evolution,both
darkrai-mega,10312,491,0,3,240,,1,0,Mega Evolution,both
golurk-mega,10313,623,0,4,330,,1,0,Mega Evolution,both
meowstic-male-mega,10314,678,0,0.8,10.1,,1,0,Mega Evolution,both
crabominable-mega,10315,740,0,2.6,252.8,,1,0,Mega Evolution,both
golisopod-mega,10316,768,0,2.3,148,,1,0,Mega Evolution,both
magearna-mega,10317,801,0,1.3,248.1,,1,0,Mega Evolution,both
magearna-original-mega,10318,801,0,1.3,248.1,,1,0,Mega Evolution (Origin Color),both
zeraora-mega,10319,807,0,1.5,44.5,,1,0,Mega Evolution,both
scovillain-mega,10320,952,0,1.2,22,,1,0,Mega Evolution,both
glimmora-mega,10321,970,0,2.8,77,,1,0,Mega Evolution,both
tatsugiri-curly-mega,10322,978,0,0.6,24,,1,0,Mega Evolution (Curly Form),both
tatsugiri-droopy-mega,10323,978,0,0.6,24,,1,0,Mega Evolution (Droopy Form),both
tatsugiri-stretchy-mega,10324,978,0,0.6,24,,1,0,Mega Evolution (Stretchy Form),both
baxcalibur-mega,10325,998,0,2.1,315,,1,0,Mega Evolution,both
meowstic-female-mega,10326,678,0,0.8,10.1,,1,0,Mega Meowstic,pokeapi
reshiram-activated,,643,0,3.2,330,,0,0,Activated Form,pokedb
zekrom-activated,,644,0,2.9,345,,0,0,Activated Form,pokedb
kyurem-white-activated,,646,0,3.6,325,,0,0,White Kyurem Overdrive Mode,pokedb
kyurem-black-activated,,646,0,3.3,325,,0,0,Black Kyurem Overdrive Mode,pokedb
