identifier,id,region,name_fr,subtitle_fr,name_de,subtitle_de,name_en,subtitle_en,name_ja_hrkt,subtitle_ja_hrkt,name_ko,subtitle_ko,name_es,subtitle_es,name_it,subtitle_it,name_ja,subtitle_ja,name_es_419,subtitle_es_419,name_zh_hant,subtitle_zh_hant,name_zh_hans,subtitle_zh_hans
hoenn-route-125,473,hoenn,Chenal 125,,Route 125,,Route 125,,１２５ばんすいどう,,125번수로,,Ruta 125,,Percorso 125,,１２５番水道,,Ruta 125,,,,,
hoenn-route-126,474,hoenn,Chenal 126,,Route 126,,Route 126,,１２６ばんすいどう,,126번수로,,Ruta 126,,Percorso 126,,１２６番水道,,Ruta 126,,,,,
hoenn-route-127,475,hoenn,Chenal 127,,Route 127,,Route 127,,１２７ばんすいどう,,127번수로,,Ruta 127,,Percorso 127,,１２７番水道,,Ruta 127,,,,,
hoenn-route-128,476,hoenn,Chenal 128,,Route 128,,Route 128,,１２８ばんすいどう,,128번수로,,Ruta 128,,Percorso 128,,１２８番水道,,Ruta 128,,,,,
hoenn-route-129,477,hoenn,Chenal 129,,Route 129,,Route 129,,１２９ばんすいどう,,129번수로,,Ruta 129,,Percorso 129,,１２９番水道,,Ruta 129,,,,,
hoenn-route-130,478,hoenn,Chenal 130,,Route 130,,Route 130,,１３０ばんすいどう,,130번수로,,Ruta 130,,Percorso 130,,１３０番水道,,Ruta 130,,,,,
hoenn-route-131,479,hoenn,Chenal 131,,Route 131,,Route 131,,１３１ばんすいどう,,131번수로,,Ruta 131,,Percorso 131,,１３１番水道,,Ruta 131,,,,,
hoenn-route-132,480,hoenn,Chenal 132,,Route 132,,Route 132,,１３２ばんすいどう,,132번수로,,Ruta 132,,Percorso 132,,１３２番水道,,Ruta 132,,,,,
hoenn-route-133,481,hoenn,Chenal 133,,Route 133,,Route 133,,１３３ばんすいどう,,133번수로,,Ruta 133,,Percorso 133,,１３３番水道,,Ruta 133,,,,,
hoenn-route-134,482,hoenn,Chenal 134,,Route 134,,Route 134,,１３４ばんすいどう,,134번수로,,Ruta 134,,Percorso 134,,１３４番水道,,Ruta 134,,,,,
hoenn-safari-zone,483,hoenn,Parc Safari,,Safari-Zone,,Safari Zone,,サファリゾーン,,사파리존,,Zona Safari,,Zona Safari,,サファリゾーン,,Zona Safari,,,,,
dewford-town,484,hoenn,Myokara,,Faustauhaven,,Dewford Town,,ムロタウン,,무로마을,,Pueblo Azuliza,,Bluruvia,,ムロタウン,,Pueblo Azuliza,,,,,
pacifidlog-town,485,hoenn,Pacifiville,,Floßbrunn,,Pacifidlog Town,,キナギタウン,,황금마을,,Pueblo Oromar,,Orocea,,キナギタウン,,Pueblo Oromar,,,,,
magma-hideout,486,hoenn,Planque Magma,,Team Magmas Versteck,,Magma Hideout,,,,,,,,,,,,,,,,,
mirage-tower,487,hoenn,Tour Mirage,,Wunderturm,,Mirage Tower,,,,,,,,,,,,,,,,,
desert-underpass,488,hoenn,Voie du Désert,,Wüstentunnel,,Desert Underpass,,,,,,,,,,,,,,,,,
artisan-cave,489,hoenn,Grotte Atelier,,Höhlenatelier,,Artisan Cave,,,,,,,,,,,,,,,,,
hoenn-altering-cave,490,hoenn,Grotte Métamo,,Wandelhöhle,,Altering Cave,,,,,,,,,,,,,,,,,
monean-chamber,491,kanto,Chambre Anemune,,Einamon-Kammer,,Monean Chamber,,,,,,,,,,,,,,,,,
liptoo-chamber,492,kanto,Chambre Deulipe,,Pezwulp-Kammer,,Liptoo Chamber,,,,,,,,,,,,,,,,,
weepth-chamber,493,kanto,Chambre Prois,,Dreiecke-Kammer,,Weepth Chamber,,,,,,,,,,,,,,,,,
dilford-chamber,494,kanto,Chambre Jonquatre,,Vierzisse-Kammer,,Dilford Chamber,,,,,,,,,,,,,,,,,
scufib-chamber,495,kanto,Chambre Hibicinq,,Fünibisku-Kammer,,Scufib Chamber,,,,,,,,,,,,,,,,,
rixy-chamber,496,kanto,Chambre Irix,,Lilechs-Kammer,,Rixy Chamber,,,,,,,,,,,,,,,,,
viapos-chamber,497,kanto,Chambre Poinsept,,Sieborbia-Kammer,,Viapos Chamber,,,,,,,,,,,,,,,,,
ss-anne,498,kanto,L'Océane,,MS Anne,,S.S. Anne,,,,,,,,,,,,,,,,,
mt-ember,500,kanto,Mont Braise,,Glutberg,,Mt. Ember,,,,,,,,,,,,,,,,,
berry-forest,501,kanto,Bois Baies,,Beerenforst,,Berry Forest,,,,,,,,,,,,,,,,,
icefall-cave,502,kanto,Grotte de Glace,,Eiskaskadenhöhle,,Icefall Cave,,,,,,,,,,,,,,,,,
pattern-bush,503,kanto,Forbuissons,,Musterbuschwald,,Pattern Bush,,,,,,,,,,,,,,,,,
lost-cave,504,kanto,Grotte Perdue,,Verlorene Höhle,,Lost Cave,,,,,,,,,,,,,,,,,
kindle-road,505,kanto,Route Tison,,Glühweg,,Kindle Road,,,,,,,,,,,,,,,,,
treasure-beach,506,kanto,Plage Trésor,,Schatzgestade,,Treasure Beach,,,,,,,,,,,,,,,,,
cape-brink,507,kanto,Cap Falaise,,Kap Kante,,Cape Brink,,,,,,,,,,,,,,,,,
bond-bridge,508,kanto,Pont du Lien,,Bundbrücke,,Bond Bridge,,,,,,,,,,,,,,,,,
three-isle-port,509,kanto,Port Ile 3,,Tri-Eiland Hafen,,Three Isle Port,,,,,,,,,,,,,,,,,
resort-gorgeous,510,kanto,Camp de Vacances,,Ferienparadies,,Resort Gorgeous,,,,,,,,,,,,,,,,,
water-labyrinth,511,kanto,Labyrinthe d'O,,Wasserirrgarten,,Water Labyrinth,,,,,,,,,,,,,,,,,
five-isle-meadow,512,kanto,Pré Ile 5,,Eiland 5-Weide,,Five Isle Meadow,,,,,,,,,,,,,,,,,
memorial-pillar,513,kanto,Mémorial,,Gedenksäule,,Memorial Pillar,,,,,,,,,,,,,,,,,
outcast-island,514,kanto,Ile du Lointain,,Fern-Eiland,,Outcast Island,,,,,,,,,,,,,,,,,
green-path,515,kanto,Chemin Vert,,Grüner Pfad,,Green Path,,,,,,,,,,,,,,,,,
water-path,516,kanto,Agualcanal,,Wasserweg,,Water Path,,,,,,,,,,,,,,,,,
ruin-valley,517,kanto,Vallée Ruine,,Ruinental,,Ruin Valley,,,,,,,,,,,,,,,,,
trainer-tower,518,kanto,Tour Dresseurs,,Trainerturm,,Trainer Tower,,,,,,,,,,,,,,,,,
canyon-entrance,519,kanto,Entrée du Canyon,,Schluchteingang,,Canyon Entrance,,,,,,,,,,,,,,,,,
sevault-canyon,520,kanto,Canyon Sesor,,7-Schatzschlucht,,Sevault Canyon,,,,,,,,,,,,,,,,,
tanoby-ruins,521,kanto,Ruines Tanoby,,Tanibo-Ruinen,,Tanoby Ruins,,,,,,,,,,,,,,,,,
one-island,526,kanto,Ile 1,,Eiland Eins,,One Island,,,,,,,,,,,,,,,,,
four-island,527,kanto,Ile 4,,Eiland Vier,,Four Island,,,,,,,,,,,,,,,,,
five-island,528,kanto,Ile 5,,Eiland Fünf,,Five Island,,,,,,,,,,,,,,,,,
kanto-altering-cave,529,kanto,Grotte Métamo,,Wandelhöhle,,Altering Cave,,,,,,,,,,,,,,,,,
aspertia-city,531,unova,Pavonnay,,Eventura City,,Aspertia City,,ヒオウギシティ,,,,,,,,,,,,,,,
virbank-city,532,unova,Ondes-sur-Mer,,Vapydro City,,Virbank City,,タチワキシティ,,,,,,,,,,,,,,,
humilau-city,533,unova,Papeloa,,Abidaya City,,Humilau City,,セイガイハシティ,,,,,,,,,,,,,,,
pokestar-studios,534,unova,Pokéwood,,Pokéwood,,PokéStar Studios,,ポケウッド,,,,,,,,,,,,,,,
join-avenue,535,unova,Galerie Concorde,,Einklangspassage,,Join Avenue,,ジョインアベニュー,,,,,,,,,,,,,,,
floccesy-town,536,unova,Amaillide,,Dausing,,Floccesy Town,,サンギタウン,,,,,,,,,,,,,,,
lentimas-town,537,unova,Arpentières,,Monsentiero,,Lentimas Town,,ヤマジタウン,,,,,,,,,,,,,,,
unova-route-19,538,unova,Route 19,,Route 19,,Route 19,,１９番道路,,,,,,,,,,,,,,,
unova-route-20,539,unova,Route 20,,Route 20,,Route 20,,２０番道路,,,,,,,,,,,,,,,
unova-route-21,540,unova,Chenal 21,,Route 21,,Route 21,,２１番水道,,,,,,,,,,,,,,,
unova-route-22,541,unova,Route 22,,Route 22,,Route 22,,２２番道路,,,,,,,,,,,,,,,
unova-route-23,542,unova,Route 23,,Route 23,,Route 23,,２３番道路,,,,,,,,,,,,,,,
castelia-sewers,543,unova,Égouts de Volucité,,Stratos-Kanalisation,,Castelia Sewers,,ヒウン下水道,,,,,,,,,,,,,,,
floccesy-ranch,544,unova,Ranch d'Amaillide,,Dausing-Hof,,Floccesy Ranch,,サンギ牧場,,,,,,,,,,,,,,,
virbank-complex,545,unova,Z.I. d'Ondes-sur-Mer,,Vapydro-Werke,,Virbank Complex,,タチワキコンビナート,,,,,,,,,,,,,,,
reversal-mountain,546,unova,Mont Renenvers,,Janusberg,,Reversal Mountain,,リバースマウンテン,,,,,,,,,,,,,,,
strange-house,547,unova,Manoir de l'Étrange,,Bizarro-Haus,,Strange House,,ストレンジャーハウス,,,,,,,,,,,,,,,
unova-victory-road-2,548,unova,Route Victoire,,Siegesstraße,,Victory Road,,チャンピオンロード,,,,,,,,,,,,,,,
plasma-frigate,549,unova,Frégate Plasma,,Plasma-Fregatte,,Plasma Frigate,,プラズマフリゲート,,,,,,,,,,,,,,,
relic-passage,550,unova,Chemin Enfoui,,Alter Fluchtweg,,Relic Passage,,古代の抜け道,,,,,,,,,,,,,,,
clay-tunnel,551,unova,Route Bardane,,Turner-Pfad,,Clay Tunnel,,ヤーコンロード,,,,,,,,,,,,,,,
white-treehollow,552,unova,Arbre Creux Blanc,,Weiße Baumhöhle,,White Treehollow,,白の樹洞,,,,,,,,,,,,,,,
black-tower,553,unova,Gratte-Ciel Noir,,Schwarzes Hochhaus,,Black Tower,,黒の摩天楼,,,,,,,,,,,,,,,
seaside-cave,554,unova,Grotte Littorale,,Strandgrotte,,Seaside Cave,,海辺の洞穴,,,,,,,,,,,,,,,
cave-of-being,555,unova,Caverne des Esprits,,Beschwörungshöhle,,Cave of Being,,心の空洞,,,,,,,,,,,,,,,
hidden-grotto,556,unova,Trouée Cachée,,Versteckte Lichtung,,Hidden Grotto,,隠し穴,,,,,,,,,,,,,,,
marine-tube,557,unova,Aquatube,,Unterseetunnel,,Marine Tube,,マリンチューブ,,,,,,,,,,,,,,,
virbank-gate,558,unova,Porte Ondes-sur-Mer,,Vapydro-Tor,,Virbank Gate,,タチワキゲート,,,,,,,,,,,,,,,
aspertia-gate,559,unova,Porte Pavonnay,,Eventura-Tor,,Aspertia Gate,,ヒオウギゲート,,,,,,,,,,,,,,,
nature-sanctuary,560,unova,Réserve Naturelle,,Naturschutzgebiet,,Nature Sanctuary,,自然保護区,,,,,,,,,,,,,,,
medal-secretariat,561,unova,Bureau des Médailles,,Medaillenamt,,Medal Secretariat,,メダル事務局,,,,,,,,,,,,,,,
underground-ruins,562,unova,Ruines Enfouies,,Unterirdische Ruine,,Underground Ruins,,地底遺跡,,,,,,,,,,,,,,,
rocky-mountain-room,563,unova,Salle Pic Rocheux,,Steingipfelkammer,,Rocky Mountain Room,,岩山の間,,,,,,,,,,,,,,,
glacier-room,564,unova,Salle Iceberg,,Eisbergkammer,,Glacier Room,,氷山の間,,,,,,,,,,,,,,,
iron-room,565,unova,Salle Fer,,Eisenkammer,,Iron Room,,鉄の間,,,,,,,,,,,,,,,
pledge-grove,566,unova,Bois du Serment,,Schwurhain,,Pledge Grove,,誓いの林,,,,,,,,,,,,,,,
littleroot-town,567,hoenn,Bourg-en-Vol,,Wurzelheim,,Littleroot Town,,ミシロタウン,,미로마을,,Villa Raíz,,Albanova,,ミシロタウン,,Villa Raíz,,,,,
oldale-town,568,hoenn,Rosyères,,Rosaltstadt,,Oldale Town,,コトキタウン,,고도마을,,Pueblo Escaso,,Solarosa,,コトキタウン,,Pueblo Escaso,,,,,
lavaridge-town,569,hoenn,Vermilava,,Bad Lavastadt,,Lavaridge Town,,フエンタウン,,용암마을,,Pueblo Lavacalda,,Cuordilava,,フエンタウン,,Pueblo Lavacalda,,,,,
fallarbor-town,570,hoenn,Autéquia,,Laubwechselfeld,,Fallarbor Town,,ハジツゲタウン,,단풍마을,,Pueblo Pardal,,Brunifoglia,,ハジツゲタウン,,Pueblo Pardal,,,,,
verdanturf-town,571,hoenn,Vergazon,,Wiesenflur,,Verdanturf Town,,シダケタウン,,잔디마을,,Pueblo Verdegal,,Mentania,,シダケタウン,,Pueblo Verdegal,,,,,
mauville-city,572,hoenn,Lavandia,,Malvenfroh City,,Mauville City,,キンセツシティ,,보라시티,,Ciudad Malvalona,,Ciclamipoli,,キンセツシティ,,Ciudad Malvalona,,,,,
rustboro-city,573,hoenn,Mérouville,,Metarost City,,Rustboro City,,カナズミシティ,,금탄도시,,Ciudad Férrica,,Ferrugipoli,,カナズミシティ,,Ciudad Férrica,,,,,
fortree-city,574,hoenn,Cimetronelle,,Baumhausen City,,Fortree City,,ヒワマキシティ,,검방울시티,,Ciudad Arborada,,Forestopoli,,ヒワマキシティ,,Ciudad Arborada,,,,,
underwater,575,hoenn,Fond marin,,Unterwasser,,Underwater,,,,,,,,,,,,,,,,,
mt-chimney,576,hoenn,Mont Chimnée,,Schlotberg,,Mt. Chimney,,えんとつやま,,굴뚝산,,Monte Cenizo,,Monte Camino,,えんとつ山,,Monte Cenizo,,,,,
mirage-spot-island,577,hoenn,Île Mirage,,Wundereiland,,Mirage Island,,マボロシじま,,환상섬,,Isla Espejismo,,Isola Miraggio,,マボロシ島,,Isla Espejismo,,,,,
southern-island,578,hoenn,Île du Sud,,Insel im Süden,,Southern Island,,みなみのことう,,남쪽의 외딴섬,,Isla del Sur,,Isola Remota,,南の孤島,,Isla del Sur,,,,,
sealed-chamber,579,hoenn,Sanctuaire,,Siegelkammer,,Sealed Chamber,,おふれのせきしつ,,고시의 석실,,Cámara Sellada,,Sala Incisa,,おふれの石室,,Cámara Sellada,,,,,
scorched-slab,580,hoenn,Grotte Zénith,,Sonnengrotte,,Scorched Slab,,ひでりのいわと,,가뭄의 암굴,,Gruta Solar,,Grottino Solare,,日照りの岩戸,,Gruta Solar,,,,,
island-cave,581,hoenn,Grotte de l’Îlot,,Inselhöhle,,Island Cave,,こじまのよこあな,,작은 섬 옆굴,,Cueva Insular,,Grotta Insulare,,小島の横穴,,Cueva Insular,,,,,
desert-ruins,582,hoenn,Ruines Désert,,Wüstenruine,,Desert Ruins,,さばくいせき,,사막유적,,Ruinas del Desierto,,Rovine Sabbiose,,砂漠遺跡,,Ruinas del Desierto,,,,,
ancient-tomb,583,hoenn,Tombeau Antique,,Grabmal,,Ancient Tomb,,こだいづか,,고대의 무덤,,Tumba Antigua,,Tomba Antica,,古代塚,,Tumba Antigua,,,,,
inside-of-truck,584,hoenn,???,,???,,???,,？？？,,???,,(?),,???,,？？？,,(?),,,,,
secret-base,585,hoenn,Base Secrète,,Geheimbasis,,Secret Base,,ひみつきち,,비밀기지,,Base Secreta,,Base Segreta,,ひみつきち,,Base Secreta,,,,,
hoenn-battle-tower,586,hoenn,Tour de Combat,,Duellturm,,Battle Tower,,,,,,,,,,,,,,,,,
vaniville-town,587,kalos,Bourg Croquis,,Escissia,,Vaniville Town,,アサメタウン,,조아마을,,Pueblo Boceto,,Borgo Bozzetto,,アサメタウン,,Pueblo Boceto,,,,,
kalos-route-1,588,kalos,Route 1,,Route 1,,Route 1,,１ばんどうろ,,1번도로,,Ruta 1,,Percorso 1,,１番道路,,Ruta 1,,,,,
vaniville-pathway,589,kalos,Sentier Croquis,,Escissia-Pfad,,Vaniville Pathway,,アサメのこみち,,조아의 작은 길,,Sendero Boceto,,Vicolo Bozzetto,,アサメの小道,,Sendero Boceto,,,,,
aquacorde-town,590,kalos,Quarellis,,Aquarellia,,Aquacorde Town,,メイスイタウン,,수미마을,,Pueblo Acuarela,,Rio Acquerello,,メイスイタウン,,Pueblo Acuarela,,,,,
kalos-route-2,591,kalos,Route 2,,Route 2,,Route 2,,２ばんどうろ,,2번도로,,Ruta 2,,Percorso 2,,２番道路,,Ruta 2,,,,,
avance-trail,592,kalos,Chemin Progrès,,Progrès-Weg,,Avance Trail,,アバンセどおり,,아방쎄 도로,,Vía del Avance,,Via Progresso,,アバンセ通り,,Vía del Avance,,,,,
santalune-forest,593,kalos,Forêt de Neuvartault,,Nouvaria-Wald,,Santalune Forest,,ハクダンのもり,,백단숲,,Bosque de Novarte,,Bosco Novartopoli,,ハクダンの森,,Bosque de Novarte,,,,,
kalos-route-3,594,kalos,Route 3,,Route 3,,Route 3,,３ばんどうろ,,3번도로,,Ruta 3,,Percorso 3,,３番道路,,Ruta 3,,,,,
ouvert-way,595,kalos,Chemin Ouvert,,Ouvert-Weg,,Ouvert Way,,ウベールどおり,,우베르 도로,,Senda Despejada,,Via Aperta,,ウベール通り,,Senda Despejada,,,,,
santalune-city,596,kalos,Neuvartault,,Nouvaria City,,Santalune City,,ハクダンシティ,,백단시티,,Ciudad Novarte,,Novartopoli,,ハクダンシティ,,Ciudad Novarte,,,,,
kalos-route-4,597,kalos,Route 4,,Route 4,,Route 4,,４ばんどうろ,,4번도로,,Ruta 4,,Percorso 4,,４番道路,,Ruta 4,,,,,
parterre-way,598,kalos,Route Fleurie,,Parterre-Weg,,Parterre Way,,パルテールかいどう,,파르테르 가도,,Senda del Parterre,,Viale Parterre,,パルテール街道,,Senda del Parterre,,,,,
lumiose-city,599,kalos,Illumis,,Illumina City,,Lumiose City,,ミアレシティ,,미르시티,,Ciudad Luminalia,,Luminopoli,,ミアレシティ,,Ciudad Luminalia,,,,,
prism-tower,600,kalos,Tour Prismatique,,Prismaturm,,Prism Tower,,プリズムタワー,,프리즘타워,,Torre Prisma,,Torre Prisma,,プリズムタワー,,Torre Prisma,,,,,
lysandre-labs,601,kalos,Labos Lysandre,,Labor von Flordelis,,Lysandre Labs,,フラダリラボ,,플라드리 래버러토리,,Laboratorios Lysson,,Laboratori Elisio,,フラダリラボ,,Laboratorios Lysson,,,,,
kalos-route-5,602,kalos,Route 5,,Route 5,,Route 5,,５ばんどうろ,,5번도로,,Ruta 5,,Percorso 5,,５番道路,,Ruta 5,,,,,
versant-road,603,kalos,Chemin du Versant,,Coteau-Weg,,Versant Road,,ベルサンどおり,,베르성 도로,,Vía Repecho,,Via Versante,,ベルサン通り,,Vía Repecho,,,,,
camphrier-town,604,kalos,Fort-Vanitas,,Vanitéa,,Camphrier Town,,コボクタウン,,고목내마을,,Pueblo Vánitas,,Castel Vanità,,コボクタウン,,Pueblo Vánitas,,,,,
shabboneau-castle,605,kalos,Fort de Vanitas,,Château Tristesse,,Shabboneau Castle,,ショボンヌじょう,,침울한 성,,Castillo Caduco,,Maniero Sottotono,,ショボンヌ城,,Castillo Caduco,,,,,
kalos-route-6,606,kalos,Route 6,,Route 6,,Route 6,,６ばんどうろ,,6번도로,,Ruta 6,,Percorso 6,,６番道路,,Ruta 6,,,,,
palais-lane,607,kalos,Allée du Palais,,Palais-Allee,,Palais Lane,,パレのなみきみち,,팔레 가로수 길,,Alameda del Palacio,,Boulevard Palazzo,,パレの並木道,,Alameda del Palacio,,,,,
parfum-palace,608,kalos,Palais Chaydeuvre,,Magnum-Opus-Palast,,Parfum Palace,,パルファムきゅうでん,,파르팽 궁전,,Palacio Cénit,,Reggia Aurea,,パルファム宮殿,,Palacio Cénit,,,,,
kalos-route-7,609,kalos,Route 7,,Route 7,,Route 7,,７ばんどうろ,,7번도로,,Ruta 7,,Percorso 7,,７番道路,,Ruta 7,,,,,
riviere-walk,610,kalos,Chemin des Berges,,Rivière-Promenade,,Rivière Walk,,リビエールライン,,리비에르 라인,,Paseo de la Ribera,,Via Fiume,,リビエールライン,,Paseo de la Ribera,,,,,
cyllage-city,611,kalos,Relifac-le-Haut,,Relievera City,,Cyllage City,,ショウヨウシティ,,삼채시티,,Ciudad Relieve,,Altoripoli,,ショウヨウシティ,,Ciudad Relieve,,,,,
kalos-route-8,612,kalos,Route 8,,Route 8,,Route 8,,８ばんどうろ,,8번도로,,Ruta 8,,Percorso 8,,８番道路,,Ruta 8,,,,,
muraille-coast,613,kalos,Falaise Muraille,,Muraille-Küstenpfad,,Muraille Coast,,ミュライユかいがん,,미라유 해안,,Muralla Costera,,Muraglia Costiera,,ミュライユ海岸,,Muralla Costera,,,,,
ambrette-town,614,kalos,Roche-sur-Gliffe,,Petrophia,,Ambrette Town,,コウジンタウン,,가라마을,,Pueblo Petroglifo,,Petroglifari,,コウジンタウン,,Pueblo Petroglifo,,,,,
kalos-route-9,615,kalos,Route 9,,Route 9,,Route 9,,９ばんどうろ,,9번도로,,Ruta 9,,Percorso 9,,９番道路,,Ruta 9,,,,,
spikes-passage,616,kalos,Piste Piquante,,Rihorn-Pass,,Spikes Passage,,トゲトゲさんどう,,뿔 산길,,Paso de Rhyhorn,,Sentiero Punzoni,,トゲトゲ山道,,Paso de Rhyhorn,,,,,
battle-chateau,617,kalos,Château de Combat,,Kampfschloss,,Battle Chateau,,バトルシャトー,,배틀샤토,,Bastión Batalla,,Castello Lotta,,バトルシャトー,,Bastión Batalla,,,,,
kalos-route-10,618,kalos,Route 10,,Route 10,,Route 10,,１０ばんどうろ,,10번도로,,Ruta 10,,Percorso 10,,１０番道路,,Ruta 10,,,,,
menhir-trail,619,kalos,Route Menhir,,Menhir-Weg,,Menhir Trail,,メンヒルロード,,멘히르로드,,Camino Menhires,,Strada dei Menhir,,メンヒルロード,,Camino Menhires,,,,,
geosenge-town,620,kalos,Cromlac’h,,Cromlexia,,Geosenge Town,,セキタイタウン,,옥유마을,,Pueblo Crómlech,,Cromleburgo,,セキタイタウン,,Pueblo Crómlech,,,,,
kalos-route-11,621,kalos,Route 11,,Route 11,,Route 11,,１１ばんどうろ,,11번도로,,Ruta 11,,Percorso 11,,１１番道路,,Ruta 11,,,,,
miroir-way,622,kalos,Chemin Miroir,,Miroir-Weg,,Miroir Way,,ミロワールどおり,,미르와르 도로,,Senda Reflejos,,Via dei Riflessi,,ミロワール通り,,Senda Reflejos,,,,,
reflection-cave,623,kalos,Grotte Miroitante,,Spiegelhöhle,,Reflection Cave,,うつしみのどうくつ,,비춤의 동굴,,Cueva Reflejos,,Grotta dei Riflessi,,映し身の洞窟,,Cueva Reflejos,,,,,
shalour-city,624,kalos,Yantreizh,,Yantara City,,Shalour City,,シャラシティ,,사라시티,,Ciudad Yantra,,Yantaropoli,,シャラシティ,,Ciudad Yantra,,,,,
tower-of-mastery,625,kalos,Tour Maîtrise,,Turm der Erkenntnis,,Tower of Mastery,,マスタータワー,,마스터타워,,Torre Maestra,,Torre Maestra,,マスタータワー,,Torre Maestra,,,,,
kalos-route-12,626,kalos,Route 12,,Route 12,,Route 12,,１２ばんどうろ,,12번도로,,Ruta 12,,Percorso 12,,１２番道路,,Ruta 12,,,,,
fourrage-road,627,kalos,Chemin Fourrage,,Fourrage-Weg,,Fourrage Road,,フラージュどおり,,프라주 도로,,Vereda del Heno,,Via dei Pascoli,,フラージュ通り,,Vereda del Heno,,,,,
coumarine-city,628,kalos,Port Tempères,,Tempera City,,Coumarine City,,ヒヨクシティ,,비익시티,,Ciudad Témpera,,Temperopoli,,ヒヨクシティ,,Ciudad Témpera,,,,,
kalos-route-13,629,kalos,Route 13,,Route 13,,Route 13,,１３ばんどうろ,,13번도로,,Ruta 13,,Percorso 13,,１３番道路,,Ruta 13,,,,,
lumiose-badlands,630,kalos,Steppe d’Illumis,,Illumina-Steppe,,Lumiose Badlands,,ミアレのこうや,,미르 황야,,Páramo de Luminalia,,Landa di Luminopoli,,ミアレの荒野,,Páramo de Luminalia,,,,,
kalos-route-14,631,kalos,Route 14,,Route 14,,Route 14,,１４ばんどうろ,,14번도로,,Ruta 14,,Percorso 14,,１４番道路,,Ruta 14,,,,,
laverre-nature-trail,632,kalos,Laie Romant-ss-Bois,,Romantia-Waldweg,,Laverre Nature Trail,,クノエのりんどう,,후늬 임도,,Arboleda Romantis,,Sentiero Romantopoli,,クノエの林道,,Arboleda Romantis,,,,,
laverre-city,633,kalos,Romant-sous-Bois,,Romantia City,,Laverre City,,クノエシティ,,후늬시티,,Ciudad Romantis,,Romantopoli,,クノエシティ,,Ciudad Romantis,,,,,
poke-ball-factory,634,kalos,Usine de Poké Balls,,Pokéball-Fabrik,,Poké Ball Factory,,ボールこうじょう,,볼 공장,,Fábrica Poké Balls,,Fabbrica Poké Ball,,ボール工場,,Fábrica Poké Balls,,,,,
kalos-route-15,635,kalos,Route 15,,Route 15,,Route 15,,１５ばんどうろ,,15번도로,,Ruta 15,,Percorso 15,,１５番道路,,Ruta 15,,,,,
brun-way,636,kalos,Chemin Brun,,Brun-Weg,,Brun Way,,ブランどおり,,브렁 도로,,Sendero Hojarasca,,Via Fogliebrune,,ブラン通り,,Sendero Hojarasca,,,,,
dendemille-town,637,kalos,La Frescale,,Frescora,,Dendemille Town,,フウジョタウン,,버들비마을,,Pueblo Fresco,,Frescovilla,,フウジョタウン,,Pueblo Fresco,,,,,
kalos-route-16,638,kalos,Route 16,,Route 16,,Route 16,,１６ばんどうろ,,16번도로,,Ruta 16,,Percorso 16,,１６番道路,,Ruta 16,,,,,
melancolie-path,639,kalos,Chemin Tristesse,,Tristesse-Weg,,Mélancolie Path,,トリストどおり,,트리스트 도로,,Senda Melancolía,,Via Malinconia,,トリスト通り,,Senda Melancolía,,,,,
frost-cavern,640,kalos,Caverne Gelée,,Frosthöhle,,Frost Cavern,,フロストケイブ,,프로스트케이브,,Gruta Helada,,Caverna Gelata,,フロストケイブ,,Gruta Helada,,,,,
kalos-route-17,641,kalos,Route 17,,Route 17,,Route 17,,１７ばんどうろ,,17번도로,,Ruta 17,,Percorso 17,,１７番道路,,Ruta 17,,,,,
mamoswine-road,642,kalos,Route Mammochon,,Mamutel-Weg,,Mamoswine Road,,マンムーロード,,맘모꾸리로드,,Sendero Mamoswine,,Passo Mamoswine,,マンムーロード,,Sendero Mamoswine,,,,,
anistar-city,643,kalos,Flusselles,,Fluxia City,,Anistar City,,ヒャッコクシティ,,향전시티,,Ciudad Fluxus,,Fluxopoli,,ヒャッコクシティ,,Ciudad Fluxus,,,,,
kalos-route-18,644,kalos,Route 18,,Route 18,,Route 18,,１８ばんどうろ,,18번도로,,Ruta 18,,Percorso 18,,１８番道路,,Ruta 18,,,,,
vallee-etroite-way,645,kalos,Chemin des Gorges,,Vallée-Étroite-Weg,,Vallée Étroite Way,,エトロワ・バレどおり,,에뜨르와 발레 도로,,Senda Valle Angosto,,Via Valle Stretta,,エトロワ・バレ通り,,Senda Valle Angosto,,,,,
couriway-town,646,kalos,Mozheim,,Mosaia,,Couriway Town,,レンリタウン,,배롱마을,,Pueblo Mosaico,,Ponte Mosaico,,レンリタウン,,Pueblo Mosaico,,,,,
kalos-route-19,647,kalos,Route 19,,Route 19,,Route 19,,１９ばんどうろ,,19번도로,,Ruta 19,,Percorso 19,,１９番道路,,Ruta 19,,,,,
grande-vallee-way,648,kalos,Chemin du Val,,Vallée-Large-Weg,,Grande Vallée Way,,ラルジュ・バレどおり,,라주 발레 도로,,Senda del Gran Valle,,Via Valle Larga,,ラルジュ・バレ通り,,Senda del Gran Valle,,,,,
snowbelle-city,649,kalos,Auffrac-les-Congères,,Fractalia City,,Snowbelle City,,エイセツシティ,,이설시티,,Ciudad Fractal,,Fractalopoli,,エイセツシティ,,Ciudad Fractal,,,,,
kalos-route-20,650,kalos,Route 20,,Route 20,,Route 20,,２０ばんどうろ,,20번도로,,Ruta 20,,Percorso 20,,２０番道路,,Ruta 20,,,,,
