species,identifier,generation,evolves_from_species,evolution_chain_id,color,shape,habitat,gender_rate,percent_male,capture_rate,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,is_baby,is_ultra_beast,is_paradox,is_fossil,is_first_partner,origin_region,order,conquest_order
455,carnivine,4,,236,green,tentacles,,4,50,200,25,0,slow,0,0,0,0,0,0,0,0,sinnoh,475,186
456,finneon,4,,237,blue,fish,,4,50,190,20,1,slow-then-very-fast,0,0,0,0,0,0,0,0,sinnoh,476,
457,lumineon,4,456,237,blue,fish,,4,50,75,20,1,slow-then-very-fast,0,0,0,0,0,0,0,0,sinnoh,477,
458,mantyke,4,,116,blue,wings,,4,50,25,25,0,slow,0,0,0,1,0,0,0,0,sinnoh,258,
459,snover,4,,239,white,upright,,4,50,120,20,1,slow,0,0,0,0,0,0,0,0,sinnoh,478,
460,abomasnow,4,459,239,white,upright,,4,50,60,20,1,slow,1,0,0,0,0,0,0,0,sinnoh,479,
461,weavile,4,215,109,black,upright,,4,50,45,20,1,medium-slow,0,0,0,0,0,0,0,0,sinnoh,246,182
462,magnezone,4,82,34,gray,arms,,-1,,30,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,90,
463,lickilicky,4,108,48,pink,humanoid,,4,50,30,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,120,
464,rhyperior,4,112,50,gray,upright,,4,50,30,20,1,slow,0,0,0,0,0,0,0,0,sinnoh,125,162
465,tangrowth,4,114,52,blue,humanoid,,4,50,30,20,1,medium,0,0,0,0,0,0,0,0,sinnoh,130,
466,electivire,4,125,60,yellow,upright,,2,75,30,25,0,medium,0,0,0,0,0,0,0,0,sinnoh,147,
467,magmortar,4,126,61,red,upright,,2,75,30,25,0,medium,0,0,0,0,0,0,0,0,sinnoh,150,
468,togekiss,4,176,87,white,wings,,1,87.5,30,10,0,fast,0,0,0,0,0,0,0,0,sinnoh,205,
469,yanmega,4,193,95,green,bug-wings,,4,50,30,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,224,
470,leafeon,4,133,67,green,quadruped,,1,87.5,45,35,0,medium,0,0,0,0,0,0,0,0,sinnoh,163,7
471,glaceon,4,133,67,blue,quadruped,,1,87.5,45,35,0,medium,0,0,0,0,0,0,0,0,sinnoh,164,8
472,gliscor,4,207,104,purple,wings,,4,50,30,20,0,medium-slow,0,0,0,0,0,0,0,0,sinnoh,239,
473,mamoswine,4,221,112,brown,quadruped,,4,50,50,20,1,slow,0,0,0,0,0,0,0,0,sinnoh,253,
474,porygon-z,4,233,68,red,arms,,-1,,30,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,168,
475,gallade,4,281,140,white,humanoid,,0,100,45,20,0,slow,1,0,0,0,0,0,0,0,sinnoh,308,12
476,probopass,4,299,147,gray,heads,,4,50,60,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,325,
477,dusknoir,4,356,182,black,arms,,4,50,45,25,0,fast,0,0,0,0,0,0,0,0,sinnoh,385,71
478,froslass,4,361,186,white,arms,,8,0,75,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,392,95
479,rotom,4,,240,red,ball,,-1,,45,20,0,medium,1,0,0,0,0,0,0,0,sinnoh,480,
480,uxie,4,,241,yellow,upright,,-1,,3,80,0,slow,0,1,0,0,0,0,0,0,sinnoh,481,
481,mesprit,4,,242,pink,upright,,-1,,3,80,0,slow,0,1,0,0,0,0,0,0,sinnoh,482,
482,azelf,4,,243,blue,upright,,-1,,3,80,0,slow,0,1,0,0,0,0,0,0,sinnoh,483,
483,dialga,4,,244,white,quadruped,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,sinnoh,484,195
484,palkia,4,,245,purple,upright,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,sinnoh,485,
485,heatran,4,,246,brown,quadruped,,4,50,3,10,0,slow,0,1,0,0,0,0,0,0,sinnoh,486,
486,regigigas,4,,247,white,humanoid,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,sinnoh,487,
487,giratina,4,,248,black,tentacles,,-1,,3,120,0,slow,1,1,0,0,0,0,0,0,sinnoh,488,
488,cresselia,4,,249,yellow,squiggle,,8,0,3,120,0,slow,0,1,0,0,0,0,0,0,sinnoh,489,
489,phione,4,,250,blue,arms,,-1,,30,40,0,slow,0,0,1,0,0,0,0,0,sinnoh,490,
490,manaphy,4,,250,blue,humanoid,,-1,,3,10,0,slow,0,0,1,0,0,0,0,0,sinnoh,491,
491,darkrai,4,,252,black,humanoid,,-1,,3,120,0,slow,0,0,1,0,0,0,0,0,sinnoh,492,
492,shaymin,4,,253,green,quadruped,,-1,,45,120,0,medium-slow,1,0,1,0,0,0,0,0,sinnoh,493,
493,arceus,4,,254,white,quadruped,,-1,,3,120,0,slow,1,0,1,0,0,0,0,0,sinnoh,494,199
494,victini,5,,255,yellow,humanoid,,-1,,3,120,0,slow,0,0,1,0,0,0,0,0,unova,495,
495,snivy,5,,256,green,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,unova,496,118
496,servine,5,495,256,green,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,497,119
497,serperior,5,496,256,green,squiggle,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,498,120
498,tepig,5,,257,red,quadruped,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,unova,499,121
499,pignite,5,498,257,red,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,500,122
500,emboar,5,499,257,red,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,501,123
501,oshawott,5,,258,blue,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,unova,502,106
502,dewott,5,501,258,blue,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,503,107
503,samurott,5,502,258,blue,quadruped,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,504,108
504,patrat,5,,259,brown,quadruped,,4,50,255,15,0,medium,0,0,0,0,0,0,0,0,unova,505,
505,watchog,5,504,259,brown,upright,,4,50,255,20,0,medium,0,0,0,0,0,0,0,0,unova,506,
506,lillipup,5,,260,brown,quadruped,,4,50,255,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,507,
507,herdier,5,506,260,gray,quadruped,,4,50,120,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,508,
508,stoutland,5,507,260,gray,quadruped,,4,50,45,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,509,
509,purrloin,5,,261,purple,quadruped,,4,50,255,20,0,medium,0,0,0,0,0,0,0,0,unova,510,
510,liepard,5,509,261,purple,quadruped,,4,50,90,20,0,medium,0,0,0,0,0,0,0,0,unova,511,
511,pansage,5,,262,green,upright,,1,87.5,190,20,0,medium,0,0,0,0,0,0,0,0,unova,512,136
512,simisage,5,511,262,green,upright,,1,87.5,75,20,0,medium,0,0,0,0,0,0,0,0,unova,513,137
513,pansear,5,,263,red,upright,,1,87.5,190,20,0,medium,0,0,0,0,0,0,0,0,unova,514,138
514,simisear,5,513,263,red,upright,,1,87.5,75,20,0,medium,0,0,0,0,0,0,0,0,unova,515,139
515,panpour,5,,264,blue,upright,,1,87.5,190,20,0,medium,0,0,0,0,0,0,0,0,unova,516,140
516,simipour,5,515,264,blue,upright,,1,87.5,75,20,0,medium,0,0,0,0,0,0,0,0,unova,517,141
517,munna,5,,265,pink,quadruped,,4,50,190,10,0,fast,0,0,0,0,0,0,0,0,unova,518,72
518,musharna,5,517,265,pink,humanoid,,4,50,75,10,0,fast,0,0,0,0,0,0,0,0,unova,519,73
519,pidove,5,,266,gray,wings,,4,50,255,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,520,
520,tranquill,5,519,266,gray,wings,,4,50,120,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,521,
521,unfezant,5,520,266,gray,wings,,4,50,45,15,1,medium-slow,0,0,0,0,0,0,0,0,unova,522,
522,blitzle,5,,267,black,quadruped,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,unova,523,74
523,zebstrika,5,522,267,black,quadruped,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,unova,524,75
524,roggenrola,5,,268,blue,legs,,4,50,255,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,525,40
525,boldore,5,524,268,blue,tentacles,,4,50,120,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,526,41
526,gigalith,5,525,268,blue,tentacles,,4,50,45,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,527,42
527,woobat,5,,269,blue,wings,,4,50,190,15,0,medium,0,0,0,0,0,0,0,0,unova,528,
528,swoobat,5,527,269,blue,wings,,4,50,45,15,0,medium,0,0,0,0,0,0,0,0,unova,529,
529,drilbur,5,,270,gray,upright,,4,50,120,20,0,medium,0,0,0,0,0,0,0,0,unova,530,152
530,excadrill,5,529,270,gray,humanoid,,4,50,60,20,0,medium,0,0,0,0,0,0,0,0,unova,531,153
531,audino,5,,271,pink,upright,,4,50,255,20,0,fast,1,0,0,0,0,0,0,0,unova,532,185
532,timburr,5,,272,gray,humanoid,,2,75,180,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,533,101
533,gurdurr,5,532,272,gray,humanoid,,2,75,90,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,534,102
534,conkeldurr,5,533,272,brown,humanoid,,2,75,45,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,535,103
535,tympole,5,,273,blue,fish,,4,50,255,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,536,
536,palpitoad,5,535,273,blue,upright,,4,50,120,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,537,
537,seismitoad,5,536,273,blue,humanoid,,4,50,45,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,538,
538,throh,5,,274,red,humanoid,,0,100,45,20,0,medium,0,0,0,0,0,0,0,0,unova,539,
539,sawk,5,,275,blue,humanoid,,0,100,45,20,0,medium,0,0,0,0,0,0,0,0,unova,540,
540,sewaddle,5,,276,yellow,armor,,4,50,255,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,541,124
541,swadloon,5,540,276,green,arms,,4,50,120,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,542,125
542,leavanny,5,541,276,yellow,humanoid,,4,50,45,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,543,126
543,venipede,5,,277,red,armor,,4,50,255,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,544,31
544,whirlipede,5,543,277,gray,ball,,4,50,120,15,0,medium-slow,0,0,0,0,0,0,0,0,unova,545,32
545,scolipede,5,544,277,red,armor,,4,50,45,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,546,33
546,cottonee,5,,278,green,ball,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,unova,547,48
547,whimsicott,5,546,278,green,humanoid,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,unova,548,49
548,petilil,5,,279,green,blob,,8,0,190,20,0,medium,0,0,0,0,0,0,0,0,unova,549,43
549,lilligant,5,548,279,green,blob,,8,0,75,20,0,medium,0,0,0,0,0,0,0,0,unova,550,44
550,basculin,5,,280,green,fish,,4,50,190,40,0,medium,0,0,0,0,0,0,0,0,unova,551,
551,sandile,5,,281,brown,quadruped,,4,50,180,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,552,66
552,krokorok,5,551,281,brown,quadruped,,4,50,90,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,553,67
553,krookodile,5,552,281,red,upright,,4,50,45,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,554,68
554,darumaka,5,,282,red,humanoid,,4,50,120,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,555,142
555,darmanitan,5,554,282,red,quadruped,,4,50,60,20,0,medium-slow,1,0,0,0,0,0,0,0,unova,556,143
556,maractus,5,,283,green,blob,,4,50,255,20,0,medium,0,0,0,0,0,0,0,0,unova,557,
557,dwebble,5,,284,red,armor,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,unova,558,
558,crustle,5,557,284,red,armor,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,unova,559,
559,scraggy,5,,285,yellow,upright,,4,50,180,15,0,medium,0,0,0,0,0,0,0,0,unova,560,165
560,scrafty,5,559,285,red,upright,,4,50,90,15,0,medium,0,0,0,0,0,0,0,0,unova,561,166
561,sigilyph,5,,286,black,wings,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,unova,562,
562,yamask,5,,287,black,arms,,4,50,190,25,0,medium,0,0,0,0,0,0,0,0,unova,563,
563,cofagrigus,5,562,287,yellow,blob,,4,50,90,25,0,medium,0,0,0,0,0,0,0,0,unova,564,
564,tirtouga,5,,288,blue,quadruped,,1,87.5,45,30,0,medium,0,0,0,0,0,0,1,0,unova,565,
565,carracosta,5,564,288,blue,upright,,1,87.5,45,30,0,medium,0,0,0,0,0,0,1,0,unova,566,
566,archen,5,,289,yellow,wings,,1,87.5,45,30,0,medium,0,0,0,0,0,0,1,0,unova,567,
567,archeops,5,566,289,yellow,wings,,1,87.5,45,30,0,medium,0,0,0,0,0,0,1,0,unova,568,
568,trubbish,5,,290,green,humanoid,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,unova,569,
569,garbodor,5,568,290,green,humanoid,,4,50,60,20,0,medium,0,0,0,0,0,0,0,0,unova,570,
570,zorua,5,,291,gray,quadruped,,1,87.5,75,25,0,medium-slow,0,0,0,0,0,0,0,0,unova,571,154
571,zoroark,5,570,291,gray,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,572,155
572,minccino,5,,292,gray,quadruped,,6,25,255,15,0,fast,0,0,0,0,0,0,0,0,unova,573,96
573,cinccino,5,572,292,gray,quadruped,,6,25,60,15,0,fast,0,0,0,0,0,0,0,0,unova,574,97
574,gothita,5,,293,purple,humanoid,,6,25,200,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,575,63
575,gothorita,5,574,293,purple,humanoid,,6,25,100,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,576,64
576,gothitelle,5,575,293,purple,humanoid,,6,25,50,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,577,65
577,solosis,5,,294,green,ball,,4,50,200,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,578,
578,duosion,5,577,294,green,ball,,4,50,100,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,579,
579,reuniclus,5,578,294,green,arms,,4,50,50,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,580,
580,ducklett,5,,295,blue,wings,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,unova,581,
581,swanna,5,580,295,white,wings,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,unova,582,
582,vanillite,5,,296,white,blob,,4,50,255,20,0,slow,0,0,0,0,0,0,0,0,unova,583,
583,vanillish,5,582,296,white,blob,,4,50,120,20,0,slow,0,0,0,0,0,0,0,0,unova,584,
584,vanilluxe,5,583,296,white,heads,,4,50,45,20,0,slow,0,0,0,0,0,0,0,0,unova,585,
585,deerling,5,,297,pink,quadruped,,4,50,190,20,0,medium,1,0,0,0,0,0,0,0,unova,586,
586,sawsbuck,5,585,297,brown,quadruped,,4,50,75,20,0,medium,1,0,0,0,0,0,0,0,unova,587,
587,emolga,5,,298,white,quadruped,,4,50,200,20,0,medium,0,0,0,0,0,0,0,0,unova,588,180
588,karrablast,5,,299,blue,humanoid,,4,50,200,15,0,medium,0,0,0,0,0,0,0,0,unova,589,
589,escavalier,5,588,299,gray,arms,,4,50,75,15,0,medium,0,0,0,0,0,0,0,0,unova,590,
590,foongus,5,,300,white,arms,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,unova,591,
591,amoonguss,5,590,300,white,arms,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,unova,592,
592,frillish,5,,301,white,tentacles,,4,50,190,20,1,medium,0,0,0,0,0,0,0,0,unova,593,
593,jellicent,5,592,301,white,tentacles,,4,50,60,20,1,medium,0,0,0,0,0,0,0,0,unova,594,
594,alomomola,5,,302,pink,fish,,4,50,75,40,0,fast,0,0,0,0,0,0,0,0,unova,595,
595,joltik,5,,303,yellow,armor,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,unova,596,147
596,galvantula,5,595,303,yellow,armor,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,unova,597,148
597,ferroseed,5,,304,gray,ball,,4,50,255,20,0,medium,0,0,0,0,0,0,0,0,unova,598,
598,ferrothorn,5,597,304,gray,tentacles,,4,50,90,20,0,medium,0,0,0,0,0,0,0,0,unova,599,
599,klink,5,,305,gray,heads,,-1,,130,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,600,
600,klang,5,599,305,gray,heads,,-1,,60,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,601,
601,klinklang,5,600,305,gray,heads,,-1,,30,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,602,
602,tynamo,5,,306,white,fish,,4,50,190,20,0,slow,0,0,0,0,0,0,0,0,unova,603,
603,eelektrik,5,602,306,blue,fish,,4,50,60,20,0,slow,0,0,0,0,0,0,0,0,unova,604,
604,eelektross,5,603,306,blue,fish,,4,50,30,20,0,slow,0,0,0,0,0,0,0,0,unova,605,
605,elgyem,5,,307,blue,upright,,4,50,255,20,0,medium,0,0,0,0,0,0,0,0,unova,606,
606,beheeyem,5,605,307,brown,humanoid,,4,50,90,20,0,medium,0,0,0,0,0,0,0,0,unova,607,
607,litwick,5,,308,white,blob,,4,50,190,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,608,37
608,lampent,5,607,308,black,arms,,4,50,90,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,609,38
609,chandelure,5,608,308,black,arms,,4,50,45,20,0,medium-slow,0,0,0,0,0,0,0,0,unova,610,39
610,axew,5,,309,green,upright,,4,50,75,40,0,slow,0,0,0,0,0,0,0,0,unova,611,144
611,fraxure,5,610,309,green,upright,,4,50,60,40,0,slow,0,0,0,0,0,0,0,0,unova,612,145
612,haxorus,5,611,309,yellow,upright,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,unova,613,146
613,cubchoo,5,,310,white,upright,,4,50,120,20,0,medium,0,0,0,0,0,0,0,0,unova,614,104
614,beartic,5,613,310,white,quadruped,,4,50,60,20,0,medium,0,0,0,0,0,0,0,0,unova,615,105
615,cryogonal,5,,311,blue,ball,,-1,,25,25,0,medium,0,0,0,0,0,0,0,0,unova,616,
616,shelmet,5,,312,red,ball,,4,50,200,15,0,medium,0,0,0,0,0,0,0,0,unova,617,
617,accelgor,5,616,312,red,arms,,4,50,75,15,0,medium,0,0,0,0,0,0,0,0,unova,618,
618,stunfisk,5,,313,brown,fish,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,unova,619,
619,mienfoo,5,,314,yellow,upright,,4,50,180,25,0,medium-slow,0,0,0,0,0,0,0,0,unova,620,
620,mienshao,5,619,314,purple,upright,,4,50,45,25,0,medium-slow,0,0,0,0,0,0,0,0,unova,621,
621,druddigon,5,,315,red,upright,,4,50,45,30,0,medium,0,0,0,0,0,0,0,0,unova,622,
622,golett,5,,316,green,humanoid,,-1,,190,25,0,medium,0,0,0,0,0,0,0,0,unova,623,
623,golurk,5,622,316,green,humanoid,,-1,,90,25,0,medium,0,0,0,0,0,0,0,0,unova,624,
624,pawniard,5,,317,red,humanoid,,4,50,120,20,0,medium,0,0,0,0,0,0,0,0,unova,625,158
625,bisharp,5,624,317,red,humanoid,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,unova,626,159
626,bouffalant,5,,318,brown,quadruped,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,unova,627,
627,rufflet,5,,319,white,wings,,0,100,190,20,0,slow,0,0,0,0,0,0,0,0,unova,628,169
628,braviary,5,627,319,red,wings,,0,100,60,20,0,slow,0,0,0,0,0,0,0,0,unova,629,170
629,vullaby,5,,320,brown,wings,,8,0,190,20,0,slow,0,0,0,0,0,0,0,0,unova,630,
630,mandibuzz,5,629,320,brown,wings,,8,0,60,20,0,slow,0,0,0,0,0,0,0,0,unova,631,
631,heatmor,5,,321,red,upright,,4,50,90,20,0,medium,0,0,0,0,0,0,0,0,unova,632,
632,durant,5,,322,gray,armor,,4,50,90,20,0,medium,0,0,0,0,0,0,0,0,unova,633,
633,deino,5,,323,blue,quadruped,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,unova,634,90
634,zweilous,5,633,323,blue,quadruped,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,unova,635,91
635,hydreigon,5,634,323,blue,upright,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,unova,636,92
636,larvesta,5,,324,white,armor,,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,unova,637,173
637,volcarona,5,636,324,white,bug-wings,,4,50,15,40,0,slow,0,0,0,0,0,0,0,0,unova,638,174
638,cobalion,5,,325,blue,quadruped,,-1,,3,80,0,slow,0,1,0,0,0,0,0,0,unova,639,
639,terrakion,5,,326,gray,quadruped,,-1,,3,80,0,slow,0,1,0,0,0,0,0,0,unova,640,191
640,virizion,5,,327,green,quadruped,,-1,,3,80,0,slow,0,1,0,0,0,0,0,0,unova,641,
641,tornadus,5,,328,green,arms,,0,100,3,120,0,slow,1,1,0,0,0,0,0,0,unova,642,
642,thundurus,5,,329,blue,arms,,0,100,3,120,0,slow,1,1,0,0,0,0,0,0,unova,643,
643,reshiram,5,,330,white,wings,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,unova,644,197
644,zekrom,5,,331,black,upright,,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,unova,645,198
645,landorus,5,,332,brown,arms,,0,100,3,120,0,slow,1,1,0,0,0,0,0,0,unova,646,
646,kyurem,5,,333,gray,upright,,-1,,3,120,0,slow,1,1,0,0,0,0,0,0,unova,647,
647,keldeo,5,,334,yellow,quadruped,,-1,,3,80,0,slow,1,0,1,0,0,0,0,0,unova,648,
648,meloetta,5,,335,white,humanoid,,-1,,3,120,0,slow,1,0,1,0,0,0,0,0,unova,649,
649,genesect,5,,336,purple,humanoid,,-1,,3,120,0,slow,1,0,1,0,0,0,0,0,unova,650,
650,chespin,6,,337,green,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,kalos,651,
651,quilladin,6,650,337,green,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,kalos,652,
652,chesnaught,6,651,337,green,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,kalos,653,
653,fennekin,6,,338,red,quadruped,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,kalos,654,
654,braixen,6,653,338,red,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,kalos,655,
655,delphox,6,654,338,red,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,kalos,656,
656,froakie,6,,339,blue,quadruped,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,kalos,657,
657,frogadier,6,656,339,blue,humanoid,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,kalos,658,
658,greninja,6,657,339,blue,humanoid,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,kalos,659,
659,bunnelby,6,,340,brown,upright,,4,50,255,15,0,medium,0,0,0,0,0,0,0,0,kalos,660,
660,diggersby,6,659,340,brown,upright,,4,50,127,15,0,medium,0,0,0,0,0,0,0,0,kalos,661,
661,fletchling,6,,341,red,wings,,4,50,255,15,0,medium-slow,0,0,0,0,0,0,0,0,kalos,662,
662,fletchinder,6,661,341,red,wings,,4,50,120,15,0,medium-slow,0,0,0,0,0,0,0,0,kalos,663,
663,talonflame,6,662,341,red,wings,,4,50,45,15,0,medium-slow,0,0,0,0,0,0,0,0,kalos,664,
664,scatterbug,6,,342,black,armor,,4,50,255,15,0,medium,0,0,0,0,0,0,0,0,kalos,665,
665,spewpa,6,664,342,black,blob,,4,50,120,15,0,medium,0,0,0,0,0,0,0,0,kalos,666,
666,vivillon,6,665,342,pink,bug-wings,,4,50,45,15,0,medium,0,0,0,0,0,0,0,0,kalos,667,
667,litleo,6,,343,brown,quadruped,,7,12.5,220,20,0,medium-slow,0,0,0,0,0,0,0,0,kalos,668,
668,pyroar,6,667,343,brown,quadruped,,7,12.5,65,20,1,medium-slow,0,0,0,0,0,0,0,0,kalos,669,
669,flabebe,6,,344,white,arms,,8,0,225,20,0,medium,0,0,0,0,0,0,0,0,kalos,670,
670,floette,6,669,344,white,arms,,8,0,120,20,0,medium,0,0,0,0,0,0,0,0,kalos,671,
671,florges,6,670,344,white,arms,,8,0,45,20,0,medium,0,0,0,0,0,0,0,0,kalos,672,
672,skiddo,6,,345,brown,quadruped,,4,50,200,20,0,medium,0,0,0,0,0,0,0,0,kalos,673,
673,gogoat,6,672,345,brown,quadruped,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,kalos,674,
674,pancham,6,,346,white,upright,,4,50,220,25,0,medium,0,0,0,0,0,0,0,0,kalos,675,
675,pangoro,6,674,346,white,humanoid,,4,50,65,25,0,medium,0,0,0,0,0,0,0,0,kalos,676,
676,furfrou,6,,347,white,quadruped,,4,50,160,20,0,medium,1,0,0,0,0,0,0,0,kalos,677,
677,espurr,6,,348,gray,upright,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,kalos,678,
678,meowstic,6,677,348,blue,upright,,4,50,75,20,1,medium,0,0,0,0,0,0,0,0,kalos,679,
679,honedge,6,,349,brown,blob,,4,50,180,20,0,medium,0,0,0,0,0,0,0,0,kalos,680,
680,doublade,6,679,349,brown,heads,,4,50,90,20,0,medium,0,0,0,0,0,0,0,0,kalos,681,
681,aegislash,6,680,349,brown,blob,,4,50,45,20,0,medium,1,0,0,0,0,0,0,0,kalos,682,
682,spritzee,6,,350,pink,arms,,4,50,200,20,0,medium,0,0,0,0,0,0,0,0,kalos,683,
683,aromatisse,6,682,350,pink,humanoid,,4,50,140,20,0,medium,0,0,0,0,0,0,0,0,kalos,684,
684,swirlix,6,,351,white,legs,,4,50,200,20,0,medium,0,0,0,0,0,0,0,0,kalos,685,
685,slurpuff,6,684,351,white,humanoid,,4,50,140,20,0,medium,0,0,0,0,0,0,0,0,kalos,686,
686,inkay,6,,352,blue,tentacles,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,kalos,687,
687,malamar,6,686,352,blue,blob,,4,50,80,20,0,medium,0,0,0,0,0,0,0,0,kalos,688,
688,binacle,6,,353,brown,heads,,4,50,120,20,0,medium,0,0,0,0,0,0,0,0,kalos,689,
689,barbaracle,6,688,353,brown,heads,,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,kalos,690,
690,skrelp,6,,354,brown,blob,,4,50,225,20,0,medium,0,0,0,0,0,0,0,0,kalos,691,
691,dragalge,6,690,354,brown,blob,,4,50,55,20,0,medium,0,0,0,0,0,0,0,0,kalos,692,
692,clauncher,6,,355,blue,armor,,4,50,225,15,0,slow,0,0,0,0,0,0,0,0,kalos,693,
693,clawitzer,6,692,355,blue,squiggle,,4,50,55,15,0,slow,0,0,0,0,0,0,0,0,kalos,694,
694,helioptile,6,,356,yellow,upright,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,kalos,695,
695,heliolisk,6,694,356,yellow,upright,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,kalos,696,
696,tyrunt,6,,357,brown,upright,,1,87.5,45,30,0,medium,0,0,0,0,0,0,1,0,kalos,697,
697,tyrantrum,6,696,357,red,upright,,1,87.5,45,30,0,medium,0,0,0,0,0,0,1,0,kalos,698,
