item,generation,game_index
seal-bag,5,436
seal-bag,6,436
seal-bag,7,436
seal-bag,8,436
pal-pad,4,437
pal-pad,5,437
pal-pad,6,437
pal-pad,7,437
pal-pad,8,437
pal-pad,9,437
works-key,4,438
works-key,5,438
works-key,6,438
works-key,7,438
works-key,8,438
works-key,9,438
old-charm,4,439
old-charm,5,439
old-charm,6,439
old-charm,7,439
old-charm,8,439
old-charm,9,439
galactic-key,4,440
galactic-key,5,440
galactic-key,6,440
galactic-key,7,440
galactic-key,8,440
galactic-key,9,440
red-chain,4,441
red-chain,5,441
red-chain,6,441
red-chain,7,441
red-chain,8,441
red-chain,9,441
town-map,1,5
town-map,3,361
town-map,4,442
town-map,5,442
town-map,6,442
town-map,7,442
town-map,8,442
town-map,9,442
vs-seeker,3,362
vs-seeker,4,443
vs-seeker,5,443
vs-seeker,6,443
vs-seeker,7,443
vs-seeker,8,443
vs-seeker,9,443
coin-case,1,69
coin-case,2,54
coin-case,3,260
coin-case,4,444
coin-case,5,444
coin-case,6,444
coin-case,7,444
coin-case,8,444
coin-case,9,444
old-rod,1,76
old-rod,2,58
old-rod,3,262
old-rod,4,445
old-rod,5,445
old-rod,6,445
old-rod,7,445
old-rod,8,445
old-rod,9,445
good-rod,1,77
good-rod,2,59
good-rod,3,263
good-rod,4,446
good-rod,5,446
good-rod,6,446
good-rod,7,446
good-rod,8,446
good-rod,9,446
super-rod,1,78
super-rod,2,61
super-rod,3,264
super-rod,4,447
super-rod,5,447
super-rod,6,447
super-rod,7,447
super-rod,8,447
super-rod,9,447
sprayduck,4,448
sprayduck,5,448
sprayduck,6,448
sprayduck,7,448
sprayduck,8,448
sprayduck,9,448
poffin-case,4,449
poffin-case,5,449
poffin-case,6,449
poffin-case,7,449
poffin-case,8,449
poffin-case,9,449
bicycle,1,6
bicycle,2,7
bicycle,3,360
bicycle,4,450
bicycle,5,450
bicycle,6,450
bicycle,7,450
bicycle,8,450
bicycle,9,450
suite-key,4,451
suite-key,5,451
suite-key,6,451
suite-key,7,451
suite-key,8,451
suite-key,9,451
oaks-letter,4,452
oaks-letter,5,452
oaks-letter,6,452
oaks-letter,7,452
oaks-letter,8,452
oaks-letter,9,452
lunar-wing,4,453
lunar-wing,5,453
lunar-wing,6,453
lunar-wing,7,453
lunar-wing,8,453
lunar-wing,9,453
member-card,4,454
member-card,5,454
member-card,6,454
member-card,7,454
member-card,8,454
member-card,9,454
azure-flute,4,455
azure-flute,5,455
azure-flute,6,455
azure-flute,7,455
azure-flute,8,455
azure-flute,9,455
ss-ticket,1,63
ss-ticket,2,68
ss-ticket,3,265
ss-ticket,4,456
ss-ticket,5,456
ss-ticket,6,456
ss-ticket,7,456
ss-ticket,8,456
ss-ticket,9,456
contest-pass,3,266
contest-pass,4,457
contest-pass,5,457
contest-pass,6,457
contest-pass,7,457
contest-pass,8,457
contest-pass,9,457
magma-stone,4,458
magma-stone,5,458
magma-stone,6,458
magma-stone,7,458
magma-stone,8,458
magma-stone,9,458
parcel,1,70
parcel,3,349
parcel,4,459
parcel,5,459
parcel,6,459
parcel,7,459
parcel,8,459
parcel,9,459
coupon-1,4,460
coupon-1,5,460
coupon-1,6,460
coupon-1,7,460
coupon-1,8,460
coupon-1,9,460
coupon-2,4,461
coupon-2,5,461
coupon-2,6,461
coupon-2,7,461
coupon-2,8,461
coupon-2,9,461
coupon-3,4,462
coupon-3,5,462
coupon-3,6,462
coupon-3,7,462
coupon-3,8,462
coupon-3,9,462
storage-key,3,285
storage-key,4,463
storage-key,5,463
storage-key,6,463
storage-key,7,463
storage-key,8,463
storage-key,9,463
secret-potion,2,67
secret-potion,4,464
secret-potion,5,464
secret-potion,6,464
secret-potion,7,464
secret-potion,8,464
secret-potion,9,464
griseous-orb,4,112
griseous-orb,5,112
griseous-orb,6,112
griseous-orb,7,112
griseous-orb,8,112
griseous-orb,9,112
vs-recorder,4,465
vs-recorder,5,465
vs-recorder,6,465
vs-recorder,7,465
vs-recorder,8,465
vs-recorder,9,465
gracidea,4,466
gracidea,5,466
gracidea,6,466
gracidea,7,466
gracidea,8,466
gracidea,9,466
secret-key,1,43
secret-key,3,351
secret-key,4,467
secret-key,5,467
secret-key,6,467
secret-key,7,467
secret-key,8,467
secret-key,9,467
apricorn-box,4,468
apricorn-box,5,468
apricorn-box,6,468
apricorn-box,7,468
apricorn-box,8,468
apricorn-box,9,468
berry-pots,4,470
berry-pots,5,470
berry-pots,6,470
berry-pots,7,470
berry-pots,8,470
berry-pots,9,470
squirt-bottle,2,175
squirt-bottle,4,477
squirt-bottle,5,477
squirt-bottle,6,477
squirt-bottle,7,477
squirt-bottle,8,477
squirt-bottle,9,477
lure-ball,2,160
lure-ball,4,494
lure-ball,5,494
lure-ball,6,494
lure-ball,7,494
lure-ball,8,494
lure-ball,9,494
level-ball,2,159
level-ball,4,493
level-ball,5,493
level-ball,6,493
level-ball,7,493
level-ball,8,493
level-ball,9,493
moon-ball,2,165
moon-ball,4,498
moon-ball,5,498
moon-ball,6,498
moon-ball,7,498
moon-ball,8,498
moon-ball,9,498
heavy-ball,2,157
heavy-ball,4,495
heavy-ball,5,495
heavy-ball,6,495
heavy-ball,7,495
heavy-ball,8,495
fast-ball,2,161
fast-ball,4,492
fast-ball,5,492
fast-ball,6,492
fast-ball,7,492
fast-ball,8,492
fast-ball,9,492
friend-ball,2,164
friend-ball,4,497
friend-ball,5,497
friend-ball,6,497
friend-ball,7,497
friend-ball,8,497
friend-ball,9,497
love-ball,2,166
love-ball,4,496
love-ball,5,496
love-ball,6,496
love-ball,7,496
love-ball,8,496
love-ball,9,496
park-ball,2,177
park-ball,4,500
park-ball,5,500
park-ball,6,500
park-ball,7,500
park-ball,8,500
park-ball,9,500
sport-ball,4,499
sport-ball,5,499
sport-ball,6,499
sport-ball,7,499
sport-ball,8,499
sport-ball,9,499
red-apricorn,2,85
red-apricorn,4,485
red-apricorn,5,485
red-apricorn,6,485
red-apricorn,7,485
red-apricorn,8,485
red-apricorn,9,485
blue-apricorn,2,89
blue-apricorn,4,487
blue-apricorn,5,486
blue-apricorn,6,486
blue-apricorn,7,486
blue-apricorn,8,486
blue-apricorn,9,486
yellow-apricorn,2,92
yellow-apricorn,4,486
yellow-apricorn,5,487
yellow-apricorn,6,487
yellow-apricorn,7,487
yellow-apricorn,8,487
yellow-apricorn,9,487
green-apricorn,2,93
green-apricorn,4,488
green-apricorn,5,488
green-apricorn,6,488
green-apricorn,7,488
green-apricorn,8,488
green-apricorn,9,488
pink-apricorn,2,101
pink-apricorn,4,489
pink-apricorn,5,489
pink-apricorn,6,489
pink-apricorn,7,489
pink-apricorn,8,489
pink-apricorn,9,489
white-apricorn,2,97
white-apricorn,4,490
white-apricorn,5,490
white-apricorn,6,490
white-apricorn,7,490
white-apricorn,8,490
white-apricorn,9,490
black-apricorn,2,99
black-apricorn,4,491
black-apricorn,5,491
black-apricorn,6,491
black-apricorn,7,491
black-apricorn,8,491
black-apricorn,9,491
dowsing-machine,1,71
dowsing-machine,2,55
dowsing-machine,3,261
dowsing-machine,4,471
dowsing-machine,5,471
dowsing-machine,6,471
dowsing-machine,7,471
dowsing-machine,8,471
dowsing-machine,9,471
rage-candy-bar,2,114
rage-candy-bar,4,504
rage-candy-bar,5,504
rage-candy-bar,6,504
rage-candy-bar,7,504
rage-candy-bar,8,504
rage-candy-bar,9,504
red-orb,3,276
red-orb,4,534
red-orb,5,534
red-orb,6,534
red-orb,7,534
red-orb,8,534
red-orb,9,534
blue-orb,3,277
blue-orb,4,535
blue-orb,5,535
blue-orb,6,535
blue-orb,7,535
blue-orb,8,535
blue-orb,9,535
jade-orb,4,532
jade-orb,5,532
jade-orb,6,532
jade-orb,7,532
jade-orb,8,532
jade-orb,9,532
enigma-stone,4,536
enigma-stone,5,536
enigma-stone,6,536
enigma-stone,7,536
enigma-stone,8,536
enigma-stone,9,536
unown-report,4,469
unown-report,5,469
unown-report,6,469
unown-report,7,469
unown-report,8,469
unown-report,9,469
blue-card,2,116
blue-card,4,472
blue-card,5,472
blue-card,6,472
blue-card,7,472
blue-card,8,472
blue-card,9,472
slowpoke-tail,2,103
slowpoke-tail,4,473
slowpoke-tail,5,473
slowpoke-tail,6,473
slowpoke-tail,7,473
slowpoke-tail,8,473
slowpoke-tail,9,473
clear-bell,2,70
clear-bell,4,474
clear-bell,5,474
clear-bell,6,474
clear-bell,7,474
clear-bell,8,474
clear-bell,9,474
card-key,1,48
card-key,2,127
card-key,3,355
card-key,4,475
card-key,5,475
card-key,6,475
card-key,7,475
card-key,8,475
card-key,9,475
basement-key,2,133
basement-key,3,261
basement-key,4,476
basement-key,5,476
basement-key,6,476
basement-key,7,476
basement-key,8,476
basement-key,9,476
red-scale,2,66
red-scale,4,478
red-scale,5,478
red-scale,6,478
red-scale,7,478
red-scale,8,478
red-scale,9,478
lost-item,2,130
lost-item,4,479
lost-item,5,479
lost-item,6,479
lost-item,7,479
lost-item,8,479
lost-item,9,479
pass,2,134
pass,4,480
pass,5,480
pass,6,480
pass,7,480
pass,8,480
pass,9,480
machine-part,2,128
machine-part,4,481
machine-part,5,481
machine-part,6,481
machine-part,7,481
machine-part,8,481
machine-part,9,481
silver-wing,2,71
silver-wing,4,482
silver-wing,5,482
silver-wing,6,482
silver-wing,7,482
silver-wing,8,482
silver-wing,9,482
rainbow-wing,2,178
rainbow-wing,4,483
rainbow-wing,5,483
rainbow-wing,6,483
rainbow-wing,7,483
rainbow-wing,8,483
rainbow-wing,9,483
mystery-egg,2,69
mystery-egg,4,484
mystery-egg,5,484
mystery-egg,6,484
mystery-egg,7,484
mystery-egg,8,484
mystery-egg,9,484
gb-sounds,4,502
gb-sounds,5,502
gb-sounds,6,502
gb-sounds,7,502
gb-sounds,8,502
gb-sounds,9,502
tidal-bell,4,503
tidal-bell,5,503
tidal-bell,6,503
tidal-bell,7,503
tidal-bell,8,503
tidal-bell,9,503
data-card-01,4,505
data-card-01,5,505
data-card-01,6,505
data-card-01,7,505
data-card-01,8,505
data-card-01,9,505
data-card-02,4,506
data-card-02,5,506
data-card-02,6,506
data-card-02,7,506
data-card-02,8,506
data-card-02,9,506
data-card-03,4,507
data-card-03,5,507
data-card-03,6,507
data-card-03,7,507
data-card-03,8,507
data-card-03,9,507
data-card-04,4,508
data-card-04,5,508
data-card-04,6,508
data-card-04,7,508
data-card-04,8,508
data-card-04,9,508
data-card-05,4,509
data-card-05,5,509
data-card-05,6,509
data-card-05,7,509
data-card-05,8,509
data-card-05,9,509
data-card-06,4,510
data-card-06,5,510
data-card-06,6,510
data-card-06,7,510
data-card-06,8,510
data-card-06,9,510
data-card-07,4,511
data-card-07,5,511
data-card-07,6,511
data-card-07,7,511
data-card-07,8,511
data-card-07,9,511
data-card-08,4,512
data-card-08,5,512
data-card-08,6,512
data-card-08,7,512
data-card-08,8,512
data-card-08,9,512
data-card-09,4,513
data-card-09,5,513
data-card-09,6,513
data-card-09,7,513
data-card-09,8,513
data-card-09,9,513
data-card-10,4,514
data-card-10,5,514
data-card-10,6,514
data-card-10,7,514
data-card-10,8,514
data-card-10,9,514
data-card-11,4,515
data-card-11,5,515
data-card-11,6,515
data-card-11,7,515
data-card-11,8,515
data-card-11,9,515
data-card-12,4,516
data-card-12,5,516
data-card-12,6,516
data-card-12,7,516
data-card-12,8,516
data-card-12,9,516
data-card-13,4,517
data-card-13,5,517
data-card-13,6,517
data-card-13,7,517
data-card-13,8,517
data-card-13,9,517
data-card-14,4,518
data-card-14,5,518
data-card-14,6,518
data-card-14,7,518
data-card-14,8,518
data-card-14,9,518
data-card-15,4,519
data-card-15,5,519
data-card-15,6,519
data-card-15,7,519
data-card-15,8,519
data-card-15,9,519
data-card-16,4,520
data-card-16,5,520
data-card-16,6,520
data-card-16,7,520
data-card-16,8,520
data-card-16,9,520
data-card-17,4,521
data-card-17,5,521
data-card-17,6,521
data-card-17,7,521
data-card-17,8,521
data-card-17,9,521
data-card-18,4,522
data-card-18,5,522
data-card-18,6,522
data-card-18,7,522
data-card-18,8,522
data-card-18,9,522
data-card-19,4,523
data-card-19,5,523
data-card-19,6,523
data-card-19,7,523
data-card-19,8,523
data-card-19,9,523
data-card-20,4,524
data-card-20,5,524
data-card-20,6,524
data-card-20,7,524
data-card-20,8,524
data-card-20,9,524
data-card-21,4,525
data-card-21,5,525
data-card-21,6,525
data-card-21,7,525
data-card-21,8,525
data-card-21,9,525
data-card-22,4,526
data-card-22,5,526
data-card-22,6,526
data-card-22,7,526
data-card-22,8,526
data-card-22,9,526
data-card-23,4,527
data-card-23,5,527
data-card-23,6,527
data-card-23,7,527
data-card-23,8,527
data-card-23,9,527
data-card-24,4,528
data-card-24,5,528
data-card-24,6,528
data-card-24,7,528
data-card-24,8,528
data-card-24,9,528
data-card-25,4,529
data-card-25,5,529
data-card-25,6,529
data-card-25,7,529
data-card-25,8,529
data-card-25,9,529
data-card-26,4,530
data-card-26,5,530
data-card-26,6,530
data-card-26,7,530
data-card-26,8,530
data-card-26,9,530
data-card-27,4,531
data-card-27,5,531
data-card-27,6,531
data-card-27,7,531
data-card-27,8,531
data-card-27,9,531
lock-capsule,4,533
lock-capsule,5,533
lock-capsule,6,533
lock-capsule,7,533
lock-capsule,8,533
lock-capsule,9,533
photo-album,4,501
photo-album,5,501
photo-album,6,501
photo-album,7,501
photo-album,8,501
photo-album,9,501
orange-mail,3,121
harbor-mail,3,122
glitter-mail,3,123
mech-mail,3,124
wood-mail,3,125
wave-mail,3,126
bead-mail,3,127
shadow-mail,3,128
tropic-mail,3,129
dream-mail,3,130
fab-mail,3,131
retro-mail,3,132
mach-bike,3,259
mach-bike,6,718
mach-bike,7,718
mach-bike,8,718
mach-bike,9,718
acro-bike,3,272
acro-bike,6,719
acro-bike,7,719
acro-bike,8,719
acro-bike,9,719
wailmer-pail,3,268
wailmer-pail,6,720
wailmer-pail,7,720
wailmer-pail,8,720
wailmer-pail,9,720
devon-goods,3,269
soot-sack,3,270
soot-sack,6,722
soot-sack,7,722
soot-sack,8,722
soot-sack,9,722
pokeblock-case,3,273
letter,3,274
letter,6,725
letter,7,725
letter,8,725
letter,9,725
eon-ticket,3,275
eon-ticket,6,726
eon-ticket,7,726
eon-ticket,8,726
eon-ticket,9,726
scanner,3,278
scanner,6,727
scanner,7,727
scanner,8,727
scanner,9,727
go-goggles,3,279
go-goggles,6,728
go-goggles,7,728
go-goggles,8,728
go-goggles,9,728
meteorite,3,280
meteorite,6,729
meteorite,7,729
meteorite,8,729
meteorite,9,772
rm-1-key,3,281
rm-2-key,3,282
rm-4-key,3,283
rm-6-key,3,284
devon-scope,3,288
devon-scope,6,735
devon-scope,7,735
devon-scope,8,735
devon-scope,9,735
poke-flute,1,73
poke-flute,3,350
poke-flute,6,651
poke-flute,7,651
poke-flute,8,651
poke-flute,9,651
bike-voucher,1,45
bike-voucher,3,352
gold-teeth,1,64
gold-teeth,3,353
gold-teeth,7,877
gold-teeth,8,877
gold-teeth,9,877
lift-key,1,74
lift-key,3,356
lift-key,5,356
lift-key,7,878
lift-key,8,878
lift-key,9,878
silph-scope,1,72
silph-scope,3,359
silph-scope,7,874
silph-scope,8,874
silph-scope,9,874
fame-checker,3,363
tm-case,3,364
tm-case,7,123
tm-case,8,123
tm-case,9,123
berry-pouch,3,365
teachy-tv,3,366
tri-pass,3,367
rainbow-pass,3,368
tea,3,369
tea,7,113
tea,8,113
tea,9,113
mysticticket,3,370
auroraticket,3,371
powder-jar,3,372
ruby,3,373
sapphire,3,374
magma-emblem,3,375
old-sea-map,3,376
douse-drive,5,116
douse-drive,6,116
douse-drive,7,116
douse-drive,8,116
douse-drive,9,116
shock-drive,5,117
shock-drive,6,117
shock-drive,7,117
shock-drive,8,117
shock-drive,9,117
burn-drive,5,118
burn-drive,6,118
burn-drive,7,118
burn-drive,8,118
burn-drive,9,118
chill-drive,5,119
chill-drive,6,119
chill-drive,7,119
chill-drive,8,119
chill-drive,9,119
sweet-heart,5,134
sweet-heart,6,134
sweet-heart,7,134
sweet-heart,8,134
sweet-heart,9,134
greet-mail,5,137
greet-mail,6,137
greet-mail,7,137
greet-mail,8,137
greet-mail,9,137
favored-mail,5,138
favored-mail,6,138
favored-mail,7,138
favored-mail,8,138
favored-mail,9,138
rsvp-mail,5,139
rsvp-mail,6,139
rsvp-mail,7,139
rsvp-mail,8,139
rsvp-mail,9,139
thanks-mail,5,140
thanks-mail,6,140
thanks-mail,7,140
thanks-mail,8,140
thanks-mail,9,140
inquiry-mail,5,141
inquiry-mail,6,141
inquiry-mail,7,141
inquiry-mail,8,141
inquiry-mail,9,141
like-mail,5,142
like-mail,6,142
like-mail,7,142
like-mail,8,142
like-mail,9,142
reply-mail,5,143
reply-mail,6,143
reply-mail,7,143
reply-mail,8,143
reply-mail,9,143
bridge-mail-s,5,144
bridge-mail-s,6,144
bridge-mail-s,7,144
bridge-mail-s,8,144
bridge-mail-s,9,144
bridge-mail-d,5,145
bridge-mail-d,6,145
bridge-mail-d,7,145
bridge-mail-d,8,145
bridge-mail-d,9,145
bridge-mail-t,5,146
bridge-mail-t,6,146
bridge-mail-t,7,146
bridge-mail-t,8,146
bridge-mail-t,9,146
bridge-mail-v,5,147
bridge-mail-v,6,147
bridge-mail-v,7,147
bridge-mail-v,8,147
bridge-mail-v,9,147
bridge-mail-m,5,148
bridge-mail-m,6,148
bridge-mail-m,7,148
bridge-mail-m,8,148
bridge-mail-m,9,148
prism-scale,5,537
prism-scale,6,537
prism-scale,7,537
prism-scale,8,537
prism-scale,9,537
eviolite,5,538
eviolite,6,538
eviolite,7,538
eviolite,8,538
eviolite,9,538
float-stone,5,539
float-stone,6,539
float-stone,7,539
float-stone,8,539
float-stone,9,539
rocky-helmet,5,540
rocky-helmet,6,540
rocky-helmet,7,540
rocky-helmet,8,540
rocky-helmet,9,540
air-balloon,5,541
air-balloon,6,541
air-balloon,7,541
air-balloon,8,541
air-balloon,9,541
red-card,5,542
red-card,6,542
red-card,7,542
red-card,8,542
red-card,9,542
ring-target,5,543
ring-target,6,543
ring-target,7,543
ring-target,8,543
ring-target,9,543
binding-band,5,544
binding-band,6,544
binding-band,7,544
binding-band,8,544
binding-band,9,544
absorb-bulb,5,545
absorb-bulb,6,545
absorb-bulb,7,545
absorb-bulb,8,545
absorb-bulb,9,545
cell-battery,5,546
cell-battery,6,546
cell-battery,7,546
cell-battery,8,546
cell-battery,9,546
eject-button,5,547
eject-button,6,547
eject-button,7,547
eject-button,8,547
eject-button,9,547
fire-gem,5,548
fire-gem,6,548
fire-gem,7,548
fire-gem,8,548
fire-gem,9,548
water-gem,5,549
water-gem,6,549
water-gem,7,549
water-gem,8,549
water-gem,9,549
electric-gem,5,550
electric-gem,6,550
electric-gem,7,550
electric-gem,8,550
electric-gem,9,550
grass-gem,5,551
grass-gem,6,551
grass-gem,7,551
grass-gem,8,551
grass-gem,9,551
ice-gem,5,552
ice-gem,6,552
ice-gem,7,552
ice-gem,8,552
ice-gem,9,552
fighting-gem,5,553
fighting-gem,6,553
fighting-gem,7,553
fighting-gem,8,553
fighting-gem,9,553
poison-gem,5,554
poison-gem,6,554
poison-gem,7,554
poison-gem,8,554
poison-gem,9,554
ground-gem,5,555
ground-gem,6,555
ground-gem,7,555
ground-gem,8,555
ground-gem,9,555
flying-gem,5,556
flying-gem,6,556
flying-gem,7,556
flying-gem,8,556
flying-gem,9,556
psychic-gem,5,557
psychic-gem,6,557
psychic-gem,7,557
psychic-gem,8,557
psychic-gem,9,557
bug-gem,5,558
bug-gem,6,558
bug-gem,7,558
bug-gem,8,558
bug-gem,9,558
rock-gem,5,559
rock-gem,6,559
rock-gem,7,559
rock-gem,8,559
rock-gem,9,559
ghost-gem,5,560
ghost-gem,6,560
ghost-gem,7,560
ghost-gem,8,560
ghost-gem,9,560
dark-gem,5,562
dark-gem,6,562
dark-gem,7,562
dark-gem,8,562
dark-gem,9,562
steel-gem,5,563
steel-gem,6,563
steel-gem,7,563
steel-gem,8,563
steel-gem,9,563
health-wing,5,565
health-wing,6,565
health-wing,7,565
health-wing,8,565
health-wing,9,565
muscle-wing,5,566
muscle-wing,6,566
muscle-wing,7,566
muscle-wing,8,566
muscle-wing,9,566
resist-wing,5,567
resist-wing,6,567
resist-wing,7,567
resist-wing,8,567
resist-wing,9,567
genius-wing,5,568
genius-wing,6,568
genius-wing,7,568
genius-wing,8,568
genius-wing,9,568
clever-wing,5,569
clever-wing,6,569
clever-wing,7,569
clever-wing,8,569
clever-wing,9,569
swift-wing,5,570
swift-wing,6,570
swift-wing,7,570
swift-wing,8,570
swift-wing,9,570
pretty-wing,5,571
pretty-wing,6,571
pretty-wing,7,571
pretty-wing,8,571
pretty-wing,9,571
cover-fossil,5,572
cover-fossil,6,572
cover-fossil,7,572
cover-fossil,8,572
cover-fossil,9,572
plume-fossil,5,573
plume-fossil,6,573
plume-fossil,7,573
plume-fossil,8,573
plume-fossil,9,573
liberty-pass,5,574
liberty-pass,6,574
liberty-pass,7,574
liberty-pass,8,574
liberty-pass,9,574
pass-orb,5,575
pass-orb,6,575
pass-orb,7,575
pass-orb,8,575
pass-orb,9,575
dream-ball,5,576
dream-ball,6,576
dream-ball,7,576
dream-ball,8,576
dream-ball,9,576
poke-toy,5,577
poke-toy,6,577
poke-toy,7,577
poke-toy,8,577
poke-toy,9,577
prop-case,5,578
prop-case,6,578
prop-case,7,578
prop-case,8,578
prop-case,9,578
dragon-skull,5,579
dragon-skull,6,579
dragon-skull,7,579
dragon-skull,8,579
dragon-skull,9,579
balm-mushroom,5,580
balm-mushroom,6,580
balm-mushroom,7,580
balm-mushroom,8,580
balm-mushroom,9,580
big-nugget,5,581
big-nugget,6,581
big-nugget,7,581
big-nugget,8,581
big-nugget,9,581
pearl-string,5,582
pearl-string,6,582
pearl-string,7,582
pearl-string,8,582
pearl-string,9,582
comet-shard,5,583
comet-shard,6,583
comet-shard,7,583
comet-shard,8,583
comet-shard,9,583
relic-copper,5,584
relic-copper,6,584
relic-copper,7,584
relic-copper,8,584
relic-copper,9,584
relic-silver,5,585
relic-silver,6,585
relic-silver,7,585
relic-silver,8,585
relic-silver,9,585
relic-gold,5,586
relic-gold,6,586
relic-gold,7,586
relic-gold,8,586
relic-gold,9,586
relic-vase,5,587
relic-vase,6,587
relic-vase,7,587
relic-vase,8,587
relic-vase,9,587
relic-band,5,588
relic-band,6,588
relic-band,7,588
relic-band,8,588
relic-band,9,588
relic-statue,5,589
relic-statue,6,589
relic-statue,7,589
relic-statue,8,589
relic-statue,9,589
relic-crown,5,590
relic-crown,6,590
relic-crown,7,590
relic-crown,8,590
relic-crown,9,590
casteliacone,5,591
casteliacone,6,591
casteliacone,7,591
casteliacone,8,591
casteliacone,9,591
dire-hit-2,5,592
dire-hit-2,6,592
dire-hit-2,7,592
dire-hit-2,8,592
dire-hit-2,9,592
x-speed-2,5,593
x-speed-2,6,593
x-speed-2,7,593
x-speed-2,8,593
x-speed-2,9,593
x-sp-atk-2,5,594
x-sp-atk-2,6,594
x-sp-atk-2,7,594
x-sp-atk-2,8,594
x-sp-atk-2,9,594
x-sp-def-2,5,595
x-sp-def-2,6,595
x-sp-def-2,7,595
x-sp-def-2,8,595
x-sp-def-2,9,595
x-defense-2,5,596
x-defense-2,6,596
x-defense-2,7,596
x-defense-2,8,596
x-defense-2,9,596
x-attack-2,5,597
x-attack-2,6,597
x-attack-2,7,597
x-attack-2,8,597
x-attack-2,9,597
x-accuracy-2,5,598
x-accuracy-2,6,598
x-accuracy-2,7,598
x-accuracy-2,8,598
x-accuracy-2,9,598
x-speed-3,5,599
x-speed-3,6,599
x-speed-3,7,599
x-speed-3,8,599
x-speed-3,9,599
x-sp-atk-3,5,600
x-sp-atk-3,6,600
x-sp-atk-3,7,600
x-sp-atk-3,8,600
x-sp-atk-3,9,600
x-sp-def-3,5,601
x-sp-def-3,6,601
x-sp-def-3,7,601
x-sp-def-3,8,601
x-sp-def-3,9,601
x-defense-3,5,602
x-defense-3,6,602
x-defense-3,7,602
x-defense-3,8,602
x-defense-3,9,602
x-attack-3,5,603
x-attack-3,6,603
x-attack-3,7,603
x-attack-3,8,603
x-attack-3,9,603
x-accuracy-3,5,604
x-accuracy-3,6,604
x-accuracy-3,7,604
x-accuracy-3,8,604
x-accuracy-3,9,604
x-speed-6,5,605
x-speed-6,6,605
x-speed-6,7,605
x-speed-6,8,605
x-speed-6,9,605
x-sp-atk-6,5,606
x-sp-atk-6,6,606
x-sp-atk-6,7,606
x-sp-atk-6,8,606
x-sp-atk-6,9,606
x-sp-def-6,5,607
x-sp-def-6,6,607
x-sp-def-6,7,607
x-sp-def-6,8,607
x-sp-def-6,9,607
x-defense-6,5,608
x-defense-6,6,608
x-defense-6,7,608
x-defense-6,8,608
x-defense-6,9,608
x-attack-6,5,609
x-attack-6,6,609
x-attack-6,7,609
x-attack-6,8,609
x-attack-6,9,609
x-accuracy-6,5,610
x-accuracy-6,6,610
x-accuracy-6,7,610
x-accuracy-6,8,610
x-accuracy-6,9,610
ability-urge,5,611
ability-urge,6,611
ability-urge,7,611
ability-urge,8,611
ability-urge,9,611
item-drop,5,612
item-drop,6,612
item-drop,7,612
item-drop,8,612
item-drop,9,612
item-urge,5,613
item-urge,6,613
item-urge,7,613
item-urge,8,613
item-urge,9,613
reset-urge,5,614
reset-urge,6,614
reset-urge,7,614
reset-urge,8,614
reset-urge,9,614
dire-hit-3,5,615
dire-hit-3,6,615
dire-hit-3,7,615
dire-hit-3,8,615
dire-hit-3,9,615
light-stone,5,616
light-stone,6,616
light-stone,7,616
light-stone,8,616
light-stone,9,616
dark-stone,5,617
dark-stone,6,617
dark-stone,7,617
dark-stone,8,617
dark-stone,9,617
tm93,5,618
tm93,6,618
tm93,7,618
tm93,8,618
tm93,9,618
tm94,5,619
tm94,6,619
tm94,7,619
tm94,8,619
tm94,9,619
tm95,5,620
tm95,6,620
tm95,7,620
tm95,8,620
tm95,9,620
xtransceiver,5,621
xtransceiver,6,621
xtransceiver,7,621
xtransceiver,8,621
xtransceiver,9,621
god-stone,5,622
god-stone,6,622
god-stone,7,622
god-stone,8,622
god-stone,9,622
gram-1,5,623
gram-1,6,623
gram-1,7,623
gram-1,8,623
gram-1,9,623
gram-2,5,624
gram-2,6,624
gram-2,7,624
gram-2,8,624
gram-2,9,624
gram-3,5,625
gram-3,6,625
gram-3,7,625
gram-3,8,625
gram-3,9,625
dragon-gem,5,561
dragon-gem,6,561
dragon-gem,7,561
dragon-gem,8,561
dragon-gem,9,561
normal-gem,5,564
normal-gem,6,564
normal-gem,7,564
normal-gem,8,564
normal-gem,9,564
medal-box,5,627
medal-box,6,627
medal-box,7,627
medal-box,8,627
medal-box,9,627
dna-splicers,5,628
dna-splicers,6,628
dna-splicers,7,628
dna-splicers,8,628
dna-splicers,9,628
permit,5,630
permit,6,630
permit,7,630
permit,8,630
permit,9,630
oval-charm,5,631
oval-charm,6,631
oval-charm,7,631
oval-charm,8,631
oval-charm,9,631
shiny-charm,5,632
shiny-charm,6,632
shiny-charm,7,632
shiny-charm,8,632
shiny-charm,9,632
plasma-card,5,633
plasma-card,6,633
plasma-card,7,633
plasma-card,8,633
plasma-card,9,633
grubby-hanky,5,634
grubby-hanky,6,634
grubby-hanky,7,634
grubby-hanky,8,634
grubby-hanky,9,634
colress-machine,5,635
colress-machine,6,635
colress-machine,7,635
colress-machine,8,635
colress-machine,9,635
dropped-item,5,636
dropped-item,6,636
dropped-item,7,636
dropped-item,8,636
dropped-item,9,636
reveal-glass,5,638
reveal-glass,6,638
reveal-glass,7,638
reveal-glass,8,638
reveal-glass,9,638
weakness-policy,6,639
weakness-policy,7,639
weakness-policy,8,639
weakness-policy,9,639
assault-vest,6,640
assault-vest,7,640
