version_group,machine,machine_number,move
gold-silver,hm07,107,waterfall
crystal,hm07,107,waterfall
ruby-sapphire,hm07,107,waterfall
emerald,hm07,107,waterfall
firered-leafgreen,hm07,107,waterfall
diamond-pearl,hm07,107,waterfall
platinum,hm07,107,waterfall
heartgold-soulsilver,hm07,107,waterfall
omega-ruby-alpha-sapphire,hm07,107,dive
sword-shield,tr07,107,low-kick
ruby-sapphire,hm08,108,dive
emerald,hm08,108,dive
firered-leafgreen,hm08,108,dive
diamond-pearl,hm08,108,rock-climb
platinum,hm08,108,rock-climb
heartgold-soulsilver,hm08,108,rock-climb
sword-shield,tr08,108,thunderbolt
sword-shield,tr09,109,thunder
sword-shield,tr10,110,earthquake
sword-shield,tr11,111,psychic
sword-shield,tr12,112,agility
sword-shield,tr13,113,focus-energy
sword-shield,tr14,114,metronome
sword-shield,tr15,115,fire-blast
sword-shield,tr16,116,waterfall
sword-shield,tr17,117,amnesia
sword-shield,tr18,118,leech-life
sword-shield,tr19,119,tri-attack
sword-shield,tr20,120,substitute
sword-shield,tr21,121,reversal
sword-shield,tr22,122,sludge-bomb
sword-shield,tr23,123,spikes
sword-shield,tr24,124,outrage
sword-shield,tr25,125,psyshock
sword-shield,tr26,126,endure
sword-shield,tr27,127,sleep-talk
sword-shield,tr28,128,megahorn
sword-shield,tr29,129,baton-pass
sword-shield,tr30,130,encore
sword-shield,tr31,131,iron-tail
sword-shield,tr32,132,crunch
sword-shield,tr33,133,shadow-ball
sword-shield,tr34,134,future-sight
sword-shield,tr35,135,uproar
sword-shield,tr36,136,heat-wave
sword-shield,tr37,137,taunt
sword-shield,tr38,138,trick
sword-shield,tr39,139,superpower
sword-shield,tr40,140,skill-swap
sword-shield,tr41,141,blaze-kick
sword-shield,tr42,142,hyper-voice
sword-shield,tr43,143,overheat
sword-shield,tr44,144,cosmic-power
sword-shield,tr45,145,muddy-water
sword-shield,tr46,146,iron-defense
sword-shield,tr47,147,dragon-claw
sword-shield,tr48,148,bulk-up
sword-shield,tr49,149,calm-mind
sword-shield,tr50,150,leaf-blade
sword-shield,tr51,151,dragon-dance
sword-shield,tr52,152,gyro-ball
sword-shield,tr53,153,close-combat
sword-shield,tr54,154,toxic-spikes
sword-shield,tr55,155,flare-blitz
sword-shield,tr56,156,aura-sphere
sword-shield,tr57,157,poison-jab
sword-shield,tr58,158,dark-pulse
sword-shield,tr59,159,seed-bomb
sword-shield,tr60,160,x-scissor
sword-shield,tr61,161,bug-buzz
sword-shield,tr62,162,dragon-pulse
sword-shield,tr63,163,power-gem
sword-shield,tr64,164,focus-blast
sword-shield,tr65,165,energy-ball
sword-shield,tr66,166,brave-bird
sword-shield,tr67,167,earth-power
sword-shield,tr68,168,nasty-plot
sword-shield,tr69,169,zen-headbutt
sword-shield,tr70,170,flash-cannon
sword-shield,tr71,171,leaf-storm
sword-shield,tr72,172,power-whip
sword-shield,tr73,173,gunk-shot
sword-shield,tr74,174,iron-head
sword-shield,tr75,175,stone-edge
sword-shield,tr76,176,stealth-rock
sword-shield,tr77,177,grass-knot
sword-shield,tr78,178,sludge-wave
sword-shield,tr79,179,heavy-slam
sword-shield,tr80,180,electro-ball
sword-shield,tr81,181,foul-play
sword-shield,tr82,182,stored-power
sword-shield,tr83,183,ally-switch
sword-shield,tr84,184,scald
sword-shield,tr85,185,work-up
sword-shield,tr86,186,wild-charge
sword-shield,tr87,187,drill-run
sword-shield,tr88,188,heat-crash
sword-shield,tr89,189,hurricane
sword-shield,tr90,190,play-rough
sword-shield,tr91,191,venom-drench
sword-shield,tr92,192,dazzling-gleam
sword-shield,tr93,193,darkest-lariat
sword-shield,tr94,194,high-horsepower
sword-shield,tr95,195,throat-chop
sword-shield,tr96,196,pollen-puff
sword-shield,tr97,197,psychic-fangs
sword-shield,tr98,198,liquidation
sword-shield,tr99,199,body-press
brilliant-diamond-shining-pearl,tm10,10,work-up
brilliant-diamond-shining-pearl,tm21,21,dazzling-gleam
brilliant-diamond-shining-pearl,tm27,27,low-sweep
brilliant-diamond-shining-pearl,tm43,43,volt-switch
brilliant-diamond-shining-pearl,tm49,49,scald
brilliant-diamond-shining-pearl,tm62,62,bug-buzz
brilliant-diamond-shining-pearl,tm63,63,nasty-plot
brilliant-diamond-shining-pearl,tm78,78,snarl
brilliant-diamond-shining-pearl,tm83,83,bulldoze
brilliant-diamond-shining-pearl,hm01,93,cut
brilliant-diamond-shining-pearl,hm02,94,fly
brilliant-diamond-shining-pearl,hm03,95,surf
brilliant-diamond-shining-pearl,hm04,96,strength
brilliant-diamond-shining-pearl,hm05,97,defog
brilliant-diamond-shining-pearl,hm06,98,rock-smash
brilliant-diamond-shining-pearl,hm07,99,waterfall
brilliant-diamond-shining-pearl,hm08,100,rock-climb
scarlet-violet,tm01,1,take-down
scarlet-violet,tm02,2,charm
scarlet-violet,tm03,3,fake-tears
scarlet-violet,tm04,4,agility
scarlet-violet,tm05,5,mud-slap
scarlet-violet,tm06,6,scary-face
scarlet-violet,tm07,7,protect
scarlet-violet,tm08,8,fire-fang
scarlet-violet,tm09,9,thunder-fang
scarlet-violet,tm10,10,ice-fang
scarlet-violet,tm11,11,water-pulse
scarlet-violet,tm12,12,low-kick
scarlet-violet,tm13,13,acid-spray
scarlet-violet,tm14,14,acrobatics
scarlet-violet,tm15,15,struggle-bug
scarlet-violet,tm16,16,psybeam
scarlet-violet,tm17,17,confuse-ray
scarlet-violet,tm18,18,thief
scarlet-violet,tm19,19,disarming-voice
scarlet-violet,tm20,20,trailblaze
scarlet-violet,tm21,21,pounce
scarlet-violet,tm22,22,chilling-water
scarlet-violet,tm23,23,charge-beam
scarlet-violet,tm24,24,fire-spin
scarlet-violet,tm25,25,facade
scarlet-violet,tm26,26,poison-tail
scarlet-violet,tm27,27,aerial-ace
scarlet-violet,tm28,28,bulldoze
scarlet-violet,tm29,29,hex
scarlet-violet,tm30,30,snarl
scarlet-violet,tm31,31,metal-claw
scarlet-violet,tm32,32,swift
scarlet-violet,tm33,33,magical-leaf
scarlet-violet,tm34,34,icy-wind
scarlet-violet,tm35,35,mud-shot
scarlet-violet,tm36,36,rock-tomb
scarlet-violet,tm37,37,draining-kiss
scarlet-violet,tm38,38,flame-charge
scarlet-violet,tm39,39,low-sweep
scarlet-violet,tm40,40,air-cutter
scarlet-violet,tm41,41,stored-power
scarlet-violet,tm42,42,night-shade
scarlet-violet,tm43,43,fling
scarlet-violet,tm44,44,dragon-tail
scarlet-violet,tm45,45,venoshock
scarlet-violet,tm46,46,avalanche
scarlet-violet,tm47,47,endure
scarlet-violet,tm48,48,volt-switch
scarlet-violet,tm49,49,sunny-day
scarlet-violet,tm50,50,rain-dance
scarlet-violet,tm51,51,sandstorm
scarlet-violet,tm52,52,snowscape
scarlet-violet,tm53,53,smart-strike
scarlet-violet,tm54,54,psyshock
scarlet-violet,tm55,55,dig
scarlet-violet,tm56,56,bullet-seed
scarlet-violet,tm57,57,false-swipe
scarlet-violet,tm58,58,brick-break
scarlet-violet,tm59,59,zen-headbutt
scarlet-violet,tm60,60,u-turn
scarlet-violet,tm61,61,shadow-claw
scarlet-violet,tm62,62,foul-play
scarlet-violet,tm63,63,psychic-fangs
scarlet-violet,tm64,64,bulk-up
scarlet-violet,tm65,65,air-slash
scarlet-violet,tm66,66,body-slam
scarlet-violet,tm67,67,fire-punch
scarlet-violet,tm68,68,thunder-punch
scarlet-violet,tm69,69,ice-punch
scarlet-violet,tm70,70,sleep-talk
scarlet-violet,tm71,71,seed-bomb
scarlet-violet,tm72,72,electro-ball
scarlet-violet,tm73,73,drain-punch
scarlet-violet,tm74,74,reflect
scarlet-violet,tm75,75,light-screen
scarlet-violet,tm76,76,rock-blast
scarlet-violet,tm77,77,waterfall
scarlet-violet,tm78,78,dragon-claw
scarlet-violet,tm79,79,dazzling-gleam
scarlet-violet,tm80,80,metronome
scarlet-violet,tm81,81,grass-knot
scarlet-violet,tm82,82,thunder-wave
scarlet-violet,tm83,83,poison-jab
scarlet-violet,tm84,84,stomping-tantrum
scarlet-violet,tm85,85,rest
scarlet-violet,tm86,86,rock-slide
scarlet-violet,tm87,87,taunt
scarlet-violet,tm88,88,swords-dance
scarlet-violet,tm89,89,body-press
scarlet-violet,tm90,90,spikes
scarlet-violet,tm91,91,toxic-spikes
scarlet-violet,tm92,92,imprison
scarlet-violet,tm93,93,flash-cannon
scarlet-violet,tm94,94,dark-pulse
scarlet-violet,tm95,95,leech-life
scarlet-violet,tm96,96,eerie-impulse
scarlet-violet,tm97,97,fly
scarlet-violet,tm98,98,skill-swap
scarlet-violet,tm99,99,iron-head
scarlet-violet,tm100,100,dragon-dance
scarlet-violet,tm101,101,power-gem
scarlet-violet,tm102,102,gunk-shot
scarlet-violet,tm103,103,substitute
scarlet-violet,tm104,104,iron-defense
scarlet-violet,tm105,105,x-scissor
scarlet-violet,tm106,106,drill-run
scarlet-violet,tm107,107,will-o-wisp
scarlet-violet,tm108,108,crunch
scarlet-violet,tm109,109,trick
scarlet-violet,tm110,110,liquidation
scarlet-violet,tm111,111,giga-drain
scarlet-violet,tm112,112,aura-sphere
scarlet-violet,tm113,113,tailwind
scarlet-violet,tm114,114,shadow-ball
scarlet-violet,tm115,115,dragon-pulse
scarlet-violet,tm116,116,stealth-rock
scarlet-violet,tm117,117,hyper-voice
scarlet-violet,tm118,118,heat-wave
scarlet-violet,tm119,119,energy-ball
scarlet-violet,tm120,120,psychic
scarlet-violet,tm121,121,heavy-slam
scarlet-violet,tm122,122,encore
scarlet-violet,tm123,123,surf
scarlet-violet,tm124,124,ice-spinner
scarlet-violet,tm125,125,flamethrower
scarlet-violet,tm126,126,thunderbolt
scarlet-violet,tm127,127,play-rough
scarlet-violet,tm128,128,amnesia
scarlet-violet,tm129,129,calm-mind
scarlet-violet,tm130,130,helping-hand
scarlet-violet,tm131,131,pollen-puff
scarlet-violet,tm132,132,baton-pass
scarlet-violet,tm133,133,earth-power
scarlet-violet,tm134,134,reversal
scarlet-violet,tm135,135,ice-beam
scarlet-violet,tm136,136,electric-terrain
scarlet-violet,tm137,137,grassy-terrain
scarlet-violet,tm138,138,psychic-terrain
scarlet-violet,tm139,139,misty-terrain
scarlet-violet,tm140,140,nasty-plot
scarlet-violet,tm141,141,fire-blast
scarlet-violet,tm142,142,hydro-pump
scarlet-violet,tm143,143,blizzard
scarlet-violet,tm144,144,fire-pledge
scarlet-violet,tm145,145,water-pledge
scarlet-violet,tm146,146,grass-pledge
scarlet-violet,tm147,147,wild-charge
scarlet-violet,tm148,148,sludge-bomb
scarlet-violet,tm149,149,earthquake
scarlet-violet,tm150,150,stone-edge
scarlet-violet,tm151,151,phantom-force
scarlet-violet,tm152,152,giga-impact
scarlet-violet,tm153,153,blast-burn
scarlet-violet,tm154,154,hydro-cannon
scarlet-violet,tm155,155,frenzy-plant
scarlet-violet,tm156,156,outrage
scarlet-violet,tm157,157,overheat
scarlet-violet,tm158,158,focus-blast
scarlet-violet,tm159,159,leaf-storm
scarlet-violet,tm160,160,hurricane
scarlet-violet,tm161,161,trick-room
scarlet-violet,tm162,162,bug-buzz
scarlet-violet,tm163,163,hyper-beam
scarlet-violet,tm164,164,brave-bird
scarlet-violet,tm165,165,flare-blitz
scarlet-violet,tm166,166,thunder
scarlet-violet,tm167,167,close-combat
scarlet-violet,tm168,168,solar-beam
scarlet-violet,tm169,169,draco-meteor
scarlet-violet,tm170,170,steel-beam
scarlet-violet,tm171,171,tera-blast
scarlet-violet,tm172,172,roar
scarlet-violet,tm173,173,charge
scarlet-violet,tm174,174,haze
scarlet-violet,tm175,175,toxic
scarlet-violet,tm176,176,sand-tomb
scarlet-violet,tm177,177,spite
scarlet-violet,tm178,178,gravity
scarlet-violet,tm179,179,smack-down
scarlet-violet,tm180,180,gyro-ball
scarlet-violet,tm181,181,knock-off
scarlet-violet,tm182,182,bug-bite
scarlet-violet,tm183,183,super-fang
scarlet-violet,tm184,184,vacuum-wave
scarlet-violet,tm185,185,lunge
scarlet-violet,tm186,186,high-horsepower
scarlet-violet,tm187,187,icicle-spear
scarlet-violet,tm188,188,scald
scarlet-violet,tm189,189,heat-crash
scarlet-violet,tm190,190,solar-blade
scarlet-violet,tm191,191,uproar
scarlet-violet,tm192,192,focus-punch
scarlet-violet,tm193,193,weather-ball
scarlet-violet,tm194,194,grassy-glide
scarlet-violet,tm195,195,burning-jealousy
scarlet-violet,tm196,196,flip-turn
scarlet-violet,tm197,197,dual-wingbeat
scarlet-violet,tm198,198,poltergeist
scarlet-violet,tm199,199,lash-out
scarlet-violet,tm200,200,scale-shot
scarlet-violet,tm201,201,misty-explosion
scarlet-violet,tm202,202,pain-split
scarlet-violet,tm203,203,psych-up
scarlet-violet,tm204,204,double-edge
scarlet-violet,tm205,205,endeavor
scarlet-violet,tm206,206,petal-blizzard
scarlet-violet,tm207,207,temper-flare
scarlet-violet,tm208,208,whirlpool
scarlet-violet,tm209,209,muddy-water
scarlet-violet,tm210,210,supercell-slam
scarlet-violet,tm211,211,electroweb
scarlet-violet,tm212,212,triple-axel
scarlet-violet,tm213,213,coaching
scarlet-violet,tm214,214,sludge-wave
scarlet-violet,tm215,215,scorching-sands
scarlet-violet,tm216,216,feather-dance
scarlet-violet,tm217,217,future-sight
scarlet-violet,tm218,218,expanding-force
scarlet-violet,tm219,219,skitter-smack
scarlet-violet,tm220,220,meteor-beam
scarlet-violet,tm221,221,throat-chop
scarlet-violet,tm222,222,breaking-swipe
scarlet-violet,tm223,223,metal-sound
scarlet-violet,tm224,224,curse
scarlet-violet,tm225,225,hard-press
scarlet-violet,tm226,226,dragon-cheer
scarlet-violet,tm227,227,alluring-voice
scarlet-violet,tm228,228,psychic-noise
scarlet-violet,tm229,229,upper-hand
the-teal-mask,tm67,67,fire-punch
the-teal-mask,tm68,68,thunder-punch
the-teal-mask,tm69,69,ice-punch
the-teal-mask,tm132,132,baton-pass
the-teal-mask,tm170,170,steel-beam
the-teal-mask,tm172,172,roar
the-teal-mask,tm173,173,charge
the-teal-mask,tm174,174,haze
the-teal-mask,tm175,175,toxic
the-teal-mask,tm176,176,sand-tomb
the-teal-mask,tm177,177,spite
the-teal-mask,tm178,178,gravity
the-teal-mask,tm179,179,smack-down
the-teal-mask,tm180,180,gyro-ball
the-teal-mask,tm181,181,knock-off
the-teal-mask,tm182,182,bug-bite
the-teal-mask,tm183,183,super-fang
the-teal-mask,tm184,184,vacuum-wave
the-teal-mask,tm185,185,lunge
the-teal-mask,tm186,186,high-horsepower
the-teal-mask,tm187,187,icicle-spear
the-teal-mask,tm188,188,scald
the-teal-mask,tm189,189,heat-crash
the-teal-mask,tm190,190,solar-blade
the-teal-mask,tm191,191,uproar
the-teal-mask,tm192,192,focus-punch
the-teal-mask,tm193,193,weather-ball
the-teal-mask,tm194,194,grassy-glide
the-teal-mask,tm195,195,burning-jealousy
the-teal-mask,tm196,196,flip-turn
the-teal-mask,tm197,197,dual-wingbeat
the-teal-mask,tm198,198,poltergeist
the-teal-mask,tm199,199,lash-out
the-teal-mask,tm200,200,scale-shot
the-teal-mask,tm201,201,misty-explosion
the-indigo-disk,tm02,2,charm
the-indigo-disk,tm07,7,protect
the-indigo-disk,tm13,13,acid-spray
the-indigo-disk,tm29,29,hex
the-indigo-disk,tm30,30,snarl
the-indigo-disk,tm34,34,icy-wind
the-indigo-disk,tm39,39,low-sweep
the-indigo-disk,tm41,41,stored-power
the-indigo-disk,tm44,44,dragon-tail
the-indigo-disk,tm49,49,sunny-day
the-indigo-disk,tm50,50,rain-dance
the-indigo-disk,tm51,51,sandstorm
the-indigo-disk,tm52,52,snowscape
the-indigo-disk,tm53,53,smart-strike
the-indigo-disk,tm59,59,zen-headbutt
the-indigo-disk,tm60,60,u-turn
the-indigo-disk,tm63,63,psychic-fangs
the-indigo-disk,tm64,64,bulk-up
the-indigo-disk,tm67,67,fire-punch
the-indigo-disk,tm68,68,thunder-punch
the-indigo-disk,tm69,69,ice-punch
the-indigo-disk,tm74,74,reflect
the-indigo-disk,tm75,75,light-screen
the-indigo-disk,tm76,76,rock-blast
the-indigo-disk,tm77,77,waterfall
the-indigo-disk,tm78,78,dragon-claw
the-indigo-disk,tm81,81,grass-knot
the-indigo-disk,tm82,82,thunder-wave
the-indigo-disk,tm83,83,poison-jab
the-indigo-disk,tm86,86,rock-slide
the-indigo-disk,tm87,87,taunt
the-indigo-disk,tm88,88,swords-dance
the-indigo-disk,tm89,89,body-press
the-indigo-disk,tm93,93,flash-cannon
the-indigo-disk,tm94,94,dark-pulse
the-indigo-disk,tm99,99,iron-head
the-indigo-disk,tm100,100,dragon-dance
the-indigo-disk,tm103,103,substitute
the-indigo-disk,tm104,104,iron-defense
the-indigo-disk,tm106,106,drill-run
the-indigo-disk,tm107,107,will-o-wisp
the-indigo-disk,tm108,108,crunch
the-indigo-disk,tm109,109,trick
the-indigo-disk,tm110,110,liquidation
the-indigo-disk,tm111,111,giga-drain
the-indigo-disk,tm112,112,aura-sphere
the-indigo-disk,tm113,113,tailwind
the-indigo-disk,tm115,115,dragon-pulse
the-indigo-disk,tm117,117,hyper-voice
the-indigo-disk,tm118,118,heat-wave
the-indigo-disk,tm119,119,energy-ball
the-indigo-disk,tm121,121,heavy-slam
the-indigo-disk,tm124,124,ice-spinner
the-indigo-disk,tm125,125,flamethrower
the-indigo-disk,tm126,126,thunderbolt
the-indigo-disk,tm127,127,play-rough
the-indigo-disk,tm128,128,amnesia
the-indigo-disk,tm129,129,calm-mind
the-indigo-disk,tm130,130,helping-hand
the-indigo-disk,tm131,131,pollen-puff
the-indigo-disk,tm133,133,earth-power
the-indigo-disk,tm135,135,ice-beam
the-indigo-disk,tm136,136,electric-terrain
the-indigo-disk,tm137,137,grassy-terrain
the-indigo-disk,tm138,138,psychic-terrain
the-indigo-disk,tm139,139,misty-terrain
the-indigo-disk,tm140,140,nasty-plot
the-indigo-disk,tm141,141,fire-blast
the-indigo-disk,tm142,142,hydro-pump
the-indigo-disk,tm143,143,blizzard
the-indigo-disk,tm144,144,fire-pledge
the-indigo-disk,tm145,145,water-pledge
the-indigo-disk,tm146,146,grass-pledge
the-indigo-disk,tm148,148,sludge-bomb
the-indigo-disk,tm149,149,earthquake
the-indigo-disk,tm150,150,stone-edge
the-indigo-disk,tm153,153,blast-burn
the-indigo-disk,tm154,154,hydro-cannon
the-indigo-disk,tm155,155,frenzy-plant
the-indigo-disk,tm156,156,outrage
the-indigo-disk,tm157,157,overheat
the-indigo-disk,tm158,158,focus-blast
the-indigo-disk,tm159,159,leaf-storm
the-indigo-disk,tm160,160,hurricane
the-indigo-disk,tm161,161,trick-room
the-indigo-disk,tm162,162,bug-buzz
the-indigo-disk,tm163,163,hyper-beam
the-indigo-disk,tm164,164,brave-bird
the-indigo-disk,tm165,165,flare-blitz
the-indigo-disk,tm166,166,thunder
the-indigo-disk,tm168,168,solar-beam
the-indigo-disk,tm171,171,tera-blast
the-indigo-disk,tm174,174,haze
the-indigo-disk,tm181,181,knock-off
the-indigo-disk,tm185,185,lunge
the-indigo-disk,tm186,186,high-horsepower
the-indigo-disk,tm187,187,icicle-spear
the-indigo-disk,tm188,188,scald
the-indigo-disk,tm190,190,solar-blade
the-indigo-disk,tm193,193,weather-ball
the-indigo-disk,tm194,194,grassy-glide
the-indigo-disk,tm196,196,flip-turn
the-indigo-disk,tm197,197,dual-wingbeat
the-indigo-disk,tm200,200,scale-shot
the-indigo-disk,tm201,201,misty-explosion
the-indigo-disk,tm202,202,pain-split
the-indigo-disk,tm203,203,psych-up
the-indigo-disk,tm204,204,double-edge
the-indigo-disk,tm205,205,endeavor
the-indigo-disk,tm206,206,petal-blizzard
the-indigo-disk,tm207,207,temper-flare
the-indigo-disk,tm208,208,whirlpool
the-indigo-disk,tm209,209,muddy-water
the-indigo-disk,tm210,210,supercell-slam
the-indigo-disk,tm211,211,electroweb
the-indigo-disk,tm212,212,triple-axel
the-indigo-disk,tm213,213,coaching
the-indigo-disk,tm214,214,sludge-wave
the-indigo-disk,tm215,215,scorching-sands
the-indigo-disk,tm216,216,feather-dance
the-indigo-disk,tm217,217,future-sight
the-indigo-disk,tm218,218,expanding-force
the-indigo-disk,tm219,219,skitter-smack
the-indigo-disk,tm220,220,meteor-beam
the-indigo-disk,tm221,221,throat-chop
the-indigo-disk,tm222,222,breaking-swipe
the-indigo-disk,tm223,223,metal-sound
the-indigo-disk,tm224,224,curse
the-indigo-disk,tm225,225,hard-press
the-indigo-disk,tm226,226,dragon-cheer
the-indigo-disk,tm227,227,alluring-voice
the-indigo-disk,tm228,228,psychic-noise
the-indigo-disk,tm229,229,upper-hand
scarlet-violet,tm00,0,mega-punch
brilliant-diamond-shining-pearl,tm03,3,water-pulse
brilliant-diamond-shining-pearl,tm06,6,toxic
brilliant-diamond-shining-pearl,tm07,7,hail
brilliant-diamond-shining-pearl,tm08,8,bulk-up
brilliant-diamond-shining-pearl,tm11,11,sunny-day
brilliant-diamond-shining-pearl,tm12,12,taunt
brilliant-diamond-shining-pearl,tm13,13,ice-beam
brilliant-diamond-shining-pearl,tm14,14,blizzard
brilliant-diamond-shining-pearl,tm15,15,hyper-beam
brilliant-diamond-shining-pearl,tm16,16,light-screen
brilliant-diamond-shining-pearl,tm17,17,protect
brilliant-diamond-shining-pearl,tm19,19,giga-drain
brilliant-diamond-shining-pearl,tm22,22,solar-beam
brilliant-diamond-shining-pearl,tm23,23,iron-tail
brilliant-diamond-shining-pearl,tm32,32,double-team
brilliant-diamond-shining-pearl,tm33,33,reflect
brilliant-diamond-shining-pearl,tm35,35,flamethrower
brilliant-diamond-shining-pearl,tm37,37,sandstorm
brilliant-diamond-shining-pearl,tm39,39,rock-tomb
brilliant-diamond-shining-pearl,tm42,42,facade
brilliant-diamond-shining-pearl,tm44,44,rest
brilliant-diamond-shining-pearl,tm45,45,attract
brilliant-diamond-shining-pearl,tm46,46,thief
brilliant-diamond-shining-pearl,tm47,47,steel-wing
brilliant-diamond-shining-pearl,tm50,50,overheat
brilliant-diamond-shining-pearl,tm51,51,roost
brilliant-diamond-shining-pearl,tm52,52,focus-blast
brilliant-diamond-shining-pearl,tm53,53,energy-ball
brilliant-diamond-shining-pearl,tm55,55,brine
brilliant-diamond-shining-pearl,tm56,56,fling
brilliant-diamond-shining-pearl,tm57,57,charge-beam
brilliant-diamond-shining-pearl,tm59,59,dragon-pulse
brilliant-diamond-shining-pearl,tm60,60,drain-punch
brilliant-diamond-shining-pearl,tm61,61,will-o-wisp
brilliant-diamond-shining-pearl,tm64,64,explosion
brilliant-diamond-shining-pearl,tm65,65,shadow-claw
brilliant-diamond-shining-pearl,tm66,66,payback
brilliant-diamond-shining-pearl,tm67,67,recycle
brilliant-diamond-shining-pearl,tm69,69,rock-polish
brilliant-diamond-shining-pearl,tm70,70,flash
brilliant-diamond-shining-pearl,tm71,71,stone-edge
brilliant-diamond-shining-pearl,tm72,72,avalanche
brilliant-diamond-shining-pearl,tm73,73,thunder-wave
brilliant-diamond-shining-pearl,tm74,74,gyro-ball
brilliant-diamond-shining-pearl,tm75,75,swords-dance
brilliant-diamond-shining-pearl,tm76,76,stealth-rock
brilliant-diamond-shining-pearl,tm77,77,psych-up
brilliant-diamond-shining-pearl,tm79,79,dark-pulse
brilliant-diamond-shining-pearl,tm80,80,rock-slide
brilliant-diamond-shining-pearl,tm81,81,x-scissor
brilliant-diamond-shining-pearl,tm82,82,sleep-talk
brilliant-diamond-shining-pearl,tm84,84,poison-jab
brilliant-diamond-shining-pearl,tm85,85,dream-eater
brilliant-diamond-shining-pearl,tm86,86,grass-knot
brilliant-diamond-shining-pearl,tm87,87,swagger
brilliant-diamond-shining-pearl,tm89,89,u-turn
brilliant-diamond-shining-pearl,tm90,90,substitute
brilliant-diamond-shining-pearl,tm91,91,flash-cannon
brilliant-diamond-shining-pearl,tm92,92,trick-room
brilliant-diamond-shining-pearl,tm93,93,cut
brilliant-diamond-shining-pearl,tm94,94,fly
brilliant-diamond-shining-pearl,tm95,95,surf
brilliant-diamond-shining-pearl,tm96,96,strength
brilliant-diamond-shining-pearl,tm97,97,defog
brilliant-diamond-shining-pearl,tm98,98,rock-smash
brilliant-diamond-shining-pearl,tm99,99,waterfall
brilliant-diamond-shining-pearl,tm100,100,rock-climb
