species,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_de,name_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_latn
313,Volbeat,バルビート,バルビート,Barubeat,Muciole,Volbeat,Volbeat,Volbeat,Volbeat,볼비트,Bolbiteu,電螢蟲,电萤虫,Diànyíngchóng
314,Illumise,イルミーゼ,イルミーゼ,Illumise,Lumivole,Illumise,Illumise,Illumise,Illumise,네오비트,Neobiteu,甜甜螢,甜甜萤,Tiántiányíng
315,Roselia,ロゼリア,ロゼリア,Roselia,Rosélia,Roselia,Roselia,Roselia,Roselia,로젤리아,Rojellia,毒薔薇,毒蔷薇,Dúqiángwéi
316,Gulpin,ゴクリン,ゴクリン,Gokulin,Gloupti,Schluppuck,Gulpin,Gulpin,Gulpin,꼴깍몬,Kkolkkangmon,溶食獸,溶食兽,Róngshíshòu
317,Swalot,マルノーム,マルノーム,Marunoom,Avaltout,Schlukwech,Swalot,Swalot,Swalot,꿀꺽몬,Kkulkkeongmon,吞食獸,吞食兽,Tūnshíshòu
318,Carvanha,キバニア,キバニア,Kibanha,Carvanha,Kanivanha,Carvanha,Carvanha,Carvanha,샤프니아,Syapeunia,利牙魚,利牙鱼,Lìyáyú
319,Sharpedo,サメハダー,サメハダー,Samehader,Sharpedo,Tohaido,Sharpedo,Sharpedo,Sharpedo,샤크니아,Syakeunia,巨牙鯊,巨牙鲨,Jùyáshā
320,Wailmer,ホエルコ,ホエルコ,Hoeruko,Wailmer,Wailmer,Wailmer,Wailmer,Wailmer,고래왕자,Goraewangja,吼吼鯨,吼吼鲸,Hǒuhǒujīng
321,Wailord,ホエルオー,ホエルオー,Whaloh,Wailord,Wailord,Wailord,Wailord,Wailord,고래왕,Goraewang,吼鯨王,吼鲸王,Hǒujīngwáng
322,Numel,ドンメル,ドンメル,Donmel,Chamallot,Camaub,Numel,Numel,Numel,둔타,Dunta,呆火駝,呆火驼,Dāihuǒtuó
323,Camerupt,バクーダ,バクーダ,Bakuuda,Camérupt,Camerupt,Camerupt,Camerupt,Camerupt,폭타,Pokta,噴火駝,喷火驼,Pēnhuǒtuó
324,Torkoal,コータス,コータス,Cotoise,Chartor,Qurtel,Torkoal,Torkoal,Torkoal,코터스,Koteoseu,煤炭龜,煤炭龟,Méitàngūi
325,Spoink,バネブー,バネブー,Baneboo,Spoink,Spoink,Spoink,Spoink,Spoink,피그점프,Pigeujeompeu,跳跳豬,跳跳猪,Tiàotiàozhū
326,Grumpig,ブーピッグ,ブーピッグ,Boopig,Groret,Groink,Grumpig,Grumpig,Grumpig,피그킹,Pigeuking,噗噗豬,噗噗猪,Pūpūzhū
327,Spinda,パッチール,パッチール,Patcheel,Spinda,Pandir,Spinda,Spinda,Spinda,얼루기,Eollugi,晃晃斑,晃晃斑,Huànghuàngbān
328,Trapinch,ナックラー,ナックラー,Nuckrar,Kraknoix,Knacklion,Trapinch,Trapinch,Trapinch,톱치,Topchi,大顎蟻,大颚蚁,Dà'èyǐ
329,Vibrava,ビブラーバ,ビブラーバ,Vibrava,Vibraninf,Vibrava,Vibrava,Vibrava,Vibrava,비브라바,Bibeuraba,超音波幼蟲,超音波幼虫,Chāoyīnbōyòuchóng
330,Flygon,フライゴン,フライゴン,Flygon,Libégon,Libelldra,Flygon,Flygon,Flygon,플라이곤,Peullaigon,沙漠蜻蜓,沙漠蜻蜓,Shāmòqīngtíng
331,Cacnea,サボネア,サボネア,Sabonea,Cacnea,Tuska,Cacnea,Cacnea,Cacnea,선인왕,Seoninwang,刺球仙人掌,刺球仙人掌,Cìqiúxiānrénzhǎng
332,Cacturne,ノクタス,ノクタス,Noctus,Cacturne,Noktuska,Cacturne,Cacturne,Cacturne,밤선인,Bamseonin,夢歌仙人掌,梦歌仙人掌,Mènggēxiānrénzhǎng
333,Swablu,チルット,チルット,Tyltto,Tylton,Wablu,Swablu,Swablu,Swablu,파비코,Pabiko,青綿鳥,青绵鸟,Qīngmiánniǎo
334,Altaria,チルタリス,チルタリス,Tyltalis,Altaria,Altaria,Altaria,Altaria,Altaria,파비코리,Pabikori,七夕青鳥,七夕青鸟,Qīxìqīngniǎo
335,Zangoose,ザングース,ザングース,Zangoose,Mangriff,Sengo,Zangoose,Zangoose,Zangoose,쟝고,Jyanggo,貓鼬斬,猫鼬斩,Māoyòuzhǎn
336,Seviper,ハブネーク,ハブネーク,Habunake,Séviper,Vipitis,Seviper,Seviper,Seviper,세비퍼,Sebipeo,飯匙蛇,饭匙蛇,Fànchíshé
337,Lunatone,ルナトーン,ルナトーン,Lunatone,Séléroc,Lunastein,Lunatone,Lunatone,Lunatone,루나톤,Runaton,月石,月石,Yuèshí
338,Solrock,ソルロック,ソルロック,Solrock,Solaroc,Sonnfel,Solrock,Solrock,Solrock,솔록,Sollok,太陽岩,太阳岩,Tàiyángyán
339,Barboach,ドジョッチ,ドジョッチ,Dojoach,Barloche,Schmerbe,Barboach,Barboach,Barboach,미꾸리,Mikkuri,泥泥鰍,泥泥鳅,Níníqiū
340,Whiscash,ナマズン,ナマズン,Namazun,Barbicha,Welsar,Whiscash,Whiscash,Whiscash,메깅,Meging,鯰魚王,鲶鱼王,Niányúwáng
341,Corphish,ヘイガニ,ヘイガニ,Heigani,Écrapince,Krebscorps,Corphish,Corphish,Corphish,가재군,Gajaegun,龍蝦小兵,龙虾小兵,Lóngxiāxiǎobīng
342,Crawdaunt,シザリガー,シザリガー,Shizariger,Colhomard,Krebutack,Crawdaunt,Crawdaunt,Crawdaunt,가재장군,Gajaejanggun,鐵螯龍蝦,铁螯龙虾,Tiě'áolóngxiā
343,Baltoy,ヤジロン,ヤジロン,Yajilon,Balbuto,Puppance,Baltoy,Baltoy,Baltoy,오뚝군,Ottukgun,天秤偶,天秤偶,Tiānpíng'ǒu
344,Claydol,ネンドール,ネンドール,Nendoll,Kaorine,Lepumentas,Claydol,Claydol,Claydol,점토도리,Jeomtodori,念力土偶,念力土偶,Niànlìtǔ'ōu
345,Lileep,リリーラ,リリーラ,Lilyla,Lilia,Liliep,Lileep,Lileep,Lileep,릴링,Rilling,觸手百合,触手百合,Chùshǒubǎihé
346,Cradily,ユレイドル,ユレイドル,Yuradle,Vacilys,Wielie,Cradily,Cradily,Cradily,릴리요,Rilliyo,搖籃百合,摇篮百合,Yáolánbǎihé
347,Anorith,アノプス,アノプス,Anopth,Anorith,Anorith,Anorith,Anorith,Anorith,아노딥스,Anodipseu,太古羽蟲,太古羽虫,Tàigǔyǔchóng
348,Armaldo,アーマルド,アーマルド,Armaldo,Armaldo,Armaldo,Armaldo,Armaldo,Armaldo,아말도,Amaldo,太古盔甲,太古盔甲,Tàigǔkuījiǎ
349,Feebas,ヒンバス,ヒンバス,Hinbass,Barpau,Barschwa,Feebas,Feebas,Feebas,빈티나,Bintina,醜醜魚,丑丑鱼,Chǒuchǒuyú
350,Milotic,ミロカロス,ミロカロス,Milokaross,Milobellus,Milotic,Milotic,Milotic,Milotic,밀로틱,Millotik,美納斯,美纳斯,Měinàsī
351,Castform,ポワルン,ポワルン,Powalen,Morphéo,Formeo,Castform,Castform,Castform,캐스퐁,Kaeseupong,飄浮泡泡,飘浮泡泡,Piāofúpàopào
352,Kecleon,カクレオン,カクレオン,Kakureon,Kecleon,Kecleon,Kecleon,Kecleon,Kecleon,켈리몬,Kellimon,變隱龍,变隐龙,Biànyǐnlóng
353,Shuppet,カゲボウズ,カゲボウズ,Kagebouzu,Polichombr,Shuppet,Shuppet,Shuppet,Shuppet,어둠대신,Eodumdaesin,怨影娃娃,怨影娃娃,Yuànyǐngwáwá
354,Banette,ジュペッタ,ジュペッタ,Juppeta,Branette,Banette,Banette,Banette,Banette,다크펫,Dakeupet,詛咒娃娃,诅咒娃娃,Zǔzhòuwáwá
355,Duskull,ヨマワル,ヨマワル,Yomawaru,Skelénox,Zwirrlicht,Duskull,Duskull,Duskull,해골몽,Haegolmong,夜巡靈,夜巡灵,Yèxúnlíng
356,Dusclops,サマヨール,サマヨール,Samayouru,Téraclope,Zwirrklop,Dusclops,Dusclops,Dusclops,미라몽,Miramong,彷徨夜靈,彷徨夜灵,Fǎnghuángyèlíng
357,Tropius,トロピウス,トロピウス,Tropius,Tropius,Tropius,Tropius,Tropius,Tropius,트로피우스,Teuropiuseu,熱帶龍,热带龙,Rèdàilóng
358,Chimecho,チリーン,チリーン,Chirean,Éoko,Palimpalim,Chimecho,Chimecho,Chimecho,치렁,Chireong,風鈴鈴,风铃铃,Fēnglínglíng
359,Absol,アブソル,アブソル,Absol,Absol,Absol,Absol,Absol,Absol,앱솔,Aepsol,阿勃梭魯,阿勃梭鲁,Ābósuōlǔ
360,Wynaut,ソーナノ,ソーナノ,Sohnano,Okéoké,Isso,Wynaut,Wynaut,Wynaut,마자,Maja,小果然,小果然,Xiǎoguǒrán
361,Snorunt,ユキワラシ,ユキワラシ,Yukiwarashi,Stalgamin,Schneppke,Snorunt,Snorunt,Snorunt,눈꼬마,Nunkkoma,雪童子,雪童子,Xuětóngzǐ
362,Glalie,オニゴーリ,オニゴーリ,Onigohri,Oniglali,Firnontor,Glalie,Glalie,Glalie,얼음귀신,Eoreumgwisin,冰鬼護,冰鬼护,Bīngguǐhù
363,Spheal,タマザラシ,タマザラシ,Tamazarashi,Obalie,Seemops,Spheal,Spheal,Spheal,대굴레오,Daegulleo,海豹球,海豹球,Hǎibàoqiú
364,Sealeo,トドグラー,トドグラー,Todoggler,Phogleur,Seejong,Sealeo,Sealeo,Sealeo,씨레오,Ssireo,海魔獅,海魔狮,Hǎimóshī
365,Walrein,トドゼルガ,トドゼルガ,Todoseruga,Kaimorse,Walraisa,Walrein,Walrein,Walrein,씨카이저,Ssikaijeo,帝牙海獅,帝牙海狮,Dìyǎhǎishī
366,Clamperl,パールル,パールル,Pearlulu,Coquiperl,Perlu,Clamperl,Clamperl,Clamperl,진주몽,Jinjumong,珍珠貝,珍珠贝,Zhēnzhūbèi
367,Huntail,ハンテール,ハンテール,Huntail,Serpang,Aalabyss,Huntail,Huntail,Huntail,헌테일,Heonteil,獵斑魚,猎斑鱼,Lièbānyú
368,Gorebyss,サクラビス,サクラビス,Sakurabyss,Rosabyss,Saganabyss,Gorebyss,Gorebyss,Gorebyss,분홍장이,Bunhongjangi,櫻花魚,樱花鱼,Yīnghuāyú
369,Relicanth,ジーランス,ジーランス,Glanth,Relicanth,Relicanth,Relicanth,Relicanth,Relicanth,시라칸,Sirakan,古空棘魚,古空棘鱼,Gǔkōngjíyú
370,Luvdisc,ラブカス,ラブカス,Lovecus,Lovdisc,Liebiskus,Luvdisc,Luvdisc,Luvdisc,사랑동이,Sarangdongi,愛心魚,爱心鱼,Àixīnyú
371,Bagon,タツベイ,タツベイ,Tatsubay,Draby,Kindwurm,Bagon,Bagon,Bagon,아공이,Agongi,寶貝龍,宝贝龙,Bǎobèilóng
372,Shelgon,コモルー,コモルー,Komoruu,Drackhaus,Draschel,Shelgon,Shelgon,Shelgon,쉘곤,Swelgon,甲殼龍,甲壳龙,Jiákēlóng
373,Salamence,ボーマンダ,ボーマンダ,Bohmander,Drattak,Brutalanda,Salamence,Salamence,Salamence,보만다,Bomanda,暴飛龍,暴飞龙,Bàofēilóng
374,Beldum,ダンバル,ダンバル,Dumbber,Terhal,Tanhel,Beldum,Beldum,Beldum,메탕,Metang,鐵啞鈴,铁哑铃,Tiéyǎlíng
375,Metang,メタング,メタング,Metang,Métang,Metang,Metang,Metang,Metang,메탕구,Metanggu,金屬怪,金属怪,Jīnshǔguài
376,Metagross,メタグロス,メタグロス,Metagross,Métalosse,Metagross,Metagross,Metagross,Metagross,메타그로스,Metageuroseu,巨金怪,巨金怪,Jùjīnguài
377,Regirock,レジロック,レジロック,Regirock,Regirock,Regirock,Regirock,Regirock,Regirock,레지락,Rejirak,雷吉洛克,雷吉洛克,Léijīluòkě
378,Regice,レジアイス,レジアイス,Regice,Regice,Regice,Regice,Regice,Regice,레지아이스,Rejiaiseu,雷吉艾斯,雷吉艾斯,Léijī'àisī
379,Registeel,レジスチル,レジスチル,Registeel,Registeel,Registeel,Registeel,Registeel,Registeel,레지스틸,Rejiseutil,雷吉斯奇魯,雷吉斯奇鲁,Léijīsīqílù
380,Latias,ラティアス,ラティアス,Latias,Latias,Latias,Latias,Latias,Latias,라티아스,Ratiaseu,拉帝亞斯,拉帝亚斯,Lādìyǎsī
381,Latios,ラティオス,ラティオス,Latios,Latios,Latios,Latios,Latios,Latios,라티오스,Ratioseu,拉帝歐斯,拉帝欧斯,Lādì'ōusī
382,Kyogre,カイオーガ,カイオーガ,Kyogre,Kyogre,Kyogre,Kyogre,Kyogre,Kyogre,가이오가,Gaioga,蓋歐卡,盖欧卡,Gài'ōukǎ
383,Groudon,グラードン,グラードン,Groudon,Groudon,Groudon,Groudon,Groudon,Groudon,그란돈,Geurandon,固拉多,固拉多,Gūlādūo
384,Rayquaza,レックウザ,レックウザ,Rayquaza,Rayquaza,Rayquaza,Rayquaza,Rayquaza,Rayquaza,레쿠쟈,Rekujya,烈空坐,烈空坐,Lièkōngzuò
385,Jirachi,ジラーチ,ジラーチ,Jirachi,Jirachi,Jirachi,Jirachi,Jirachi,Jirachi,지라치,Jirachi,基拉祈,基拉祈,Jīlāqí
386,Deoxys,デオキシス,デオキシス,Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,Deoxys,테오키스,Teokiseu,代歐奇希斯,代欧奇希斯,Dài'ōuqíxīsī
387,Turtwig,ナエトル,ナエトル,Naetle,Tortipouss,Chelast,Turtwig,Turtwig,Turtwig,모부기,Mobugi,草苗龜,草苗龟,Cǎomiáoguī
388,Grotle,ハヤシガメ,ハヤシガメ,Hayashigame,Boskara,Chelcarain,Grotle,Grotle,Grotle,수풀부기,Supulbugi,樹林龜,树林龟,Shùlínguī
389,Torterra,ドダイトス,ドダイトス,Dodaitose,Torterra,Chelterrar,Torterra,Torterra,Torterra,토대부기,Todaebugi,土台龜,土台龟,Tǔtáiguī
390,Chimchar,ヒコザル,ヒコザル,Hikozaru,Ouisticram,Panflam,Chimchar,Chimchar,Chimchar,불꽃숭이,Bulkkotsungi,小火焰猴,小火焰猴,Xiǎohuǒyànhóu
391,Monferno,モウカザル,モウカザル,Moukazaru,Chimpenfeu,Panpyro,Monferno,Monferno,Monferno,파이숭이,Paisungi,猛火猴,猛火猴,Měnghuǒhóu
392,Infernape,ゴウカザル,ゴウカザル,Goukazaru,Simiabraz,Panferno,Infernape,Infernape,Infernape,초염몽,Choyeommong,烈焰猴,烈焰猴,Lièyànhóu
393,Piplup,ポッチャマ,ポッチャマ,Pochama,Tiplouf,Plinfa,Piplup,Piplup,Piplup,팽도리,Paengdori,波加曼,波加曼,Bōjiāmàn
394,Prinplup,ポッタイシ,ポッタイシ,Pottaishi,Prinplouf,Pliprin,Prinplup,Prinplup,Prinplup,팽태자,Paengtaeja,波皇子,波皇子,Bōwángzǐ
395,Empoleon,エンペルト,エンペルト,Emperte,Pingoléon,Impoleon,Empoleon,Empoleon,Empoleon,엠페르트,Empereuteu,帝王拿波,帝王拿波,Dìwángnábō
396,Starly,ムックル,ムックル,Mukkuru,Étourmi,Staralili,Starly,Starly,Starly,찌르꼬,Jjireukko,姆克兒,姆克儿,Mǔkè'ér
397,Staravia,ムクバード,ムクバード,Mukubird,Étourvol,Staravia,Staravia,Staravia,Staravia,찌르버드,Jjireubeodeu,姆克鳥,姆克鸟,Mǔkèniǎo
398,Staraptor,ムクホーク,ムクホーク,Mukuhawk,Étouraptor,Staraptor,Staraptor,Staraptor,Staraptor,찌르호크,Jjireuhokeu,姆克鷹,姆克鹰,Mǔkèyīng
399,Bidoof,ビッパ,ビッパ,Bippa,Keunotor,Bidiza,Bidoof,Bidoof,Bidoof,비버니,Bibeoni,大牙狸,大牙狸,Dàyálí
400,Bibarel,ビーダル,ビーダル,Beadaru,Castorno,Bidifas,Bibarel,Bibarel,Bibarel,비버통,Bibeotong,大尾狸,大尾狸,Dàwěilí
401,Kricketot,コロボーシ,コロボーシ,Korobohshi,Crikzik,Zirpurze,Kricketot,Kricketot,Kricketot,귀뚤뚜기,Gwittulttugi,圓法師,圆法师,Yuánfǎshī
402,Kricketune,コロトック,コロトック,Korotock,Mélokrik,Zirpeise,Kricketune,Kricketune,Kricketune,귀뚤톡크,Gwittultokkeu,音箱蟀,音箱蟀,Yīnxiāngshuài
403,Shinx,コリンク,コリンク,Kolink,Lixy,Sheinux,Shinx,Shinx,Shinx,꼬링크,Kkoringkeu,小貓怪,小猫怪,Xiǎomāoguài
404,Luxio,ルクシオ,ルクシオ,Luxio,Luxio,Luxio,Luxio,Luxio,Luxio,럭시오,Reoksio,勒克貓,勒克猫,Lèkèmāo
405,Luxray,レントラー,レントラー,Rentorar,Luxray,Luxtra,Luxray,Luxray,Luxray,렌트라,Renteura,倫琴貓,伦琴猫,Lúnqínmāo
406,Budew,スボミー,スボミー,Subomie,Rozbouton,Knospi,Budew,Budew,Budew,꼬몽울,Kkomongul,含羞苞,含羞苞,Hánxiūbāo
407,Roserade,ロズレイド,ロズレイド,Roserade,Roserade,Roserade,Roserade,Roserade,Roserade,로즈레이드,Rojeureideu,羅絲雷朵,罗丝雷朵,Luósīléiduǒ
408,Cranidos,ズガイドス,ズガイドス,Zugaidos,Kranidos,Koknodon,Cranidos,Cranidos,Cranidos,두개도스,Dugaedoseu,頭蓋龍,头盖龙,Tóugàilóng
409,Rampardos,ラムパルド,ラムパルド,Rampald,Charkos,Rameidon,Rampardos,Rampardos,Rampardos,램펄드,Raempeoldeu,戰槌龍,战槌龙,Zhànchuílóng
410,Shieldon,タテトプス,タテトプス,Tatetops,Dinoclier,Schilterus,Shieldon,Shieldon,Shieldon,방패톱스,Bangpaetopseu,盾甲龍,盾甲龙,Dùnjiǎlóng
411,Bastiodon,トリデプス,トリデプス,Torideps,Bastiodon,Bollterus,Bastiodon,Bastiodon,Bastiodon,바리톱스,Baritopseu,護城龍,护城龙,Hùchénglóng
412,Burmy,ミノムッチ,ミノムッチ,Minomucchi,Cheniti,Burmy,Burmy,Burmy,Burmy,도롱충이,Dorongchungi,結草兒,结草儿,Jiécǎo'ér
413,Wormadam,ミノマダム,ミノマダム,Minomadam,Cheniselle,Burmadame,Wormadam,Wormadam,Wormadam,도롱마담,Dorongmadam,結草貴婦,结草贵妇,Jiécǎoguìfù
414,Mothim,ガーメイル,ガーメイル,Gamale,Papilord,Moterpel,Mothim,Mothim,Mothim,나메일,Nameil,紳士蛾,绅士蛾,Shēnshì'é
415,Combee,ミツハニー,ミツハニー,Mitsuhoney,Apitrini,Wadribie,Combee,Combee,Combee,세꿀버리,Sekkulbeori,三蜜蜂,三蜜蜂,Sānmìfēng
416,Vespiquen,ビークイン,ビークイン,Beequen,Apireine,Honweisel,Vespiquen,Vespiquen,Vespiquen,비퀸,Bikwin,蜂女王,蜂女王,Fēngnǚwáng
417,Pachirisu,パチリス,パチリス,Pachirisu,Pachirisu,Pachirisu,Pachirisu,Pachirisu,Pachirisu,파치리스,Pachiriseu,帕奇利茲,帕奇利兹,Pàqílìzī
418,Buizel,ブイゼル,ブイゼル,Buoysel,Mustébouée,Bamelin,Buizel,Buizel,Buizel,브이젤,Beuijel,泳圈鼬,泳圈鼬,Yǒngquānyòu
419,Floatzel,フローゼル,フローゼル,Floazel,Mustéflott,Bojelin,Floatzel,Floatzel,Floatzel,플로젤,Peullojel,浮潛鼬,浮潜鼬,Fúqiǎnyòu
420,Cherubi,チェリンボ,チェリンボ,Cherinbo,Ceribou,Kikugi,Cherubi,Cherubi,Cherubi,체리버,Cheribeo,櫻花寶,樱花宝,Yīnghuābǎo
421,Cherrim,チェリム,チェリム,Cherrim,Ceriflor,Kinoso,Cherrim,Cherrim,Cherrim,체리꼬,Cherikko,櫻花兒,樱花儿,Yīnghuā'ér
422,Shellos,カラナクシ,カラナクシ,Karanakushi,Sancoki,Schalellos,Shellos,Shellos,Shellos,깝질무,Kkapjilmu,無殼海兔,无壳海兔,Wúkéhǎitù
423,Gastrodon,トリトドン,トリトドン,Tritodon,Tritosor,Gastrodon,Gastrodon,Gastrodon,Gastrodon,트리토돈,Teuritodon,海兔獸,海兔兽,Hǎitùshòu
424,Ambipom,エテボース,エテボース,Eteboth,Capidextre,Ambidiffel,Ambipom,Ambipom,Ambipom,겟핸보숭,Gethaenbosung,雙尾怪手,双尾怪手,Shuāngwěiguàishǒu
425,Drifloon,フワンテ,フワンテ,Fuwante,Baudrive,Driftlon,Drifloon,Drifloon,Drifloon,흔들풍손,Heundeulpungson,飄飄球,飘飘球,Piāopiāoqiú
426,Drifblim,フワライド,フワライド,Fuwaride,Grodrive,Drifzepeli,Drifblim,Drifblim,Drifblim,둥실라이드,Dungsillaideu,隨風球,随风球,Suífēngqiú
427,Buneary,ミミロル,ミミロル,Mimirol,Laporeille,Haspiror,Buneary,Buneary,Buneary,이어롤,Ieorol,捲捲耳,卷卷耳,Juǎnjuǎn'ěr
428,Lopunny,ミミロップ,ミミロップ,Mimilop,Lockpin,Schlapor,Lopunny,Lopunny,Lopunny,이어롭,Ieorop,長耳兔,长耳兔,Cháng'ěrtù
429,Mismagius,ムウマージ,ムウマージ,Mumargi,Magirêve,Traunmagil,Mismagius,Mismagius,Mismagius,무우마직,Muumajik,夢妖魔,梦妖魔,Mèngyāomó
430,Honchkrow,ドンカラス,ドンカラス,Dongkarasu,Corboss,Kramshef,Honchkrow,Honchkrow,Honchkrow,돈크로우,Donkeurou,烏鴉頭頭,乌鸦头头,Wūyātóutóu
431,Glameow,ニャルマー,ニャルマー,Nyarmar,Chaglam,Charmian,Glameow,Glameow,Glameow,나옹마,Naongma,魅力喵,魅力喵,Mèilìmiāo
432,Purugly,ブニャット,ブニャット,Bunyatto,Chaffreux,Shnurgarst,Purugly,Purugly,Purugly,몬냥이,Monnyangi,東施喵,东施喵,Dōngshīmiāo
433,Chingling,リーシャン,リーシャン,Lisyan,Korillon,Klingplim,Chingling,Chingling,Chingling,랑딸랑,Rangttallang,鈴鐺響,铃铛响,Língdāngxiǎng
434,Stunky,スカンプー,スカンプー,Skunpuu,Moufouette,Skunkapuh,Stunky,Stunky,Stunky,스컹뿡,Seukeongppung,臭鼬噗,臭鼬噗,Chòuyòupū
435,Skuntank,スカタンク,スカタンク,Skutank,Moufflair,Skuntank,Skuntank,Skuntank,Skuntank,스컹탱크,Seukeongtaengkeu,坦克臭鼬,坦克臭鼬,Tǎnkèchòuyòu
436,Bronzor,ドーミラー,ドーミラー,Dohmirror,Archéomire,Bronzel,Bronzor,Bronzor,Bronzor,동미러,Dongmireo,銅鏡怪,铜镜怪,Tóngjìngguài
437,Bronzong,ドータクン,ドータクン,Dohtakun,Archéodong,Bronzong,Bronzong,Bronzong,Bronzong,동탁군,Dongtakgun,青銅鐘,青铜钟,Qīngtóngzhōng
438,Bonsly,ウソハチ,ウソハチ,Usohachi,Manzaï,Mobai,Bonsly,Bonsly,Bonsly,꼬지지,Kkojiji,盆才怪,盆才怪,Péncáiguài
439,Mime Jr.,マネネ,マネネ,Manene,Mime Jr.,Pantimimi,Mime Jr.,Mime Jr.,Mime Jr.,흉내내,Hyungnaenae,魔尼尼,魔尼尼,Móníní
440,Happiny,ピンプク,ピンプク,Pinpuku,Ptiravi,Wonneira,Happiny,Happiny,Happiny,핑복,Pingbok,小福蛋,小福蛋,Xiǎofúdàn
441,Chatot,ペラップ,ペラップ,Perap,Pijako,Plaudagei,Chatot,Chatot,Chatot,페라페,Perape,聒噪鳥,聒噪鸟,Guāzàoniǎo
442,Spiritomb,ミカルゲ,ミカルゲ,Mikaruge,Spiritomb,Kryppuk,Spiritomb,Spiritomb,Spiritomb,화강돌,Hwagangdol,花岩怪,花岩怪,Huāyánguài
443,Gible,フカマル,フカマル,Fukamaru,Griknot,Kaumalat,Gible,Gible,Gible,딥상어동,Dipsangeodong,圓陸鯊,圆陆鲨,Yuánlùshā
444,Gabite,ガバイト,ガバイト,Gabite,Carmache,Knarksel,Gabite,Gabite,Gabite,한바이트,Hanbaiteu,尖牙陸鯊,尖牙陆鲨,Jiānyálùshā
445,Garchomp,ガブリアス,ガブリアス,Gaburias,Carchacrok,Knakrack,Garchomp,Garchomp,Garchomp,한카리아스,Hankariaseu,烈咬陸鯊,烈咬陆鲨,Lièyǎolùshā
446,Munchlax,ゴンベ,ゴンベ,Gonbe,Goinfrex,Mampfaxo,Munchlax,Munchlax,Munchlax,먹고자,Meokgoja,小卡比獸,小卡比兽,Xiǎokǎbǐshòu
447,Riolu,リオル,リオル,Riolu,Riolu,Riolu,Riolu,Riolu,Riolu,리오르,Rioreu,利歐路,利欧路,Lì'ōulù
448,Lucario,ルカリオ,ルカリオ,Lucario,Lucario,Lucario,Lucario,Lucario,Lucario,루카리오,Rukario,路卡利歐,路卡利欧,Lùkǎlì'ōu
449,Hippopotas,ヒポポタス,ヒポポタス,Hippopotas,Hippopotas,Hippopotas,Hippopotas,Hippopotas,Hippopotas,히포포타스,Hipopotaseu,沙河馬,沙河马,Shāhémǎ
450,Hippowdon,カバルドン,カバルドン,Kabaldon,Hippodocus,Hippoterus,Hippowdon,Hippowdon,Hippowdon,하마돈,Hamadon,河馬獸,河马兽,Hémǎshòu
451,Skorupi,スコルピ,スコルピ,Scorupi,Rapion,Pionskora,Skorupi,Skorupi,Skorupi,스콜피,Seukolpi,鉗尾蠍,钳尾蝎,Qiánwěixiē
452,Drapion,ドラピオン,ドラピオン,Dorapion,Drascore,Piondragi,Drapion,Drapion,Drapion,드래피온,Deuraepion,龍王蠍,龙王蝎,Lóngwángxiē
453,Croagunk,グレッグル,グレッグル,Gureggru,Cradopaud,Glibunkel,Croagunk,Croagunk,Croagunk,삐딱구리,Ppittakguri,不良蛙,不良蛙,Bùliángwā
454,Toxicroak,ドクロッグ,ドクロッグ,Dokurog,Coatox,Toxiquak,Toxicroak,Toxicroak,Toxicroak,독개굴,Dokgaegul,毒骷蛙,毒骷蛙,Dúkūwā
455,Carnivine,マスキッパ,マスキッパ,Muskippa,Vortente,Venuflibis,Carnivine,Carnivine,Carnivine,무스틈니,Museuteumni,尖牙籠,尖牙笼,Jiānyálóng
456,Finneon,ケイコウオ,ケイコウオ,Keikouo,Écayon,Finneon,Finneon,Finneon,Finneon,형광어,Hyeonggwangeo,螢光魚,荧光鱼,Yíngguāngyú
457,Lumineon,ネオラント,ネオラント,Neolant,Luminéon,Lumineon,Lumineon,Lumineon,Lumineon,네오라이트,Neoraiteu,霓虹魚,霓虹鱼,Níhóngyú
458,Mantyke,タマンタ,タマンタ,Tamanta,Babimanta,Mantirps,Mantyke,Mantyke,Mantyke,타만타,Tamanta,小球飛魚,小球飞鱼,Xiǎoqiúfēiyú
459,Snover,ユキカブリ,ユキカブリ,Yukikaburi,Blizzi,Shnebedeck,Snover,Snover,Snover,눈쓰개,Nunsseugae,雪笠怪,雪笠怪,Xuělìguài
460,Abomasnow,ユキノオー,ユキノオー,Yukinooh,Blizzaroi,Rexblisar,Abomasnow,Abomasnow,Abomasnow,눈설왕,Nunseorwang,暴雪王,暴雪王,Bàoxuěwáng
461,Weavile,マニューラ,マニューラ,Manyula,Dimoret,Snibunna,Weavile,Weavile,Weavile,포푸니라,Popunira,瑪狃拉,玛狃拉,Mǎniǔlā
462,Magnezone,ジバコイル,ジバコイル,Jibacoil,Magnézone,Magnezone,Magnezone,Magnezone,Magnezone,자포코일,Japokoil,自爆磁怪,自爆磁怪,Zìbàocíguài
463,Lickilicky,ベロベルト,ベロベルト,Berobelt,Coudlangue,Schlurplek,Lickilicky,Lickilicky,Lickilicky,내룸벨트,Naerumbelteu,大舌舔,大舌舔,Dàshétiǎn
