pokemon,version_group,version,item,rarity
castform,x-y,y,mystic-water,100
castform,omega-ruby-alpha-sapphire,omega-ruby,mystic-water,100
castform,omega-ruby-alpha-sapphire,alpha-sapphire,mystic-water,100
castform,sun-moon,sun,mystic-water,5
castform,sun-moon,moon,mystic-water,5
castform,ultra-sun-ultra-moon,ultra-sun,mystic-water,5
castform,ultra-sun-ultra-moon,ultra-moon,mystic-water,5
kecleon,ruby-sapphire,ruby,persim-berry,5
kecleon,ruby-sapphire,sapphire,persim-berry,5
kecleon,emerald,emerald,persim-berry,5
kecleon,firered-leafgreen,firered,persim-berry,5
kecleon,firered-leafgreen,leafgreen,persim-berry,5
kecleon,diamond-pearl,diamond,persim-berry,5
kecleon,diamond-pearl,pearl,persim-berry,5
kecleon,platinum,platinum,persim-berry,5
kecleon,heartgold-soulsilver,heartgold,persim-berry,5
kecleon,heartgold-soulsilver,soulsilver,persim-berry,5
kecleon,black-white,black,persim-berry,5
kecleon,black-white,white,persim-berry,5
kecleon,black-2-white-2,black-2,persim-berry,5
kecleon,black-2-white-2,white-2,persim-berry,5
shuppet,ruby-sapphire,ruby,spell-tag,5
shuppet,ruby-sapphire,sapphire,spell-tag,5
shuppet,emerald,emerald,spell-tag,5
shuppet,firered-leafgreen,firered,spell-tag,5
shuppet,firered-leafgreen,leafgreen,spell-tag,5
shuppet,diamond-pearl,diamond,spell-tag,5
shuppet,diamond-pearl,pearl,spell-tag,5
shuppet,platinum,platinum,spell-tag,5
shuppet,heartgold-soulsilver,heartgold,spell-tag,5
shuppet,heartgold-soulsilver,soulsilver,spell-tag,5
shuppet,black-white,black,spell-tag,5
shuppet,black-white,white,spell-tag,5
shuppet,black-2-white-2,black-2,spell-tag,5
shuppet,black-2-white-2,white-2,spell-tag,5
shuppet,x-y,x,spell-tag,5
shuppet,x-y,y,spell-tag,5
shuppet,omega-ruby-alpha-sapphire,omega-ruby,spell-tag,5
shuppet,omega-ruby-alpha-sapphire,alpha-sapphire,spell-tag,5
shuppet,sun-moon,sun,spell-tag,5
shuppet,sun-moon,moon,spell-tag,5
shuppet,ultra-sun-ultra-moon,ultra-sun,spell-tag,5
shuppet,ultra-sun-ultra-moon,ultra-moon,spell-tag,5
banette,ruby-sapphire,ruby,spell-tag,5
banette,ruby-sapphire,sapphire,spell-tag,5
banette,emerald,emerald,spell-tag,5
banette,firered-leafgreen,firered,spell-tag,5
banette,firered-leafgreen,leafgreen,spell-tag,5
banette,diamond-pearl,diamond,spell-tag,5
banette,diamond-pearl,pearl,spell-tag,5
banette,platinum,platinum,spell-tag,5
banette,heartgold-soulsilver,heartgold,spell-tag,5
banette,heartgold-soulsilver,soulsilver,spell-tag,5
banette,black-white,black,spell-tag,5
banette,black-white,white,spell-tag,5
banette,black-2-white-2,black-2,spell-tag,5
banette,black-2-white-2,white-2,spell-tag,5
banette,x-y,x,spell-tag,5
banette,x-y,y,spell-tag,5
banette,omega-ruby-alpha-sapphire,omega-ruby,spell-tag,5
banette,omega-ruby-alpha-sapphire,alpha-sapphire,spell-tag,5
banette,sun-moon,sun,spell-tag,5
banette,sun-moon,moon,spell-tag,5
banette,ultra-sun-ultra-moon,ultra-sun,spell-tag,5
banette,ultra-sun-ultra-moon,ultra-moon,spell-tag,5
duskull,ruby-sapphire,ruby,spell-tag,5
duskull,ruby-sapphire,sapphire,spell-tag,5
duskull,emerald,emerald,spell-tag,5
duskull,firered-leafgreen,firered,spell-tag,5
duskull,firered-leafgreen,leafgreen,spell-tag,5
duskull,diamond-pearl,diamond,kasib-berry,5
duskull,diamond-pearl,pearl,kasib-berry,5
duskull,platinum,platinum,kasib-berry,5
duskull,heartgold-soulsilver,heartgold,kasib-berry,5
duskull,heartgold-soulsilver,soulsilver,kasib-berry,5
duskull,black-white,black,kasib-berry,5
duskull,black-white,white,kasib-berry,5
duskull,black-2-white-2,black-2,kasib-berry,5
duskull,black-2-white-2,white-2,kasib-berry,5
duskull,omega-ruby-alpha-sapphire,omega-ruby,spell-tag,5
duskull,omega-ruby-alpha-sapphire,alpha-sapphire,spell-tag,5
duskull,sun-moon,sun,spell-tag,5
duskull,sun-moon,moon,spell-tag,5
duskull,ultra-sun-ultra-moon,ultra-sun,spell-tag,5
duskull,ultra-sun-ultra-moon,ultra-moon,spell-tag,5
dusclops,ruby-sapphire,ruby,spell-tag,5
dusclops,ruby-sapphire,sapphire,spell-tag,5
dusclops,emerald,emerald,spell-tag,5
dusclops,firered-leafgreen,firered,spell-tag,5
dusclops,firered-leafgreen,leafgreen,spell-tag,5
dusclops,diamond-pearl,diamond,kasib-berry,5
dusclops,diamond-pearl,pearl,kasib-berry,5
dusclops,platinum,platinum,kasib-berry,5
dusclops,heartgold-soulsilver,heartgold,kasib-berry,5
dusclops,heartgold-soulsilver,soulsilver,kasib-berry,5
dusclops,black-white,black,kasib-berry,5
dusclops,black-white,white,kasib-berry,5
dusclops,black-2-white-2,black-2,kasib-berry,5
dusclops,black-2-white-2,white-2,kasib-berry,5
dusclops,omega-ruby-alpha-sapphire,omega-ruby,spell-tag,5
dusclops,omega-ruby-alpha-sapphire,alpha-sapphire,spell-tag,5
dusclops,sun-moon,sun,spell-tag,5
dusclops,sun-moon,moon,spell-tag,5
dusclops,ultra-sun-ultra-moon,ultra-sun,spell-tag,5
dusclops,ultra-sun-ultra-moon,ultra-moon,spell-tag,5
chimecho,diamond-pearl,diamond,colbur-berry,5
chimecho,diamond-pearl,pearl,colbur-berry,5
chimecho,platinum,platinum,colbur-berry,5
chimecho,heartgold-soulsilver,heartgold,colbur-berry,5
chimecho,heartgold-soulsilver,soulsilver,colbur-berry,5
chimecho,black-white,black,colbur-berry,5
chimecho,black-white,white,colbur-berry,5
chimecho,black-2-white-2,black-2,colbur-berry,5
chimecho,black-2-white-2,white-2,colbur-berry,5
chimecho,omega-ruby-alpha-sapphire,omega-ruby,cleanse-tag,5
chimecho,omega-ruby-alpha-sapphire,alpha-sapphire,cleanse-tag,5
chimecho,sun-moon,sun,cleanse-tag,5
chimecho,sun-moon,moon,cleanse-tag,5
chimecho,ultra-sun-ultra-moon,ultra-sun,cleanse-tag,5
chimecho,ultra-sun-ultra-moon,ultra-moon,cleanse-tag,5
absol,omega-ruby-alpha-sapphire,omega-ruby,life-orb,5
absol,omega-ruby-alpha-sapphire,alpha-sapphire,life-orb,5
snorunt,diamond-pearl,diamond,babiri-berry,5
snorunt,diamond-pearl,pearl,babiri-berry,5
snorunt,platinum,platinum,babiri-berry,5
snorunt,heartgold-soulsilver,heartgold,babiri-berry,5
snorunt,heartgold-soulsilver,soulsilver,babiri-berry,5
snorunt,black-white,black,babiri-berry,5
snorunt,black-white,white,babiri-berry,5
snorunt,black-2-white-2,black-2,babiri-berry,5
snorunt,black-2-white-2,white-2,babiri-berry,5
snorunt,omega-ruby-alpha-sapphire,omega-ruby,snowball,5
snorunt,omega-ruby-alpha-sapphire,alpha-sapphire,snowball,5
snorunt,sun-moon,sun,snowball,5
snorunt,sun-moon,moon,snowball,5
snorunt,ultra-sun-ultra-moon,ultra-sun,snowball,5
snorunt,ultra-sun-ultra-moon,ultra-moon,snowball,5
glalie,ruby-sapphire,ruby,never-melt-ice,5
glalie,ruby-sapphire,sapphire,never-melt-ice,5
glalie,emerald,emerald,never-melt-ice,5
glalie,firered-leafgreen,firered,never-melt-ice,5
glalie,firered-leafgreen,leafgreen,never-melt-ice,5
glalie,diamond-pearl,diamond,babiri-berry,5
glalie,diamond-pearl,pearl,babiri-berry,5
glalie,platinum,platinum,babiri-berry,5
glalie,heartgold-soulsilver,heartgold,babiri-berry,5
glalie,heartgold-soulsilver,soulsilver,babiri-berry,5
glalie,black-white,black,babiri-berry,5
glalie,black-white,white,babiri-berry,5
glalie,black-2-white-2,black-2,babiri-berry,5
glalie,black-2-white-2,white-2,babiri-berry,5
clamperl,ruby-sapphire,ruby,blue-shard,5
clamperl,ruby-sapphire,sapphire,blue-shard,5
clamperl,emerald,emerald,blue-shard,5
clamperl,firered-leafgreen,firered,blue-shard,5
clamperl,firered-leafgreen,leafgreen,blue-shard,5
clamperl,diamond-pearl,diamond,big-pearl,5
clamperl,diamond-pearl,pearl,big-pearl,5
clamperl,platinum,platinum,big-pearl,5
clamperl,heartgold-soulsilver,heartgold,big-pearl,5
clamperl,heartgold-soulsilver,soulsilver,big-pearl,5
clamperl,black-white,black,big-pearl,5
clamperl,black-white,white,big-pearl,5
clamperl,black-2-white-2,black-2,big-pearl,5
clamperl,black-2-white-2,white-2,big-pearl,5
clamperl,x-y,x,big-pearl,5
clamperl,x-y,y,big-pearl,5
clamperl,omega-ruby-alpha-sapphire,omega-ruby,pearl,50
clamperl,omega-ruby-alpha-sapphire,omega-ruby,big-pearl,5
clamperl,omega-ruby-alpha-sapphire,alpha-sapphire,pearl,50
clamperl,omega-ruby-alpha-sapphire,alpha-sapphire,big-pearl,5
clamperl,sun-moon,sun,pearl,50
clamperl,sun-moon,sun,big-pearl,5
clamperl,sun-moon,moon,pearl,50
clamperl,sun-moon,moon,big-pearl,5
clamperl,ultra-sun-ultra-moon,ultra-sun,pearl,50
clamperl,ultra-sun-ultra-moon,ultra-sun,big-pearl,5
clamperl,ultra-sun-ultra-moon,ultra-moon,pearl,50
clamperl,ultra-sun-ultra-moon,ultra-moon,big-pearl,5
huntail,diamond-pearl,diamond,deep-sea-tooth,5
huntail,diamond-pearl,pearl,deep-sea-tooth,5
huntail,platinum,platinum,deep-sea-tooth,5
huntail,heartgold-soulsilver,heartgold,deep-sea-tooth,5
huntail,heartgold-soulsilver,soulsilver,deep-sea-tooth,5
huntail,black-white,black,deep-sea-tooth,5
huntail,black-white,white,deep-sea-tooth,5
huntail,black-2-white-2,black-2,deep-sea-tooth,5
huntail,black-2-white-2,white-2,deep-sea-tooth,5
huntail,x-y,x,deep-sea-tooth,5
huntail,x-y,y,deep-sea-tooth,5
huntail,omega-ruby-alpha-sapphire,omega-ruby,deep-sea-tooth,5
huntail,omega-ruby-alpha-sapphire,alpha-sapphire,deep-sea-tooth,5
huntail,sun-moon,sun,deep-sea-tooth,5
huntail,sun-moon,moon,deep-sea-tooth,5
huntail,ultra-sun-ultra-moon,ultra-sun,deep-sea-tooth,5
huntail,ultra-sun-ultra-moon,ultra-moon,deep-sea-tooth,5
gorebyss,diamond-pearl,diamond,deep-sea-scale,5
gorebyss,diamond-pearl,pearl,deep-sea-scale,5
gorebyss,platinum,platinum,deep-sea-scale,5
gorebyss,heartgold-soulsilver,heartgold,deep-sea-scale,5
gorebyss,heartgold-soulsilver,soulsilver,deep-sea-scale,5
gorebyss,black-white,black,deep-sea-scale,5
gorebyss,black-white,white,deep-sea-scale,5
gorebyss,black-2-white-2,black-2,deep-sea-scale,5
gorebyss,black-2-white-2,white-2,deep-sea-scale,5
gorebyss,x-y,x,deep-sea-scale,5
gorebyss,x-y,y,deep-sea-scale,5
gorebyss,omega-ruby-alpha-sapphire,omega-ruby,deep-sea-scale,5
gorebyss,omega-ruby-alpha-sapphire,alpha-sapphire,deep-sea-scale,5
gorebyss,sun-moon,sun,deep-sea-scale,5
gorebyss,sun-moon,moon,deep-sea-scale,5
gorebyss,ultra-sun-ultra-moon,ultra-sun,deep-sea-scale,5
gorebyss,ultra-sun-ultra-moon,ultra-moon,deep-sea-scale,5
relicanth,ruby-sapphire,ruby,green-shard,5
relicanth,ruby-sapphire,sapphire,green-shard,5
relicanth,emerald,emerald,green-shard,5
relicanth,firered-leafgreen,firered,green-shard,5
relicanth,firered-leafgreen,leafgreen,green-shard,5
relicanth,diamond-pearl,diamond,deep-sea-scale,5
relicanth,diamond-pearl,pearl,deep-sea-scale,5
relicanth,platinum,platinum,deep-sea-scale,5
relicanth,heartgold-soulsilver,heartgold,deep-sea-scale,5
relicanth,heartgold-soulsilver,soulsilver,deep-sea-scale,5
relicanth,black-white,black,deep-sea-scale,5
relicanth,black-white,white,deep-sea-scale,5
relicanth,black-2-white-2,black-2,deep-sea-scale,5
relicanth,black-2-white-2,white-2,deep-sea-scale,5
relicanth,x-y,x,deep-sea-scale,5
relicanth,x-y,y,deep-sea-scale,5
relicanth,omega-ruby-alpha-sapphire,omega-ruby,deep-sea-scale,5
relicanth,omega-ruby-alpha-sapphire,alpha-sapphire,deep-sea-scale,5
relicanth,sun-moon,sun,deep-sea-scale,5
relicanth,sun-moon,moon,deep-sea-scale,5
relicanth,ultra-sun-ultra-moon,ultra-sun,deep-sea-scale,5
relicanth,ultra-sun-ultra-moon,ultra-moon,deep-sea-scale,5
luvdisc,ruby-sapphire,ruby,heart-scale,50
luvdisc,ruby-sapphire,sapphire,heart-scale,50
luvdisc,emerald,emerald,heart-scale,50
luvdisc,firered-leafgreen,firered,heart-scale,50
luvdisc,firered-leafgreen,leafgreen,heart-scale,50
luvdisc,diamond-pearl,diamond,heart-scale,50
luvdisc,diamond-pearl,pearl,heart-scale,50
luvdisc,platinum,platinum,heart-scale,50
luvdisc,heartgold-soulsilver,heartgold,heart-scale,50
luvdisc,heartgold-soulsilver,soulsilver,heart-scale,50
luvdisc,black-white,black,heart-scale,50
luvdisc,black-white,white,heart-scale,50
luvdisc,black-2-white-2,black-2,heart-scale,50
luvdisc,black-2-white-2,white-2,heart-scale,50
luvdisc,x-y,x,heart-scale,50
luvdisc,x-y,y,heart-scale,50
luvdisc,omega-ruby-alpha-sapphire,omega-ruby,heart-scale,50
luvdisc,omega-ruby-alpha-sapphire,alpha-sapphire,heart-scale,50
luvdisc,sun-moon,sun,heart-scale,50
luvdisc,sun-moon,moon,heart-scale,50
luvdisc,ultra-sun-ultra-moon,ultra-sun,heart-scale,50
luvdisc,ultra-sun-ultra-moon,ultra-moon,heart-scale,50
bagon,ruby-sapphire,ruby,dragon-scale,5
bagon,ruby-sapphire,sapphire,dragon-scale,5
bagon,emerald,emerald,dragon-scale,5
bagon,firered-leafgreen,firered,dragon-scale,5
bagon,firered-leafgreen,leafgreen,dragon-scale,5
bagon,diamond-pearl,diamond,dragon-fang,5
bagon,diamond-pearl,pearl,dragon-fang,5
bagon,platinum,platinum,dragon-fang,5
bagon,heartgold-soulsilver,heartgold,dragon-fang,5
bagon,heartgold-soulsilver,soulsilver,dragon-fang,5
bagon,black-white,black,dragon-fang,5
bagon,black-white,white,dragon-fang,5
bagon,black-2-white-2,black-2,dragon-fang,5
bagon,black-2-white-2,white-2,dragon-fang,5
bagon,x-y,x,dragon-fang,5
bagon,x-y,y,dragon-fang,5
bagon,omega-ruby-alpha-sapphire,omega-ruby,dragon-fang,5
bagon,omega-ruby-alpha-sapphire,alpha-sapphire,dragon-fang,5
bagon,sun-moon,sun,dragon-fang,5
bagon,sun-moon,moon,dragon-fang,5
bagon,ultra-sun-ultra-moon,ultra-sun,dragon-fang,5
bagon,ultra-sun-ultra-moon,ultra-moon,dragon-fang,5
shelgon,ruby-sapphire,ruby,dragon-scale,5
shelgon,ruby-sapphire,sapphire,dragon-scale,5
shelgon,emerald,emerald,dragon-scale,5
shelgon,firered-leafgreen,firered,dragon-scale,5
shelgon,firered-leafgreen,leafgreen,dragon-scale,5
shelgon,diamond-pearl,diamond,dragon-fang,5
shelgon,diamond-pearl,pearl,dragon-fang,5
shelgon,platinum,platinum,dragon-fang,5
shelgon,heartgold-soulsilver,heartgold,dragon-fang,5
shelgon,heartgold-soulsilver,soulsilver,dragon-fang,5
shelgon,black-white,black,dragon-fang,5
shelgon,black-white,white,dragon-fang,5
shelgon,black-2-white-2,black-2,dragon-fang,5
shelgon,black-2-white-2,white-2,dragon-fang,5
shelgon,x-y,x,dragon-fang,5
shelgon,x-y,y,dragon-fang,5
shelgon,omega-ruby-alpha-sapphire,omega-ruby,dragon-fang,5
shelgon,omega-ruby-alpha-sapphire,alpha-sapphire,dragon-fang,5
shelgon,sun-moon,sun,dragon-fang,5
shelgon,sun-moon,moon,dragon-fang,5
shelgon,ultra-sun-ultra-moon,ultra-sun,dragon-fang,5
shelgon,ultra-sun-ultra-moon,ultra-moon,dragon-fang,5
salamence,ruby-sapphire,ruby,dragon-scale,5
salamence,ruby-sapphire,sapphire,dragon-scale,5
salamence,emerald,emerald,dragon-scale,5
salamence,firered-leafgreen,firered,dragon-scale,5
salamence,firered-leafgreen,leafgreen,dragon-scale,5
salamence,diamond-pearl,diamond,dragon-fang,5
salamence,diamond-pearl,pearl,dragon-fang,5
salamence,platinum,platinum,dragon-fang,5
salamence,heartgold-soulsilver,heartgold,dragon-fang,5
salamence,heartgold-soulsilver,soulsilver,dragon-fang,5
salamence,black-white,black,dragon-fang,5
salamence,black-white,white,dragon-fang,5
salamence,black-2-white-2,black-2,dragon-fang,5
salamence,black-2-white-2,white-2,dragon-fang,5
salamence,x-y,x,dragon-fang,5
salamence,x-y,y,dragon-fang,5
salamence,omega-ruby-alpha-sapphire,omega-ruby,dragon-fang,5
salamence,omega-ruby-alpha-sapphire,alpha-sapphire,dragon-fang,5
salamence,sun-moon,sun,dragon-fang,5
salamence,sun-moon,moon,dragon-fang,5
salamence,ultra-sun-ultra-moon,ultra-sun,dragon-fang,5
salamence,ultra-sun-ultra-moon,ultra-moon,dragon-fang,5
beldum,ruby-sapphire,ruby,metal-coat,5
beldum,ruby-sapphire,sapphire,metal-coat,5
beldum,emerald,emerald,metal-coat,5
beldum,firered-leafgreen,firered,metal-coat,5
beldum,firered-leafgreen,leafgreen,metal-coat,5
beldum,diamond-pearl,diamond,metal-coat,5
beldum,diamond-pearl,pearl,metal-coat,5
beldum,platinum,platinum,metal-coat,5
beldum,heartgold-soulsilver,heartgold,metal-coat,5
beldum,heartgold-soulsilver,soulsilver,metal-coat,5
beldum,black-white,black,metal-coat,5
beldum,black-white,white,metal-coat,5
beldum,black-2-white-2,black-2,metal-coat,5
beldum,black-2-white-2,white-2,metal-coat,5
beldum,x-y,x,metal-coat,5
beldum,x-y,y,metal-coat,5
beldum,omega-ruby-alpha-sapphire,omega-ruby,metal-coat,5
beldum,omega-ruby-alpha-sapphire,alpha-sapphire,metal-coat,5
beldum,sun-moon,sun,metal-coat,5
beldum,sun-moon,moon,metal-coat,5
beldum,ultra-sun-ultra-moon,ultra-sun,metal-coat,5
beldum,ultra-sun-ultra-moon,ultra-moon,metal-coat,5
metang,ruby-sapphire,ruby,metal-coat,5
metang,ruby-sapphire,sapphire,metal-coat,5
metang,emerald,emerald,metal-coat,5
metang,firered-leafgreen,firered,metal-coat,5
metang,firered-leafgreen,leafgreen,metal-coat,5
metang,diamond-pearl,diamond,metal-coat,5
metang,diamond-pearl,pearl,metal-coat,5
metang,platinum,platinum,metal-coat,5
metang,heartgold-soulsilver,heartgold,metal-coat,5
metang,heartgold-soulsilver,soulsilver,metal-coat,5
metang,black-white,black,metal-coat,5
metang,black-white,white,metal-coat,5
metang,black-2-white-2,black-2,metal-coat,5
metang,black-2-white-2,white-2,metal-coat,5
metang,x-y,x,metal-coat,5
metang,x-y,y,metal-coat,5
metang,omega-ruby-alpha-sapphire,omega-ruby,metal-coat,5
metang,omega-ruby-alpha-sapphire,alpha-sapphire,metal-coat,5
metang,sun-moon,sun,metal-coat,5
metang,sun-moon,moon,metal-coat,5
metang,ultra-sun-ultra-moon,ultra-sun,metal-coat,5
metang,ultra-sun-ultra-moon,ultra-moon,metal-coat,5
metagross,ruby-sapphire,ruby,metal-coat,5
metagross,ruby-sapphire,sapphire,metal-coat,5
metagross,emerald,emerald,metal-coat,5
metagross,firered-leafgreen,firered,metal-coat,5
metagross,firered-leafgreen,leafgreen,metal-coat,5
metagross,diamond-pearl,diamond,metal-coat,5
metagross,diamond-pearl,pearl,metal-coat,5
metagross,platinum,platinum,metal-coat,5
metagross,heartgold-soulsilver,heartgold,metal-coat,5
metagross,heartgold-soulsilver,soulsilver,metal-coat,5
metagross,black-white,black,metal-coat,5
metagross,black-white,white,metal-coat,5
metagross,black-2-white-2,black-2,metal-coat,5
metagross,black-2-white-2,white-2,metal-coat,5
metagross,x-y,x,metal-coat,5
metagross,x-y,y,metal-coat,5
metagross,omega-ruby-alpha-sapphire,omega-ruby,metal-coat,5
metagross,omega-ruby-alpha-sapphire,alpha-sapphire,metal-coat,5
metagross,sun-moon,sun,metal-coat,5
metagross,sun-moon,moon,metal-coat,5
metagross,ultra-sun-ultra-moon,ultra-sun,metal-coat,5
metagross,ultra-sun-ultra-moon,ultra-moon,metal-coat,5
jirachi,ruby-sapphire,ruby,star-piece,100
jirachi,ruby-sapphire,sapphire,star-piece,100
jirachi,emerald,emerald,star-piece,100
jirachi,firered-leafgreen,firered,star-piece,100
jirachi,firered-leafgreen,leafgreen,star-piece,100
jirachi,diamond-pearl,diamond,star-piece,100
jirachi,diamond-pearl,pearl,star-piece,100
jirachi,platinum,platinum,star-piece,100
jirachi,heartgold-soulsilver,heartgold,star-piece,100
jirachi,heartgold-soulsilver,soulsilver,star-piece,100
jirachi,black-white,black,star-piece,100
jirachi,black-white,white,star-piece,100
jirachi,black-2-white-2,black-2,star-piece,100
jirachi,black-2-white-2,white-2,star-piece,100
jirachi,x-y,x,star-piece,100
jirachi,x-y,y,star-piece,100
jirachi,omega-ruby-alpha-sapphire,omega-ruby,star-piece,100
jirachi,omega-ruby-alpha-sapphire,alpha-sapphire,star-piece,100
jirachi,sun-moon,sun,star-piece,5
jirachi,sun-moon,moon,star-piece,5
jirachi,ultra-sun-ultra-moon,ultra-sun,star-piece,5
jirachi,ultra-sun-ultra-moon,ultra-moon,star-piece,5
starly,diamond-pearl,diamond,yache-berry,5
starly,diamond-pearl,pearl,yache-berry,5
starly,platinum,platinum,yache-berry,5
starly,heartgold-soulsilver,heartgold,yache-berry,5
starly,heartgold-soulsilver,soulsilver,yache-berry,5
starly,black-white,black,yache-berry,5
starly,black-white,white,yache-berry,5
starly,black-2-white-2,black-2,yache-berry,5
starly,black-2-white-2,white-2,yache-berry,5
staravia,diamond-pearl,diamond,yache-berry,5
staravia,diamond-pearl,pearl,yache-berry,5
staravia,platinum,platinum,yache-berry,5
staravia,heartgold-soulsilver,heartgold,yache-berry,5
staravia,heartgold-soulsilver,soulsilver,yache-berry,5
staravia,black-white,black,yache-berry,5
staravia,black-white,white,yache-berry,5
staravia,black-2-white-2,black-2,yache-berry,5
staravia,black-2-white-2,white-2,yache-berry,5
staraptor,diamond-pearl,diamond,yache-berry,5
staraptor,diamond-pearl,pearl,yache-berry,5
staraptor,platinum,platinum,yache-berry,5
staraptor,heartgold-soulsilver,heartgold,yache-berry,5
staraptor,heartgold-soulsilver,soulsilver,yache-berry,5
staraptor,black-white,black,yache-berry,5
staraptor,black-white,white,yache-berry,5
staraptor,black-2-white-2,black-2,yache-berry,5
staraptor,black-2-white-2,white-2,yache-berry,5
bibarel,diamond-pearl,diamond,oran-berry,50
bibarel,diamond-pearl,diamond,sitrus-berry,5
bibarel,diamond-pearl,pearl,oran-berry,50
bibarel,diamond-pearl,pearl,sitrus-berry,5
bibarel,platinum,platinum,oran-berry,50
bibarel,platinum,platinum,sitrus-berry,5
bibarel,heartgold-soulsilver,heartgold,oran-berry,50
bibarel,heartgold-soulsilver,heartgold,sitrus-berry,5
bibarel,heartgold-soulsilver,soulsilver,oran-berry,50
bibarel,heartgold-soulsilver,soulsilver,sitrus-berry,5
bibarel,black-white,black,oran-berry,50
bibarel,black-white,black,sitrus-berry,5
bibarel,black-white,white,oran-berry,50
bibarel,black-white,white,sitrus-berry,5
bibarel,black-2-white-2,black-2,oran-berry,50
bibarel,black-2-white-2,black-2,sitrus-berry,5
bibarel,black-2-white-2,white-2,oran-berry,50
bibarel,black-2-white-2,white-2,sitrus-berry,5
kricketot,diamond-pearl,diamond,metronome,5
kricketot,diamond-pearl,pearl,metronome,5
kricketot,platinum,platinum,metronome,5
kricketot,heartgold-soulsilver,heartgold,metronome,5
kricketot,heartgold-soulsilver,soulsilver,metronome,5
kricketot,black-white,black,metronome,5
kricketot,black-white,white,metronome,5
kricketot,black-2-white-2,black-2,metronome,5
kricketot,black-2-white-2,white-2,metronome,5
kricketot,x-y,x,metronome,5
kricketot,x-y,y,metronome,5
kricketot,omega-ruby-alpha-sapphire,omega-ruby,metronome,5
kricketot,omega-ruby-alpha-sapphire,alpha-sapphire,metronome,5
kricketot,sun-moon,sun,metronome,5
kricketot,sun-moon,moon,metronome,5
kricketot,ultra-sun-ultra-moon,ultra-sun,metronome,5
kricketot,ultra-sun-ultra-moon,ultra-moon,metronome,5
kricketune,diamond-pearl,diamond,metronome,5
kricketune,diamond-pearl,pearl,metronome,5
kricketune,platinum,platinum,metronome,5
kricketune,heartgold-soulsilver,heartgold,metronome,5
kricketune,heartgold-soulsilver,soulsilver,metronome,5
kricketune,black-white,black,metronome,5
kricketune,black-white,white,metronome,5
kricketune,black-2-white-2,black-2,metronome,5
kricketune,black-2-white-2,white-2,metronome,5
kricketune,x-y,x,metronome,5
kricketune,x-y,y,metronome,5
kricketune,omega-ruby-alpha-sapphire,omega-ruby,metronome,5
kricketune,omega-ruby-alpha-sapphire,alpha-sapphire,metronome,5
kricketune,sun-moon,sun,metronome,5
kricketune,sun-moon,moon,metronome,5
kricketune,ultra-sun-ultra-moon,ultra-sun,metronome,5
kricketune,ultra-sun-ultra-moon,ultra-moon,metronome,5
budew,diamond-pearl,diamond,poison-barb,5
budew,diamond-pearl,pearl,poison-barb,5
budew,platinum,platinum,poison-barb,5
budew,heartgold-soulsilver,heartgold,poison-barb,5
budew,heartgold-soulsilver,soulsilver,poison-barb,5
budew,black-white,black,poison-barb,5
budew,black-white,white,poison-barb,5
budew,black-2-white-2,black-2,poison-barb,5
budew,black-2-white-2,white-2,poison-barb,5
budew,x-y,x,poison-barb,5
budew,x-y,y,poison-barb,5
budew,omega-ruby-alpha-sapphire,omega-ruby,poison-barb,5
budew,omega-ruby-alpha-sapphire,alpha-sapphire,poison-barb,5
budew,sun-moon,sun,poison-barb,5
budew,sun-moon,moon,poison-barb,5
budew,ultra-sun-ultra-moon,ultra-sun,poison-barb,5
budew,ultra-sun-ultra-moon,ultra-moon,poison-barb,5
roserade,diamond-pearl,diamond,poison-barb,5
roserade,diamond-pearl,pearl,poison-barb,5
roserade,platinum,platinum,poison-barb,5
roserade,heartgold-soulsilver,heartgold,poison-barb,5
roserade,heartgold-soulsilver,soulsilver,poison-barb,5
roserade,black-white,black,poison-barb,5
roserade,black-white,white,poison-barb,5
roserade,black-2-white-2,black-2,poison-barb,5
roserade,black-2-white-2,black-2,absorb-bulb,1
roserade,black-2-white-2,white-2,poison-barb,5
roserade,black-2-white-2,white-2,absorb-bulb,1
roserade,x-y,x,poison-barb,5
roserade,x-y,y,poison-barb,5
roserade,omega-ruby-alpha-sapphire,omega-ruby,poison-barb,5
roserade,omega-ruby-alpha-sapphire,alpha-sapphire,poison-barb,5
roserade,sun-moon,sun,poison-barb,5
roserade,sun-moon,moon,poison-barb,5
roserade,ultra-sun-ultra-moon,ultra-sun,poison-barb,5
roserade,ultra-sun-ultra-moon,ultra-moon,poison-barb,5
wormadam-plant,diamond-pearl,diamond,silver-powder,5
wormadam-plant,diamond-pearl,pearl,silver-powder,5
wormadam-plant,platinum,platinum,silver-powder,5
wormadam-plant,heartgold-soulsilver,heartgold,silver-powder,5
wormadam-plant,heartgold-soulsilver,soulsilver,silver-powder,5
wormadam-plant,black-white,black,silver-powder,5
wormadam-plant,black-white,white,silver-powder,5
wormadam-plant,black-2-white-2,black-2,silver-powder,5
wormadam-plant,black-2-white-2,white-2,silver-powder,5
wormadam-plant,x-y,x,silver-powder,5
wormadam-plant,x-y,y,silver-powder,5
wormadam-plant,omega-ruby-alpha-sapphire,omega-ruby,silver-powder,5
wormadam-plant,omega-ruby-alpha-sapphire,alpha-sapphire,silver-powder,5
wormadam-plant,sun-moon,sun,silver-powder,5
wormadam-plant,sun-moon,moon,silver-powder,5
