id,location,area,game_index,name_en,name_fr,name_de
688,reversal-mountain,unknown-area-59,59,Reversal Mountain (unknown area 59),Mont Renenvers (zone inconnue 59),Janusberg (unbekannter Bereich 59)
689,reversal-mountain,unknown-area-60,60,Reversal Mountain (unknown area 60),Mont Renenvers (zone inconnue 60),Janusberg (unbekannter Bereich 60)
690,strange-house,1f,61,Strange House (1F),Manoir de l'Étrange (RdC),Seltsames Haus (EG)
691,strange-house,b1f,65,Strange House (B1F),Manoir de l'Étrange (sous-sol),Seltsames Haus (1.UG)
692,relic-passage,castelia-sewers-entrance,81,Relic Tunnel (Castelia Sewers entrance),Chemin Enfoui (entrée des égoûts de Volucité),Alter Fluchtweg (Stratos-Kanalisation Eingang)
693,relic-passage,relic-castle-entrance,82,Relic Tunnel (Relic Castle entrance),Chemin Enfoui (entrée du Château Enfoui),Alter Fluchtweg (Alter Palast Eingang)
694,relic-passage,pwt-entrance,83,Relic Tunnel (PWT entrance),Chemin Enfoui (entrée PWT),Alter Fluchtweg (PWT Eingang)
695,clay-tunnel,,84,Clay Tunnel,Route Bardane,Turner-Pfad
696,underground-ruins,,87,Underground Ruins,Ruines Enfouies,Unterirdische Ruine
697,rocky-mountain-room,,90,Rocky Mountain Room,Salle Pic Rocheux,Steingipfelkammer
698,glacier-room,,91,Glacier Room,Salle Iceberg,Eisbergkammer
699,iron-room,,92,Iron Room,Salle Fer,Eisenkammer
700,seaside-cave,1f,93,Seaside Cave (1F),Grotte Littorale (RdC),Strandgrotte (EG)
701,seaside-cave,b1f,94,Seaside Cave (B1F),Grotte Littorale (sous-sol),Strandgrotte (1.UG)
702,nature-sanctuary,,95,Nature Sanctuary,Réserve Naturelle,Naturschutzgebiet
703,unova-route-19,,128,Road 19,Route 19,Route 19
704,unova-route-20,,129,Road 20,Route 20,Route 20
705,unova-route-22,,130,Road 22,Route 22,Route 22
706,unova-route-23,,131,Road 23,Route 230,Route 23
707,unova-route-21,,134,Road 21,Route 21,Route 21
708,couriway-town,,0,Couriway Town,Mozheim,Mosaia
709,ambrette-town,,0,Ambrette Town,Roche-sur-Gliffe,Petrophia
710,cyllage-city,,0,Cyllage City,Relifac-le-Haut,Relievera City
711,shalour-city,,0,Shalour City,Yantreizh,Yantara City
712,laverre-city,,0,Laverre City,Romant-sous-Bois,Romantia City
713,kalos-route-2,,0,Road 2,Route 2,Route 2
714,kalos-route-3,,0,Road 3,Route 3,Route 3
715,kalos-route-4,,0,Road 4,Route 4,Route 4
716,kalos-route-5,,0,Road 5,Route 5,Route 5
717,kalos-route-6,,0,Road 6,Route 6,Route 6
718,kalos-route-7,,0,Road 7,Route 7,Route 7
719,kalos-route-8,,0,Road 8,Route 8,Route 8
720,kalos-route-9,,0,Road 9,Route 9,Route 9
721,kalos-route-10,,0,Road 10,Route 10,Route 10
722,kalos-route-11,,0,Road 11,Route 11,Route 11
723,kalos-route-12,,0,Road 12,Route 12,Route 12
724,kalos-route-13,,0,Road 13,Route 13,Route 13
725,kalos-route-14,,0,Road 14,Route 14,Route 14
726,kalos-route-15,,0,Road 15,Route 15,Route 15
727,kalos-route-16,,0,Road 16,Route 16,Route 16
728,kalos-route-17,,0,Road 17,Route 17,Route 17
729,kalos-route-18,,0,Road 18,Route 18,Route 18
730,kalos-route-19,,0,Road 19,Route 19,Route 19
731,kalos-route-20,,0,Road 20,Route 20,Route 20
732,kalos-route-21,,0,Road 21,Route 21,Route 21
733,kalos-route-22,,0,Road 22,Route 22,Route 22
734,santalune-forest,,0,Santalune Forest,Forêt de Neuvartault,Nouvaria-Wald
735,parfum-palace,,0,Parfum Palace,Palais Chaydeuvre,Magnum-Opus-Palast
736,glittering-cave,unknown-area-303,0,Glittering Cave (unknown area 303),Grotte Étincelante (zone inconnue 303),Leuchthöhle (unbekannter Bereich 303)
737,glittering-cave,unknown-area-304,0,Glittering Cave (unknown area 304),Grotte Étincelante (zone inconnue 304),Leuchthöhle (unbekannter Bereich 304)
738,reflection-cave,unknown-area-305,0,Reflection Cave (unknown area 305),Grotte Miroitante (zone inconnue 305),Spiegelhöhle (unbekannter Bereich 305)
739,reflection-cave,unknown-area-306,0,Reflection Cave (unknown area 306),Grotte Miroitante (zone inconnue 306),Spiegelhöhle (unbekannter Bereich 306)
740,reflection-cave,unknown-area-307,0,Reflection Cave (unknown area 307),Grotte Miroitante (zone inconnue 307),Spiegelhöhle (unbekannter Bereich 307)
741,reflection-cave,unknown-area-308,0,Reflection Cave (unknown area 308),Grotte Miroitante (zone inconnue 308),Spiegelhöhle (unbekannter Bereich 308)
742,frost-cavern,unknown-area-313,0,Frost Cavern (unknown area 313),Caverne Gelée (zone inconnue 313),Frosthöhle (unbekannter Bereich 313)
743,frost-cavern,unknown-area-314,0,Frost Cavern (unknown area 314),Caverne Gelée (zone inconnue 314),Frosthöhle (unbekannter Bereich 314)
744,frost-cavern,unknown-area-315,0,Frost Cavern (unknown area 315),Caverne Gelée (zone inconnue 315),Frosthöhle (unbekannter Bereich 315)
745,frost-cavern,unknown-area-316,0,Frost Cavern (unknown area 316),Caverne Gelée (zone inconnue 316),Frosthöhle (unbekannter Bereich 316)
746,frost-cavern,unknown-area-317,0,Frost Cavern (unknown area 317),Caverne Gelée (zone inconnue 317),Frosthöhle (unbekannter Bereich 317)
747,pokemon-village,,0,Pokemon Village,Village Pokémon,Pokémon-Dorf
748,kalos-victory-road,unknown-area-322,0,Victory Road (unknown area 322),Route Victoire (zone inconnue 322),Siegesstraße (unbekannter Bereich 322)
749,kalos-victory-road,unknown-area-324,0,Victory Road (unknown area 324),Route Victoire (zone inconnue 324),Siegesstraße (unbekannter Bereich 324)
750,kalos-victory-road,unknown-area-326,0,Victory Road (unknown area 326),Route Victoire (zone inconnue 326),Siegesstraße ((unbekannter Bereich 326))
751,kalos-victory-road,outside,0,Victory Road (unknown area 327),Route Victoire (zone inconnue 327),Siegesstraße ((unbekannter Bereich 327))
752,kalos-victory-road,unknown-area-328,0,Victory Road (unknown area 328),Route Victoire (zone inconnue 328),Siegesstraße ((unbekannter Bereich 328))
753,connecting-cave,,0,Connecting Cave,Cave Connecterre,Geolinkhöhle
754,terminus-cave,1f,0,Terminus Cave (1F),Grotte Coda (zone inconnue 343),Omega-Höhle (EG)
755,terminus-cave,b1f-left,0,Terminus Cave (B1F left),Grotte Coda (zone inconnue 344),Omega-Höhle (1.UG links)
756,terminus-cave,b1f-right,0,Terminus Cave (B1F right),Grotte Coda (zone inconnue 345),Omega-Höhle (1.UG rechts)
757,terminus-cave,b2f,0,Terminus Cave (B2F),Grotte Coda (zone inconnue 347),Omega-Höhle (2.UG)
758,terminus-cave,zygardes-chamber,0,Terminus Cave (Zygarde's Chamber),Grotte Coda (zone inconnue 348),Omega-Höhle (Zygarde's Raum)
759,lost-hotel,,0,Lost Hotel,Hôtel Désolation,Hotelruine
760,azure-bay,,0,Azure Bay,Baie Azur,Azurbucht
761,kanto-route-4,pokemon-center,0,Pokemon Center (Road 4),Centre Pokémon (Route 4),Pokémon-Center (Route 4)
762,saffron-city,fighting-dojo,0,Fighting Dojo,Dojo de Combat,Kampf-Dojo
763,celadon-city,celadon-mansion,0,Celadon Mansion rooftop,Toit du manoir Céladon,Prismania-Villa Dach
764,saffron-city,silph-co-7f,0,Silph Co. 7F,Sylphe SARL (6e ét.),Silph Co. (6.OG)
765,goldenrod-city,north-gate,0,Goldenrod City (north gate),Doublonville (porte Nord),Dukatia City (Nord Tor)
766,goldenrod-city,bills-house,0,Goldenrod City (Bill's house),Doublonville (maison de Bill),Dukatia City (Bill's Haus)
767,cianwood-city,manias-house,0,Cianwood City (Mania's house),Irisia (maison à l'ouest du centre Pokémon),Anemonia City (Gabrieles Haus)
768,hoenn-route-119,weather-institute,0,Weather Institute (Road 119),Centre météo (Route 119),Wetter-Institut (Route 119)
769,mossdeep-city,stevens-house,0,Mossdeep City (Steven's house),Algatia (maison de Pierre Rochard),Moosbach City (Troys Haus)
770,littleroot-town,,0,Littleroot Town,Bourg-en-Vol,Wurzelheim
771,hearthome-city,,0,Hearthome City,Unionpolis,Herzhofen
772,veilstone-city,,0,Veilstone City,Voilaroc,Schleiede
773,cianwood-city,kirks-house,0,Cianwood City (Kirk's house),Irisia (maison à l'ouest du centre Pokémon),Anemonia City (Ronalds Haus)
774,nuvema-town,,0,Nuvema Town,Renouet,Avenitia
775,castelia-city,game-freak-hq-1f,0,Game Freak HQ 1F (Castelia City),Bureaux de Game Freak (Volucité),Game Freak Gebäude (Stratos City)
776,unova-route-6,weather-institute,0,Weather Institute (Road 6),Centre météo (Route 6),Wetter-Institut (Route 6)
777,floccesy-town,,0,Floccesy Town,Amaillide,Dausing
778,aquacorde-town,,0,Aquacorde Town,Quarellis,Aquarellia
779,lumiose-city,,0,Lumiose City,Illumis,Illumina City
780,tower-of-mastery,,0,Tower of Mastery,Tour Maîtrise,Turm der Erkenntnis
781,slateport-city,contest-hall,0,Contest Hall (Slateport City),Centre de concours (Poivressel),Wettbewerbshalle (Graphitport City)
782,verdanturf-town,contest-hall,0,Contest Hall (Verdanturf Town),Centre de concours (Vergazon),Wettbewerbshalle (Wiesenflur)
783,fallarbor-town,contest-hall,0,Contest Hall (Fallarbor Town),Centre de concours (Autéquia),Wettbewerbshalle (Laubwechselfeld)
784,lilycove-city,contest-hall,0,Contest Hall (Lilycove City),Centre de concours (Nénucrique),Wettbewerbshalle (Seegrasulb City)
785,southern-island,,0,Southern Island,Île du Sud,Insel im Süden
786,battle-resort,,0,Battle Resort,Atoll de Combat,Kampfresort
787,lavaridge-town,,0,Lavaridge Town,Vermilava,Bad Lavastadt
788,eterna-city,west-gate,0,Eterna City (west gate),Vestigion (porte ouest),Ewigenau (Westliches Tor)
789,hearthome-city,west-gate,0,Hearthome City (west gate),Unionpolis (porte ouest),Herzhofen (Westliches Tor)
790,violet-city,poke-mart,0,Violet City (Poke Mart),Mauville (Boutique Pokémon),Viola City (Pokémon-Markt)
791,violet-city,pokemon-center,0,Violet City (Pokemon Center),Mauville (Centre Pokémon),Viola City (Pokémon-Center)
792,nacrene-city,west-gate,0,Nacrene City (west gate),Maillard (porte ouest),Septerna City (Westliches Tor)
793,bell-tower,roof,0,Bell Tower (roof),Tour Carillon (toit),Glockenturm (Dach)
794,roaming-kanto,area,0,Roaming Kanto,Sillonnant Kanto,Wandert durch Kanto
795,roaming-johto,area,0,Wandert durch Johto,Sillonnant Johto,Roaming Johto
796,roaming-hoenn,area,0,Roaming Hoenn,Sillonnant Hoenn,Wandert durch Hoenn
797,roaming-sinnoh,area,0,Roaming Sinnoh,Sillonnant Sinnoh,Wandert durch Sinnoh
798,azalea-town,area,0,Azalea Town,Ecorcia,Azalea City
800,mahogany-town,area,0,Mahogany City,Acajou,Mahagonia City
801,cave-of-origin,b4f,0,Cave of Origin (B4F),Grotte Origine (4e s-sol),Urzeithöhle (4.UG)
802,terra-cave,area,0,Terra Cave,Grotte Terra,Terrahöhle
803,marine-cave,area,0,Marine Cave,Grotte Marine,Ozeanhöhle
804,sky-pillar,apex,0,Sky Pillar Apex,Pilier Céleste (sommet),Himmelsturm Spitze
805,bell-tower,1f,0,Bell Tower (1F),Tour Carillon (RdC),Glockenturm (EG)
806,birth-island,area,0,Birth Island,Île Aurore,Entstehungsinsel
807,navel-rock,area,0,Navel Rock,Roc Nombri,Nabelfels
808,faraway-island,area,0,Faraway Island,Île lointaine,Ferneiland
809,hoenn-battle-frontier,area,0,Hoenn Battle Frontier,Zone de Combat,Kampfzone (Hoenn)
810,desert-ruins,area,0,Desert Ruins,Ruines Désert,Wüstenruine
811,island-cave,area,0,Island Cave,Grotte de l’Îlot,Inselhöhle
812,ancient-tomb,area,0,Ancient Tomb,Tombeau Antique,Grabmal
813,johto-safari-zone,peak,0,Safari Zone Peak,Parc Safari - Rochers,Safari-Zone Gipfel
814,johto-safari-zone,desert,0,Safari Zone Desert,Parc Safari - Désert,Safari-Zone Wüste
815,johto-safari-zone,plains,0,Safari Zone Plains,Parc Safari - Prairie,Safari-Zone Ebene
816,johto-safari-zone,meadow,0,Safari Zone Meadow,Parc Safari - Champ de fleurs,Safari-Zone Wiese
817,johto-safari-zone,forest,0,Safari Zone Forest,Parc Safari - Bois,Safari-Zone Wald
818,johto-safari-zone,swamp,0,Safari Zone Swamp,Parc Safari - Bois et lacs,Safari-Zone Sumpf
819,johto-safari-zone,marshland,0,Safari Zone Marshland,Parc Safari - Marais,Safari-Zone Sumpfland
820,johto-safari-zone,mountain,0,Safari Zone Mountain,Parc Safari - Montagne,Safari-Zone Gebirge
821,johto-safari-zone,rocky-beach,0,Safari Zone Rocky Beach,Parc Safari - Rocs et lacs,Safari-Zone Felsstrand
822,johto-safari-zone,wasteland,0,Safari Zone Wasteland,Parc Safari - Terre aride,Safari-Zone Ödland
823,johto-safari-zone,savannah,0,Safari Zone Savannah,Parc Safari - Savane,Safari-Zone Savanne
824,johto-safari-zone,wetland,0,Safari Zone Wetland,Parc Safari - Terre humide,Safari-Zone Feuchtgebiet
825,mt-ember,summit,0,Mount Ember Summit,Mont Braise (sommet),Glutberg Gipfel
826,embedded-tower,kyogre-room,0,Embedded Tower (Kyogre’s room),Tour Enfouie (salle de Kyogre),Felsenherzturm (Kyogres Raum)
827,embedded-tower,groundon-room,0,Embedded Tower (Groudon’s room),Tour Enfouie (salle de Groudon),Felsenherzturm (Groudons Raum)
828,embedded-tower,rayquaza-room,0,Embedded Tower (Rayquaza’s room),Tour Enfouie (salle de Rayquaza),Felsenherzturm (Rayquazas Raum)
829,lake-acuity,cavern,0,Lake Acuity Cavern,Lac Savoir (caverne),Stärkegrotte
830,lake-valor,cavern,0,Lake Valor Cavern,Lac Courage (caverne),Kühnheitsgrotte
831,spear-pillar,area,0,Spear Pillar,Colonnes Lances,Speersäule
832,kanto-route-3,pokemon-center,0,Pokemon Center (Road 3),Centre Pokémon (Route 3),Pokémon-Center (Route 3)
833,cinnabar-island,cinnabar-lab,0,Cinnabar Lab (Cinnabar Island),Laboratoire (Cramois'Île),Zinnoberinsel-Labor (Zinnoberinsel)
834,rustboro-city,,0,Rustboro City,Mérouville,Metarost City
835,saffron-city,silph-co,0,Silph Co.,Sylphe SARL,Silph Company
836,cianwood-city,pokemon-center,0,Pokemon Center (Cianwood City),Centre Pokémon (Irisia),Pokémon-Center (Anemonia City)
837,stark-mountain,heatran-chamber,0,Stark Mountain (Heatran Chamber),Mont Abrupt (salle d'Heatran),Kahlberg (Heatran Kammer)
838,newmoon-island,,0,Newmoon Island,Ile Nouvellelune,Neumondinsel
839,flower-paradise,,0,Flower Paradise,Paradis Fleuri,Blumenparadies
840,sinnoh-hall-of-origin-1,,0,Hall of Origin,Salle Originelle,Halle des Beginns
841,team-rocket-hq,,0,Team Rocket HQ,Repaire Rocket d'Acajou,Team Rocket-Hauptquartier
842,sinjoh-ruins,,0,Sinjoy Ruins,Ruines Sinjoh,Sinjoh-Ruinen
843,galar-route-1,,0,Route 1,Route 1,
844,galar-route-2,main,0,Route 2,Route 2,
845,galar-route-3,east,0,Route 3 (East),Route 3 (Est),
847,galar-route-4,,0,Route 4,Route 4,
848,galar-route-5,,0,Route 5,Route 5,
849,galar-route-6,,0,Route 6,,
850,galar-route-7,,0,Route 7,Route 7,
851,galar-route-8,main,0,Route 8 (Main),Route 8 (Principale),
852,galar-route-8,steamdrift-way,0,Route 8 (Steamdrift Way),Route 8 (Sentier des Sources),
853,galar-route-9,main,0,Route 9 (Main),Route 9 (Principale),
854,galar-route-9,circhester-bay,0,Route 9 (Circhester Bay),Route 9 (Baie de Ludester),
855,galar-route-9,outer-spikemuth,0,Route 9 (Outer Spikemuth),Route 9 (Abords de Smashings),
856,galar-route-10,main,0,Route 10 (Main),Route 10 (Principale),
857,galar-route-10,near-station,0,Route 10 (Near Station),Route 10 (Gare de White Hill),
858,axews-eye,,0,Axew's Eye,Œil du lac,
859,ballimere-lake,,0,Ballimere Lake,Lac Poké Ball,
860,ballonlea,,0,Ballonlea,Corrifey,
861,galar-battle-tower,,0,Battle Tower,Tour de Combat,
862,brawlers-cave,,0,Brawlers' Cave,Grotte du Pugilat,
863,bridge-field,,0,Bridge Field,Prairie Entre-Ponts,
864,challenge-beach,,0,Challenge Beach,Plage de l'Épreuve,
868,challenge-road,,0,Challenge Road,Route de l'Épreuve,
869,circhester,,0,Circhester,Ludester,
870,courageous-cavern,,0,Courageous Cavern,Caverne Pugnacité,
871,crown-shrine,,0,Crown Shrine,Temple Couronne,
872,dappled-grove,,0,Dappled Grove,Bois de Clairjour,
873,dusty-bowl,,0,Dusty Bowl,Fosse des Sables,
874,dyna-tree-hill,,0,Dyna Tree Hill,Butte du Dynarbre,
875,east-lake-axewell,,0,East Lake Axewell,Lac Coupenotte Est,
876,fields-of-honor,,0,Fields of Honor,Plaine Salutation,
878,forest-of-focus,,0,Forest of Focus,Forêt Flexion,
879,freezington,,0,Freezington,Hameau Gelé,
880,frigid-sea,,0,Frigid Sea,Mer Banquise,
881,frostpoint-field,,0,Frostpoint Field,Plaine Granfroy,
882,galar-mine,,0,Galar Mine,Mine de Galar,
883,galar-mine-no-2,,0,Galar Mine No. 2,Mine de Galar n°2,
884,giants-bed,,0,Giant's Bed,Repos du Géant,
885,giants-cap,main,0,Giant's Cap (Main Area),Coiffe du Géant (Zone principale),
886,giants-cap,area-2,0,Giant's Cap (Area 2),Coiffe du Géant (Zone 2),
887,giants-cap,area-3,0,Giant's Cap (Area 3),Coiffe du Géant (Zone 3),
888,giants-foot,,0,Giant's Foot,Empreinte du Géant,
889,giants-mirror,main,0,Giant's Mirror (Main Area),Miroir du Géant (Zone principale),
890,giants-seat,,0,Giant's Seat,Siège du Géant,
891,glimwood-tangle,,0,Glimwood Tangle,Forêt de Lumirinth,
892,hammerlocke,,0,Hammerlocke,Kickenham,
893,hammerlocke-hills,,0,Hammerlocke Hills,Plateau de Kickenham,
894,honeycalm-island,,0,Honeycalm Island,Îlot Calméole,
895,honeycalm-sea,,0,Honeycalm Sea,Mer Calméole,
896,hulbury,,0,Hulbury,Skifford,
897,galar-iceberg-ruins,,0,Iceberg Ruins,Ruines Iceberg,
898,insular-sea,,0,Insular Sea,Mer Isol'Îlots,
899,galar-iron-ruins,,0,Iron Ruins,Ruines de Fer,
900,lake-of-outrage,,0,Lake of Outrage,Lac Ouragan,
901,lakeside-cave,,0,Lakeside Cave,Grotte du Lac,
902,loop-lagoon,,0,Loop Lagoon,Lagun Circulaire,
904,master-dojo,,0,Master Dojo,Dojo de la Maîtrise,
905,max-lair,,0,Max Lair,Grand Antre Dynamax,
906,motostoke,main,0,Motostoke,Motorby,
907,motostoke-outskirts,,0,Motostoke Outskirts,Abords de Motorby,
908,motostoke-riverbank,,0,Motostoke Riverbank,Berges de Motorby,
909,north-lake-miloch,,0,North Lake Miloch,Lac Milobellus Nord,
910,old-cemetery,,0,Old Cemetery,Cimetière Ancien,
911,path-to-the-peak,,0,Path to the Peak,Sentier Blanche-Cime,
912,postwick,,0,Postwick,Paddoxton,
913,potbottom-desert,,0,Potbottom Desert,Sables de Kudsac,
914,roaring-sea-caves,,0,Roaring-Sea Caves,Cavernes Gronde-Mer,
915,galar-rock-peak-ruins,,0,Rock Peak Ruins,Ruines Pic Roche,
916,rolling-fields,main,0,Rolling Fields (Main Area),Plaine Verdoyante (Zone principale),
917,rolling-fields,area-2,0,Rolling Fields (Area 2),Plaine Verdoyante (Zone 2),
918,slippery-slope,,0,Slippery Slope,Plateau Beau-Gant,
919,slumbering-weald,main,0,Slumbering Weald (Entrance),Forêt de Sleepwood (Première partie),
920,snowslide-slope,,0,Snowslide Slope,Pente Enneigée,
921,soothing-wetlands,,0,Soothing Wetlands,Lande Boldair,
922,south-lake-miloch,main,0,South Lake Miloch (Main Area),Lac Milobellus Sud (Zone principale),
923,south-lake-miloch,area-2,0,South Lake Miloch (Area 2),Lac Milobellus Sud (Zone 2),
924,spikemuth,,0,Spikemuth,Smashings,
925,split-decision-ruins,,0,Split-Decision Ruins,Ruines du Choix,
927,stepping-stone-sea,main,0,Stepping-Stone Sea (Main Area),Mer Align-Îlots (Zone principale),
928,stepping-stone-sea,area-2,0,Stepping-Stone Sea (Area 2),Mer Align-Îlots (Zone 2),
929,stony-wilderness,main,0,Stony Wilderness (Main Area),Plaine Rocheuse (Zone principale),
930,stony-wilderness,area-2,0,Stony Wilderness (Area 2),Plaine Rocheuse (Zone 2),
931,stony-wilderness,area-3,0,Stony Wilderness (Area 3),Plaine Rocheuse (Zone 3),
932,stow-on-side,,0,Stow-on-Side,Old Chister,
933,three-point-pass,,0,Three-Point Pass,Croisée Trois-Voies,
934,tower-of-darkness,,0,Tower of Darkness,Tour des Ténèbres,
935,tower-of-waters,,0,Tower of Waters,Tour de l'Eau,
936,training-lowlands,,0,Training Lowlands,Plaine des Efforts,
938,tunnel-to-the-top,,0,Tunnel to the Top,Galeries Monte-Pic,
939,turffield,,0,Turffield,Greenbury,
940,warm-up-tunnel,,0,Warm-Up Tunnel,Voie des Étirements,
941,watchtower-ruins,,0,Watchtower Ruins,Tour en ruines,
942,wedgehurst,,0,Wedgehurst,Brasswick,
943,west-lake-axewell,,0,West Lake Axewell,Lac Coupenotte Ouest,
944,workout-sea,,0,Workout Sea,Mer Eau-Hisse,
945,wyndon,,0,Wyndon,Winscor,
946,aipom-hill,,0,,,
947,ancient-quarry,,0,,,
948,arenas-approach,,0,,,
949,aspiration-hill,,0,,,
950,avalanche-slopes,,0,,,
951,avaluggs-legacy,,0,,,
952,bathers-lagoon,,0,,,
953,bolderoll-ravine,,0,,,
954,bolderoll-slope,,0,,,
955,bonechill-wastes,,0,,,
956,brava-arena,,0,,,
957,castaway-shore,,0,,,
958,celestica-ruins,,0,,,
959,celestica-trail,,0,,,
960,clamberclaw-cliffs,,0,,,
961,cloudcap-pass,,0,,,
962,cloudpool-ridge,,0,,,
963,coastlands-camp,,0,,,
964,cottonsedge-prairie,,0,,,
965,crossing-slope,,0,,,
966,deadwood-haunt,,0,,,
967,deertrack-heights,,0,,,
968,deertrack-path,,0,,,
969,diamond-heath,,0,,,
970,diamond-settlement,,0,,,
971,droning-meadow,,0,,,
972,fabled-spring,,0,,,
973,firespit-island,,0,,,
974,floaro-gardens,,0,,,
975,gapejaw-bog,,0,,,
976,ginkgo-landing,,0,,,
977,glacier-terrace,,0,,,
978,golden-lowlands,,0,,,
979,grandtree-arena,,0,,,
980,grueling-grove,,0,,,
981,hearts-crag,,0,,,
982,heavenward-lookout,,0,,,
983,heights-camp,,0,,,
984,hideaway-bay,,0,,,
985,holm-of-trials,,0,,,
986,horseshoe-plains,,0,,,
987,ice-column-chamber,,0,,,
988,icebound-falls,,0,,,
989,icepeak-arena,,0,,,
990,icepeak-cavern,,0,,,
991,islespy-shore,,0,,,
992,jubilife-village,,0,,,
993,hisui-lake-acuity,,0,,,
994,hisui-lake-valor,,0,,,
995,hisui-lake-verity,,0,,,
996,lonely-spring,,0,,,
997,lunkers-lair,,0,,,
998,molten-arena,,0,,,
999,moonview-arena,,0,,,
1000,natures-pantry,,0,,,
1001,obsidian-falls,,0,,,
1002,oreburrow-tunnel,,0,,,
1003,pearl-settlement,,0,,,
1004,primeval-grotto,,0,,,
1005,ramanas-island,,0,,,
1006,sacred-plaza,,0,,,
1007,sands-reach,,0,,,
1008,sandgem-flats,,0,,,
1009,scarlet-bog,,0,,,
1010,seagrass-haven,,0,,,
1011,seaside-hollow,,0,,,
1012,shrouded-ruins,,0,,,
1013,sludge-mound,,0,,,
1014,snowfall-hot-spring,,0,,,
1015,hisui-snowpoint-temple,,0,,,
1016,hisui-solaceon-ruins,,0,,,
1017,sonorous-path,,0,,,
1018,space-time-distortion,,0,,,
1019,hisui-spring-path,,0,,,
1020,stonetooth-rows,,0,,,
1021,temple-of-sinnoh,,0,,,
1022,the-heartwood,,0,,,
1023,tidewater-dam,,0,,,
1024,tombolo-walk,,0,,,
1025,tranquility-cove,,0,,,
1026,hisui-turnback-cave,,0,,,
1027,ursas-ring,,0,,,
1028,veilstone-cape,,0,,,
1029,hisui-wayward-cave,,0,,,
1030,wayward-wood,,0,,,
1031,whiteout-valley,,0,,,
1032,windbreak-stand,,0,,,
1033,windswept-run,,0,,,
1034,worn-bridge,,0,,,
1035,alola-route-1,east,0,,,
1036,alola-route-1,hauoli-outskirts,0,,,
1037,alola-route-1,south,0,,,
1038,alola-route-1,trainers-school,0,,,
1039,alola-route-1,west,0,,,
1040,alola-route-2,main,0,,,
1041,alola-route-2,north,0,,,
1042,alola-route-2,south,0,,,
1043,alola-route-3,main,0,,,
1044,alola-route-3,north,0,,,
1045,alola-route-3,south,0,,,
1046,alola-route-4,,0,,,
1047,alola-route-5,,0,,,
1048,alola-route-6,north,0,,,
1049,alola-route-6,south,0,,,
1050,alola-route-7,,0,,,
1051,alola-route-8,main,0,,,
1052,alola-route-8,fossil-restoration-center,0,,,
1053,alola-route-9,main,0,,,
1054,alola-route-9,police-station,0,,,
1055,alola-route-10,,0,,,
1056,alola-route-11,,0,,,
1057,alola-route-12,,0,,,
1058,alola-route-13,,0,,,
1059,alola-route-14,,0,,,
1060,alola-route-15,main,0,,,
1061,alola-route-15,aether-house,0,,,
1062,alola-route-16,main,0,,,
1063,alola-route-16,east,0,,,
1064,alola-route-16,west,0,,,
1065,alola-route-17,northeast,0,,,
1066,alola-route-17,west,0,,,
1067,aether-paradise,2f,0,,,
1068,akala-outskirts,,0,,,
1069,altar-of-the-moone,,0,,,
1070,altar-of-the-sunne,,0,,,
1071,ancient-poni-path,,0,,,
1072,alola-berry-fields,,0,,,
1073,blush-mountain,,0,,,
1074,brooklet-hill,main,0,,,
1075,brooklet-hill,north,0,,,
1076,brooklet-hill,south,0,,,
1077,brooklet-hill,totems-den,0,,,
1078,digletts-tunnel,,0,,,
1079,dividing-peak-tunnel,,0,,,
1080,exeggutor-island,,0,,,
1081,haina-desert,,0,,,
1082,hano-beach,,0,,,
1083,hauoli-cemetery,,0,,,
1084,hauoli-city,main,0,,,
1085,hauoli-city,shopping-district,0,,,
1086,hauoli-city,beachfront,0,,,
1087,heahea-beach,,0,,,
1088,heahea-city,surf-association,0,,,
1089,iki-town,,0,,,
1090,kalae-bay,,0,,,
1091,konikoni-city,,0,,,
1092,lake-of-the-moone,,0,,,
1093,lake-of-the-sunne,,0,,,
1094,lush-jungle,east-cave,0,,,
1095,lush-jungle,north,0,,,
1096,lush-jungle,south,0,,,
1097,lush-jungle,west,0,,,
1098,mahalo-trail,,0,,,
1099,malie-city,main,0,,,
1100,malie-city,outer-cape,0,,,
1101,malie-garden,,0,,,
1102,melemele-meadow,,0,,,
1103,melemele-sea,,0,,,
1104,memorial-hill,,0,,,
1105,mount-hokulani,main,0,,,
1106,mount-hokulani,east,0,,,
1107,mount-hokulani,west,0,,,
1108,mount-lanakila,base,0,,,
1109,mount-lanakila,cave,0,,,
1110,mount-lanakila,outside,0,,,
1111,paniola-ranch,,0,,,
1112,paniola-town,,0,,,
1113,poni-breaker-coast,,0,,,
1114,poni-coast,,0,,,
1115,poni-gauntlet,,0,,,
1116,poni-grove,,0,,,
1117,poni-meadow,,0,,,
1118,poni-plains,center,0,,,
1119,poni-plains,east,0,,,
1120,poni-plains,north,0,,,
1121,poni-plains,west,0,,,
1122,poni-wilds,,0,,,
1123,resolution-cave,,0,,,
1124,royal-avenue,,0,,,
1125,ruins-of-abundance,,0,,,
1126,ruins-of-conflict,,0,,,
1127,ruins-of-hope,,0,,,
1128,ruins-of-life,,0,,,
1129,sandy-cave,,0,,,
1130,seafolk-village,main,0,,,
1131,seafolk-village,huntail-boat,0,,,
1132,seaward-cave,,0,,,
1133,secluded-shore,,0,,,
1134,tapu-village,,0,,,
