item,generation,pocket,version_group,version
liechi-berry,6,berries,,
liechi-berry,7,berries,,
liechi-berry,8,berries,,
liechi-berry,9,berries,,
life-orb,4,items,,
life-orb,5,items,,
life-orb,6,items,,
life-orb,7,items,,
life-orb,8,items,,
life-orb,9,items,,
lift-key,1,key-items,,
lift-key,3,key-items,firered-leafgreen,
lift-key,7,items,lets-go-pikachu-lets-go-eevee,
light-ball,2,items,,
light-ball,3,items,,
light-ball,4,items,,
light-ball,5,items,,
light-ball,6,items,,
light-ball,7,items,,
light-ball,8,items,,
light-ball,9,items,,
light-clay,4,items,,
light-clay,5,items,,
light-clay,6,items,,
light-clay,7,items,,
light-clay,8,items,sword-shield,
light-clay,9,items,scarlet-violet,
light-stone,5,key-items,,
light-stone,6,key-items,,
light-stone,7,key-items,,
like-mail,5,items,,
lilac-chairs,9,picnic-items,scarlet-violet,
lilac-tablecloth,9,picnic-items,scarlet-violet,
litebluemail,2,items,,
loaded-dice,9,items,scarlet-violet,
lock-capsule,4,key-items,heartgold-soulsilver,
lock-capsule,5,key-items,,
lock-capsule,6,key-items,,
lock-capsule,7,key-items,,
lone-earring,7,items,,
lonely-mint,8,items,,
lonely-mint,9,items,,
looker-ticket,6,key-items,,
looker-ticket,7,key-items,,
lopunnite,6,items,omega-ruby-alpha-sapphire,
lopunnite,7,items,,
lost-item,2,key-items,,
lost-item,4,key-items,heartgold-soulsilver,
lost-item,5,key-items,,
lost-item,6,key-items,,
lost-item,7,key-items,,
love-ball,2,poke-balls,,
love-ball,4,poke-balls,heartgold-soulsilver,
love-ball,5,items,black-white,
love-ball,6,items,,
love-ball,7,items,,
love-ball,8,poke-balls,,
love-ball,9,poke-balls,,
love-sweet,8,items,sword-shield,
lovely-mail,2,items,,
lucarionite,6,items,,
lucarionite,7,items,,
luck-incense,4,items,,
luck-incense,5,items,,
luck-incense,6,items,,
luck-incense,7,items,,
luck-incense,8,items,sword-shield,
lucky-egg,2,items,,
lucky-egg,3,items,,
lucky-egg,4,items,,
lucky-egg,5,items,,
lucky-egg,6,items,,
lucky-egg,7,items,,
lucky-egg,8,items,,
lucky-egg,9,items,,
lucky-punch,2,items,,
lucky-punch,3,items,,
lucky-punch,4,items,,
lucky-punch,5,items,,
lucky-punch,6,items,,
lucky-punch,7,items,,
lucky-punch,8,items,sword-shield,
lugia-treat,9,key-items,scarlet-violet,
lum-berry,3,berries,ruby-sapphire,
lum-berry,3,berries,emerald,emerald
lum-berry,3,berry-pouch,firered-leafgreen,
lum-berry,4,berries,,
luminous-moss,6,items,,
luminous-moss,7,items,,
luminous-moss,8,items,,
luminous-moss,9,items,,
lumiose-galette,6,medicine,,
lumiose-galette,7,medicine,,
lumiose-galette,8,medicine,,
lumiose-galette,9,medicine,,
lunala-treat,9,key-items,scarlet-violet,
lunalium-z--held,7,z-crystals,ultra-sun-ultra-moon,
lunar-feather,4,key-items,,
lunar-feather,5,key-items,,
lunar-feather,6,key-items,,
lunar-feather,7,key-items,,
lunar-feather,8,key-items,brilliant-diamond-shining-pearl,
lure,7,items,,
lure-ball,2,poke-balls,,
lure-ball,4,poke-balls,heartgold-soulsilver,
lure-ball,5,items,,
lure-ball,6,items,,
lure-ball,7,items,,
lure-ball,8,poke-balls,,
lure-ball,9,poke-balls,,
lustrous-globe,8,key-items,,
lustrous-globe,9,items,,
lustrous-orb,4,items,,
lustrous-orb,5,items,,
lustrous-orb,6,items,,
lustrous-orb,7,items,,
lustrous-orb,8,items,,
lustrous-orb,9,items,,
luxury-ball,3,poke-balls,,
luxury-ball,4,poke-balls,,
luxury-ball,5,poke-balls,,
luxury-ball,6,items,,
luxury-ball,7,items,,
luxury-ball,8,poke-balls,,
luxury-ball,9,poke-balls,,
lycanium-z--held,7,z-crystals,ultra-sun-ultra-moon,
mach-bike,3,key-items,,
mach-bike,6,key-items,omega-ruby-alpha-sapphire,
mach-bike,7,key-items,,
machine-part,2,key-items,,
machine-part,4,key-items,heartgold-soulsilver,
machine-part,5,key-items,,
machine-part,6,key-items,,
machine-part,7,key-items,,
macho-brace,3,items,,
macho-brace,4,items,,
macho-brace,5,items,,
macho-brace,6,items,,
macho-brace,7,items,,
macho-brace,8,items,sword-shield,
machop-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
magical-heart-pick,9,picnic-items,scarlet-violet,
magical-star-pick,9,picnic-items,,
magikarp-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
magma-emblem,3,key-items,emerald,emerald
magma-stone,4,key-items,,
magma-stone,5,key-items,,
magma-stone,6,key-items,,
magma-stone,7,key-items,,
magma-suit,6,key-items,omega-ruby-alpha-sapphire,
magma-suit,7,key-items,,
magmar-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
magmarizer,4,items,,
magmarizer,5,held-items,,
magmarizer,6,items,,
magmarizer,7,items,,
magmarizer,8,items,sword-shield,
magnemite-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
magnet,2,items,,
magnet,3,items,,
magnet,4,items,,
magnet,5,held-items,,
magnet,6,items,,
magnet,7,items,,
magnet,8,items,,
magnet,9,items,,
mago-berry,3,berries,ruby-sapphire,
mago-berry,3,berries,emerald,emerald
mago-berry,3,berry-pouch,firered-leafgreen,
mago-berry,4,berries,,
magost-berry,3,berries,ruby-sapphire,
magost-berry,3,berries,emerald,emerald
magost-berry,3,berry-pouch,firered-leafgreen,
magost-berry,4,berries,,
magost-berry,5,berries,,
magost-berry,6,berries,,
magost-berry,7,berries,,
magost-berry,8,berries,,
makeup-bag,7,key-items,,
malicious-armor,9,items,,
manectite,6,items,,
manectite,7,items,,
mankey-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
maranga-berry,6,berries,,
maranga-berry,7,berries,,
maranga-berry,8,berries,,
maranga-berry,9,berries,,
marble,7,items,,
marill-ball,9,picnic-items,,
mark-charm,8,key-items,sword-shield,
mark-charm,9,key-items,scarlet-violet,
marmalade,9,picnic-items,,
marshadium-z--held,7,z-crystals,,
master-ball,1,items,,
master-ball,2,poke-balls,,
master-ball,3,poke-balls,,
master-ball,4,poke-balls,,
master-ball,5,items,,
master-ball,6,items,,
master-ball,7,items,,
master-ball,8,poke-balls,,
master-ball,9,poke-balls,,
masterpiece-teacup,9,items,scarlet-violet,
mawilite,6,items,,
mawilite,7,items,,
max-elixir,1,items,,
max-elixir,4,medicine,,
max-ether,1,items,,
max-ether,2,items,,
max-ether,3,items,,
max-ether,4,medicine,,
max-ether,5,medicine,,
max-ether,6,medicine,,
max-ether,7,medicine,,
max-ether,8,medicine,,
max-ether,9,medicine,,
max-honey,8,medicine,sword-shield,
max-lure,7,items,lets-go-pikachu-lets-go-eevee,
max-mushrooms,8,battle-items,,
max-potion,1,items,,
max-potion,2,items,,
max-potion,3,items,,
max-potion,4,medicine,,
max-potion,5,medicine,,
max-potion,6,medicine,,
max-potion,7,medicine,,
max-potion,8,medicine,,
max-potion,9,medicine,,
max-repel,1,items,,
max-repel,2,items,,
max-repel,3,items,,
max-repel,4,items,,
max-repel,5,items,,
max-repel,6,items,,
max-repel,7,items,,
max-repel,8,items,sword-shield,
max-revive,1,items,,
max-revive,2,items,,
max-revive,3,items,,
max-revive,4,medicine,,
max-revive,5,medicine,,
max-revive,6,medicine,,
max-revive,7,medicine,,
max-revive,8,medicine,,
max-revive,9,medicine,,
mayonnaise,9,picnic-items,scarlet-violet,
meadow-plate,4,items,,
meadow-plate,5,items,,
meadow-plate,6,items,,
meadow-plate,7,items,,
meadow-plate,8,items,brilliant-diamond-shining-pearl,
meadow-plate,9,items,,
mech-mail,3,items,,
medal-box,5,key-items,black-2-white-2,
medal-box,6,key-items,,
medal-box,7,key-items,,
medichamite,6,items,,
medichamite,7,items,,
medicinal-leek,8,items,,
mega-bracelet,6,key-items,omega-ruby-alpha-sapphire,
mega-bracelet,7,key-items,,
mega-ring,6,key-items,,
mega-ring,7,key-items,,
meltan-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
member-card,4,key-items,,
member-card,5,key-items,,
member-card,6,key-items,,
member-card,7,key-items,,
member-card,8,key-items,brilliant-diamond-shining-pearl,
mental-herb,3,items,,
mental-herb,4,items,,
mental-herb,5,items,,
mental-herb,6,items,,
mental-herb,7,items,,
mental-herb,8,items,,
mental-herb,9,items,,
meowth-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
metagrossite,6,items,omega-ruby-alpha-sapphire,
metagrossite,7,items,,
metal-alloy,9,items,scarlet-violet,
metal-coat,2,items,,
metal-coat,8,items,sword-shield,
metal-coat,9,items,scarlet-violet,
metal-powder,2,items,,
metal-powder,3,items,,
metal-powder,4,items,,
metal-powder,5,held-items,,
metal-powder,6,items,,
metal-powder,7,items,,
metal-powder,8,items,,
meteorite,3,key-items,,
meteorite,6,key-items,omega-ruby-alpha-sapphire,
meteorite,7,key-items,,
meteorite,9,key-items,,
meteorite-shard,6,key-items,omega-ruby-alpha-sapphire,
meteorite-shard,7,key-items,,
metronome,4,items,,
metronome,5,items,,
metronome,6,items,,
metronome,7,items,,
metronome,8,items,,
metronome,9,items,,
mew-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
mewnium-z--held,7,z-crystals,,
mewtwo-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
mewtwonite-x,6,items,,
mewtwonite-x,7,items,,
mewtwonite-y,6,items,,
mewtwonite-y,7,items,,
micle-berry,4,berries,,
micle-berry,5,berries,,
micle-berry,6,berries,,
micle-berry,7,berries,,
micle-berry,8,berries,,
micle-berry,9,berries,,
mighty-candy,7,candy-jar,,
mighty-candy-l,7,candy-jar,,
mighty-candy-xl,7,candy-jar,,
mild-mint,8,items,sword-shield,
mild-mint,9,items,scarlet-violet,
mimikium-z--held,7,z-crystals,ultra-sun-ultra-moon,
mind-plate,4,items,,
mind-plate,5,items,,
mind-plate,6,items,,
mind-plate,7,items,,
mind-plate,8,items,brilliant-diamond-shining-pearl,
mind-plate,9,items,,
mint-berry,2,items,,
mint-chairs,9,picnic-items,scarlet-violet,
mint-tablecloth,9,picnic-items,scarlet-violet,
miracle-seed,2,items,,
miracle-seed,3,items,,
miracle-seed,4,items,,
miracle-seed,5,items,,
miracle-seed,6,items,,
miracle-seed,7,items,,
miracle-seed,8,items,,
miracle-seed,9,items,,
miracleberry,2,items,,
mirage-mail,2,items,,
miraidons-poke-ball,9,key-items,scarlet-violet,
mirror-herb,9,items,scarlet-violet,
misty-seed,7,items,,
misty-seed,8,items,,
misty-seed,9,items,,
mixed-mushrooms,8,ingredients,sword-shield,
modest-mint,8,items,sword-shield,
modest-mint,9,items,scarlet-violet,
moltres-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
moltres-treat,9,key-items,,
monstrous-chairs,9,picnic-items,scarlet-violet,
monstrous-tablecloth,9,picnic-items,scarlet-violet,
moomoo-cheese,8,ingredients,sword-shield,
moomoo-milk,2,items,,
moomoo-milk,3,items,,
moomoo-milk,4,medicine,,
moomoo-milk,5,medicine,,
moomoo-milk,6,medicine,,
moomoo-milk,7,medicine,,
moomoo-milk,8,medicine,,
moomoo-milk,9,medicine,,
moon-ball,2,poke-balls,,
moon-ball,4,poke-balls,heartgold-soulsilver,
moon-ball,5,items,,
moon-ball,6,items,,
moon-ball,7,items,,
moon-ball,8,poke-balls,,
moon-ball,9,poke-balls,,
moon-flute,7,key-items,sun-moon,
moon-stone,1,items,,
moon-stone,2,items,,
moon-stone,3,items,,
moon-stone,4,items,,
moon-stone,5,items,,
moon-stone,6,items,,
moon-stone,7,items,,
moon-stone,8,items,,
moon-stone,9,items,,
morph-mail,2,items,,
mosaic-mail,4,mail,,
mr-mime-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
muscle-band,4,items,,
muscle-band,5,items,,
muscle-band,6,items,,
muscle-band,7,items,,
muscle-band,8,items,,
muscle-band,9,items,,
muscle-wing,5,medicine,,
muscle-wing,6,medicine,,
muscle-wing,7,medicine,,
muscle-wing,8,items,,
muscle-wing,9,items,,
muscle-mochi,9,items,scarlet-violet,
music-mail,2,items,,
mustard,9,picnic-items,scarlet-violet,
mysterious-balm,8,key-items,,
mysterious-shard-l,8,treasures,,
mysterious-shard-s,8,treasures,,
mystery-berry,2,items,,
mystery-egg,2,key-items,,
mystery-egg,4,key-items,heartgold-soulsilver,
mystery-egg,5,key-items,,
mystery-egg,6,key-items,,
mystery-egg,7,key-items,,
mystic-ticket,3,key-items,firered-leafgreen,
mystic-ticket,3,key-items,emerald,emerald
mystic-water,2,items,,
mystic-water,3,items,,
mystic-water,4,items,,
mystic-water,5,items,,
mystic-water,6,items,,
mystic-water,7,items,,
mystic-water,8,items,sword-shield,
mystic-water,9,items,scarlet-violet,
mythical-pecha-berry,9,key-items,scarlet-violet,
n-lunarizer--merge,7,key-items,ultra-sun-ultra-moon,
n-lunarizer--merge,8,key-items,sword-shield,
n-solarizer--merge,7,key-items,ultra-sun-ultra-moon,
n-solarizer--merge,8,key-items,sword-shield,
naive-mint,8,items,sword-shield,
naive-mint,9,items,scarlet-violet,
nanab-berry,3,berries,ruby-sapphire,
nanab-berry,3,berries,emerald,emerald
nanab-berry,4,berries,,
nanab-berry,7,catching-pocket,lets-go-pikachu-lets-go-eevee,
naughty-mint,8,items,sword-shield,
naughty-mint,9,items,scarlet-violet,
necrozma-treat,9,key-items,scarlet-violet,
nest-ball,3,poke-balls,,
nest-ball,4,poke-balls,,
nest-ball,5,poke-balls,,
nest-ball,6,items,,
nest-ball,7,items,,
nest-ball,8,poke-balls,,
nest-ball,9,poke-balls,,
net-ball,3,poke-balls,,
net-ball,4,poke-balls,,
net-ball,5,poke-balls,,
net-ball,6,items,,
net-ball,7,items,,
net-ball,8,poke-balls,,
net-ball,9,poke-balls,,
never-melt-ice,2,items,,
never-melt-ice,3,items,,
never-melt-ice,4,items,,
never-melt-ice,5,items,,
never-melt-ice,6,items,,
never-melt-ice,7,items,,
never-melt-ice,8,items,,
never-melt-ice,9,items,,
nidoran-f-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
nidoran-m-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
nomel-berry,3,berries,ruby-sapphire,
nomel-berry,3,berries,emerald,emerald
nomel-berry,3,berry-pouch,firered-leafgreen,
nomel-berry,4,berries,,
nomel-berry,5,berries,,
nomel-berry,6,berries,,
nomel-berry,7,berries,,
nomel-berry,8,berries,,
noodles,9,picnic-items,scarlet-violet,
normal-box,2,items,,
normal-gem,5,items,,
normal-gem,6,items,,
normal-gem,7,items,,
normal-gem,8,items,,
normal-gem,9,items,,
normal-tera-shard,9,items,scarlet-violet,
normalium-z--held,7,z-crystals,,
nugget,1,items,,
nugget,2,items,,
nugget,3,items,,
nugget,4,items,,
nugget,5,items,,
nugget,6,items,,
nugget,7,items,,
nugget,8,treasures,,
nugget,9,treasures,,
oaks-letter,4,key-items,,
oaks-letter,5,key-items,,
oaks-letter,6,key-items,,
oaks-letter,7,key-items,,
oaks-letter,8,key-items,brilliant-diamond-shining-pearl,
occa-berry,4,berries,,
occa-berry,5,berries,,
occa-berry,6,berries,,
occa-berry,7,berries,,
occa-berry,8,berries,,
occa-berry,9,berries,,
oceanic-slate,8,treasures,brilliant-diamond-shining-pearl,
odd-incense,4,items,,
odd-incense,5,items,,
odd-incense,6,items,,
odd-incense,7,items,,
odd-incense,8,items,sword-shield,
odd-keystone,4,items,,
odd-keystone,5,items,,
odd-keystone,6,items,,
odd-keystone,7,items,,
odd-keystone,8,items,brilliant-diamond-shining-pearl,
odd-keystone,9,items,,
oddish-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
old-amber,1,key-items,,
old-amber,3,key-items,firered-leafgreen,
old-amber,4,items,,
old-amber,5,items,,
old-amber,6,items,,
old-amber,7,items,,
old-amber,8,treasures,brilliant-diamond-shining-pearl,
old-charm,4,key-items,,
old-charm,5,key-items,,
old-charm,6,key-items,,
old-charm,7,key-items,,
old-charm,8,key-items,brilliant-diamond-shining-pearl,
old-gateau,4,medicine,,
old-gateau,5,medicine,,
old-gateau,6,medicine,,
old-gateau,7,medicine,,
old-gateau,8,medicine,,
old-letter,8,key-items,sword-shield,
old-rod,1,key-items,,
old-rod,2,key-items,,
old-rod,3,key-items,,
old-rod,4,key-items,,
old-rod,5,key-items,,
old-rod,6,key-items,,
old-rod,7,key-items,,
old-rod,8,key-items,brilliant-diamond-shining-pearl,
old-sea-map,3,key-items,emerald,emerald
olive-oil,9,picnic-items,scarlet-violet,
omanyte-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
onion,9,picnic-items,scarlet-violet,
onix-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
oran-berry,3,berries,ruby-sapphire,
oran-berry,3,berries,emerald,emerald
oran-berry,4,berries,,
oran-berry,5,berries,,
oran-berry,6,berries,,
oran-berry,7,berries,,
oran-berry,8,berries,sword-shield,
oran-berry,9,berries,,
orange-dish,9,picnic-items,scarlet-violet,
orange-mail,3,items,,
orange-petal,7,key-items,ultra-sun-ultra-moon,
oval-charm,5,key-items,black-2-white-2,
oval-charm,6,key-items,,
oval-charm,7,key-items,,
oval-charm,8,key-items,sword-shield,
oval-charm,9,key-items,,
oval-stone,4,items,,
oval-stone,5,items,,
oval-stone,6,items,,
oval-stone,7,items,,
oval-stone,8,items,,
oval-stone,9,items,,
pack-of-potatoes,8,ingredients,sword-shield,
packaged-curry,8,ingredients,sword-shield,
pair-of-tickets,6,key-items,omega-ruby-alpha-sapphire,
pair-of-tickets,7,key-items,,
pal-pad,4,key-items,,
pal-pad,5,key-items,,
pal-pad,6,key-items,,
pal-pad,7,key-items,,
pamtre-berry,3,berries,ruby-sapphire,
pamtre-berry,3,berries,emerald,emerald
pamtre-berry,3,berry-pouch,firered-leafgreen,
pamtre-berry,4,berries,,
pamtre-berry,5,berries,,
pamtre-berry,6,berries,,
pamtre-berry,7,berries,,
pamtre-berry,8,berries,,
paralyze-heal,1,items,,
paralyze-heal,2,items,,
paralyze-heal,3,items,,
paralyze-heal,4,medicine,,
paralyze-heal,5,medicine,,
paralyze-heal,6,medicine,,
paralyze-heal,7,medicine,,
paralyze-heal,8,medicine,,
paralyze-heal,9,medicine,,
paras-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
parasol-pick,9,picnic-items,scarlet-violet,
parcel,1,key-items,,
parcel,3,key-items,firered-leafgreen,
parcel,4,key-items,,
parcel,5,key-items,,
parcel,6,key-items,,
parcel,7,items,lets-go-pikachu-lets-go-eevee,
parcel,8,key-items,brilliant-diamond-shining-pearl,
park-ball,4,poke-balls,heartgold-soulsilver,
park-ball,5,items,black-white,
park-ball,6,items,x-y,
park-ball,7,items,sun-moon,
park-ball,9,poke-balls,scarlet-violet,
party-sparkler-pick,9,picnic-items,scarlet-violet,
pass,2,key-items,,
pass,4,key-items,heartgold-soulsilver,
pass,5,key-items,,
pass,6,key-items,,
pass,7,key-items,,
pass-orb,5,items,,
pass-orb,6,items,,
pass-orb,7,items,,
passho-berry,4,berries,,
passho-berry,5,berries,,
passho-berry,6,berries,,
passho-berry,7,berries,,
passho-berry,8,berries,,
passho-berry,9,berries,,
pasta,8,ingredients,sword-shield,
payapa-berry,4,berries,,
payapa-berry,5,berries,,
payapa-berry,6,berries,,
payapa-berry,7,berries,,
payapa-berry,8,berries,,
payapa-berry,9,berries,,
peach-chairs,9,picnic-items,scarlet-violet,
peach-tablecloth,9,picnic-items,scarlet-violet,
peanut-butter,9,picnic-items,scarlet-violet,
pearl,2,items,,
pearl,3,items,,
pearl,4,items,,
pearl,5,items,,
pearl,6,items,,
pearl,7,items,,
pearl,8,treasures,,
pearl,9,treasures,,
pearl-string,5,items,,
pearl-string,6,items,,
pearl-string,7,items,,
pearl-string,8,treasures,sword-shield,
pearl-string,9,treasures,scarlet-violet,
peat-block,8,items,,
pecha-berry,3,berries,ruby-sapphire,
pecha-berry,3,berries,emerald,emerald
pecha-berry,4,berries,,
pecha-berry,5,berries,,
pecha-berry,6,berries,,
pecha-berry,7,berries,,
pecha-berry,8,berries,sword-shield,
pecha-berry,9,berries,,
pepper,9,picnic-items,scarlet-violet,
permit,5,key-items,black-2-white-2,
permit,6,key-items,,
permit,7,key-items,,
persim-berry,3,berries,ruby-sapphire,
persim-berry,3,berries,emerald,emerald
persim-berry,4,berries,,
persim-berry,5,berries,,
persim-berry,6,berries,,
persim-berry,7,berries,,
persim-berry,8,berries,sword-shield,
persim-berry,8,berries,brilliant-diamond-shining-pearl,
persim-berry,9,berries,,
petaya-berry,3,berries,ruby-sapphire,
petaya-berry,3,berries,emerald,emerald
petaya-berry,4,berries,,
petaya-berry,5,berries,,
petaya-berry,6,berries,,
petaya-berry,7,berries,,
petaya-berry,8,berries,,
petaya-berry,9,berries,,
pewter-crunchies,7,medicine,,
pewter-crunchies,8,medicine,,
pickle,9,picnic-items,scarlet-violet,
picnic-set,9,picnic-items,scarlet-violet,
pidgeotite,6,items,omega-ruby-alpha-sapphire,
pidgeotite,7,items,,
pidgey-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
pika-pika-pick,9,picnic-items,scarlet-violet,
pikachu-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
pikachu-cup,9,picnic-items,scarlet-violet,
pikanium-z--held,7,z-crystals,,
pikashunium-z--held,7,z-crystals,,
pinap-berry,3,berries,ruby-sapphire,
pinap-berry,3,berries,emerald,emerald
pinap-berry,3,berry-pouch,firered-leafgreen,
pinap-berry,4,berries,,
pinap-berry,5,berries,,
pinap-berry,6,berries,,
pinap-berry,7,berries,sun-moon,
pinap-berry,7,berries,ultra-sun-ultra-moon,
pinap-berry,7,catching-pocket,lets-go-pikachu-lets-go-eevee,
pinap-berry,8,berries,sword-shield,
pinap-berry,8,berries,brilliant-diamond-shining-pearl,
pineapple,9,picnic-items,scarlet-violet,
pink-apricorn,2,items,,
pink-apricorn,4,items,heartgold-soulsilver,
pink-apricorn,5,items,,
pink-apricorn,6,items,,
pink-apricorn,7,items,,
pink-apricorn,8,items,,
pink-apricorn,9,items,,
pink-bottle,9,picnic-items,scarlet-violet,
pink-bow,2,items,,
pink-chairs,9,picnic-items,scarlet-violet,
pink-cup,9,picnic-items,scarlet-violet,
pink-nectar,7,items,,
pink-nectar,9,items,,
pink-petal,7,key-items,ultra-sun-ultra-moon,
pink-scarf,3,items,,
pink-scarf,4,items,,
pink-scarf,5,items,,
pink-scarf,6,items,,
pink-scarf,7,items,,
pink-scarf,8,items,,
pink-tablecloth,9,picnic-items,,
pinsir-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
pinsirite,6,items,,
pinsirite,7,items,,
pixie-plate,6,items,,
pixie-plate,7,items,,
pixie-plate,8,items,sword-shield,
pixie-plate,9,items,,
plaid-chairs-b,9,picnic-items,scarlet-violet,
plaid-chairs-r,9,picnic-items,scarlet-violet,
plaid-chairs-y,9,picnic-items,scarlet-violet,
plaid-tablecloth-b,9,picnic-items,scarlet-violet,
plaid-tablecloth-r,9,picnic-items,scarlet-violet,
plaid-tablecloth-y,9,picnic-items,scarlet-violet,
plasma-card,5,key-items,black-2-white-2,
plasma-card,6,key-items,,
plasma-card,7,key-items,,
plume-fossil,5,items,,
plume-fossil,6,items,,
plume-fossil,7,items,,
poffin-case,4,key-items,,
poffin-case,5,key-items,,
poffin-case,6,key-items,,
poffin-case,7,key-items,,
poffin-case,8,key-items,brilliant-diamond-shining-pearl,
point-card,4,key-items,,
point-card,5,key-items,,
point-card,6,key-items,,
point-card,7,key-items,,
point-card,8,key-items,brilliant-diamond-shining-pearl,
poison-barb,2,items,,
poison-barb,3,items,,
poison-barb,4,items,,
poison-barb,5,items,,
poison-barb,6,items,,
poison-barb,7,items,,
poison-barb,8,items,,
poison-barb,9,items,,
poison-gem,5,items,,
poison-gem,6,items,,
poison-gem,7,items,,
poison-memory,7,items,,
poison-memory,8,items,,
poison-tera-shard,9,items,scarlet-violet,
poisonium-z--held,7,z-crystals,,
poke-ball,1,items,,
poke-ball,2,poke-balls,,
poke-ball,3,poke-balls,,
poke-ball,4,poke-balls,,
poke-ball,5,items,,
poke-ball,6,items,,
poke-ball,7,items,,
poke-ball,8,poke-balls,,
poke-ball,9,poke-balls,,
poke-doll,1,items,,
poke-doll,2,items,,
poke-doll,3,items,,
poke-doll,4,battle-items,,
poke-doll,5,items,,
poke-doll,6,items,,
poke-doll,7,items,,
poke-doll,8,battle-items,,
poke-doll,9,battle-items,,
poke-flute,1,key-items,,
poke-flute,3,key-items,firered-leafgreen,
poke-flute,6,key-items,,
poke-flute,7,key-items,,
poke-radar,4,key-items,,
poke-radar,6,key-items,,
poke-radar,8,key-items,brilliant-diamond-shining-pearl,
poke-toy,5,items,,
poke-toy,6,items,,
poke-toy,7,items,,
pokeblock-case,3,key-items,,
pokeblock-kit,6,key-items,omega-ruby-alpha-sapphire,
pokeblock-kit,7,key-items,sun-moon,
pokeblock-kit,7,key-items,ultra-sun-ultra-moon,
pokedex,1,key-items,,
pokemon-box-link,8,key-items,sword-shield,
polished-mud-ball,7,items,,
poliwag-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
polka-dot-bottle,9,picnic-items,scarlet-violet,
polka-dot-chairs,9,picnic-items,scarlet-violet,
polka-dot-cup,9,picnic-items,scarlet-violet,
polka-dot-tablecloth,9,picnic-items,,
polkadot-bow,2,items,,
pomeg-berry,3,berries,ruby-sapphire,
pomeg-berry,3,berries,emerald,emerald
pomeg-berry,4,berries,,
pomeg-berry,5,berries,,
pomeg-berry,6,berries,,
pomeg-berry,7,berries,,
pomeg-berry,8,berries,,
pomeg-berry,9,berries,,
ponyta-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
portraitmail,2,items,,
porygon-candy,7,candy-jar,lets-go-pikachu-lets-go-eevee,
potato-salad,9,picnic-items,scarlet-violet,
potato-tortilla,9,picnic-items,scarlet-violet,
potion,1,items,,
potion,2,items,,
potion,3,items,,
potion,4,medicine,,
potion,5,medicine,,
potion,6,medicine,,
potion,7,medicine,,
potion,8,medicine,,
potion,9,medicine,,
powder-jar,3,key-items,firered-leafgreen,
powder-jar,3,key-items,emerald,emerald
power-anklet,4,items,,
power-anklet,5,items,,
power-anklet,6,items,,
power-anklet,7,items,,
power-anklet,8,items,,
power-anklet,9,items,,
power-band,4,items,,
power-band,5,held-items,,
power-band,6,items,,
power-band,7,items,,
power-band,8,items,,
power-band,9,items,,
power-belt,4,items,,
power-belt,5,items,,
power-belt,6,items,,
power-belt,7,items,,
power-belt,8,items,,
power-belt,9,items,,
power-bracer,4,items,,
power-bracer,5,held-items,,
power-bracer,6,items,,
power-bracer,7,items,,
power-bracer,8,items,,
power-bracer,9,items,,
power-herb,4,items,,
power-herb,5,items,,
power-herb,6,items,,
power-herb,7,items,,
power-herb,8,items,,
power-herb,9,items,,
power-lens,4,items,,
power-lens,5,held-items,,
power-lens,6,items,,
power-lens,7,items,,
power-lens,8,items,,
power-lens,9,items,,
power-plant-pass,6,key-items,,
power-plant-pass,7,key-items,,
power-weight,4,items,,
power-weight,5,held-items,,
power-weight,6,items,,
power-weight,7,items,,
power-weight,8,items,,
power-weight,9,items,,
pp-max,3,items,,
pp-max,4,medicine,,
pp-max,5,medicine,,
pp-max,6,medicine,,
pp-max,7,medicine,,
pp-max,8,items,,
pp-max,9,items,,
pp-up,1,items,,
pp-up,2,items,,
pp-up,3,items,,
pp-up,4,medicine,,
pp-up,5,medicine,,
pp-up,6,medicine,,
pp-up,7,medicine,,
pp-up,8,items,,
pp-up,9,items,,
precooked-burger,8,ingredients,,
premier-ball,3,poke-balls,,
premier-ball,4,poke-balls,,
premier-ball,5,items,,
premier-ball,6,items,,
premier-ball,7,items,,
premier-ball,8,poke-balls,,
