identifier,id,category,category_pokedb,cost,fling_power,fling_effect,introduced_generation,flags,is_consumable,is_holdable,is_field_usable,is_battle_usable,description,source
tr65,1253,all-machines,technical-records,10000,90,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Energy Ball. It can be used only once.,both
tr66,1254,all-machines,technical-records,16000,120,,8,,1,1,0,0,A Technical Record that teaches a compatible Pokémon the move Brave Bird once.,both
tr67,1255,all-machines,technical-records,10000,90,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Earth Power once.,both
tr68,1256,all-machines,technical-records,4000,10,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Nasty Plot once.,both
tr69,1257,all-machines,technical-records,6000,80,,8,,1,1,1,0,A Technical Record that teaches the move Zen Headbutt to a compatible Pokémon once.,both
tr70,1258,all-machines,technical-records,10000,80,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Flash Cannon once.,both
tr71,1259,all-machines,technical-records,16000,130,,8,,1,0,1,0,A Technical Record that teaches a compatible Pokémon the move Leaf Storm once.,both
tr72,1260,all-machines,technical-records,16000,120,,8,,1,0,0,0,A Technical Record that teaches the move Power Whip to a compatible Pokémon once.,both
tr73,1261,all-machines,technical-records,16000,120,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Gunk Shot once.,both
tr74,1262,all-machines,technical-records,10000,80,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Iron Head once.,both
tr75,1263,all-machines,technical-records,16000,100,,8,,1,0,0,0,A Technical Record that teaches the move Stone Edge to a compatible Pokémon once.,both
tr76,1264,all-machines,technical-records,6000,10,,8,,1,0,0,0,A Technical Record that teaches the move Stealth Rock to a compatible Pokémon once.,both
tr77,1265,all-machines,technical-records,6000,10,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Grass Knot once.,both
tr78,1266,all-machines,technical-machines,10000,95,,8,,1,0,0,0,A Technical Record that teaches the move Sludge Wave to a compatible Pokémon once.,both
tr79,1267,all-machines,technical-machines,6000,10,,8,,1,0,0,0,A Technical Record that teaches the move Heavy Slam to a compatible Pokémon once.,both
tr80,1268,all-machines,technical-records,6000,10,,8,,1,0,0,0,A Technical Record that teaches the move Electro Ball to a compatible Pokémon once.,both
tr81,1269,all-machines,technical-records,6000,95,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Foul Play once.,both
tr82,1270,all-machines,technical-records,4000,20,,8,,1,0,1,0,A Technical Record that teaches a compatible Pokémon the move Stored Power once.,both
tr83,1271,all-machines,technical-records,4000,10,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Ally Switch once.,both
tr84,1272,all-machines,technical-machines,6000,80,,8,,1,0,0,0,A Technical Record that teaches the move Scald to a compatible Pokémon once.,both
tr85,1273,all-machines,technical-records,2000,10,,8,,1,0,1,0,A Technical Record that teaches the move Work Up to a compatible Pokémon once.,both
tr86,1274,all-machines,technical-machines,10000,90,,8,,1,0,0,0,A Technical Record that teaches the move Wild Charge to a compatible Pokémon once.,both
tr87,1275,all-machines,technical-records,6000,80,,8,,1,0,0,0,A Technical Record that teaches the move Drill Run to a compatible Pokémon once.,both
tr88,1276,all-machines,technical-records,6000,10,,8,,1,1,0,0,A Technical Record that teaches a compatible Pokémon the move Heat Crash once.,both
tr89,1277,all-machines,technical-records,16000,110,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Hurricane once.,both
tr90,1278,all-machines,technical-machines,10000,90,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Play Rough once.,both
tr91,1279,all-machines,technical-records,4000,10,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Venom Drench once.,both
tr92,1280,all-machines,technical-records,6000,80,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move Dazzling Gleam once.,both
tr93,1281,all-machines,technical-machines,10000,85,,8,,1,0,1,0,A Technical Record that teaches a compatible Pokémon the move Darkest Lariat once.,both
tr94,1282,all-machines,technical-records,10000,95,,8,,1,0,0,0,A Technical Record that teaches a compatible Pokémon the move High Horsepower once.,both
tr95,1283,all-machines,technical-machines,6000,80,,8,,1,0,0,0,A Technical Record that teaches the move Throat Chop to a compatible Pokémon once.,both
tr96,1284,all-machines,technical-records,10000,90,,8,,1,0,1,0,A Technical Record that teaches a compatible Pokémon the move Pollen Puff once.,both
tr97,1285,all-machines,technical-records,10000,85,,8,,1,0,0,0,A Technical Record that teaches the move Psychic Fangs to a compatible Pokémon once.,both
tr98,1286,all-machines,technical-records,6000,85,,8,,1,0,0,0,A Technical Record that teaches the move Liquidation to a compatible Pokémon once.,both
tr99,1287,all-machines,technical-records,6000,80,,8,,1,0,0,0,A Technical Record that teaches the move Body Press to a compatible Pokémon once.,both
tm00,1288,all-machines,technical-machines,10000,,,8,,,0,1,0,A Technical Machine that teaches a compatible Pokémon a move; the move taught depends on the game.,both
lonely-mint,1289,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon's Nature to Lonely, raising Attack and lowering Defense.",both
adamant-mint,1290,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon’s Nature to Adamant, boosting Attack while lowering Special Attack.",both
naughty-mint,1291,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon’s Nature to Naughty, raising Attack and lowering Special Defense.",both
brave-mint,1292,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon’s Nature to that of the Brave Nature, boosting Attack and lowering Speed.",both
bold-mint,1293,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon’s Nature to Bold, boosting Defense while lowering Attack.",both
impish-mint,1294,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon's nature to Impish, raising Defense and lowering Special Attack.",both
lax-mint,1295,nature-mints,misc-items,20,10,,8,,1,1,1,0,"A mint that changes the effect of a Pokémon’s Nature to that of the Lax Nature, raising Defense and lowering Special Defense.",both
relaxed-mint,1296,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon’s nature to Relaxed, raising Defense and lowering Speed.",both
modest-mint,1297,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon's Nature to Modest, raising Special Attack and lowering Attack.",both
mild-mint,1298,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon’s Nature to Mild, raising Special Attack and lowering Defense.",both
rash-mint,1299,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon’s Nature to Rash, raising Special Attack and lowering Special Defense.",both
quiet-mint,1300,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon’s nature to Quiet, boosting Special Attack while lowering Speed.",both
calm-mint,1301,nature-mints,misc-items,20,10,,8,,1,0,1,0,A mint that changes the effect of a Pokémon’s Nature to that of the Calm Nature.,both
gentle-mint,1302,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon's Nature to Gentle, raising Special Defense while lowering Defense.",both
careful-mint,1303,nature-mints,misc-items,20,10,,8,,1,0,1,0,A mint that changes the effect of a Pokémon’s Nature to that of the Careful Nature.,both
sassy-mint,1304,nature-mints,misc-items,20,10,,8,,1,0,1,0,A mint that changes the effect of a Pokémon's Nature to that of the Sassy Nature.,both
timid-mint,1305,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon's nature to Timid, boosting Speed while lowering Attack.",both
hasty-mint,1306,nature-mints,misc-items,20,10,,8,,1,0,1,0,A mint that changes the effect of a Pokémon's Nature to that of the Hasty Nature.,both
jolly-mint,1307,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes a Pokémon’s nature effects to those of a Jolly nature, boosting Speed and lowering Special Attack.",both
naive-mint,1308,nature-mints,misc-items,20,10,,8,,1,0,1,0,"A mint that changes the effect of a Pokémon’s nature to Naive, raising Speed and lowering Special Defense.",both
serious-mint,1309,nature-mints,misc-items,20,10,,8,,1,0,1,0,A mint that changes a Pokémon’s Nature effect so that no stat is increased or decreased.,both
wishing-piece,1310,collectibles,misc-items,20,50,,8,,1,1,1,0,An item that can be thrown into an inactive Pokémon Den to attract a wild Dynamax Pokémon.,both
cracked-pot,1311,evolution,evolution-items,1600,80,,8,,1,0,1,0,A peculiar teapot that can make a certain species of Pokémon evolve.,both
chipped-pot,1312,evolution,evolution-items,38000,80,,8,,1,0,1,0,A peculiar teapot that can make a certain species of Pokémon evolve.,both
hi-tech-earbuds,1313,gameplay,key-items,0,,,8,,0,0,1,0,Strange earbuds that allow you to freely control the volume of various sounds.,both
fruit-bunch,1314,curry-ingredients,ingredients,2200,10,,8,,1,1,1,1,An ingredient used for cooking curry that gives off a strong tropical feel.,both
moomoo-cheese,1315,curry-ingredients,ingredients,2200,20,,8,,1,1,0,0,An ingredient used for cooking curry that adds richness when melted.,both
spice-mix,1316,curry-ingredients,ingredients,400,50,,8,,1,1,0,0,"An ingredient used for cooking curry at camp, containing many different spices with a hot flavor.",both
fresh-cream,1317,curry-ingredients,ingredients,950,10,,8,,1,1,1,0,An ingredient used in cooking curry that adds sweetness when combined with spicy dishes.,both
packaged-curry,1318,curry-ingredients,ingredients,950,10,,8,,1,1,1,0,An ingredient used for cooking curry that helps prevent mistakes during preparation.,both
coconut-milk,1319,curry-ingredients,ingredients,950,10,,8,,1,0,0,0,"An ingredient used for cooking curry, valued for its refined sweetness.",both
instant-noodles,1320,curry-ingredients,ingredients,150,10,,8,,1,1,1,0,An ingredient that can be used for cooking curry at camp.,both
precooked-burger,1321,curry-ingredients,ingredients,150,10,,8,,1,0,1,0,An ingredient used for cooking curry at camp.,both
gigantamix,1322,curry-ingredients,ingredients,15000,50,,8,,1,0,1,0,A mysterious spice ingredient used for cooking curry that can make the dish gigantic.,both
wishing-chip,1323,unused,misc-items,0,,,8,,,,,,An item introduced in Generation VIII that is currently unobtainable.,both
rotom-bike--water-mode,1324,unused,,0,,,8,,,,,,,pokeapi
catching-charm,1325,gameplay,key-items,0,,,8,,0,0,0,0,A mysterious charm that increases the chance of getting a critical catch.,both
old-letter,1326,plot-advancement,key-items,0,,,8,,0,0,1,0,A weathered letter entrusted to the player to be delivered to a specific person.,both
band-autograph,1327,unused,key-items,0,,,8,,0,0,0,0,"An unused Key Item signed by all members of Galar’s most charismatic band, the Maximizers.",both
sonias-book,1328,plot-advancement,key-items,0,,,8,,0,0,0,0,A copy of Professor Sonia’s first published book documenting her discoveries about the legends of the Galar region.,both
rotom-catalog,1329,gameplay,key-items,0,,,8,,0,0,1,0,"A catalog of devices that Rotom like, allowing it to change between its various appliance forms.",both
dynamax-crystal-and458,1330,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-and15,1331,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-and337,1332,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-and603,1333,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-and390,1334,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr6879,1335,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr6859,1336,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr6913,1337,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr7348,1338,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr7121,1339,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr6746,1340,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr7194,1341,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr7337,1342,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr7343,1343,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr6812,1344,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr7116,1345,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr7264,1346,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sgr7597,1347,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-del7882,1348,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-del7906,1349,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-del7852,1350,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-psc596,1351,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-psc361,1352,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-psc510,1353,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-psc437,1354,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-psc8773,1355,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-lep1865,1356,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-lep1829,1357,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-boo5340,1358,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-boo5506,1359,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-boo5435,1360,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-boo5602,1361,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-boo5733,1362,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-boo5235,1363,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-boo5351,1364,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-hya3748,1365,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-hya3903,1366,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-hya3418,1367,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-hya3482,1368,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-hya3845,1369,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-eri1084,1370,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-eri472,1371,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-eri1666,1372,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-eri897,1373,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-eri1231,1374,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-eri874,1375,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-eri1298,1376,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-eri1325,1377,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-eri984,1378,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-eri1464,1379,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-eri1393,1380,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-eri850,1381,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-tau1409,1382,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-tau1457,1383,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-tau1165,1384,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-tau1791,1385,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-tau1910,1386,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-tau1346,1387,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-tau1373,1388,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-tau1412,1389,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cma2491,1390,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cma2693,1391,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cma2294,1392,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cma2827,1393,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cma2282,1394,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cma2618,1395,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cma2657,1396,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cma2646,1397,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma4905,1398,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma4301,1399,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma5191,1400,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma5054,1401,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma4295,1402,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma4660,1403,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma4554,1404,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma4069,1405,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma3569,1406,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma3323,1407,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma4033,1408,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma4377,1409,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma4375,1410,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma4518,1411,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-uma3594,1412,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vir5056,1413,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vir4825,1414,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vir4932,1415,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vir4540,1416,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vir4689,1417,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vir5338,1418,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vir4910,1419,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vir5315,1420,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vir5359,1421,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vir5409,1422,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vir5107,1423,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ari617,1424,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ari553,1425,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ari546,1426,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ari951,1427,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ori1713,1428,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ori2061,1429,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ori1790,1430,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ori1903,1431,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ori1948,1432,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ori2004,1433,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ori1852,1434,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ori1879,1435,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ori1899,1436,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ori1543,1437,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cas21,1438,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cas168,1439,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cas403,1440,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cas153,1441,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cas542,1442,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cas219,1443,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cas265,1444,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cnc3572,1445,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cnc3208,1446,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cnc3461,1447,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cnc3449,1448,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cnc3429,1449,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cnc3627,1450,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cnc3268,1451,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cnc3249,1452,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-com4968,1453,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-crv4757,1454,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-crv4623,1455,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-crv4662,1456,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-crv4786,1457,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aur1708,1458,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aur2088,1459,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aur1605,1460,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aur2095,1461,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aur1577,1462,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aur1641,1463,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-aur1612,1464,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-pav7790,1465,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cet911,1466,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cet681,1467,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cet188,1468,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cet539,1469,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cet804,1470,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cep8974,1471,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cep8162,1472,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cep8238,1473,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cep8417,1474,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cen5267,1475,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cen5288,1476,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cen551,1477,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cen5459,1478,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cen5460,1479,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cmi2943,1480,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-cmi2845,1481,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-equ8131,1482,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-vul7405,1483,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-umi424,1484,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-umi5563,1485,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-umi5735,1486,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-umi6789,1487,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-crt4287,1488,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-lyr7001,1489,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-lyr7178,1490,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-lyr7106,1491,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-lyr7298,1492,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-ara6585,1493,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco6134,1494,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco6527,1495,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco6553,1496,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco5953,1497,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco5984,1498,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco6508,1499,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco6084,1500,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco5944,1501,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco6630,1502,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco6027,1503,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco6247,1504,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco6252,1505,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco5928,1506,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco6241,1507,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-sco6165,1508,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-tri544,1509,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-leo3982,1510,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-leo4534,1511,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-leo4357,1512,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-leo4057,1513,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-leo4359,1514,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-leo4031,1515,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-leo3852,1516,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-leo3905,1517,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-leo3773,1518,dynamax-crystals,,20,,,8,,,,,,,pokeapi
dynamax-crystal-gru8425,1519,dynamax-crystals,,20,,,8,,,,,,,pokeapi
