identifier,id,pokemon,form_identifier,introduced_in_version_group,is_default,is_battle_only,is_mega,form_order,order,form_name_ja_hrkt,pokemon_name_ja_hrkt,form_name_ko,form_name_fr,pokemon_name_fr,form_name_de,pokemon_name_de,form_name_es,form_name_it,form_name_en,pokemon_name_en,form_name_ja,pokemon_name_ja,form_name_es_419,form_name_zh_hant,form_name_zh_hans
furfrou-matron,10119,furfrou,matron,x-y,0,0,0,6,975,マダムカット,,마담컷,Coupe Madame,Couafarel Madame,Damenschnitt,Coiffwaff (Damen),Corte Dama,Taglio Gentildonna,Matron Trim,Matron Furfrou,マダムカット,,Corte Dama,,
furfrou-dandy,10120,furfrou,dandy,x-y,0,0,0,7,976,ジェントルカット,,젠틀컷,Coupe Monsieur,Couafarel Monsieur,Kavaliersschnitt,Coiffwaff (Kavalier),Corte Caballero,Taglio Gentiluomo,Dandy Trim,Dandy Furfrou,ジェントルカット,,Corte Caballero,,
furfrou-la-reine,10121,furfrou,la-reine,x-y,0,0,0,8,977,クイーンカット,,퀸컷,Coupe Reine,Couafarel Reine,Königinnenschnitt,Coiffwaff (Königin),Corte Aristocrático,Taglio Regina,La Reine Trim,La Reine Furfrou,クイーンカット,,Corte Aristocrático,,
furfrou-kabuki,10122,furfrou,kabuki,x-y,0,0,0,9,978,カブキカット,,가부키컷,Coupe Kabuki,Couafarel Kabuki,Kabuki-Schnitt,Coiffwaff (Kabuki),Corte Kabuki,Taglio Kabuki,Kabuki Trim,Kabuki Furfrou,カブキカット,,Corte Kabuki,,
furfrou-pharaoh,10123,furfrou,pharaoh,x-y,0,0,0,10,979,キングダムカット,,킹덤컷,Coupe Pharaon,Couafarel Pharaon,Herrscherschnitt,Coiffwaff (Herrscher),Corte Faraónico,Taglio Faraone,Pharaoh Trim,Pharaoh Furfrou,キングダムカット,,Corte Faraónico,,
meowstic-female,10124,meowstic-female,female,x-y,1,0,0,2,982,メスのすがた,,암컷의 모습,Femelle,Mistigrix Femelle,Weiblich,Psiaugon ♀,Hembra,Femmina,Female,Female Meowstic,メスのすがた,,Hembra,雌性的樣子,雌性的样子
aegislash-blade,10125,aegislash-blade,blade,x-y,1,1,0,2,988,ブレードフォルム,,블레이드폼,Forme Assaut,Exagide Assaut,Klingenform,Durengard (Klinge),Forma Filo,Forma Spada,Blade Forme,Blade Aegislash,ブレードフォルム,,Forma Filo,刀劍形態,刀剑形态
pumpkaboo-small,10126,pumpkaboo-small,small,x-y,1,0,0,2,1021,ちいさいサイズ,,작은 사이즈,Taille Mini,Pitrouille Mini,Größe S,Irrbis (S),Tamaño Pequeño,Mini,Small Size,Small Pumpkaboo,ちいさいサイズ,,Tamaño Pequeño,小尺寸,小尺寸
pumpkaboo-large,10127,pumpkaboo-large,large,x-y,1,0,0,3,1022,おおきいサイズ,,큰 사이즈,Taille Maxi,Pitrouille Maxi,Größe L,Irrbis (L),Tamaño Grande,Grande,Large Size,Large Pumpkaboo,おおきいサイズ,,Tamaño Grande,大尺寸,大尺寸
pumpkaboo-super,10128,pumpkaboo-super,super,x-y,1,0,0,4,1023,とくだいサイズ,,특대 사이즈,Taille Ultra,Pitrouille Ultra,Größe XL,Irrbis (XL),Tamaño Extragrande,Maxi,Super Size,Super Pumpkaboo,とくだいサイズ,,Tamaño Extragrande,特大尺寸,特大尺寸
gourgeist-small,10129,gourgeist-small,small,x-y,1,0,0,2,1025,ちいさいサイズ,,작은 사이즈,Taille Mini,Banshitrouye Mini,Größe S,Pumpdjinn (S),Tamaño Pequeño,Mini,Small Size,Small Gourgeist,ちいさいサイズ,,Tamaño Pequeño,小尺寸,小尺寸
gourgeist-large,10130,gourgeist-large,large,x-y,1,0,0,3,1026,おおきいサイズ,,큰 사이즈,Taille Maxi,Banshitrouye Maxi,Größe L,Pumpdjinn (L),Tamaño Grande,Grande,Large Size,Large Gourgeist,おおきいサイズ,,Tamaño Grande,大尺寸,大尺寸
gourgeist-super,10131,gourgeist-super,super,x-y,1,0,0,4,1027,とくだいサイズ,,특대 사이즈,Taille Ultra,Banshitrouye Ultra,Größe XL,Pumpdjinn (XL),Tamaño Extragrande,Maxi,Super Size,Super Gourgeist,とくだいサイズ,,Tamaño Extragrande,特大尺寸,特大尺寸
xerneas-neutral,10132,xerneas,neutral,x-y,1,0,0,1,1032,リラックスモード,,릴랙스모드,Mode Paisible,Xerneas Paisible,Ruhe-Modus,Xerneas (Ruhe),Modo Relajado,Modo Relax,Neutral Mode,Neutral Xerneas,リラックスモード,,Modo Relajado,放鬆模式,放松模式
venusaur-mega,10133,venusaur-mega,mega,x-y,1,1,1,2,4,メガフシギバナ,,메가이상해꽃,Méga-Florizarre,Méga-Florizarre,Mega-Form,Mega-Bisaflor,Mega-Venusaur,MegaVenusaur,Mega Venusaur,Mega Venusaur,メガフシギバナ,,Mega-Venusaur,超級妙蛙花,超级妙蛙花
charizard-mega-x,10134,charizard-mega-x,mega-x,x-y,1,1,1,2,8,メガリザードンＸ,,메가리자몽X,Méga-Dracaufeu X,Méga-Dracaufeu X,Mega-Form,Mega-Glurak X,Mega-Charizard X,MegaCharizard X,Mega Charizard X,Mega Charizard X,メガリザードンＸ,,Mega-Charizard X,超級噴火龍Ｘ,超级喷火龙Ｘ
charizard-mega-y,10135,charizard-mega-y,mega-y,x-y,1,1,1,3,9,メガリザードンＹ,,메가리자몽Y,Méga-Dracaufeu Y,Méga-Dracaufeu Y,Mega-Form,Mega-Glurak Y,Mega-Charizard Y,MegaCharizard Y,Mega Charizard Y,Mega Charizard Y,メガリザードンＹ,,Mega-Charizard Y,超級噴火龍Ｙ,超级喷火龙Ｙ
blastoise-mega,10136,blastoise-mega,mega,x-y,1,1,1,2,13,メガカメックス,,메가거북왕,Méga-Tortank,Méga-Tortank,Mega-Form,Mega-Turtok,Mega-Blastoise,MegaBlastoise,Mega Blastoise,Mega Blastoise,メガカメックス,,Mega-Blastoise,超級水箭龜,超级水箭龟
alakazam-mega,10137,alakazam-mega,mega,x-y,1,1,1,2,110,メガフーディン,,메가후딘,Méga-Alakazam,Méga-Alakazam,Mega-Form,Mega-Simsala,Mega-Alakazam,MegaAlakazam,Mega Alakazam,Mega Alakazam,メガフーディン,,Mega-Alakazam,超級胡地,超级胡地
gengar-mega,10138,gengar-mega,mega,x-y,1,1,1,2,155,メガゲンガー,,메가팬텀,Méga-Ectoplasma,Méga-Ectoplasma,Mega-Form,Mega-Gengar,Mega-Gengar,MegaGengar,Mega Gengar,Mega Gengar,メガゲンガー,,Mega-Gengar,超級耿鬼,超级耿鬼
kangaskhan-mega,10139,kangaskhan-mega,mega,x-y,1,1,1,2,190,メガガルーラ,,메가캥카,Méga-Kangourex,Méga-Kangourex,Mega-Form,Mega-Kangama,Mega-Kangaskhan,MegaKangaskhan,Mega Kangaskhan,Mega Kangaskhan,メガガルーラ,,Mega-Kangaskhan,超級袋獸,超级袋兽
pinsir-mega,10140,pinsir-mega,mega,x-y,1,1,1,2,214,メガカイロス,,메가쁘사이저,Méga-Scarabrute,Méga-Scarabrute,Mega-Form,Mega-Pinsir,Mega-Pinsir,MegaPinsir,Mega Pinsir,Mega Pinsir,メガカイロス,,Mega-Pinsir,超級凱羅斯,超级凯罗斯
gyarados-mega,10141,gyarados-mega,mega,x-y,1,1,1,2,218,メガギャラドス,,메가갸라도스,Méga-Léviator,Méga-Léviator,Mega-Form,Mega-Garados,Mega-Gyarados,MegaGyarados,Mega Gyarados,Mega Gyarados,メガギャラドス,,Mega-Gyarados,超級暴鯉龍,超级暴鲤龙
aerodactyl-mega,10142,aerodactyl-mega,mega,x-y,1,1,1,2,239,メガプテラ,,메가프테라,Méga-Ptéra,Méga-Ptéra,Mega-Form,Mega-Aerodactyl,Mega-Aerodactyl,MegaAerodactyl,Mega Aerodactyl,Mega Aerodactyl,メガプテラ,,Mega-Aerodactyl,超級化石翼龍,超级化石翼龙
mewtwo-mega-x,10143,mewtwo-mega-x,mega-x,x-y,1,1,1,2,253,メガミュウツーＸ,,메가뮤츠X,Méga-Mewtwo X,Méga-Mewtwo X,Mega-Form,Mega-Mewtu X,Mega-Mewtwo X,MegaMewtwo X,Mega Mewtwo X,Mega Mewtwo X,メガミュウツーＸ,,Mega-Mewtwo X,超級超夢Ｘ,超级超梦Ｘ
mewtwo-mega-y,10144,mewtwo-mega-y,mega-y,x-y,1,1,1,3,254,メガミュウツーＹ,,메가뮤츠Y,Méga-Mewtwo Y,Méga-Mewtwo Y,Mega-Form,Mega-Mewtu Y,Mega-Mewtwo Y,MegaMewtwo Y,Mega Mewtwo Y,Mega Mewtwo Y,メガミュウツーＹ,,Mega-Mewtwo Y,超級超夢Ｙ,超级超梦Ｙ
ampharos-mega,10145,ampharos-mega,mega,x-y,1,1,1,2,285,メガデンリュウ,,메가전룡,Méga-Pharamp,Méga-Pharamp,Mega-Form,Mega-Ampharos,Mega-Ampharos,MegaAmpharos,Mega Ampharos,Mega Ampharos,メガデンリュウ,,Mega-Ampharos,超級電龍,超级电龙
scizor-mega,10146,scizor-mega,mega,x-y,1,1,1,2,204,メガハッサム,,메가핫삼,Méga-Cizayox,Méga-Cizayox,Mega-Form,Mega-Scherox,Mega-Scizor,MegaScizor,Mega Scizor,Mega Scizor,メガハッサム,,Mega-Scizor,超級巨鉗螳螂,超级巨钳螳螂
heracross-mega,10147,heracross-mega,mega,x-y,1,1,1,2,347,メガヘラクロス,,메가헤라크로스,Méga-Scarhino,Méga-Scarhino,Mega-Form,Mega-Skaraborn,Mega-Heracross,MegaHeracross,Mega Heracross,Mega Heracross,メガヘラクロス,,Mega-Heracross,超級赫拉克羅斯,超级赫拉克罗斯
houndoom-mega,10148,houndoom-mega,mega,x-y,1,1,1,2,368,メガヘルガー,,메가헬가,Méga-Démolosse,Méga-Démolosse,Mega-Form,Mega-Hundemon,Mega-Houndoom,MegaHoundoom,Mega Houndoom,Mega Houndoom,メガヘルガー,,Mega-Houndoom,超級黑魯加,超级黑鲁加
tyranitar-mega,10149,tyranitar-mega,mega,x-y,1,1,1,2,380,メガバンギラス,,메가마기라스,Méga-Tyranocif,Méga-Tyranocif,Mega-Form,Mega-Despotar,Mega-Tyranitar,MegaTyranitar,Mega Tyranitar,Mega Tyranitar,メガバンギラス,,Mega-Tyranitar,超級班基拉斯,超级班基拉斯
blaziken-mega,10150,blaziken-mega,mega,x-y,1,1,1,2,391,メガバシャーモ,,메가번치코,Méga-Braségali,Méga-Braségali,Mega-Form,Mega-Lohgock,Mega-Blaziken,MegaBlaziken,Mega Blaziken,Mega Blaziken,メガバシャーモ,,Mega-Blaziken,超級火焰雞,超级火焰鸡
gardevoir-mega,10151,gardevoir-mega,mega,x-y,1,1,1,2,420,メガサーナイト,,메가가디안,Méga-Gardevoir,Méga-Gardevoir,Mega-Form,Mega-Guardevoir,Mega-Gardevoir,MegaGardevoir,Mega Gardevoir,Mega Gardevoir,メガサーナイト,,Mega-Gardevoir,超級沙奈朵,超级沙奈朵
mawile-mega,10152,mawile-mega,mega,x-y,1,1,1,2,445,メガクチート,,메가입치트,Méga-Mysdibule,Méga-Mysdibule,Mega-Form,Mega-Flunkifer,Mega-Mawile,MegaMawile,Mega Mawile,Mega Mawile,メガクチート,,Mega-Mawile,超級大嘴娃,超级大嘴娃
aggron-mega,10153,aggron-mega,mega,x-y,1,1,1,2,449,メガボスゴドラ,,메가보스로라,Méga-Galeking,Méga-Galeking,Mega-Form,Mega-Stolloss,Mega-Aggron,MegaAggron,Mega Aggron,Mega Aggron,メガボスゴドラ,,Mega-Aggron,超級波士可多拉,超级波士可多拉
medicham-mega,10154,medicham-mega,mega,x-y,1,1,1,2,452,メガチャーレム,,메가요가램,Méga-Charmina,Méga-Charmina,Mega-Form,Mega-Meditalis,Mega-Medicham,MegaMedicham,Mega Medicham,Mega Medicham,メガチャーレム,,Mega-Medicham,超級恰雷姆,超级恰雷姆
manectric-mega,10155,manectric-mega,mega,x-y,1,1,1,2,455,メガライボルト,,메가썬더볼트,Méga-Élecsprint,Méga-Élecsprint,Mega-Form,Mega-Voltenso,Mega-Manectric,MegaManectric,Mega Manectric,Mega Manectric,メガライボルト,,Mega-Manectric,超級雷電獸,超级雷电兽
banette-mega,10156,banette-mega,mega,x-y,1,1,1,2,508,メガジュペッタ,,메가다크펫,Méga-Branette,Méga-Branette,Mega-Form,Mega-Banette,Mega-Banette,MegaBanette,Mega Banette,Mega Banette,メガジュペッタ,,Mega-Banette,超級詛咒娃娃,超级诅咒娃娃
absol-mega,10157,absol-mega,mega,x-y,1,1,1,2,517,メガアブソル,,메가앱솔,Méga-Absol,Méga-Absol,Mega-Form,Mega-Absol,Mega-Absol,MegaAbsol,Mega Absol,Mega Absol,メガアブソル,,Mega-Absol,超級阿勃梭魯,超级阿勃梭鲁
garchomp-mega,10158,garchomp-mega,mega,x-y,1,1,1,2,619,メガガブリアス,,메가한카리아스,Méga-Carchacrok,Méga-Carchacrok,Mega-Form,Mega-Knakrack,Mega-Garchomp,MegaGarchomp,Mega Garchomp,Mega Garchomp,メガガブリアス,,Mega-Garchomp,超級烈咬陸鯊,超级烈咬陆鲨
lucario-mega,10159,lucario-mega,mega,x-y,1,1,1,2,623,メガルカリオ,,메가루카리오,Méga-Lucario,Méga-Lucario,Mega-Form,Mega-Lucario,Mega-Lucario,MegaLucario,Mega Lucario,Mega Lucario,メガルカリオ,,Mega-Lucario,超級路卡利歐,超级路卡利欧
abomasnow-mega,10160,abomasnow-mega,mega,x-y,1,1,1,2,636,メガユキノオー,,메가눈설왕,Méga-Blizzaroi,Méga-Blizzaroi,Mega-Form,Mega-Rexblisar,Mega-Abomasnow,MegaAbomasnow,Mega Abomasnow,Mega Abomasnow,メガユキノオー,,Mega-Abomasnow,超級暴雪王,超级暴雪王
vivillon-fancy,10161,vivillon,fancy,x-y,0,0,0,19,944,ファンシーなもよう,,팬시한 모양,Motif Fantaisie,Prismillon Fantaisie,Fantasiemuster,Vivillion (Fantasie),Motivo Fantasía,Motivo Sbarazzino,Fancy Pattern,Fancy Vivillon,ファンシーなもよう,,Motivo Fantasía,,
vivillon-poke-ball,10162,vivillon,poke-ball,x-y,0,0,0,20,945,ボールのもよう,,볼의 모양,Motif Poké Ball,Prismillon Poké Ball,Pokéball-Muster,Vivillion (Pokeball),Motivo Poké Ball,Motivo Poké Ball,Poké Ball Pattern,Poké Ball Vivillon,ボールのもよう,,Motivo Poké Ball,,
floette-eternal,10163,floette-eternal,eternal,x-y,1,0,0,6,959,えいえんのはな,,영원의 꽃,Fleur Éternelle,Floette Éternel,Ewigblütler,Floette (Ewigblütler),Flor Eterna,Fiore Eterno,Eternal Flower,Eternal Floette,えいえんのはな,,Flor Eterna,,
latias-mega,10164,latias-mega,mega,x-y,1,1,1,2,544,メガラティアス,,메가라티아스,Méga-Latias,Méga-Latias,Mega-Form,Mega-Latias,Mega-Latias,MegaLatias,Mega Latias,Mega Latias,メガラティアス,,Mega-Latias,超級拉帝亞斯,超级拉帝亚斯
latios-mega,10165,latios-mega,mega,x-y,1,1,1,2,546,メガラティオス,,메가라티오스,Méga-Latios,Méga-Latios,Mega-Form,Mega-Latios,Mega-Latios,MegaLatios,Mega Latios,Mega Latios,メガラティオス,,Mega-Latios,超級拉帝歐斯,超级拉帝欧斯
swampert-mega,10166,swampert-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,395,メガラグラージ,,메가대짱이,Méga-Laggron,Méga-Laggron,Mega-Form,Mega-Sumpex,Mega-Swampert,MegaSwampert,Mega Swampert,Mega Swampert,メガラグラージ,,Mega-Swampert,超級巨沼怪,超级巨沼怪
sceptile-mega,10167,sceptile-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,387,メガジュカイン,,메가나무킹,Méga-Jungko,Méga-Jungko,Mega-Form,Mega-Gewaldro,Mega-Sceptile,MegaSceptile,Mega Sceptile,Mega Sceptile,メガジュカイン,,Mega-Sceptile,超級蜥蜴王,超级蜥蜴王
sableye-mega,10168,sableye-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,443,メガヤミラミ,,메가깜까미,Méga-Ténéfix,Méga-Ténéfix,Mega-Form,Mega-Zobiris,Mega-Sableye,MegaSableye,Mega Sableye,Mega Sableye,メガヤミラミ,,Mega-Sableye,超級勾魂眼,超级勾魂眼
altaria-mega,10169,altaria-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,484,メガチルタリス,,메가파비코리,Méga-Altaria,Méga-Altaria,Mega-Form,Mega-Altaria,Mega-Altaria,MegaAltaria,Mega Altaria,Mega Altaria,メガチルタリス,,Mega-Altaria,超級七夕青鳥,超级七夕青鸟
gallade-mega,10170,gallade-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,422,メガエルレイド,,메가엘레이드,Méga-Gallame,Méga-Gallame,Mega-Form,Mega-Galagladi,Mega-Gallade,MegaGallade,Mega Gallade,Mega Gallade,メガエルレイド,,Mega-Gallade,超級艾路雷朵,超级艾路雷朵
audino-mega,10171,audino-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,719,メガタブンネ,,메가다부니,Méga-Nanméouïe,Méga-Nanméouïe,Mega-Form,Mega-Ohrdoch,Mega-Audino,MegaAudino,Mega Audino,Mega Audino,メガタブンネ,,Mega-Audino,超級差不多娃娃,超级差不多娃娃
sharpedo-mega,10172,sharpedo-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,467,メガサメハダー,,메가샤크니아,Méga-Sharpedo,Méga-Sharpedo,Mega-Form,Mega-Tohaido,Mega-Sharpedo,MegaSharpedo,Mega Sharpedo,Mega Sharpedo,メガサメハダー,,Mega-Sharpedo,超級巨牙鯊,超级巨牙鲨
slowbro-mega,10173,slowbro-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,133,メガヤドラン,,메가야도란,Méga-Flagadoss,Méga-Flagadoss,Mega-Form,Mega-Lahmus,Mega-Slowbro,MegaSlowbro,Mega Slowbro,Mega Slowbro,メガヤドラン,,Mega-Slowbro,超級呆殼獸,超级呆壳兽
steelix-mega,10174,steelix-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,158,メガハガネール,,메가강철톤,Méga-Steelix,Méga-Steelix,Mega-Form,Mega-Stahlos,Mega-Steelix,MegaSteelix,Mega Steelix,Mega Steelix,メガハガネール,,Mega-Steelix,超級大鋼蛇,超级大钢蛇
pidgeot-mega,10175,pidgeot-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,24,メガピジョット,,메가피죤투,Méga-Roucarnage,Méga-Roucarnage,Mega-Form,Mega-Tauboss,Mega-Pidgeot,MegaPidgeot,Mega Pidgeot,Mega Pidgeot,メガピジョット,,Mega-Pidgeot,超級大比鳥,超级大比鸟
glalie-mega,10176,glalie-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,521,メガオニゴーリ,,메가얼음귀신,Méga-Oniglali,Méga-Oniglali,Mega-Form,Mega-Firnontor,Mega-Glalie,MegaGlalie,Mega Glalie,Mega Glalie,メガオニゴーリ,,Mega-Glalie,超級冰鬼護,超级冰鬼护
diancie-mega,10177,diancie-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,1042,メガディアンシー,,메가디안시,Méga-Diancie,Méga-Diancie,Mega-Form,Mega-Diancie,Mega-Diancie,MegaDiancie,Mega Diancie,Mega Diancie,メガディアンシー,,Mega-Diancie,超級蒂安希,超级蒂安希
metagross-mega,10178,metagross-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,539,メガメタグロス,,메가메타그로스,Méga-Métalosse,Méga-Métalosse,Mega-Form,Mega-Metagross,Mega-Metagross,MegaMetagross,Mega Metagross,Mega Metagross,メガメタグロス,,Mega-Metagross,超級巨金怪,超级巨金怪
kyogre-primal,10179,kyogre-primal,primal,omega-ruby-alpha-sapphire,1,1,0,2,548,ゲンシカイキのすがた,,원시회귀의 모습,Primo-Résurgence,Primo-Kyogre,Protomorphose,Proto-Kyogre,Regresión Primigenia,Archeorisveglio,Primal Reversion,Primal Kyogre,ゲンシカイキのすがた,,Regresión Primigenia,原始回歸的樣子,原始回归的样子
groudon-primal,10180,groudon-primal,primal,omega-ruby-alpha-sapphire,1,1,0,2,550,ゲンシカイキのすがた,,원시회귀의 모습,Primo-Résurgence,Primo-Groudon,Protomorphose,Proto-Groudon,Regresión Primigenia,Archeorisveglio,Primal Reversion,Primal Groudon,ゲンシカイキのすがた,,Regresión Primigenia,原始回歸的樣子,原始回归的样子
rayquaza-mega,10181,rayquaza-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,552,メガレックウザ,,메가레쿠쟈,Méga-Rayquaza,Méga-Rayquaza,Mega-Form,Mega-Rayquaza,Mega-Rayquaza,MegaRayquaza,Mega Rayquaza,Mega Rayquaza,メガレックウザ,,Mega-Rayquaza,超級烈空坐,超级烈空坐
pikachu-rock-star,10182,pikachu-rock-star,rock-star,omega-ruby-alpha-sapphire,1,0,0,3,38,ハードロック・ピカチュウ,,,Pikachu Rockeur,Pikachu Rockeur,Cosplayform,Rock Star Pikachu,,,Pikachu Rock Star,Pikachu Rock Star,ハードロック・ピカチュウ,,,,
pikachu-belle,10183,pikachu-belle,belle,omega-ruby-alpha-sapphire,1,0,0,4,39,マダム・ピカチュウ,,,Pikachu Lady,Pikachu Lady,Cosplayform,Lady Pikachu,,,Pikachu Belle,Pikachu Belle,マダム・ピカチュウ,,,,
pikachu-pop-star,10184,pikachu-pop-star,pop-star,omega-ruby-alpha-sapphire,1,0,0,5,40,アイドル・ピカチュウ,,,Pikachu Star,Pikachu Star,Cosplayform,Pop Star Pikachu,,,Pikachu Pop Star,Pikachu Pop Star,アイドル・ピカチュウ,,,,
pikachu-phd,10185,pikachu-phd,phd,omega-ruby-alpha-sapphire,1,0,0,6,41,ドクター・ピカチュウ,,,Pikachu Docteur,Pikachu Docteur,Cosplayform,Dr. Pikachu,,,Pikachu Ph.D.,Pikachu Ph.D.,ドクター・ピカチュウ,,,,
pikachu-libre,10186,pikachu-libre,libre,omega-ruby-alpha-sapphire,1,0,0,7,42,マスクド・ピカチュウ,,,Pikachu Catcheur,Pikachu Catcheur,Cosplayform,Wrestling Pikachu,,,Pikachu Libre,Pikachu Libre,マスクド・ピカチュウ,,,,
pikachu-cosplay,10187,pikachu-cosplay,cosplay,omega-ruby-alpha-sapphire,1,0,0,2,37,おきがえピカチュウ,,,Pikachu Cosplayeur,Pikachu Cosplayeur,Cosplayform,Cosplay Pikachu,,,Cosplay Pikachu,Cosplay Pikachu,おきがえピカチュウ,,,,
hoopa-unbound,10188,hoopa-unbound,unbound,omega-ruby-alpha-sapphire,1,0,0,2,1044,ときはなたれしフーパ,,굴레를 벗어난 후파,Hoopa Déchaîné,Hoopa Déchaîné,Entfesseltes Hoopa,Entfesseltes Hoopa,Hoopa Desatado,Hoopa Libero,Hoopa Unbound,Hoopa Unbound,ときはなたれしフーパ,,Hoopa Desatado,解放胡帕,解放胡帕
camerupt-mega,10189,camerupt-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,472,メガバクーダ,,메가폭타,Méga-Camérupt,Méga-Camérupt,Mega-Form,Mega-Camerupt,Mega-Camerupt,MegaCamerupt,Mega Camerupt,Mega Camerupt,メガバクーダ,,Mega-Camerupt,超級噴火駝,超级喷火驼
lopunny-mega,10190,lopunny-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,607,メガミミロップ,,메가이어롭,Méga-Lockpin,Méga-Lockpin,Mega-Form,Mega-Schlapor,Mega-Lopunny,MegaLopunny,Mega Lopunny,Mega Lopunny,メガミミロップ,,Mega-Lopunny,超級長耳兔,超级长耳兔
salamence-mega,10191,salamence-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,535,メガボーマンダ,,메가보만다,Méga-Drattak,Méga-Drattak,Mega-Form,Mega-Brutalanda,Mega-Salamence,MegaSalamence,Mega Salamence,Mega Salamence,メガボーマンダ,,Mega-Salamence,超級暴飛龍,超级暴飞龙
beedrill-mega,10192,beedrill-mega,mega,omega-ruby-alpha-sapphire,1,1,1,2,20,メガスピアー,,메가독침붕,Méga-Dardargnan,Méga-Dardargnan,Mega-Form,Mega-Bibor,Mega-Beedrill,MegaBeedrill,Mega Beedrill,Mega Beedrill,メガスピアー,,Mega-Beedrill,超級大針蜂,超级大针蜂
rattata-alola,10193,rattata-alola,alola,sun-moon,1,0,0,2,26,アローラのすがた,,알로라의 모습,Forme d’Alola,Rattata d’Alola,Alola-Form,Alola Rattfratz,Forma de Alola,Forma di Alola,Alolan Form,Alolan Rattata,アローラのすがた,,Forma de Alola,阿羅拉的樣子,阿罗拉的样子
raticate-alola,10194,raticate-alola,alola,sun-moon,1,0,0,2,28,アローラのすがた,,알로라의 모습,Forme d’Alola,Rattatac d’Alola,Alola-Form,Alola Rattikarl,Forma de Alola,Forma di Alola,Alolan Form,Alolan Raticate,アローラのすがた,,Forma de Alola,阿羅拉的樣子,阿罗拉的样子
raticate-totem-alola,10195,raticate-totem-alola,totem-alola,sun-moon,1,0,0,3,29,,,,,Rattatac d’Alola Dominant,Totemform,Totem Alola Rattikarl,,,,Totem Alolan Raticate,,,,,
pikachu-original-cap,10196,pikachu-original-cap,original-cap,sun-moon,1,0,0,8,43,オリジナルキャップ,,오리지널캡,Casquette Originale,Pikachu Casquette Originale,Original-Kappe,Pikachu (Original-Kappe),Gorra Original,Berretto Originale,Original Cap,Original Cap Pikachu,オリジナルキャップ,,Gorra Original,初始帽子,初始帽子
pikachu-hoenn-cap,10197,pikachu-hoenn-cap,hoenn-cap,sun-moon,1,0,0,9,44,ホウエンキャップ,,호연캡,Casquette de Hoenn,Pikachu Casquette de Hoenn,Hoenn-Kappe,Pikachu (Hoenn-Kappe),Gorra Hoenn,Berretto Hoenn,Hoenn Cap,Hoenn Cap Pikachu,ホウエンキャップ,,Gorra Hoenn,豐緣帽子,丰缘帽子
pikachu-sinnoh-cap,10198,pikachu-sinnoh-cap,sinnoh-cap,sun-moon,1,0,0,10,45,シンオウキャップ,,신오캡,Casquette de Sinnoh,Pikachu Casquette de Sinnoh,Sinnoh-Kappe,Pikachu (Sinnoh-Kappe),Gorra Sinnoh,Berretto Sinnoh,Sinnoh Cap,Sinnoh Cap Pikachu,シンオウキャップ,,Gorra Sinnoh,神奧帽子,神奥帽子
pikachu-unova-cap,10199,pikachu-unova-cap,unova-cap,sun-moon,1,0,0,11,46,イッシュキャップ,,하나캡,Casquette d’Unys,Pikachu Casquette d’Unys,Einall-Kappe,Pikachu (Einall-Kappe),Gorra Teselia,Berretto Unima,Unova Cap,Unova Cap Pikachu,イッシュキャップ,,Gorra Teselia,合眾帽子,合众帽子
pikachu-kalos-cap,10200,pikachu-kalos-cap,kalos-cap,sun-moon,1,0,0,12,47,カロスキャップ,,칼로스캡,Casquette de Kalos,Pikachu Casquette de Kalos,Kalos-Kappe,Pikachu (Kalos-Kappe),Gorra Kalos,Berretto Kalos,Kalos Cap,Kalos Cap Pikachu,カロスキャップ,,Gorra Kalos,卡洛斯帽子,卡洛斯帽子
pikachu-alola-cap,10201,pikachu-alola-cap,alola-cap,sun-moon,1,0,0,13,48,アローラキャップ,,알로라캡,Casquette d’Alola,Pikachu Casquette d’Alola,Alola-Kappe,Pikachu (Alola-Kappe),Gorra Alola,Berretto Alola,Alola Cap,Alola Cap Pikachu,アローラキャップ,,Gorra Alola,阿羅拉帽子,阿罗拉帽子
raichu-alola,10202,raichu-alola,alola,sun-moon,1,0,0,2,53,アローラのすがた,,알로라의 모습,Forme d’Alola,Raichu d’Alola,Alola-Form,Alola Raichu,Forma de Alola,Forma di Alola,Alolan Form,Alolan Raichu,アローラのすがた,,Forma de Alola,阿羅拉的樣子,阿罗拉的样子
