form,pokeathlon_stat,minimum_stat,base_stat,maximum_stat
shieldon,speed,1,3,3
shieldon,power,1,3,4
shieldon,skill,1,2,3
shieldon,stamina,2,4,5
shieldon,jump,2,2,2
bastiodon,speed,1,2,2
bastiodon,power,1,3,5
bastiodon,skill,1,1,3
bastiodon,stamina,3,5,5
bastiodon,jump,2,2,2
burmy-plant,speed,1,1,5
burmy-plant,power,1,1,3
burmy-plant,skill,1,1,5
burmy-plant,stamina,1,1,4
burmy-plant,jump,2,2,3
wormadam-plant,speed,1,3,4
wormadam-plant,power,1,2,3
wormadam-plant,skill,1,4,4
wormadam-plant,stamina,1,3,4
wormadam-plant,jump,2,3,3
mothim-plant,speed,3,4,5
mothim-plant,power,1,3,4
mothim-plant,skill,1,2,4
mothim-plant,stamina,1,1,2
mothim-plant,jump,4,5,5
combee,speed,3,5,5
combee,power,1,1,2
combee,skill,1,1,1
combee,stamina,1,1,2
combee,jump,4,5,5
vespiquen,speed,1,3,3
vespiquen,power,1,1,3
vespiquen,skill,1,4,5
vespiquen,stamina,1,3,5
vespiquen,jump,4,5,5
pachirisu,speed,1,4,5
pachirisu,power,1,2,3
pachirisu,skill,1,3,5
pachirisu,stamina,1,2,3
pachirisu,jump,2,3,3
buizel,speed,3,5,5
buizel,power,1,1,4
buizel,skill,1,2,4
buizel,stamina,1,2,4
buizel,jump,2,3,3
floatzel,speed,1,3,4
floatzel,power,2,3,4
floatzel,skill,2,3,5
floatzel,stamina,3,3,5
floatzel,jump,2,3,3
cherubi,speed,1,3,4
cherubi,power,1,1,3
cherubi,skill,1,2,3
cherubi,stamina,1,2,3
cherubi,jump,2,2,3
cherrim-overcast,speed,1,3,4
cherrim-overcast,power,1,2,3
cherrim-overcast,skill,1,4,5
cherrim-overcast,stamina,1,2,4
cherrim-overcast,jump,2,3,3
shellos-west,speed,1,1,3
shellos-west,power,1,1,4
shellos-west,skill,1,1,3
shellos-west,stamina,1,3,5
shellos-west,jump,2,2,2
gastrodon-west,speed,1,1,2
gastrodon-west,power,3,4,5
gastrodon-west,skill,1,3,3
gastrodon-west,stamina,4,5,5
gastrodon-west,jump,2,2,2
ambipom,speed,1,3,4
ambipom,power,1,2,4
ambipom,skill,3,5,5
ambipom,stamina,2,3,4
ambipom,jump,2,3,4
drifloon,speed,1,3,5
drifloon,power,1,1,1
drifloon,skill,1,4,4
drifloon,stamina,1,3,4
drifloon,jump,4,5,5
drifblim,speed,2,3,4
drifblim,power,1,3,3
drifblim,skill,1,2,2
drifblim,stamina,2,4,5
drifblim,jump,4,5,5
buneary,speed,2,4,5
buneary,power,1,2,4
buneary,skill,1,1,2
buneary,stamina,1,2,4
buneary,jump,2,3,4
lopunny,speed,2,4,5
lopunny,power,1,3,4
lopunny,skill,1,1,2
lopunny,stamina,1,3,4
lopunny,jump,2,3,4
mismagius,speed,1,4,4
mismagius,power,1,2,2
mismagius,skill,2,4,5
mismagius,stamina,1,2,3
mismagius,jump,4,5,5
honchkrow,speed,1,2,3
honchkrow,power,1,3,4
honchkrow,skill,1,2,3
honchkrow,stamina,3,4,5
honchkrow,jump,4,5,5
glameow,speed,3,5,5
glameow,power,2,2,5
glameow,skill,1,2,4
glameow,stamina,1,2,3
glameow,jump,2,3,4
purugly,speed,1,2,4
purugly,power,1,4,5
purugly,skill,1,1,2
purugly,stamina,1,4,4
purugly,jump,2,2,3
chingling,speed,1,2,4
chingling,power,1,2,3
chingling,skill,1,2,3
chingling,stamina,1,3,3
chingling,jump,4,4,5
stunky,speed,1,3,5
stunky,power,1,2,4
stunky,skill,1,2,3
stunky,stamina,1,2,3
stunky,jump,2,3,3
skuntank,speed,1,2,3
skuntank,power,1,4,5
skuntank,skill,1,2,4
skuntank,stamina,1,3,4
skuntank,jump,2,2,2
bronzor,speed,1,2,3
bronzor,power,1,2,4
bronzor,skill,1,1,1
bronzor,stamina,3,4,5
bronzor,jump,2,3,4
bronzong,speed,1,1,1
bronzong,power,1,3,5
bronzong,skill,1,3,3
bronzong,stamina,3,4,5
bronzong,jump,2,3,5
bonsly,speed,1,3,4
bonsly,power,1,3,3
bonsly,skill,1,1,3
bonsly,stamina,1,4,4
bonsly,jump,2,2,3
mime-jr,speed,2,4,5
mime-jr,power,1,1,2
mime-jr,skill,1,3,5
mime-jr,stamina,1,1,3
mime-jr,jump,2,3,3
happiny,speed,1,3,4
happiny,power,1,1,3
happiny,skill,1,2,4
happiny,stamina,1,3,4
happiny,jump,2,2,3
chatot,speed,1,3,4
chatot,power,1,2,3
chatot,skill,1,3,4
chatot,stamina,1,2,3
chatot,jump,3,4,5
spiritomb,speed,1,1,2
spiritomb,power,1,3,4
spiritomb,skill,1,2,2
spiritomb,stamina,4,5,5
spiritomb,jump,2,2,2
gible,speed,1,3,4
gible,power,1,3,4
gible,skill,1,2,3
gible,stamina,1,3,3
gible,jump,2,2,2
gabite,speed,1,3,3
gabite,power,1,4,4
gabite,skill,1,3,4
gabite,stamina,1,3,4
gabite,jump,2,3,3
garchomp,speed,1,2,3
garchomp,power,3,4,5
garchomp,skill,3,4,5
garchomp,stamina,1,3,4
garchomp,jump,2,2,2
munchlax,speed,1,2,3
munchlax,power,1,3,5
munchlax,skill,1,2,4
munchlax,stamina,2,4,5
munchlax,jump,2,2,2
riolu,speed,2,4,5
riolu,power,1,2,4
riolu,skill,2,2,5
riolu,stamina,1,2,3
riolu,jump,2,3,4
lucario,speed,1,3,4
lucario,power,2,4,5
lucario,skill,1,4,5
lucario,stamina,1,2,3
lucario,jump,2,3,4
hippopotas,speed,1,2,3
hippopotas,power,1,3,5
hippopotas,skill,1,2,3
hippopotas,stamina,1,3,5
hippopotas,jump,2,2,3
hippowdon,speed,1,1,2
hippowdon,power,3,4,5
hippowdon,skill,1,2,2
hippowdon,stamina,3,4,5
hippowdon,jump,2,2,2
skorupi,speed,1,2,2
skorupi,power,1,3,4
skorupi,skill,1,4,5
skorupi,stamina,1,3,4
skorupi,jump,2,2,2
drapion,speed,1,1,2
drapion,power,2,4,5
drapion,skill,2,4,5
drapion,stamina,1,4,4
drapion,jump,2,2,2
croagunk,speed,1,3,5
croagunk,power,1,2,4
croagunk,skill,1,3,5
croagunk,stamina,1,2,3
croagunk,jump,2,2,4
toxicroak,speed,1,3,4
toxicroak,power,1,3,4
toxicroak,skill,1,4,5
toxicroak,stamina,1,3,4
toxicroak,jump,2,3,4
carnivine,speed,1,2,3
carnivine,power,1,3,5
carnivine,skill,1,2,3
carnivine,stamina,1,2,3
carnivine,jump,4,5,5
finneon,speed,3,4,5
finneon,power,1,1,2
finneon,skill,1,2,4
finneon,stamina,1,2,4
finneon,jump,2,3,4
lumineon,speed,2,3,4
lumineon,power,1,1,3
lumineon,skill,1,3,4
lumineon,stamina,1,3,5
lumineon,jump,2,3,4
mantyke,speed,1,3,4
mantyke,power,1,2,3
mantyke,skill,1,2,2
mantyke,stamina,1,3,4
mantyke,jump,2,3,4
snover,speed,1,2,4
snover,power,1,2,4
snover,skill,1,3,4
snover,stamina,1,3,4
snover,jump,2,2,3
abomasnow,speed,1,2,2
abomasnow,power,1,3,5
abomasnow,skill,2,4,5
abomasnow,stamina,2,4,5
abomasnow,jump,2,2,2
weavile,speed,2,4,5
weavile,power,3,4,5
weavile,skill,1,3,5
weavile,stamina,1,2,3
weavile,jump,2,2,3
magnezone,speed,1,2,2
magnezone,power,1,3,3
magnezone,skill,2,4,5
magnezone,stamina,1,3,4
magnezone,jump,4,4,5
lickilicky,speed,1,2,2
lickilicky,power,1,3,4
lickilicky,skill,3,4,5
lickilicky,stamina,3,4,5
lickilicky,jump,2,2,2
rhyperior,speed,1,1,1
rhyperior,power,3,5,5
rhyperior,skill,1,2,4
rhyperior,stamina,3,5,5
rhyperior,jump,2,2,2
tangrowth,speed,1,1,2
tangrowth,power,1,3,5
tangrowth,skill,3,4,5
tangrowth,stamina,1,5,5
tangrowth,jump,2,2,2
electivire,speed,1,3,5
electivire,power,1,3,4
electivire,skill,2,4,5
electivire,stamina,1,4,4
electivire,jump,2,2,2
magmortar,speed,1,2,2
magmortar,power,1,4,5
magmortar,skill,3,4,5
magmortar,stamina,3,4,5
magmortar,jump,2,2,2
togekiss,speed,2,3,4
togekiss,power,1,2,3
togekiss,skill,1,3,4
togekiss,stamina,2,3,4
togekiss,jump,4,5,5
yanmega,speed,3,4,5
yanmega,power,1,2,3
yanmega,skill,1,1,3
yanmega,stamina,1,3,3
yanmega,jump,5,5,5
leafeon,speed,1,2,3
leafeon,power,1,3,4
leafeon,skill,1,3,4
leafeon,stamina,3,4,5
leafeon,jump,2,3,4
glaceon,speed,1,3,4
glaceon,power,1,3,4
glaceon,skill,1,4,5
glaceon,stamina,2,2,4
glaceon,jump,2,3,3
gliscor,speed,1,2,3
gliscor,power,1,4,5
gliscor,skill,1,4,5
gliscor,stamina,1,2,4
gliscor,jump,3,4,5
mamoswine,speed,1,2,4
mamoswine,power,3,4,5
mamoswine,skill,1,2,3
mamoswine,stamina,3,4,5
mamoswine,jump,2,2,2
porygon-z,speed,1,4,4
porygon-z,power,1,4,5
porygon-z,skill,1,2,5
porygon-z,stamina,1,1,1
porygon-z,jump,2,4,4
gallade,speed,1,3,4
gallade,power,1,3,5
gallade,skill,3,5,5
gallade,stamina,1,2,2
gallade,jump,2,3,4
probopass,speed,1,2,2
probopass,power,1,3,5
probopass,skill,1,1,4
probopass,stamina,3,4,5
probopass,jump,2,3,5
dusknoir,speed,1,1,2
dusknoir,power,1,4,4
dusknoir,skill,1,3,4
dusknoir,stamina,1,4,4
dusknoir,jump,2,4,4
froslass,speed,2,3,4
froslass,power,1,1,3
froslass,skill,2,4,5
froslass,stamina,1,2,3
froslass,jump,3,3,5
rotom,speed,1,3,5
rotom,power,1,2,3
rotom,skill,1,3,5
rotom,stamina,1,3,4
rotom,jump,3,4,5
uxie,speed,1,3,4
uxie,power,2,3,4
uxie,skill,1,3,4
uxie,stamina,2,4,5
uxie,jump,4,4,5
mesprit,speed,1,2,3
mesprit,power,2,4,5
mesprit,skill,2,4,4
mesprit,stamina,2,3,4
mesprit,jump,4,4,5
azelf,speed,1,4,4
azelf,power,1,2,3
azelf,skill,3,5,5
azelf,stamina,1,2,3
azelf,jump,4,4,5
dialga,speed,1,2,3
dialga,power,3,5,5
dialga,skill,2,4,5
dialga,stamina,4,4,5
dialga,jump,2,3,5
palkia,speed,1,2,3
palkia,power,2,4,5
palkia,skill,3,5,5
palkia,stamina,4,4,5
palkia,jump,2,3,5
heatran,speed,1,2,3
heatran,power,3,4,5
heatran,skill,1,3,5
heatran,stamina,3,4,5
heatran,jump,2,2,2
regigigas,speed,1,1,3
regigigas,power,1,5,5
regigigas,skill,1,3,5
regigigas,stamina,5,5,5
regigigas,jump,2,2,2
giratina-altered,speed,1,2,2
giratina-altered,power,3,4,5
giratina-altered,skill,1,3,4
giratina-altered,stamina,4,5,5
giratina-altered,jump,2,2,3
cresselia,speed,1,2,4
cresselia,power,1,2,3
cresselia,skill,1,3,5
cresselia,stamina,2,4,5
cresselia,jump,4,4,5
phione,speed,2,4,5
phione,power,1,1,2
phione,skill,2,3,5
phione,stamina,1,1,3
phione,jump,2,2,3
manaphy,speed,2,3,4
manaphy,power,1,2,3
manaphy,skill,3,4,5
manaphy,stamina,1,3,4
manaphy,jump,2,3,3
darkrai,speed,2,3,4
darkrai,power,1,2,4
darkrai,skill,3,4,5
darkrai,stamina,1,3,3
darkrai,jump,3,3,5
shaymin-land,speed,3,4,5
shaymin-land,power,1,2,4
shaymin-land,skill,1,2,3
shaymin-land,stamina,1,3,4
shaymin-land,jump,2,3,3
arceus-normal,speed,1,4,5
arceus-normal,power,1,5,5
arceus-normal,skill,1,4,5
arceus-normal,stamina,1,5,5
arceus-normal,jump,2,4,5
unown-b,speed,1,2,4
unown-b,power,1,2,3
unown-b,skill,1,2,4
unown-b,stamina,1,2,4
unown-b,jump,2,2,5
unown-c,speed,1,2,4
unown-c,power,1,2,3
unown-c,skill,1,2,4
unown-c,stamina,1,2,4
unown-c,jump,2,2,5
unown-d,speed,1,2,4
unown-d,power,1,2,3
unown-d,skill,1,2,4
unown-d,stamina,1,2,4
unown-d,jump,2,2,5
unown-e,speed,1,2,4
unown-e,power,1,2,3
unown-e,skill,1,2,4
unown-e,stamina,1,2,4
unown-e,jump,2,2,5
unown-f,speed,1,2,4
unown-f,power,1,2,3
unown-f,skill,1,2,4
unown-f,stamina,1,2,4
unown-f,jump,2,2,5
unown-g,speed,1,2,4
unown-g,power,1,2,3
unown-g,skill,1,2,4
unown-g,stamina,1,2,4
unown-g,jump,2,2,5
unown-h,speed,1,2,4
unown-h,power,1,2,3
unown-h,skill,1,2,4
unown-h,stamina,1,2,4
unown-h,jump,2,2,5
unown-i,speed,1,2,4
unown-i,power,1,2,3
unown-i,skill,1,2,4
unown-i,stamina,1,2,4
unown-i,jump,2,2,5
unown-j,speed,1,2,4
unown-j,power,1,2,3
unown-j,skill,1,2,4
unown-j,stamina,1,2,4
unown-j,jump,2,2,5
unown-k,speed,1,2,4
unown-k,power,1,2,3
unown-k,skill,1,2,4
unown-k,stamina,1,2,4
unown-k,jump,2,2,5
unown-l,speed,1,2,4
unown-l,power,1,2,3
unown-l,skill,1,2,4
unown-l,stamina,1,2,4
unown-l,jump,2,2,5
unown-m,speed,1,2,4
unown-m,power,1,2,3
unown-m,skill,1,2,4
unown-m,stamina,1,2,4
unown-m,jump,2,2,5
unown-n,speed,1,2,4
unown-n,power,1,2,3
unown-n,skill,1,2,4
unown-n,stamina,1,2,4
unown-n,jump,2,2,5
unown-o,speed,1,2,4
unown-o,power,1,2,3
unown-o,skill,1,2,4
unown-o,stamina,1,2,4
unown-o,jump,2,2,5
unown-p,speed,1,2,4
unown-p,power,1,2,3
unown-p,skill,1,2,4
unown-p,stamina,1,2,4
unown-p,jump,2,2,5
unown-q,speed,1,2,4
unown-q,power,1,2,3
unown-q,skill,1,2,4
unown-q,stamina,1,2,4
unown-q,jump,2,2,5
unown-r,speed,1,2,4
unown-r,power,1,2,3
unown-r,skill,1,2,4
unown-r,stamina,1,2,4
unown-r,jump,2,2,5
unown-s,speed,1,2,4
unown-s,power,1,2,3
unown-s,skill,1,2,4
unown-s,stamina,1,2,4
unown-s,jump,2,2,5
unown-t,speed,1,2,4
unown-t,power,1,2,3
unown-t,skill,1,2,4
unown-t,stamina,1,2,4
unown-t,jump,2,2,5
unown-u,speed,1,2,4
unown-u,power,1,2,3
unown-u,skill,1,2,4
unown-u,stamina,1,2,4
unown-u,jump,2,2,5
unown-v,speed,1,2,4
unown-v,power,1,2,3
unown-v,skill,1,2,4
unown-v,stamina,1,2,4
unown-v,jump,2,2,5
unown-w,speed,1,2,4
unown-w,power,1,2,3
unown-w,skill,1,2,4
unown-w,stamina,1,2,4
unown-w,jump,2,2,5
unown-x,speed,1,2,4
unown-x,power,1,2,3
unown-x,skill,1,2,4
unown-x,stamina,1,2,4
unown-x,jump,2,2,5
unown-y,speed,1,2,4
unown-y,power,1,2,3
unown-y,skill,1,2,4
unown-y,stamina,1,2,4
unown-y,jump,2,2,5
unown-z,speed,1,2,4
unown-z,power,1,2,3
unown-z,skill,1,2,4
unown-z,stamina,1,2,4
unown-z,jump,2,2,5
unown-exclamation,speed,1,2,4
unown-exclamation,power,1,2,3
unown-exclamation,skill,1,2,5
unown-exclamation,stamina,1,2,4
unown-exclamation,jump,2,2,5
unown-question,speed,1,2,4
unown-question,power,1,2,3
unown-question,skill,1,2,5
unown-question,stamina,1,2,4
unown-question,jump,2,2,5
deoxys-attack,speed,2,4,5
deoxys-attack,power,4,5,5
deoxys-attack,skill,1,4,5
deoxys-attack,stamina,1,2,3
deoxys-attack,jump,2,3,4
deoxys-defense,speed,1,3,3
deoxys-defense,power,1,3,4
deoxys-defense,skill,2,4,5
deoxys-defense,stamina,4,5,5
deoxys-defense,jump,2,2,3
deoxys-speed,speed,4,5,5
deoxys-speed,power,1,2,3
deoxys-speed,skill,2,4,5
deoxys-speed,stamina,1,3,4
deoxys-speed,jump,2,4,4
burmy-sandy,speed,1,1,4
burmy-sandy,power,1,1,4
burmy-sandy,skill,1,1,4
burmy-sandy,stamina,1,1,5
burmy-sandy,jump,2,2,3
burmy-trash,speed,1,1,4
burmy-trash,power,1,1,5
burmy-trash,skill,1,1,3
burmy-trash,stamina,1,1,5
burmy-trash,jump,2,2,3
wormadam-sandy,speed,1,2,3
wormadam-sandy,power,3,4,5
wormadam-sandy,skill,1,2,2
wormadam-sandy,stamina,1,4,5
wormadam-sandy,jump,2,2,3
wormadam-trash,speed,1,1,3
wormadam-trash,power,1,3,5
wormadam-trash,skill,1,2,3
wormadam-trash,stamina,5,5,5
wormadam-trash,jump,2,2,2
shellos-east,speed,1,1,3
shellos-east,power,1,1,4
shellos-east,skill,1,1,3
shellos-east,stamina,1,3,5
shellos-east,jump,2,2,2
gastrodon-east,speed,1,1,2
gastrodon-east,power,3,4,5
gastrodon-east,skill,1,3,3
gastrodon-east,stamina,4,5,5
gastrodon-east,jump,2,2,2
arceus-bug,speed,5,5,5
arceus-bug,power,1,4,5
arceus-bug,skill,1,4,5
arceus-bug,stamina,1,4,5
arceus-bug,jump,2,5,5
arceus-dark,speed,1,4,5
arceus-dark,power,5,5,5
arceus-dark,skill,1,5,5
arceus-dark,stamina,1,4,5
arceus-dark,jump,2,4,5
arceus-dragon,speed,1,3,5
arceus-dragon,power,1,5,5
arceus-dragon,skill,1,5,5
arceus-dragon,stamina,1,5,5
arceus-dragon,jump,2,5,5
arceus-electric,speed,5,5,5
arceus-electric,power,1,4,5
arceus-electric,skill,1,5,5
arceus-electric,stamina,1,4,5
arceus-electric,jump,2,4,5
arceus-fighting,speed,1,4,5
arceus-fighting,power,1,5,5
arceus-fighting,skill,5,5,5
arceus-fighting,stamina,1,4,5
arceus-fighting,jump,2,4,5
arceus-fire,speed,1,4,5
arceus-fire,power,5,5,5
arceus-fire,skill,1,4,5
arceus-fire,stamina,1,5,5
arceus-fire,jump,2,4,5
arceus-flying,speed,1,5,5
arceus-flying,power,1,4,5
arceus-flying,skill,1,4,5
arceus-flying,stamina,1,4,5
arceus-flying,jump,5,5,5
arceus-ghost,speed,1,4,5
arceus-ghost,power,1,4,5
arceus-ghost,skill,1,5,5
arceus-ghost,stamina,1,4,5
arceus-ghost,jump,5,5,5
arceus-grass,speed,1,4,5
arceus-grass,power,1,4,5
arceus-grass,skill,1,4,5
arceus-grass,stamina,5,5,5
arceus-grass,jump,2,5,5
arceus-ground,speed,1,4,5
arceus-ground,power,1,5,5
arceus-ground,skill,1,4,5
arceus-ground,stamina,5,5,5
arceus-ground,jump,2,4,5
arceus-ice,speed,5,5,5
arceus-ice,power,1,5,5
arceus-ice,skill,1,4,5
arceus-ice,stamina,1,4,5
arceus-ice,jump,2,4,5
arceus-poison,speed,1,4,5
arceus-poison,power,1,4,5
arceus-poison,skill,5,5,5
arceus-poison,stamina,1,5,5
arceus-poison,jump,2,4,5
arceus-psychic,speed,1,5,5
arceus-psychic,power,1,4,5
arceus-psychic,skill,5,5,5
arceus-psychic,stamina,1,4,5
arceus-psychic,jump,2,4,5
arceus-rock,speed,1,4,5
arceus-rock,power,5,5,5
arceus-rock,skill,1,4,5
arceus-rock,stamina,1,5,5
arceus-rock,jump,2,4,5
arceus-steel,speed,1,4,5
arceus-steel,power,1,4,5
arceus-steel,skill,1,5,5
arceus-steel,stamina,5,5,5
arceus-steel,jump,2,4,5
arceus-water,speed,1,5,5
arceus-water,power,1,4,5
arceus-water,skill,5,5,5
arceus-water,stamina,1,4,5
arceus-water,jump,2,4,5
arceus-unknown,speed,1,5,5
arceus-unknown,power,1,5,5
arceus-unknown,skill,1,5,5
arceus-unknown,stamina,1,5,5
arceus-unknown,jump,2,5,5
rotom-heat,speed,2,3,4
rotom-heat,power,2,4,4
rotom-heat,skill,1,3,4
rotom-heat,stamina,1,3,4
rotom-heat,jump,2,4,4
rotom-wash,speed,1,3,3
rotom-wash,power,1,3,3
rotom-wash,skill,1,3,4
rotom-wash,stamina,1,4,4
rotom-wash,jump,2,2,4
rotom-frost,speed,1,3,4
rotom-frost,power,1,2,3
rotom-frost,skill,3,4,5
rotom-frost,stamina,1,3,3
rotom-frost,jump,3,3,4
rotom-fan,speed,3,3,5
rotom-fan,power,1,3,5
rotom-fan,skill,1,3,3
rotom-fan,stamina,1,2,3
rotom-fan,jump,4,5,5
rotom-mow,speed,1,3,3
rotom-mow,power,1,3,3
rotom-mow,skill,3,5,5
rotom-mow,stamina,3,3,4
rotom-mow,jump,2,2,4
giratina-origin,speed,1,3,5
giratina-origin,power,1,3,5
giratina-origin,skill,1,3,5
giratina-origin,stamina,1,3,5
giratina-origin,jump,2,3,5
shaymin-sky,speed,3,3,5
shaymin-sky,power,1,4,4
shaymin-sky,skill,1,3,4
shaymin-sky,stamina,1,3,3
shaymin-sky,jump,3,5,5
pichu-spiky-eared,speed,3,5,5
pichu-spiky-eared,power,1,1,1
pichu-spiky-eared,skill,1,3,5
pichu-spiky-eared,stamina,1,1,3
pichu-spiky-eared,jump,2,3,4
