item,version_group,version,type,subtype,location_area_pokedb,location_detail,is_repeatable,is_hidden,is_guaranteed,quantity,probability,cost_amount,currency,required_badge,unlock_condition,notes,source
magnet,legends-za,,request,,,Reward for completing Side Mission 065: Apartment Block Eeriness,0,0,1,,,,,,,,bulbapedia
magnet,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
mystic-water,legends-za,,request,,,"Side Mission 064: Let It Rain, Let It Pour",0,0,1,,,,,,,,bulbapedia
mystic-water,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
sharp-beak,legends-za,,request,,,"Reward for completing Side Mission 069: A Sky Battle, for Old Times' Sake",0,0,1,,,,,,,,bulbapedia
sharp-beak,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
poison-barb,legends-za,,request,,,Reward for completing Side Mission 061: My Favorite Holovator,0,0,1,,,,,,,,bulbapedia
poison-barb,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
never-melt-ice,legends-za,,request,,,Reward for completing Side Mission 102: A Chilling Challenge,0,0,1,,,,,,,,bulbapedia
never-melt-ice,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
spell-tag,legends-za,,request,,,"Jaune Sector 2 (reward for completing Side Mission 095: ""A Haunting Experience"")",0,0,1,,,,,,,,bulbapedia
spell-tag,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
twisted-spoon,legends-za,,request,,,Reward for completing Side Mission 035: Guidance from a Yoga Master,0,0,1,,,,,,,,bulbapedia
twisted-spoon,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
charcoal,legends-za,,request,,,"The Sewers (reward for completing Side Mission 057: ""The Camerupt Entrepreneur"")",0,0,1,,,,,,,,bulbapedia
charcoal,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
dragon-fang,legends-za,,request,,,Reward for completing Side Mission 091: Dragon You into Battle,0,0,1,,,,,,,,bulbapedia
dragon-fang,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
silk-scarf,legends-za,,request,,,Reward for completing Side Mission 028: Who Says Normal Is Weak?,0,0,1,,,,,,,,bulbapedia
silk-scarf,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
shell-bell,legends-za,,request,,,Reward for completing Side Mission 067: Sylveon the Soother,0,0,1,,,,,,,,bulbapedia
shell-bell,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
thick-club,mega-dimension,,wild-pokemon,,,"Dropped by wild alpha Cubone, Marowak and Alolan Marowak",1,0,1,,,,,,,,bulbapedia
stick,mega-dimension,,request,,,"Obtained by Bouché during Side Mission 133: ""Farfetch'd Ambush!""",0,0,1,,,,,,,,bulbapedia
muscle-band,legends-za,,request,,,Reward for completing Side Mission 061: We'll Just Muscle Our Way Through!,0,0,1,,,,,,,,bulbapedia
muscle-band,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
expert-belt,legends-za,,request,,,Reward for completing Side Mission 117: Josée's Training,0,0,1,,,,,,,,bulbapedia
expert-belt,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
life-orb,legends-za,,request,,,"The Sewers (reward for completing Side Mission 085: ""Follow Litwick!"")",0,0,1,,,,,,,,bulbapedia
life-orb,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
focus-sash,legends-za,,request,,,Reward for completing Side Mission 059: A Rematch with Hawlucha!,0,0,1,,,,,,,,bulbapedia
focus-sash,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
power-bracer,legends-za,,request,,,Reward for completing Side Mission 038: Chasing Status,0,0,1,,,,,,,,bulbapedia
power-bracer,legends-za,,overworld,,,Quasartico Inc. (180 Mega Shards),1,0,1,,,,,,,,bulbapedia
power-belt,legends-za,,request,,,Reward for completing Side Mission 039: Slowpoke for Slowpoke,0,0,1,,,,,,,,bulbapedia
power-belt,legends-za,,overworld,,,Quasartico Inc. (180 Mega Shards),1,0,1,,,,,,,,bulbapedia
power-lens,legends-za,,request,,,Reward for completing Side Mission 104: Abuzz About Bug Types,0,0,1,,,,,,,,bulbapedia
power-lens,legends-za,,overworld,,,Quasartico Inc. (180 Mega Shards),1,0,1,,,,,,,,bulbapedia
power-band,legends-za,,request,,,Reward for completing Side Mission 099: Pleasing Aron's Palate,0,0,1,,,,,,,,bulbapedia
power-band,legends-za,,overworld,,,Quasartico Inc. (180 Mega Shards),1,0,1,,,,,,,,bulbapedia
power-anklet,legends-za,,request,,,"Reward for completing Side Mission 069: A Sky Battle, for Old Times' Sake",0,0,1,,,,,,,,bulbapedia
power-anklet,legends-za,,overworld,,,Quasartico Inc. (180 Mega Shards),1,0,1,,,,,,,,bulbapedia
power-weight,legends-za,,request,,,Reward for completing Side Mission 072: Find My Galarian Stunfisk!,0,0,1,,,,,,,,bulbapedia
power-weight,legends-za,,overworld,,,Quasartico Inc. (180 Mega Shards),1,0,1,,,,,,,,bulbapedia
big-root,legends-za,,request,,,Reward for completing Side Mission 049: Hit and Heal,0,0,1,,,,,,,,bulbapedia
big-root,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
lure-ball,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
lure-ball,legends-za,,tournament,,,Ranked Battle: battle reward for 1st or 2nd place,1,0,1,,,,,,,,bulbapedia
lure-ball,mega-dimension,,request,,,"Quasartico Inc. (reward for completing Side Mission 190: ""A Mimikyu for My Cutie"")",0,0,1,,,,,,,,bulbapedia
lure-ball,mega-dimension,,npc-defeat,,,Can be given out by Rich Boys in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
level-ball,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
level-ball,legends-za,,tournament,,,Ranked Battle: battle reward for 1st or 2nd place,1,0,1,,,,,,,,bulbapedia
level-ball,mega-dimension,,request,,,"Rouge Sector 6 (reward for completing Side Mission 121: ""A Big Ol' Battle"")",0,0,1,,,,,,,,bulbapedia
level-ball,mega-dimension,,npc-defeat,,,Can be given out by Rich Boys in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
moon-ball,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
moon-ball,legends-za,,tournament,,,Ranked Battle: battle reward for 1st or 2nd place,1,0,1,,,,,,,,bulbapedia
moon-ball,mega-dimension,,request,,,"Lysandre Café (reward for completing Side Mission 174: ""I Still Remember the Taste..."")",0,0,1,,,,,,,,bulbapedia
moon-ball,mega-dimension,,npc-defeat,,,Can be given out by Ladies in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
heavy-ball,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
heavy-ball,legends-za,,tournament,,,Ranked Battle: battle reward for 1st or 2nd place,1,0,1,,,,,,,,bulbapedia
heavy-ball,mega-dimension,,request,,,"Quasartico Inc. (reward for completing Side Mission 190: ""A Mimikyu for My Cutie"")",0,0,1,,,,,,,,bulbapedia
heavy-ball,mega-dimension,,npc-defeat,,,Can be given out by Rich Boys in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
fast-ball,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
fast-ball,legends-za,,tournament,,,Ranked Battle: battle reward for 1st or 2nd place,1,0,1,,,,,,,,bulbapedia
fast-ball,mega-dimension,,request,,,"Magenta Sector 1 (reward for completing Side Mission 144: ""Imitation Is the Sincerest Form of Flattery"")",0,0,1,,,,,,,,bulbapedia
fast-ball,mega-dimension,,npc-defeat,,,Can be given out by Rich Boys in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
friend-ball,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
friend-ball,legends-za,,tournament,,,Ranked Battle: battle reward for 1st or 2nd place,1,0,1,,,,,,,,bulbapedia
friend-ball,mega-dimension,,request,,,"Wild Zone 10 (reward for completing Side Mission 161: ""Frigibax's Friend-Finding"")",0,0,1,,,,,,,,bulbapedia
friend-ball,mega-dimension,,npc-defeat,,,Can be given out by Ladies in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
love-ball,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
love-ball,legends-za,,tournament,,,Ranked Battle: battle reward for 1st or 2nd place,1,0,1,,,,,,,,bulbapedia
love-ball,mega-dimension,,request,,,"Wild Zone 6 (reward for completing Side Mission 180: ""A Wild Rosebud"")",0,0,1,,,,,,,,bulbapedia
love-ball,mega-dimension,,npc-defeat,,,Can be given out by Ladies in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
sport-ball,legends-za,,tournament,,,Ranked Battle season reward: Achieve Rank E or better (Season 1),0,0,1,,,,,,,,bulbapedia
sport-ball,legends-za,,tournament,,,"Ranked battle promotion reward: Ranks A-E, I and M (Season 5, 10)",0,0,1,,,,,,,,bulbapedia
sport-ball,mega-dimension,,npc-defeat,,,Can be given out by Collectors in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
red-orb,mega-dimension,,overworld,visible,,Hyperspace Desolate Land,0,0,1,,,,,,"after defeating and catching the Rogue Primal Groudon in Hyperspace Mission 13: ""A Ruby-Red Legend""",,bulbapedia
blue-orb,mega-dimension,,overworld,visible,,Hyperspace Primordial Sea,0,0,1,,,,,,"after defeating and catching the Rogue Primal Kyogre in Hyperspace Mission 14: ""A Sapphire-Blue Legend""",,bulbapedia
chill-drive,mega-dimension,,request,,vert-sector-7,"Vert Sector 7 (540 Mega Shards, after initiating Side Mission 191: Collecting Four Drives)",1,0,1,,,,,,,,bulbapedia
prism-scale,mega-dimension,,request,,,"Reward for completing Side Mission 160: ""Feebas's New Friends""",0,0,1,,,,,,,,bulbapedia
eviolite,legends-za,,request,,,Reward for completing Side Mission 100: Starmie on High,0,0,1,,,,,,,,bulbapedia
eviolite,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
rocky-helmet,legends-za,,request,,,Reward for completing Side Mission 092: The Beldum Blockade,0,0,1,,,,,,,,bulbapedia
rocky-helmet,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
health-wing,mega-dimension,,overworld,,vert-sector-7,Vert Sector 7 (60 Mega Shards),1,0,1,,,,,,,,bulbapedia
muscle-wing,mega-dimension,,overworld,,vert-sector-7,Vert Sector 7 (60 Mega Shards),1,0,1,,,,,,,,bulbapedia
resist-wing,mega-dimension,,overworld,,vert-sector-7,Vert Sector 7 (60 Mega Shards),1,0,1,,,,,,,,bulbapedia
genius-wing,mega-dimension,,overworld,,vert-sector-7,Vert Sector 7 (60 Mega Shards),1,0,1,,,,,,,,bulbapedia
clever-wing,mega-dimension,,overworld,,vert-sector-7,Vert Sector 7 (60 Mega Shards),1,0,1,,,,,,,,bulbapedia
swift-wing,mega-dimension,,overworld,,vert-sector-7,Vert Sector 7 (60 Mega Shards),1,0,1,,,,,,,,bulbapedia
pretty-wing,legends-za,,request,,,"Reward for completing Side Mission 17: ""A Shiny Mareep""",0,0,1,,,,,,,,bulbapedia
pretty-wing,legends-za,,overworld,,vert-sector-3,Vert Sector 3 (random item when trading with a Grade-Schooler),1,0,1,,,,,,,,bulbapedia
pretty-wing,mega-dimension,,request,,,"Reward for completing Side Mission 150: ""Corvisquire's Search""",0,0,1,,,,,,,,bulbapedia
dream-ball,legends-za,,tournament,,,Ranked Battle season reward: Achieve Rank E or better (Season 2),0,0,1,,,,,,,,bulbapedia
dream-ball,legends-za,,tournament,,,"Ranked Battle promotion reward: Ranks A-E, I and M (Seasons 6 and 11)",0,0,1,,,,,,,,bulbapedia
dream-ball,mega-dimension,,request,,racine-construction,"Racine Construction (reward for completing Side Mission 140: ""A Message from Across Dimensions"")",0,0,1,,,,,,,,bulbapedia
dream-ball,mega-dimension,,npc-defeat,,,Can be given out by Collectors in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
big-nugget,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
big-nugget,mega-dimension,,request,,cafe-gallant,"Café Gallant (reward for completing Side Mission 169: ""A Gallant Indeedee"")",0,0,1,,,,,,,,bulbapedia
big-nugget,mega-dimension,,npc-defeat,,,Can be given out by Rich Boys in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
pearl-string,mega-dimension,,npc-defeat,,,Can be given out by Ladies in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
weakness-policy,legends-za,,request,,,Reward for completing Side Mission 086: Who Messed Up the Garden?,0,0,1,,,,,,,,bulbapedia
weakness-policy,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
assault-vest,legends-za,,request,,,"Magenta Sector 2 (reward for completing Side Mission 071: ""The Burning Gaze of Watchog"")",0,0,1,,,,,,,,bulbapedia
assault-vest,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
whipped-dream,legends-za,,request,,,"Shutterbug Café (×2; reward for completing Side Mission 014: ""Slurpuff's Café Visit"")",0,0,1,2,,,,,,,bulbapedia
whipped-dream,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
venusaurite,legends-za,,overworld,,,Jaune Sector 8,0,0,1,,,,,,"after defeating the Rogue Mega Venusaur during Main Mission 29: ""A Rogue Mega Venusaur""",,bulbapedia
mewtwonite-x,legends-za,,event,,,Event,0,0,1,,,,,,,,bulbapedia
blazikenite,legends-za,,tournament,,,"Reach Rank S in Ranked Battles Season 7 (February 19 - March 12, 2026)",0,0,1,,,,,,,,bulbapedia
aggronite,legends-za,,request,,,"Quasartico Inc. (360 Mega Shards, after completing Main Mission 19: ""Reaching Rank D"")",0,0,1,,,,,,,,bulbapedia
gyaradosite,legends-za,,overworld,visible,,Quasartico Inc. (240 Mega Shards),0,0,1,,,,,,,,bulbapedia
charizardite-y,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,0,0,1,,,,,,"after completing Main Mission 09: ""Chase That Mysterious Pokémon!""",,bulbapedia
alakazite,legends-za,,overworld,visible,,Quasartico Inc. (360 Mega Shards),0,0,1,,,,,,,,bulbapedia
roseli-berry,legends-za,,overworld,,,"Rouge Sector 1, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
lumiose-galette,legends-za,,overworld,visible,,Wild Zone 1,0,0,1,,,,,,,,bulbapedia
lumiose-galette,legends-za,,request,,,"Side Missions 080: ""A Shocking Territorial Dispute"", 081: ""Pancham the Courier"" (×2), 159: ""Who Nicked That Snack?"" (×5), 169: ""A Gallant Indeedee"" (×5), 176: ""Ultimate Beans of Supreme Ultimacy"" (×3)",0,0,1,2,,,,,,,bulbapedia
lumiose-galette,legends-za,,overworld,,,"Galette stands (Station Front, North Boulevard, Wild Zone 1, Vernal Avenue, Jaune Street, Magenta Sector 1, Rouge Sector 1, Quasartico Inc.)",1,0,1,,,,,,,,bulbapedia
lumiose-galette,legends-za,,overworld,,vert-sector-3,Vert Sector 3 (random item when trading with a Grade-Schooler),1,0,1,,,,,,,,bulbapedia
jaw-fossil,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
sail-fossil,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
mega-glove,legends-za,,npc-gift,,,Mega Ring: Jaune Sector 10 (from AZ before facing the Rogue Mega Absol),0,0,1,,,,,,,,bulbapedia
mega-pendant,legends-za,,npc-gift,,,Mega Ring: Jaune Sector 10 (from AZ before facing the Rogue Mega Absol),0,0,1,,,,,,,,bulbapedia
mega-glasses,legends-za,,npc-gift,,,Mega Ring: Jaune Sector 10 (from AZ before facing the Rogue Mega Absol),0,0,1,,,,,,,,bulbapedia
mega-anchor,legends-za,,npc-gift,,,Mega Ring: Jaune Sector 10 (from AZ before facing the Rogue Mega Absol),0,0,1,,,,,,,,bulbapedia
mega-stickpin,legends-za,,npc-gift,,,Mega Ring: Jaune Sector 10 (from AZ before facing the Rogue Mega Absol),0,0,1,,,,,,,,bulbapedia
mega-tiara,legends-za,,npc-gift,,,Mega Ring: Jaune Sector 10 (from AZ before facing the Rogue Mega Absol),0,0,1,,,,,,,,bulbapedia
mega-anklet,legends-za,,npc-gift,,,Mega Ring: Jaune Sector 10 (from AZ before facing the Rogue Mega Absol),0,0,1,,,,,,,,bulbapedia
prison-bottle,mega-dimension,,request,,hotel-z,"Hotel Z (from Urbain/Taunie during Side Mission 196: ""The Djinn Unbound"")",0,0,1,,,,,,,,bulbapedia
bottle-cap,legends-za,,request,,,"Rouge Sector 1 (×2; reward for completing Side Mission 096: ""Let Us Battle...Artistically"")",0,0,1,2,,,,,,,bulbapedia
bottle-cap,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
bottle-cap,mega-dimension,,request,,,"Reward for completing Side Mission 132: ""Bitter Blue Flames vs. Blazing Crimson""",0,0,1,,,,,,,,bulbapedia
bottle-cap,mega-dimension,,npc-defeat,,,Can be given by Alpha Trainers in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
gold-bottle-cap,legends-za,,request,,,"Jaune Sector 6 (reward for completing Side Mission 103: ""Facing the Furfrou League"")",0,0,1,,,,,,,,bulbapedia
gold-bottle-cap,legends-za,,npc-gift,,,Reward for attaining research level 48,0,0,1,,,,,,,,bulbapedia
gold-bottle-cap,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
gold-bottle-cap,mega-dimension,,request,,,"Rewards for completing Side Mission 122: ""Let's Golden Goooooo!"", Side Mission 132: ""Bitter Blue Flames vs. Blazing Crimson"", Side Mission 199: ""Naveen's Newfound Determination"", and Side Mission 200: ""Here in Lumiose City""",0,0,1,,,,,,,,bulbapedia
gold-bottle-cap,mega-dimension,,npc-defeat,,,Can be given by Alpha Trainers in 4 Star and 5 Star Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
zygarde-cube,legends-za,,npc-gift,,,Wild Zone 20 (from L upon catching Zygarde),0,0,1,,,,,,,,bulbapedia
ice-stone,legends-za,,request,,,"Wild Zone 12 (reward for completing Side Mission 102: ""A Chilling Challenge"")",0,0,1,,,,,,,,bulbapedia
ice-stone,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
beast-ball,legends-za,,tournament,,,"Ranked Battle promotion reward: Ranks A-E, I and M (Seasons 4, 9 and 13)",0,0,1,,,,,,,,bulbapedia
beast-ball,mega-dimension,,npc-defeat,,,Can be given out by Collectors in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
lagreat-ball,legends-za,,npc-defeat,,,Can be given out by Couriers in battle zones after defeating them (Ranks Z-V),0,0,1,,,,,,,,bulbapedia
lagreat-ball,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
lagreat-ball,mega-dimension,,request,,,"Hibernal Pokémon Center (reward for completing Side Mission 137: ""Fungi-ble Goods"")",0,0,1,,,,,,,,bulbapedia
laultra-ball,legends-za,,request,,vert-sector-7,"Vert Sector 7 (×3; reward for completing Side Mission 040: ""A Holovator Without Power"")",0,0,1,3,,,,,,,bulbapedia
laultra-ball,legends-za,,request,,,"Quasartico Inc. (Magenta District) (×3; reward for completing Side Mission 054: ""Get ENERGIZED!"")",0,0,1,3,,,,,,,bulbapedia
laultra-ball,legends-za,,request,,,"Magenta Sector 3 (×20; reward for completing Side Mission 077: ""Catch Mawile If You Can"")",0,0,1,20,,,,,,,bulbapedia
laultra-ball,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
laultra-ball,mega-dimension,,request,,,"Rewards for completing Side Mission 137: ""Fungi-ble Goods"" and Side Mission 165: ""The Lumiose Museum Heist""",0,0,1,,,,,,,,bulbapedia
laheavy-ball,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
laheavy-ball,legends-za,,tournament,,,Ranked Battle: battle reward for 1st or 2nd place,1,0,1,,,,,,,,bulbapedia
laheavy-ball,mega-dimension,,request,,,"Quasartico Inc. (reward for completing Side Mission 190: ""A Mimikyu for My Cutie"")",0,0,1,,,,,,,,bulbapedia
laheavy-ball,mega-dimension,,npc-defeat,,,Can be given out by Rich Boys in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
