species,form,version_group,version,language,flavor_text
666,,legends-za,legends-za,en,The patterns on this Pokémon depend on the climate and topography of the land it was born in. This form is from places with many islands.
721,,legends-za,legends-za,en,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.
8,,legends-za,legends-za,en,"When tapped on its head, this Pokémon will pull it in, but its tail will still stick out a little bit."
505,,legends-za,legends-za,en,"Using luminescent matter within its body, it makes its eyes and body glow and stuns attacking opponents."
13,,legends-za,legends-za,en,"Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head."
70,,legends-za,legends-za,en,It spits out Poison Powder to immobilize the enemy and then finishes it with a spray of acid.
544,,legends-za,legends-za,en,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies."
40,,legends-za,legends-za,en,"This Pokémon's fur feels so nice that if two Wigglytuff snuggle up against each other, they can't bring themselves to separate."
767,,legends-za,legends-za,en,"Its habitat includes everything from beaches to seabeds. It is happy to eat up even rotten scraps, providing a sort of natural cleaning serivce."
716,,legends-za,legends-za,en,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life."
562,,legends-za,legends-za,en,Each Yamask carries a mask representing the face it had when it was still human. Sometimes it gazes at the mask and weeps.
562,yamask-galar,legends-za,legends-za,en,A cursed clay slab and a departed spirit have become bound together. This Pokémon swings its slab around with malicious intent.
717,,legends-za,legends-za,en,"It's said that when its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more."
335,,legends-za,legends-za,en,Every hair on its body stands up if it so much as smells a Seviper. Its sharp claws tear foes apart.
807,,legends-za,legends-za,en,"Electricity sparks from the pads on its limbs. Wherever Zeraora runs, lightning flashes and thunder echoes."
807,zeraora-mega,legends-za,legends-za,en,"It stores up 10 lightning strikes' worth of electricity. When it stops limiting itself, it's in the strongest class of electric Pokémon."
41,,legends-za,legends-za,en,"It sleeps in caves during the day. It has no eyes, so it emits ultrasonic waves to check its surroundings while flying."
718,zygarde-10,legends-za,legends-za,en,This is Zygarde when about 10% of its pieces have been assembled. It leaps at its opponent's chest and sinks its sharp fangs into them.
718,,legends-za,legends-za,en,It's hypothesized that it's monitoring those who destroy the ecosystem from deep in the cave where it lives.
718,zygarde-complete,legends-za,legends-za,en,"Born when all of Zygarde's cells have been gathered together, it uses force to neutralize those who harm the ecosystem."
718,zygarde-mega,legends-za,legends-za,en,"In response to people's emotions during an unprecedented crisis, Zygarde Mega Evolves and calms the situation with its unmatched power."
