pokemon,form,version_group,versions,location_area,method,levels,during_any_time,while_weather_overall,boulder_required,alpha_levels,during_morning,during_day,during_evening,note,during_night,rate_overall,while_blizzard,while_clear,while_harsh_sunlight,while_cloudy
machop,machop,legends-arceus,legends-arceus,bolderoll-ravine,symbol-encounter,24 - 27,true,true,,39 - 42,,,,,,,,,,
machop,machop,legends-arceus,legends-arceus,castaway-shore,symbol-encounter,24 - 27,true,true,,39 - 42,,,,,,,,,,
machop,machop,legends-arceus,legends-arceus,castaway-shore,swarm,25 - 27,true,true,,40 - 42,,,,,,,,,,
machop,machop,legends-arceus,legends-arceus,cloudcap-pass,symbol-encounter,24 - 27,true,true,true,39 - 42,,,,,,,,,,
machop,machop,legends-arceus,legends-arceus,ginkgo-landing,symbol-encounter,24 - 27,true,true,true,39 - 42,,,,,,,,,,
machop,machop,legends-arceus,legends-arceus,icebound-falls,symbol-encounter,33 - 36,true,true,,48 - 51,,,,,,,,,,
machop,machop,legends-arceus,legends-arceus,obsidian-falls,symbol-encounter,"13 - 16, 24 - 27",true,true,true,"28 - 31, 39 - 42",,,,,,,,,,
machop,machop,legends-arceus,legends-arceus,oreburrow-tunnel,symbol-encounter,13 - 16,true,true,,28 - 31,,,,,,,,,,
machop,machop,legends-arceus,legends-arceus,snowfall-hot-spring,symbol-encounter,24 - 27,true,true,,39 - 42,,,,,,,,,,
magby,magby,legends-arceus,legends-arceus,firespit-island,symbol-encounter,26 - 29,true,true,,41 - 44,,,,,,,,,,
magby,magby,legends-arceus,legends-arceus,firespit-island,swarm,38 - 40,true,true,,53 - 55,,,,,,,,,,
magikarp,magikarp,legends-arceus,legends-arceus,celestica-trail,symbol-encounter,16 - 19,true,true,true,31 - 34,,,,,,,,,,
magikarp,magikarp,legends-arceus,legends-arceus,celestica-trail,swarm,17 - 19,true,true,true,32 - 34,,,,,,,,,,
magikarp,magikarp,legends-arceus,legends-arceus,lake-verity-hisui,symbol-encounter,16 - 19,true,true,,68 - 71,,,,,,,,,,
magikarp,magikarp,legends-arceus,legends-arceus,obsidian-falls,symbol-encounter,16 - 19,true,true,,31 - 34,,,,,,,,,,
magikarp,magikarp,legends-arceus,legends-arceus,oreburrow-tunnel,symbol-encounter,,true,true,true,55,,,,,,,,,,
magikarp,magikarp,legends-arceus,legends-arceus,worn-bridge,swarm,13 - 15,true,true,,28 - 30,,,,,,,,,,
magmar,magmar,legends-arceus,legends-arceus,ancient-quarry,contact-space-time-distortion,35 - 53,true,true,true,50 - 68,,,,,,,,,,
magmar,magmar,legends-arceus,legends-arceus,bolderoll-ravine,contact-space-time-distortion,35 - 53,true,true,,50 - 68,,,,,,,,,,
magmar,magmar,legends-arceus,legends-arceus,celestica-ruins,contact-space-time-distortion,35 - 53,true,true,,50 - 68,,,,,,,,,,
magmar,magmar,legends-arceus,legends-arceus,celestica-trail,contact-space-time-distortion,35 - 53,true,true,,50 - 68,,,,,,,,,,
magmar,magmar,legends-arceus,legends-arceus,firespit-island,symbol-encounter,31 - 34,true,true,,46 - 49,,,,,,,,,,
magmar,magmar,legends-arceus,legends-arceus,firespit-island,swarm,35 - 37,true,true,,50 - 52,,,,,,,,,,
magmar,magmar,legends-arceus,legends-arceus,sacred-plaza,contact-space-time-distortion,35 - 53,true,true,,50 - 68,,,,,,,,,,
magmar,magmar,legends-arceus,legends-arceus,stonetooth-rows,contact-space-time-distortion,35 - 53,true,true,,50 - 68,,,,,,,,,,
magmortar,magmortar,legends-arceus,legends-arceus,ancient-quarry,contact-space-time-distortion,40 - 58,true,true,true,60 - 78,,,,,,,,,,
magmortar,magmortar,legends-arceus,legends-arceus,bolderoll-ravine,contact-space-time-distortion,40 - 58,true,true,,60 - 78,,,,,,,,,,
magmortar,magmortar,legends-arceus,legends-arceus,celestica-ruins,contact-space-time-distortion,40 - 58,true,true,,60 - 78,,,,,,,,,,
magmortar,magmortar,legends-arceus,legends-arceus,celestica-trail,contact-space-time-distortion,40 - 58,true,true,,60 - 78,,,,,,,,,,
magmortar,magmortar,legends-arceus,legends-arceus,sacred-plaza,contact-space-time-distortion,40 - 58,true,true,,60 - 78,,,,,,,,,,
magmortar,magmortar,legends-arceus,legends-arceus,stonetooth-rows,contact-space-time-distortion,40 - 58,true,true,,60 - 78,,,,,,,,,,
magnemite,magnemite,legends-arceus,legends-arceus,crossing-slope,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
magnemite,magnemite,legends-arceus,legends-arceus,deadwood-haunt,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
magnemite,magnemite,legends-arceus,legends-arceus,ginkgo-landing,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
magnemite,magnemite,legends-arceus,legends-arceus,islespy-shore,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
magnemite,magnemite,legends-arceus,legends-arceus,spring-path-hisui,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
magnemite,magnemite,legends-arceus,legends-arceus,windbreak-stand,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
magneton,magneton,legends-arceus,legends-arceus,crossing-slope,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
magneton,magneton,legends-arceus,legends-arceus,deadwood-haunt,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
magneton,magneton,legends-arceus,legends-arceus,ginkgo-landing,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
magneton,magneton,legends-arceus,legends-arceus,islespy-shore,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
magneton,magneton,legends-arceus,legends-arceus,spring-path-hisui,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
magneton,magneton,legends-arceus,legends-arceus,windbreak-stand,contact-space-time-distortion,30 - 58,true,true,,45 - 73,,,,,,,,,,
magnezone,magnezone,legends-arceus,legends-arceus,celestica-trail,flying,46 - 49,true,true,true,,,,,,,,,,,
magnezone,magnezone,legends-arceus,legends-arceus,clamberclaw-cliffs,flying,38 - 41,true,true,true,,,,,,,,,,,
magnezone,magnezone,legends-arceus,legends-arceus,crossing-slope,contact-space-time-distortion,35 - 63,true,true,,50 - 78,,,,,,,,,,
magnezone,magnezone,legends-arceus,legends-arceus,deadwood-haunt,contact-space-time-distortion,35 - 63,true,true,,50 - 78,,,,,,,,,,
magnezone,magnezone,legends-arceus,legends-arceus,fabled-spring,flying,46 - 49,true,true,true,,,,,,,,,,,
magnezone,magnezone,legends-arceus,legends-arceus,ginkgo-landing,contact-space-time-distortion,35 - 63,true,true,,50 - 78,,,,,,,,,,
magnezone,magnezone,legends-arceus,legends-arceus,islespy-shore,contact-space-time-distortion,35 - 63,true,true,,50 - 78,,,,,,,,,,
magnezone,magnezone,legends-arceus,legends-arceus,spring-path-hisui,contact-space-time-distortion,35 - 63,true,true,,50 - 78,,,,,,,,,,
magnezone,magnezone,legends-arceus,legends-arceus,windbreak-stand,contact-space-time-distortion,35 - 63,true,true,,50 - 78,,,,,,,,,,
mamoswine,mamoswine,legends-arceus,legends-arceus,avalanche-slopes,swarm,52 - 54,true,true,,67 - 69,,,,,,,,,,
mamoswine,mamoswine,legends-arceus,legends-arceus,avaluggs-legacy,symbol-encounter,,true,true,,68,,,,,,,,,,
manaphy,manaphy,legends-arceus,legends-arceus,seaside-hollow,special-encounter,50,,true,,,,,true,"Can be caught during Request 66: ""The Sea's Legend"". Unlocked after completing Mission 10: ""The Lordless Island"".<br/>Only appears if you have a {Mantyke;POKEMON;mantyke}, {Buizel;POKEMON;buizel} and an {Overqwil;POKEMON;overqwil} in your party and ride through the two stone pillar's in {Sand's Reach;LOCATION;sands-reach} in the evening. Never Shiny",,,,,,
mantine,mantine,legends-arceus,legends-arceus,tranquility-cove,symbol-encounter,,true,true,,50,,,,,,,,,,
mantine,mantine,legends-arceus,legends-arceus,tranquility-cove,symbol-encounter,31 - 34,true,true,,46 - 49,,,,,,,,,,
mantine,mantine,legends-arceus,legends-arceus,tranquility-cove,swarm,36 - 38,true,true,true,51 - 53,,,,,,,,,,
mantyke,mantyke,legends-arceus,legends-arceus,aipom-hill,symbol-encounter,31 - 34,true,true,true,46 - 49,,,,,,,,,,
mantyke,mantyke,legends-arceus,legends-arceus,bathers-lagoon,symbol-encounter,31 - 34,true,true,true,46 - 49,,,,,,,,,,
mantyke,mantyke,legends-arceus,legends-arceus,castaway-shore,symbol-encounter,31 - 34,true,true,true,46 - 49,,,,,,,,,,
mantyke,mantyke,legends-arceus,legends-arceus,ginkgo-landing,symbol-encounter,31 - 34,true,true,true,46 - 49,,,,,,,,,,
mantyke,mantyke,legends-arceus,legends-arceus,tranquility-cove,symbol-encounter,31 - 34,true,true,,46 - 49,,,,,,,,,,
mantyke,mantyke,legends-arceus,legends-arceus,tranquility-cove,swarm,33 - 35,true,true,,48 - 50,,,,,,,,,,
mesprit,mesprit,legends-arceus,legends-arceus,lake-verity-sinnoh,special-encounter,70,,,,,,,,"Can be caught during Mission 21: ""The Plate of the Lakes"". Available after completing Mission 20: ""The Researcher of Myths"". Respawns immediately if run from or defeated. Never Shiny",,one,,,,
mime-jr,mime-jr,legends-arceus,legends-arceus,horseshoe-plains,symbol-encounter,3 - 6,true,true,,18 - 21,,,,,,,,,,
mime-jr,mime-jr,legends-arceus,legends-arceus,sandgem-flats,symbol-encounter,15 - 18,true,true,,30 - 33,,,,,,,,,,
mime-jr,mime-jr,legends-arceus,legends-arceus,sandgem-flats,swarm,23 - 25,true,true,,38 - 40,,,,,,,,,,
misdreavus,misdreavus,legends-arceus,legends-arceus,avalanche-slopes,symbol-encounter,59 - 62,true,true,true,74 - 77,,,,,,,,,,
misdreavus,misdreavus,legends-arceus,legends-arceus,avalanche-slopes,swarm,52 - 54,true,true,,67 - 69,,,,,,,,,,
misdreavus,misdreavus,legends-arceus,legends-arceus,celestica-ruins,symbol-encounter,39 - 42,,true,true,54 - 57,,,,,true,,,,,
misdreavus,misdreavus,legends-arceus,legends-arceus,glacier-terrace,symbol-encounter,49 - 52,true,true,true,64 - 67,,,,,,,,,,
misdreavus,misdreavus,legends-arceus,legends-arceus,ice-column-chamber,symbol-encounter,59 - 62,true,true,,74 - 77,,,,,,,,,,
misdreavus,misdreavus,legends-arceus,legends-arceus,icepeak-cavern,symbol-encounter,45 - 52,true,true,,60 - 67,,,,,,,,,,
misdreavus,misdreavus,legends-arceus,legends-arceus,sacred-plaza,symbol-encounter,39 - 42,,true,,54 - 57,,,,,true,,,,,
misdreavus,misdreavus,legends-arceus,legends-arceus,sacred-plaza,swarm,59 - 61,true,true,true,74 - 76,,,,,,,,,,
misdreavus,misdreavus,legends-arceus,legends-arceus,stonetooth-rows,symbol-encounter,43 - 46,,true,,58 - 61,,,,,true,,,,,
mismagius,mismagius,legends-arceus,legends-arceus,stonetooth-rows,symbol-encounter,,,true,,61,,,,,true,,,,,
monferno,monferno,legends-arceus,legends-arceus,deertrack-heights,symbol-encounter,14 - 17,true,true,,29 - 32,,,,,,,,,,
monferno,monferno,legends-arceus,legends-arceus,ramanas-island,symbol-encounter,32 - 35,true,true,,47 - 50,,,,,,,,,,
monferno,monferno,legends-arceus,legends-arceus,ramanas-island,swarm,15 - 17,true,true,,30 - 32,,,,,,,,,,
mothim,mothim-plant,legends-arceus,legends-arceus,aipom-hill,flying,29 - 32,true,true,,44 - 47,,,,,,,,,,
mothim,mothim-plant,legends-arceus,legends-arceus,ancient-quarry,flying,43 - 46,true,true,true,58 - 61,,,,,,,,,,
mothim,mothim-plant,legends-arceus,legends-arceus,crossing-slope,flying,27 - 30,true,true,true,42 - 45,,,,,,,,,,
mothim,mothim-plant,legends-arceus,legends-arceus,firespit-island,flying,33 - 36,true,true,true,48 - 51,,,,,,,,,,
mothim,mothim-plant,legends-arceus,legends-arceus,grueling-grove,flying,20 - 23,true,true,,35 - 38,,,,,,,,,,
mothim,mothim-plant,legends-arceus,legends-arceus,spring-path-hisui,symbol-encounter,,true,true,,56,,,,,,,,,,
mothim,mothim-plant,legends-arceus,legends-arceus,spring-path-hisui,flying,41 - 44,true,true,,56 - 59,,,,,,,,,,
mothim,mothim-plant,legends-arceus,legends-arceus,veilstone-cape,flying,29 - 32,true,true,,44 - 47,,,,,,,,,,
mothim,mothim-plant,legends-arceus,legends-arceus,wayward-wood,symbol-encounter,,true,true,,55,,,,,,,,,,
mothim,mothim-plant,legends-arceus,legends-arceus,wayward-wood,flying,35 - 38,true,true,,50 - 53,,,,,,,,,,
mr-mime,mr-mime,legends-arceus,legends-arceus,crossing-slope,contact-space-time-distortion,30 - 58,true,true,,50 - 78,,,,,,,,,,
mr-mime,mr-mime,legends-arceus,legends-arceus,deadwood-haunt,contact-space-time-distortion,30 - 58,true,true,,50 - 78,,,,,,,,,,
mr-mime,mr-mime,legends-arceus,legends-arceus,ginkgo-landing,contact-space-time-distortion,30 - 58,true,true,,50 - 78,,,,,,,,,,
mr-mime,mr-mime,legends-arceus,legends-arceus,sandgem-flats,symbol-encounter,15 - 18,true,true,,30 - 33,,,,,,,,,,
mr-mime,mr-mime,legends-arceus,legends-arceus,sandgem-flats,swarm,28 - 30,true,true,,43 - 45,,,,,,,,,,
mr-mime,mr-mime,legends-arceus,legends-arceus,spring-path-hisui,contact-space-time-distortion,30 - 58,true,true,,50 - 78,,,,,,,,,,
mr-mime,mr-mime,legends-arceus,legends-arceus,windbreak-stand,contact-space-time-distortion,30 - 58,true,true,,50 - 78,,,,,,,,,,
munchlax,munchlax,legends-arceus,legends-arceus,deertrack-path,symbol-encounter,7 - 10,true,true,,22 - 25,,,,,,,,,,
munchlax,munchlax,legends-arceus,legends-arceus,snowfall-hot-spring,symbol-encounter,47 - 50,true,true,,62 - 65,,,,,,,,,,
munchlax,munchlax,legends-arceus,legends-arceus,snowfall-hot-spring,swarm,56 - 58,true,true,,71 - 73,,,,,,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,aipom-hill,symbol-encounter,33 - 36,,true,,48 - 51,,,,,true,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,bathers-lagoon,symbol-encounter,33 - 36,,true,,48 - 51,,,,,true,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,castaway-shore,symbol-encounter,"24 - 27, 31 - 34",,true,,"39 - 42, 46 - 49",,,,,true,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,castaway-shore,flying,31 - 34,,true,,46 - 49,,,,,true,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,cloudpool-ridge,symbol-encounter,23 - 25,,true,,,,,,,true,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,cloudpool-ridge,swarm,27 - 29,true,true,true,42 - 44,,,,,,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,crossing-slope,symbol-encounter,27 - 30,,true,,42 - 45,,,,,true,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,ginkgo-landing,symbol-encounter,24 - 30,,true,,39 - 45,,,,,true,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,hideaway-bay,symbol-encounter,41 - 44,,true,,56 - 59,,,,,true,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,islespy-shore,symbol-encounter,41 - 44,,true,,56 - 59,,,,,true,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,spring-path-hisui,flying,41 - 44,,true,true,56 - 59,,,,,true,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,veilstone-cape,symbol-encounter,29 - 32,,true,,44 - 47,,,,,true,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,veilstone-cape,flying,29 - 32,,true,,44 - 47,,,,,true,,,,,
murkrow,murkrow,legends-arceus,legends-arceus,windbreak-stand,symbol-encounter,29 - 32,,true,true,44 - 47,,,,,true,,,,,
ninetales,ninetales,legends-arceus,legends-arceus,firespit-island,symbol-encounter,,true,true,,61,,,,,,,,,,
nosepass,nosepass,legends-arceus,legends-arceus,celestica-ruins,symbol-encounter,39 - 42,true,true,,54 - 57,,,,,,,,,,
nosepass,nosepass,legends-arceus,legends-arceus,cloudcap-pass,shaking-ore-deposits,39 - 42,true,true,,54 - 57,,,,,,,,,,
nosepass,nosepass,legends-arceus,legends-arceus,primeval-grotto,symbol-encounter,53 - 56,true,true,,68 - 71,,,,,,,,,,
nosepass,nosepass,legends-arceus,legends-arceus,primeval-grotto,shaking-ore-deposits,53 - 56,true,true,,68 - 71,,,,,,,,,,
nosepass,nosepass,legends-arceus,legends-arceus,primeval-grotto,swarm,47 - 49,true,true,true,62 - 64,,,,,,,,,,
nosepass,nosepass,legends-arceus,legends-arceus,sacred-plaza,shaking-ore-deposits,39 - 42,true,true,,54 - 57,,,,,,,,,,
octillery,octillery,legends-arceus,legends-arceus,ancient-quarry,contact-space-time-distortion,35 - 53,true,true,true,50 - 68,,,,,,,,,,
octillery,octillery,legends-arceus,legends-arceus,bolderoll-ravine,contact-space-time-distortion,35 - 53,true,true,,50 - 68,,,,,,,,,,
octillery,octillery,legends-arceus,legends-arceus,castaway-shore,symbol-encounter,,true,true,,46,,,,,,,,,,
octillery,octillery,legends-arceus,legends-arceus,castaway-shore,swarm,45 - 47,true,true,,60 - 62,,,,,,,,,,
octillery,octillery,legends-arceus,legends-arceus,celestica-ruins,contact-space-time-distortion,35 - 53,true,true,,50 - 68,,,,,,,,,,
octillery,octillery,legends-arceus,legends-arceus,celestica-trail,contact-space-time-distortion,35 - 53,true,true,,50 - 68,,,,,,,,,,
octillery,octillery,legends-arceus,legends-arceus,islespy-shore,symbol-encounter,41 - 44,true,true,true,56 - 59,,,,,,,,,,
octillery,octillery,legends-arceus,legends-arceus,islespy-shore,symbol-encounter,41 - 44,true,true,true,56 - 59,,,,,,,,,,
octillery,octillery,legends-arceus,legends-arceus,sacred-plaza,contact-space-time-distortion,35 - 53,true,true,,50 - 68,,,,,,,,,,
octillery,octillery,legends-arceus,legends-arceus,seaside-hollow,symbol-encounter,33 - 36,true,true,,48 - 51,,,,After capturing {Manaphy;POKEMON;manaphy},,,,,,
octillery,octillery,legends-arceus,legends-arceus,stonetooth-rows,contact-space-time-distortion,35 - 53,true,true,,50 - 68,,,,,,,,,,
onix,onix,legends-arceus,legends-arceus,celestica-trail,symbol-encounter,43 - 46,true,true,,58 - 61,,,,,,,,,,
onix,onix,legends-arceus,legends-arceus,celestica-trail,swarm,50 - 52,true,true,,65 - 67,,,,,,,,,,
onix,onix,legends-arceus,legends-arceus,diamond-settlement,symbol-encounter,,true,true,true,50,,,,,,,,,,
onix,onix,legends-arceus,legends-arceus,horseshoe-plains,contact-space-time-distortion,25 - 55,true,true,,35 - 70,,,,,,,,,,
onix,onix,legends-arceus,legends-arceus,lake-valor-hisui,symbol-encounter,25 - 28,true,true,true,40 - 43,,,,,,,,,,
onix,onix,legends-arceus,legends-arceus,natures-pantry,contact-space-time-distortion,25 - 55,true,true,,35 - 70,,,,,,,,,,
onix,onix,legends-arceus,legends-arceus,sandgem-flats,contact-space-time-distortion,25 - 55,true,true,,35 - 70,,,,,,,,,,
onix,onix,legends-arceus,legends-arceus,scarlet-bog,symbol-encounter,21 - 24,true,true,true,36 - 39,,,,,,,,,,
onix,onix,legends-arceus,legends-arceus,windswept-run,contact-space-time-distortion,25 - 55,true,true,,35 - 70,,,,,,,,,,
oshawott,oshawott,legends-arceus,legends-arceus,arenas-approach,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
oshawott,oshawott,legends-arceus,legends-arceus,avalanche-slopes,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
oshawott,oshawott,legends-arceus,legends-arceus,bonechill-wastes,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
oshawott,oshawott,legends-arceus,legends-arceus,glacier-terrace,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
oshawott,oshawott,legends-arceus,legends-arceus,hearts-crag,contact-space-time-distortion,55 - 58,true,true,,70 - 73,,,,"After completing Mission 18: ""The Counterpart""",,,,,,
overqwil,overqwil,legends-arceus,legends-arceus,lake-valor-hisui,special-encounter,,true,true,,58,,,,"Can be caught during Mission 15: ""The Trial of Lake Valor"". Unlocked after completing Mission 13: ""Disaster Looming"". Does not respawn and is never shiny.",,,,,,
pachirisu,pachirisu,legends-arceus,legends-arceus,cottonsedge-prairie,symbol-encounter,33 - 36,true,true,,48 - 51,,,,,,,,,,
pachirisu,pachirisu,legends-arceus,legends-arceus,cottonsedge-prairie,shaking-trees,33 - 36,true,true,,48 - 51,,,,,,,,,,
pachirisu,pachirisu,legends-arceus,legends-arceus,droning-meadow,shaking-trees,33 - 36,true,true,,48 - 51,,,,,,,,,,
pachirisu,pachirisu,legends-arceus,legends-arceus,gapejaw-bog,symbol-encounter,,true,true,true,40,,,,,,,,,,
pachirisu,pachirisu,legends-arceus,legends-arceus,gapejaw-bog,shaking-trees,"19 - 24, 41 - 44",true,true,,"34 - 39, 56 - 59",,,,,,,,,,
pachirisu,pachirisu,legends-arceus,legends-arceus,gapejaw-bog,swarm,24 - 26,true,true,true,39 - 41,,,,,,,,,,
pachirisu,pachirisu,legends-arceus,legends-arceus,golden-lowlands,shaking-trees,"19 - 22, 41 - 44",true,true,true,"34 - 37, 56 - 59",,,,,,,,,,
pachirisu,pachirisu,legends-arceus,legends-arceus,holm-of-trials,shaking-trees,33 - 36,true,true,,48 - 51,,,,,,,,,,
pachirisu,pachirisu,legends-arceus,legends-arceus,scarlet-bog,shaking-trees,21 - 24,true,true,true,36 - 39,,,,,,,,,,
pachirisu,pachirisu,legends-arceus,legends-arceus,ursas-ring,shaking-trees,27 - 30,true,true,,42 - 45,,,,,,,,,,
palkia,palkia,legends-arceus,legends-arceus,temple-of-sinnoh,special-encounter,65,true,true,,,,,,"Can be caught during Mission 17: ""Atop Mount Coronet"". Unlocked after completing Mission 13: ""Disaster Looming"" and picked Irida and completes forging the {Red Chain;ITEM;red-chain}",,,,,,
palkia-origin,palkia-origin,legends-arceus,legends-arceus,temple-of-sinnoh,special-encounter,65,true,true,,,,,,"Can be caught during Mission 18: ""The Counterpart"" if the player chooses Adaman during Mission 13: ""Disaster Looming""",,,,,,
paras,paras,legends-arceus,legends-arceus,cloudpool-ridge,symbol-encounter,20 - 23,true,true,true,35 - 38,,,,,,,,,,
paras,paras,legends-arceus,legends-arceus,cottonsedge-prairie,symbol-encounter,20 - 23,true,true,true,35 - 38,,,,,,,,,,
paras,paras,legends-arceus,legends-arceus,diamond-heath,symbol-encounter,20 - 23,true,true,,35 - 38,,,,,,,,,,
paras,paras,legends-arceus,legends-arceus,droning-meadow,symbol-encounter,20 - 23,true,true,,35 - 38,,,,,,,,,,
paras,paras,legends-arceus,legends-arceus,golden-lowlands,symbol-encounter,17 - 23,true,true,,32 - 38,,,,,,,,,,
paras,paras,legends-arceus,legends-arceus,golden-lowlands,swarm,20 - 22,true,true,,35 - 37,,,,,,,,,,
paras,paras,legends-arceus,legends-arceus,heavenward-lookout,symbol-encounter,20 - 23,true,true,,35 - 38,,,,,,,,,,
paras,paras,legends-arceus,legends-arceus,natures-pantry,symbol-encounter,9 - 12,true,true,,24 - 27,,,,,,,,,,
paras,paras,legends-arceus,legends-arceus,natures-pantry,swarm,11 - 13,true,true,true,26 - 28,,,,,,,,,,
paras,paras,legends-arceus,legends-arceus,ursas-ring,symbol-encounter,20 - 23,true,true,true,35 - 38,,,,,,,,,,
paras,paras,legends-arceus,legends-arceus,wayward-wood,symbol-encounter,20 - 23,true,true,,35 - 38,,,,,,,,,,
paras,paras,legends-arceus,legends-arceus,windbreak-stand,symbol-encounter,20 - 23,true,true,true,35 - 38,,,,,,,,,,
parasect,parasect,legends-arceus,legends-arceus,cloudpool-ridge,symbol-encounter,25 - 28,true,true,true,40 - 43,,,,,,,,,,
parasect,parasect,legends-arceus,legends-arceus,cottonsedge-prairie,symbol-encounter,33 - 36,true,true,true,48 - 51,,,,,,,,,,
parasect,parasect,legends-arceus,legends-arceus,diamond-heath,symbol-encounter,24 - 27,true,true,,39 - 42,,,,,,,,,,
parasect,parasect,legends-arceus,legends-arceus,droning-meadow,symbol-encounter,33 - 36,true,true,,48 - 51,,,,,,,,,,
parasect,parasect,legends-arceus,legends-arceus,golden-lowlands,symbol-encounter,"24 - 27, 41 - 44",true,true,,"39 - 42, 56 - 59",,,,,,,,,,
parasect,parasect,legends-arceus,legends-arceus,golden-lowlands,swarm,24 - 26,true,true,,39 - 41,,,,,,,,,,
parasect,parasect,legends-arceus,legends-arceus,heavenward-lookout,symbol-encounter,35 - 38,true,true,,50 - 53,,,,,,,,,,
parasect,parasect,legends-arceus,legends-arceus,natures-pantry,symbol-encounter,,true,true,,30,,,,,,,,,,
parasect,parasect,legends-arceus,legends-arceus,natures-pantry,swarm,24 - 26,true,true,true,39 - 41,,,,,,,,,,
parasect,parasect,legends-arceus,legends-arceus,ursas-ring,symbol-encounter,27 - 30,true,true,true,42 - 45,,,,,,,,,,
parasect,parasect,legends-arceus,legends-arceus,wayward-wood,symbol-encounter,35 - 38,true,true,,50 - 53,,,,,,,,,,
parasect,parasect,legends-arceus,legends-arceus,windbreak-stand,symbol-encounter,"29 - 32, 41 - 44",true,true,,"44 - 47, 56 - 59",,,,,,,,,,
petilil,petilil,legends-arceus,legends-arceus,cottonsedge-prairie,symbol-encounter,33 - 36,true,true,,48 - 51,,,,,,,,,,
petilil,petilil,legends-arceus,legends-arceus,holm-of-trials,symbol-encounter,33 - 36,true,true,,48 - 51,,,,,,,,,,
petilil,petilil,legends-arceus,legends-arceus,holm-of-trials,swarm,38 - 40,true,true,,53 - 55,,,,,,,,,,
phione,phione,legends-arceus,legends-arceus,seaside-hollow,symbol-encounter,33 - 36,true,true,,,,,,After capturing {Manaphy;POKEMON;manaphy},,,,,,
phione,phione,legends-arceus,legends-arceus,seaside-hollow,special-encounter,33 - 36,true,true,,,,,,"Three appear during Request 66: ""The Sea's Legend"". Never shiny",,,,,,
pichu,pichu,legends-arceus,legends-arceus,aspiration-hill,symbol-encounter,3 - 6,true,true,true,18 - 21,,,,,,,,,,
pichu,pichu,legends-arceus,legends-arceus,aspiration-hill,swarm,8 - 10,true,true,true,23 - 25,,,,,,,,,,
pichu,pichu,legends-arceus,legends-arceus,floaro-gardens,symbol-encounter,3 - 6,true,true,,18 - 21,,,,,,,,,,
pichu,pichu,legends-arceus,legends-arceus,golden-lowlands,symbol-encounter,"17 - 20, 41 - 44",true,true,true,"32 - 35, 56 - 59",,,,,,,,,,
pichu,pichu,legends-arceus,legends-arceus,natures-pantry,symbol-encounter,9 - 12,,true,,24 - 27,true,true,true,,,,,,,
pikachu,pikachu,legends-arceus,legends-arceus,arenas-approach,contact-space-time-distortion,45 - 58,true,true,,60 - 73,,,,,,,,,,
pikachu,pikachu,legends-arceus,legends-arceus,avalanche-slopes,contact-space-time-distortion,45 - 58,true,true,,60 - 73,,,,,,,,,,
pikachu,pikachu,legends-arceus,legends-arceus,bonechill-wastes,contact-space-time-distortion,45 - 58,true,true,,60 - 73,,,,,,,,,,
pikachu,pikachu,legends-arceus,legends-arceus,glacier-terrace,contact-space-time-distortion,45 - 58,true,true,,60 - 73,,,,,,,,,,
pikachu,pikachu,legends-arceus,legends-arceus,golden-lowlands,symbol-encounter,"17 - 20, 41 - 44",true,true,true,32 - 35. 56 - 59,,,,,,,,,,
pikachu,pikachu,legends-arceus,legends-arceus,hearts-crag,contact-space-time-distortion,45 - 58,true,true,,60 - 73,,,,,,,,,,
