id,version_group,version,location_area,pokemon,method,slot,rarity,min_level,max_level,conditions,min_perfect_ivs,always_shiny,never_shiny,is_alpha
85274,sword-shield,sword,885,snorunt,walk,2,30,26,28,story-progress-before-hall-of-fame;weather-snowing,,,,
85275,sword-shield,sword,885,snorunt,walk,2,30,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85276,sword-shield,sword,885,delibird,walk,3,20,26,28,story-progress-before-hall-of-fame;weather-snowing,,,,
85277,sword-shield,sword,885,delibird,walk,3,20,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85278,sword-shield,sword,885,dottler,walk,4,10,26,28,story-progress-before-hall-of-fame;weather-snowing,,,,
85279,sword-shield,sword,885,dottler,walk,4,10,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85280,sword-shield,sword,885,doublade,wanderer,1,100,56,56,story-progress-before-hall-of-fame;weather-snowing,,,,
85281,sword-shield,sword,885,doublade,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85282,sword-shield,sword,885,drednaw,wanderer,1,100,36,36,story-progress-before-hall-of-fame;weather-snowing,,,,
85283,sword-shield,sword,885,drednaw,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85284,sword-shield,sword,885,orbeetle,wanderer,1,100,41,41,story-progress-before-hall-of-fame;weather-snowing,,,,
85285,sword-shield,sword,885,orbeetle,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85286,sword-shield,sword,885,glalie,wanderer,1,100,46,46,story-progress-before-hall-of-fame;weather-snowing,,,,
85287,sword-shield,sword,885,glalie,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85288,sword-shield,sword,885,beartic,wanderer,1,100,60,60,weather-snowing,,,,
85289,sword-shield,sword,885,corviknight,wanderer,1,100,40,40,story-progress-before-hall-of-fame;weather-snowing,,,,
85290,sword-shield,sword,885,corviknight,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85291,sword-shield,sword,885,coalossal,wanderer,1,100,65,65,story-progress-hall-of-fame;weather-snowing,,,,
85292,sword-shield,shield,885,vanillite,overworld,1,40,28,30,story-progress-before-hall-of-fame;weather-snowing,,,,
85293,sword-shield,shield,885,vanillite,overworld,1,40,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85294,sword-shield,shield,885,sneasel,overworld,2,35,28,30,story-progress-before-hall-of-fame;weather-snowing,,,,
85295,sword-shield,shield,885,sneasel,overworld,2,35,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85296,sword-shield,shield,885,linoone-galar,overworld,3,10,28,30,story-progress-before-hall-of-fame;weather-snowing,,,,
85297,sword-shield,shield,885,linoone-galar,overworld,3,10,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85298,sword-shield,shield,885,noctowl,overworld,4,5,28,30,story-progress-before-hall-of-fame;weather-snowing,,,,
85299,sword-shield,shield,885,noctowl,overworld,4,5,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85300,sword-shield,shield,885,minccino,overworld,5,10,28,30,story-progress-before-hall-of-fame;weather-snowing,,,,
85301,sword-shield,shield,885,minccino,overworld,5,10,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85302,sword-shield,shield,885,snover,walk,1,40,26,28,story-progress-before-hall-of-fame;weather-snowing,,,,
85303,sword-shield,shield,885,snover,walk,1,40,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85304,sword-shield,shield,885,snorunt,walk,2,30,26,28,story-progress-before-hall-of-fame;weather-snowing,,,,
85305,sword-shield,shield,885,snorunt,walk,2,30,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85306,sword-shield,shield,885,delibird,walk,3,20,26,28,story-progress-before-hall-of-fame;weather-snowing,,,,
85307,sword-shield,shield,885,delibird,walk,3,20,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85308,sword-shield,shield,885,dottler,walk,4,10,26,28,story-progress-before-hall-of-fame;weather-snowing,,,,
85309,sword-shield,shield,885,dottler,walk,4,10,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85310,sword-shield,shield,885,doublade,wanderer,1,100,56,56,story-progress-before-hall-of-fame;weather-snowing,,,,
85311,sword-shield,shield,885,doublade,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85312,sword-shield,shield,885,drednaw,wanderer,1,100,36,36,story-progress-before-hall-of-fame;weather-snowing,,,,
85313,sword-shield,shield,885,drednaw,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85314,sword-shield,shield,885,orbeetle,wanderer,1,100,41,41,story-progress-before-hall-of-fame;weather-snowing,,,,
85315,sword-shield,shield,885,orbeetle,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85316,sword-shield,shield,885,glalie,wanderer,1,100,46,46,story-progress-before-hall-of-fame;weather-snowing,,,,
85317,sword-shield,shield,885,glalie,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85318,sword-shield,shield,885,beartic,wanderer,1,100,60,60,weather-snowing,,,,
85319,sword-shield,shield,885,corviknight,wanderer,1,100,40,40,story-progress-before-hall-of-fame;weather-snowing,,,,
85320,sword-shield,shield,885,corviknight,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowing,,,,
85321,sword-shield,shield,885,coalossal,wanderer,1,100,65,65,story-progress-hall-of-fame;weather-snowing,,,,
85322,sword-shield,sword,885,sneasel,overworld,1,40,28,30,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85323,sword-shield,sword,885,sneasel,overworld,1,40,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85324,sword-shield,sword,885,vanillite,overworld,2,35,28,30,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85325,sword-shield,sword,885,vanillite,overworld,2,35,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85326,sword-shield,sword,885,linoone-galar,overworld,3,10,28,30,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85327,sword-shield,sword,885,linoone-galar,overworld,3,10,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85328,sword-shield,sword,885,riolu,overworld,4,5,28,30,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85329,sword-shield,sword,885,riolu,overworld,4,5,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85330,sword-shield,sword,885,minccino,overworld,5,10,28,30,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85331,sword-shield,sword,885,minccino,overworld,5,10,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85332,sword-shield,sword,885,snorunt,walk,1,40,26,28,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85333,sword-shield,sword,885,snorunt,walk,1,40,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85334,sword-shield,sword,885,pawniard,walk,2,30,26,28,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85335,sword-shield,sword,885,pawniard,walk,2,30,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85336,sword-shield,sword,885,delibird,walk,3,20,26,28,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85337,sword-shield,sword,885,delibird,walk,3,20,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85338,sword-shield,sword,885,dottler,walk,4,10,26,28,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85339,sword-shield,sword,885,dottler,walk,4,10,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85340,sword-shield,sword,885,doublade,wanderer,1,100,56,56,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85341,sword-shield,sword,885,doublade,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85342,sword-shield,sword,885,drednaw,wanderer,1,100,36,36,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85343,sword-shield,sword,885,drednaw,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85344,sword-shield,sword,885,orbeetle,wanderer,1,100,41,41,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85345,sword-shield,sword,885,orbeetle,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85346,sword-shield,sword,885,glalie,wanderer,1,100,46,46,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85347,sword-shield,sword,885,glalie,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85348,sword-shield,sword,885,gengar,wanderer,1,100,60,60,weather-snowstorm,,,,
85349,sword-shield,sword,885,corviknight,wanderer,1,100,40,40,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85350,sword-shield,sword,885,corviknight,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85351,sword-shield,sword,885,coalossal,wanderer,1,100,65,65,story-progress-hall-of-fame;weather-snowstorm,,,,
85352,sword-shield,shield,885,sneasel,overworld,1,40,28,30,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85353,sword-shield,shield,885,sneasel,overworld,1,40,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85354,sword-shield,shield,885,vanillite,overworld,2,35,28,30,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85355,sword-shield,shield,885,vanillite,overworld,2,35,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85356,sword-shield,shield,885,linoone-galar,overworld,3,10,28,30,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85357,sword-shield,shield,885,linoone-galar,overworld,3,10,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85358,sword-shield,shield,885,riolu,overworld,4,5,28,30,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85359,sword-shield,shield,885,riolu,overworld,4,5,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85360,sword-shield,shield,885,minccino,overworld,5,10,28,30,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85361,sword-shield,shield,885,minccino,overworld,5,10,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85362,sword-shield,shield,885,snorunt,walk,1,40,26,28,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85363,sword-shield,shield,885,snorunt,walk,1,40,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85364,sword-shield,shield,885,pawniard,walk,2,30,26,28,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85365,sword-shield,shield,885,pawniard,walk,2,30,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85366,sword-shield,shield,885,delibird,walk,3,20,26,28,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85367,sword-shield,shield,885,delibird,walk,3,20,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85368,sword-shield,shield,885,dottler,walk,4,10,26,28,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85369,sword-shield,shield,885,dottler,walk,4,10,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85370,sword-shield,shield,885,doublade,wanderer,1,100,56,56,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85371,sword-shield,shield,885,doublade,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85372,sword-shield,shield,885,drednaw,wanderer,1,100,36,36,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85373,sword-shield,shield,885,drednaw,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85374,sword-shield,shield,885,orbeetle,wanderer,1,100,41,41,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85375,sword-shield,shield,885,orbeetle,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85376,sword-shield,shield,885,glalie,wanderer,1,100,46,46,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85377,sword-shield,shield,885,glalie,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85378,sword-shield,shield,885,gengar,wanderer,1,100,60,60,weather-snowstorm,,,,
85379,sword-shield,shield,885,corviknight,wanderer,1,100,40,40,story-progress-before-hall-of-fame;weather-snowstorm,,,,
85380,sword-shield,shield,885,corviknight,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-snowstorm,,,,
85381,sword-shield,shield,885,coalossal,wanderer,1,100,65,65,story-progress-hall-of-fame;weather-snowstorm,,,,
85382,sword-shield,sword,885,carkol,overworld,1,40,28,30,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85383,sword-shield,sword,885,carkol,overworld,1,40,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85384,sword-shield,sword,885,diggersby,overworld,2,35,28,30,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85385,sword-shield,sword,885,diggersby,overworld,2,35,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85386,sword-shield,sword,885,torkoal,overworld,3,10,28,30,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85387,sword-shield,sword,885,torkoal,overworld,3,10,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85388,sword-shield,sword,885,noctowl,overworld,4,5,28,30,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85389,sword-shield,sword,885,noctowl,overworld,4,5,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85390,sword-shield,sword,885,minccino,overworld,5,10,28,30,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85391,sword-shield,sword,885,minccino,overworld,5,10,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85392,sword-shield,sword,885,golett,walk,1,40,26,28,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85393,sword-shield,sword,885,golett,walk,1,40,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85394,sword-shield,sword,885,baltoy,walk,2,30,26,28,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85395,sword-shield,sword,885,baltoy,walk,2,30,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85396,sword-shield,sword,885,drilbur,walk,3,20,26,28,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85397,sword-shield,sword,885,drilbur,walk,3,20,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85398,sword-shield,sword,885,dugtrio,walk,4,10,26,28,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85399,sword-shield,sword,885,dugtrio,walk,4,10,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85400,sword-shield,sword,885,doublade,wanderer,1,100,56,56,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85401,sword-shield,sword,885,doublade,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85402,sword-shield,sword,885,drednaw,wanderer,1,100,36,36,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85403,sword-shield,sword,885,drednaw,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85404,sword-shield,sword,885,orbeetle,wanderer,1,100,41,41,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85405,sword-shield,sword,885,orbeetle,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85406,sword-shield,sword,885,excadrill,wanderer,1,100,46,46,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85407,sword-shield,sword,885,excadrill,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85408,sword-shield,sword,885,gengar,wanderer,1,100,60,60,weather-intense-sun,,,,
85409,sword-shield,sword,885,corviknight,wanderer,1,100,40,40,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85410,sword-shield,sword,885,corviknight,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85411,sword-shield,sword,885,coalossal,wanderer,1,100,65,65,story-progress-hall-of-fame;weather-intense-sun,,,,
85412,sword-shield,shield,885,carkol,overworld,1,40,28,30,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85413,sword-shield,shield,885,carkol,overworld,1,40,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85414,sword-shield,shield,885,diggersby,overworld,2,35,28,30,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85415,sword-shield,shield,885,diggersby,overworld,2,35,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85416,sword-shield,shield,885,torkoal,overworld,3,10,28,30,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85417,sword-shield,shield,885,torkoal,overworld,3,10,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85418,sword-shield,shield,885,noctowl,overworld,4,5,28,30,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85419,sword-shield,shield,885,noctowl,overworld,4,5,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85420,sword-shield,shield,885,minccino,overworld,5,10,28,30,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85421,sword-shield,shield,885,minccino,overworld,5,10,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85422,sword-shield,shield,885,golett,walk,1,40,26,28,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85423,sword-shield,shield,885,golett,walk,1,40,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85424,sword-shield,shield,885,baltoy,walk,2,30,26,28,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85425,sword-shield,shield,885,baltoy,walk,2,30,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85426,sword-shield,shield,885,drilbur,walk,3,20,26,28,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85427,sword-shield,shield,885,drilbur,walk,3,20,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85428,sword-shield,shield,885,dugtrio,walk,4,10,26,28,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85429,sword-shield,shield,885,dugtrio,walk,4,10,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85430,sword-shield,shield,885,doublade,wanderer,1,100,56,56,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85431,sword-shield,shield,885,doublade,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85432,sword-shield,shield,885,drednaw,wanderer,1,100,36,36,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85433,sword-shield,shield,885,drednaw,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85434,sword-shield,shield,885,orbeetle,wanderer,1,100,41,41,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85435,sword-shield,shield,885,orbeetle,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85436,sword-shield,shield,885,excadrill,wanderer,1,100,46,46,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85437,sword-shield,shield,885,excadrill,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85438,sword-shield,shield,885,gengar,wanderer,1,100,60,60,weather-intense-sun,,,,
85439,sword-shield,shield,885,corviknight,wanderer,1,100,40,40,story-progress-before-hall-of-fame;weather-intense-sun,,,,
85440,sword-shield,shield,885,corviknight,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-intense-sun,,,,
85441,sword-shield,shield,885,coalossal,wanderer,1,100,65,65,story-progress-hall-of-fame;weather-intense-sun,,,,
85442,sword-shield,sword,885,carkol,overworld,1,40,28,30,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85443,sword-shield,sword,885,carkol,overworld,1,40,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85444,sword-shield,sword,885,diggersby,overworld,2,35,28,30,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85445,sword-shield,sword,885,diggersby,overworld,2,35,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85446,sword-shield,sword,885,noctowl,overworld,3,10,28,30,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85447,sword-shield,sword,885,noctowl,overworld,3,10,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85448,sword-shield,sword,885,shuckle,overworld,4,5,28,30,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85449,sword-shield,sword,885,shuckle,overworld,4,5,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85450,sword-shield,sword,885,minccino,overworld,5,10,28,30,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85451,sword-shield,sword,885,minccino,overworld,5,10,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85452,sword-shield,sword,885,golett,walk,1,40,26,28,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85453,sword-shield,sword,885,golett,walk,1,40,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85454,sword-shield,sword,885,drilbur,walk,2,30,26,28,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85455,sword-shield,sword,885,drilbur,walk,2,30,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85456,sword-shield,sword,885,mudbray,walk,3,20,26,28,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85457,sword-shield,sword,885,mudbray,walk,3,20,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85458,sword-shield,sword,885,dottler,walk,4,10,26,28,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85459,sword-shield,sword,885,dottler,walk,4,10,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85460,sword-shield,sword,885,doublade,wanderer,1,100,56,56,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85461,sword-shield,sword,885,doublade,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85462,sword-shield,sword,885,drednaw,wanderer,1,100,36,36,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85463,sword-shield,sword,885,drednaw,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85464,sword-shield,sword,885,orbeetle,wanderer,1,100,41,41,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85465,sword-shield,sword,885,orbeetle,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85466,sword-shield,sword,885,excadrill,wanderer,1,100,46,46,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85467,sword-shield,sword,885,excadrill,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85468,sword-shield,sword,885,gengar,wanderer,1,100,60,60,weather-sandstorm,,,,
85469,sword-shield,sword,885,corviknight,wanderer,1,100,40,40,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85470,sword-shield,sword,885,corviknight,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85471,sword-shield,sword,885,coalossal,wanderer,1,100,65,65,story-progress-hall-of-fame;weather-sandstorm,,,,
85472,sword-shield,shield,885,carkol,overworld,1,40,28,30,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85473,sword-shield,shield,885,carkol,overworld,1,40,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85474,sword-shield,shield,885,diggersby,overworld,2,35,28,30,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85475,sword-shield,shield,885,diggersby,overworld,2,35,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85476,sword-shield,shield,885,noctowl,overworld,3,10,28,30,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85477,sword-shield,shield,885,noctowl,overworld,3,10,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85478,sword-shield,shield,885,shuckle,overworld,4,5,28,30,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85479,sword-shield,shield,885,shuckle,overworld,4,5,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85480,sword-shield,shield,885,minccino,overworld,5,10,28,30,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85481,sword-shield,shield,885,minccino,overworld,5,10,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85482,sword-shield,shield,885,golett,walk,1,40,26,28,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85483,sword-shield,shield,885,golett,walk,1,40,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85484,sword-shield,shield,885,drilbur,walk,2,30,26,28,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85485,sword-shield,shield,885,drilbur,walk,2,30,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85486,sword-shield,shield,885,mudbray,walk,3,20,26,28,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85487,sword-shield,shield,885,mudbray,walk,3,20,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85488,sword-shield,shield,885,dottler,walk,4,10,26,28,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85489,sword-shield,shield,885,dottler,walk,4,10,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85490,sword-shield,shield,885,doublade,wanderer,1,100,56,56,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85491,sword-shield,shield,885,doublade,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85492,sword-shield,shield,885,drednaw,wanderer,1,100,36,36,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85493,sword-shield,shield,885,drednaw,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85494,sword-shield,shield,885,orbeetle,wanderer,1,100,41,41,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85495,sword-shield,shield,885,orbeetle,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85496,sword-shield,shield,885,excadrill,wanderer,1,100,46,46,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85497,sword-shield,shield,885,excadrill,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85498,sword-shield,shield,885,gengar,wanderer,1,100,60,60,weather-sandstorm,,,,
85499,sword-shield,shield,885,corviknight,wanderer,1,100,40,40,story-progress-before-hall-of-fame;weather-sandstorm,,,,
85500,sword-shield,shield,885,corviknight,wanderer,1,100,60,60,story-progress-hall-of-fame;weather-sandstorm,,,,
85501,sword-shield,shield,885,coalossal,wanderer,1,100,65,65,story-progress-hall-of-fame;weather-sandstorm,,,,
85502,sword-shield,sword,885,gothita,overworld,1,40,28,30,story-progress-before-hall-of-fame;weather-fog,,,,
85503,sword-shield,sword,885,gothita,overworld,1,40,60,60,story-progress-hall-of-fame;weather-fog,,,,
85504,sword-shield,sword,885,clefairy,overworld,2,35,28,30,story-progress-before-hall-of-fame;weather-fog,,,,
85505,sword-shield,sword,885,clefairy,overworld,2,35,60,60,story-progress-hall-of-fame;weather-fog,,,,
85506,sword-shield,sword,885,noctowl,overworld,3,10,28,30,story-progress-before-hall-of-fame;weather-fog,,,,
85507,sword-shield,sword,885,noctowl,overworld,3,10,60,60,story-progress-hall-of-fame;weather-fog,,,,
85508,sword-shield,sword,885,linoone-galar,overworld,4,5,28,30,story-progress-before-hall-of-fame;weather-fog,,,,
85509,sword-shield,sword,885,linoone-galar,overworld,4,5,60,60,story-progress-hall-of-fame;weather-fog,,,,
85510,sword-shield,sword,885,minccino,overworld,5,10,28,30,story-progress-before-hall-of-fame;weather-fog,,,,
85511,sword-shield,sword,885,minccino,overworld,5,10,60,60,story-progress-hall-of-fame;weather-fog,,,,
85512,sword-shield,sword,885,munna,walk,1,40,26,28,story-progress-before-hall-of-fame;weather-fog,,,,
85513,sword-shield,sword,885,munna,walk,1,40,60,60,story-progress-hall-of-fame;weather-fog,,,,
85514,sword-shield,sword,885,dottler,walk,2,30,26,28,story-progress-before-hall-of-fame;weather-fog,,,,
85515,sword-shield,sword,885,dottler,walk,2,30,60,60,story-progress-hall-of-fame;weather-fog,,,,
85516,sword-shield,sword,885,duskull,walk,3,20,26,28,story-progress-before-hall-of-fame;weather-fog,,,,
85517,sword-shield,sword,885,duskull,walk,3,20,60,60,story-progress-hall-of-fame;weather-fog,,,,
85518,sword-shield,sword,885,eldegoss,walk,4,10,26,28,story-progress-before-hall-of-fame;weather-fog,,,,
