form/version_group/method/move,column,pokeapi,pokedb
araquanid-totem/ultra-sun-ultra-moon/machine/scald,_row_,present,missing
araquanid-totem/ultra-sun-ultra-moon/machine/frost-breath,_row_,present,missing
araquanid-totem/ultra-sun-ultra-moon/machine/confide,_row_,present,missing
araquanid-totem/ultra-sun-ultra-moon/machine/infestation,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/tackle,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/thunder-shock,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/defense-curl,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/rollout,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/charge,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/spark,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/nuzzle,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/magnet-rise,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/discharge,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/zing-zap,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/electric-terrain,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/wild-charge,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/pin-missile,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/spiky-shield,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/level-up/fell-stinger,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/egg/twineedle,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/egg/flail,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/egg/reversal,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/egg/present,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/egg/encore,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/egg/fake-out,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/egg/wish,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/egg/tickle,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/egg/disarming-voice,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/super-fang,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/snore,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/iron-tail,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/helping-hand,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/role-play,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/endeavor,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/bounce,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/covet,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/shock-wave,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/gravity,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/last-resort,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/magnet-rise,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/zen-headbutt,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/iron-head,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/after-you,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/tutor/electroweb,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/thunderbolt,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/thunder-wave,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/thunder,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/toxic,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/double-team,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/reflect,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/rest,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/substitute,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/thief,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/protect,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/swagger,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/attract,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/sleep-talk,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/return,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/frustration,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/hidden-power,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/facade,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/gyro-ball,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/u-turn,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/payback,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/fling,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/poison-jab,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/giga-impact,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/grass-knot,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/charge-beam,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/round,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/volt-switch,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/work-up,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/wild-charge,_row_,present,missing
togedemaru-totem/ultra-sun-ultra-moon/machine/confide,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/confusion,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/metal-claw,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/morning-sun,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/moonlight,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/mirror-shot,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/charge-beam,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/slash,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/stored-power,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/rock-blast,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/night-slash,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/gravity,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/psycho-cut,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/power-gem,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/autotomize,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/photon-geyser,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/stealth-rock,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/iron-defense,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/wring-out,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/level-up/prismatic-laser,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/snore,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/outrage,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/heat-wave,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/recycle,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/knock-off,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/hyper-voice,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/signal-beam,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/iron-defense,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/shock-wave,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/gravity,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/magnet-rise,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/dragon-pulse,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/earth-power,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/iron-head,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/stealth-rock,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/telekinesis,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/tutor/ally-switch,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/swords-dance,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/hyper-beam,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/solar-beam,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/thunder-wave,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/earthquake,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/toxic,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/psychic,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/double-team,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/light-screen,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/reflect,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/rest,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/rock-slide,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/substitute,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/thief,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/protect,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/swagger,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/sleep-talk,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/return,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/frustration,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/hidden-power,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/facade,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/brick-break,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/rock-tomb,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/aerial-ace,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/calm-mind,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/gyro-ball,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/embargo,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/fling,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/rock-polish,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/dark-pulse,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/x-scissor,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/giga-impact,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/shadow-claw,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/flash-cannon,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/trick-room,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/stone-edge,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/charge-beam,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/psyshock,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/round,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/bulldoze,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/confide,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/smart-strike,_row_,present,missing
necrozma-dusk/ultra-sun-ultra-moon/machine/brutal-swing,_row_,present,missing
necrozma-dusk/sword-shield/level-up/confusion,_row_,present,missing
necrozma-dusk/sword-shield/level-up/metal-claw,_row_,present,missing
necrozma-dusk/sword-shield/level-up/morning-sun,_row_,present,missing
necrozma-dusk/sword-shield/level-up/moonlight,_row_,present,missing
necrozma-dusk/sword-shield/level-up/gravity,_row_,present,missing
necrozma-dusk/sword-shield/level-up/charge-beam,_row_,present,missing
necrozma-dusk/sword-shield/level-up/stealth-rock,_row_,present,missing
necrozma-dusk/sword-shield/level-up/slash,_row_,present,missing
necrozma-dusk/sword-shield/level-up/night-slash,_row_,present,missing
necrozma-dusk/sword-shield/level-up/psycho-cut,_row_,present,missing
necrozma-dusk/sword-shield/level-up/stored-power,_row_,present,missing
necrozma-dusk/sword-shield/level-up/rock-blast,_row_,present,missing
necrozma-dusk/sword-shield/level-up/iron-defense,_row_,present,missing
necrozma-dusk/sword-shield/level-up/power-gem,_row_,present,missing
necrozma-dusk/sword-shield/level-up/photon-geyser,_row_,present,missing
necrozma-dusk/sword-shield/level-up/autotomize,_row_,present,missing
necrozma-dusk/sword-shield/level-up/prismatic-laser,_row_,present,missing
necrozma-dusk/sword-shield/tutor/expanding-force,_row_,present,missing
necrozma-dusk/sword-shield/tutor/meteor-beam,_row_,present,missing
necrozma-dusk/sword-shield/machine/swords-dance,_row_,present,missing
necrozma-dusk/sword-shield/machine/hyper-beam,_row_,present,missing
necrozma-dusk/sword-shield/machine/solar-beam,_row_,present,missing
necrozma-dusk/sword-shield/machine/thunder-wave,_row_,present,missing
necrozma-dusk/sword-shield/machine/earthquake,_row_,present,missing
necrozma-dusk/sword-shield/machine/psychic,_row_,present,missing
necrozma-dusk/sword-shield/machine/light-screen,_row_,present,missing
necrozma-dusk/sword-shield/machine/reflect,_row_,present,missing
necrozma-dusk/sword-shield/machine/rest,_row_,present,missing
necrozma-dusk/sword-shield/machine/rock-slide,_row_,present,missing
necrozma-dusk/sword-shield/machine/substitute,_row_,present,missing
necrozma-dusk/sword-shield/machine/thief,_row_,present,missing
necrozma-dusk/sword-shield/machine/snore,_row_,present,missing
necrozma-dusk/sword-shield/machine/protect,_row_,present,missing
necrozma-dusk/sword-shield/machine/scary-face,_row_,present,missing
necrozma-dusk/sword-shield/machine/outrage,_row_,present,missing
necrozma-dusk/sword-shield/machine/endure,_row_,present,missing
necrozma-dusk/sword-shield/machine/sleep-talk,_row_,present,missing
necrozma-dusk/sword-shield/machine/future-sight,_row_,present,missing
necrozma-dusk/sword-shield/machine/heat-wave,_row_,present,missing
necrozma-dusk/sword-shield/machine/facade,_row_,present,missing
necrozma-dusk/sword-shield/machine/brick-break,_row_,present,missing
necrozma-dusk/sword-shield/machine/imprison,_row_,present,missing
necrozma-dusk/sword-shield/machine/hyper-voice,_row_,present,missing
necrozma-dusk/sword-shield/machine/rock-tomb,_row_,present,missing
necrozma-dusk/sword-shield/machine/cosmic-power,_row_,present,missing
necrozma-dusk/sword-shield/machine/iron-defense,_row_,present,missing
necrozma-dusk/sword-shield/machine/calm-mind,_row_,present,missing
necrozma-dusk/sword-shield/machine/dragon-dance,_row_,present,missing
necrozma-dusk/sword-shield/machine/rock-blast,_row_,present,missing
necrozma-dusk/sword-shield/machine/gyro-ball,_row_,present,missing
necrozma-dusk/sword-shield/machine/fling,_row_,present,missing
necrozma-dusk/sword-shield/machine/dark-pulse,_row_,present,missing
necrozma-dusk/sword-shield/machine/x-scissor,_row_,present,missing
necrozma-dusk/sword-shield/machine/dragon-pulse,_row_,present,missing
necrozma-dusk/sword-shield/machine/power-gem,_row_,present,missing
necrozma-dusk/sword-shield/machine/earth-power,_row_,present,missing
necrozma-dusk/sword-shield/machine/giga-impact,_row_,present,missing
necrozma-dusk/sword-shield/machine/shadow-claw,_row_,present,missing
necrozma-dusk/sword-shield/machine/psycho-cut,_row_,present,missing
necrozma-dusk/sword-shield/machine/flash-cannon,_row_,present,missing
necrozma-dusk/sword-shield/machine/trick-room,_row_,present,missing
necrozma-dusk/sword-shield/machine/iron-head,_row_,present,missing
necrozma-dusk/sword-shield/machine/stone-edge,_row_,present,missing
necrozma-dusk/sword-shield/machine/stealth-rock,_row_,present,missing
necrozma-dusk/sword-shield/machine/psyshock,_row_,present,missing
necrozma-dusk/sword-shield/machine/round,_row_,present,missing
necrozma-dusk/sword-shield/machine/stored-power,_row_,present,missing
necrozma-dusk/sword-shield/machine/ally-switch,_row_,present,missing
necrozma-dusk/sword-shield/machine/bulldoze,_row_,present,missing
necrozma-dusk/sword-shield/machine/smart-strike,_row_,present,missing
necrozma-dusk/sword-shield/machine/brutal-swing,_row_,present,missing
necrozma-dusk/sword-shield/machine/psychic-fangs,_row_,present,missing
necrozma-dusk/sword-shield/machine/breaking-swipe,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/confusion,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/metal-claw,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/morning-sun,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/moonlight,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/charge-beam,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/stealth-rock,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/slash,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/night-slash,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/psycho-cut,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/stored-power,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/rock-blast,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/iron-defense,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/power-gem,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/photon-geyser,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/gravity,_row_,present,missing
necrozma-dusk/scarlet-violet/level-up/prismatic-laser,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/swords-dance,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/body-slam,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/hyper-beam,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/solar-beam,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/earthquake,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/psychic,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/light-screen,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/reflect,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/swift,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/rest,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/rock-slide,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/substitute,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/thief,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/protect,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/scary-face,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/outrage,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/sandstorm,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/endure,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/sleep-talk,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/metal-claw,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/sunny-day,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/future-sight,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/heat-wave,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/facade,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/brick-break,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/knock-off,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/imprison,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/hyper-voice,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/rock-tomb,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/aerial-ace,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/iron-defense,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/calm-mind,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/dragon-dance,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/rock-blast,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/gravity,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/gyro-ball,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/fling,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/dark-pulse,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/x-scissor,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/dragon-pulse,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/power-gem,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/earth-power,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/giga-impact,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/shadow-claw,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/flash-cannon,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/trick-room,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/iron-head,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/stone-edge,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/stealth-rock,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/charge-beam,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/psyshock,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/stored-power,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/bulldoze,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/smart-strike,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/psychic-fangs,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/expanding-force,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/meteor-beam,_row_,present,missing
necrozma-dusk/scarlet-violet/machine/tera-blast,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/confusion,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/metal-claw,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/morning-sun,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/moonlight,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/mirror-shot,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/charge-beam,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/slash,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/stored-power,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/rock-blast,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/night-slash,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/gravity,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/psycho-cut,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/power-gem,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/autotomize,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/photon-geyser,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/stealth-rock,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/iron-defense,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/wring-out,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/level-up/prismatic-laser,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/snore,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/outrage,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/heat-wave,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/recycle,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/knock-off,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/hyper-voice,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/signal-beam,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/iron-defense,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/shock-wave,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/gravity,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/magnet-rise,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/dragon-pulse,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/earth-power,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/iron-head,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/stealth-rock,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/telekinesis,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/tutor/ally-switch,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/swords-dance,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/hyper-beam,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/solar-beam,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/thunder-wave,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/earthquake,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/toxic,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/psychic,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/double-team,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/light-screen,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/reflect,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/rest,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/rock-slide,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/substitute,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/thief,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/protect,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/swagger,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/sleep-talk,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/return,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/frustration,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/hidden-power,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/facade,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/brick-break,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/rock-tomb,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/aerial-ace,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/calm-mind,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/gyro-ball,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/embargo,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/fling,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/rock-polish,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/dark-pulse,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/x-scissor,_row_,present,missing
necrozma-dawn/ultra-sun-ultra-moon/machine/giga-impact,_row_,present,missing
