dex_number,column,pokeapi,pokedb
865,name_ja-roma,Negigaknight,Negiganaito
865,name_es,Sirfetch’d,Sirfetch'd
865,name_it,Sirfetch’d,Sirfetch'd
866,base_friendship_gen3_7,50,
866,name_ja-roma,Barrikohru,Barikōru
867,base_friendship_gen3_7,50,
867,name_ja-roma,Deathbarn,Desubān
868,base_friendship_gen3_7,50,
868,name_ja-roma,Mahomil,Mahomiru
869,base_friendship_gen3_7,50,
869,name_ja-roma,Mawhip,Mahoippu
870,base_friendship_gen3_7,50,
870,name_ja-roma,Tairetsu,Tairētsu
871,base_friendship_gen3_7,50,
871,name_ja-roma,Bachinuni,Bachin'uni
872,base_friendship_gen3_7,50,
873,base_friendship_gen3_7,50,
873,name_ja-roma,Mothnow,Mosunō
874,base_friendship_gen3_7,50,
874,name_ja-roma,Ishihengin,Ishihenjin
875,base_friendship_gen3_7,50,
875,name_ja-roma,Korippo,Kōrippo
876,base_friendship_gen3_7,140,
876,name_ja-roma,Yessan,Iessan
877,base_friendship_gen3_7,50,
877,name_ja-roma,Morpeko,Morupeko
878,base_friendship_gen3_7,50,
878,name_ja-roma,Zoudou,Zōdō
879,base_friendship_gen3_7,50,
879,name_ja-roma,Daioudou,Daiōdō
880,base_friendship_gen3_7,50,
881,base_friendship_gen3_7,50,
881,name_ja-roma,Patchilldon,Patchirudon
882,base_friendship_gen3_7,50,
883,base_friendship_gen3_7,50,
883,name_ja-roma,Uochilldon,Uochirudon
884,base_friendship_gen3_7,50,
884,name_ja-roma,Duraludon,Jurarudon
885,base_friendship_gen3_7,50,
886,base_friendship_gen3_7,50,
886,name_ja-roma,Doronch,Doronchi
887,base_friendship_gen3_7,50,
887,name_ja-roma,Dorapult,Doraparuto
888,base_friendship_gen3_7,0,
888,name_ja-roma,Zacian,Zashian
889,base_friendship_gen3_7,0,
889,base_experience,335,360
890,base_friendship_gen3_7,0,
890,name_ja-roma,Mugendina,Mugendaina
891,base_friendship_gen3_7,50,
892,base_friendship_gen3_7,50,
892,name_ja-roma,Wulaosu,Ūraosu
893,base_friendship_gen3_7,0,
893,name_ja-roma,Zarude,Zarūdo
894,base_friendship_gen3_7,35,
894,name_ja-roma,Regieleki,Rejiereki
895,base_friendship_gen3_7,35,
895,name_ja-roma,Regidorago,Rejidorago
896,base_friendship_gen3_7,35,
896,name_ja-roma,Blizzapos,Burizaposu
897,base_friendship_gen3_7,35,
897,name_ja-roma,Wraithpos,Reisuposu
898,base_friendship_gen3_7,100,
898,name_ja-roma,Budrex,Badorekkusu
899,catch_rate,135,45
899,base_friendship_gen3_7,50,
899,color,gray,white
900,catch_rate,115,15
900,base_friendship_gen3_7,50,
900,stat_atk,135,130
900,ev_atk,3,2
900,stat_spd,70,75
901,catch_rate,75,20
901,base_friendship_gen3_7,50,
902,catch_rate,135,45
902,base_friendship_gen3_7,50,
902,ev_hp,3,2
902,name_ja-roma,Idaitou,Idaitō
903,catch_rate,135,20
903,base_friendship_gen3_7,50,
903,color,gray,purple
903,ev_atk,2,1
903,ev_spe,0,1
903,name_ja-roma,Ohnyula,Ōnyūra
904,catch_rate,135,45
904,base_friendship_gen3_7,50,
904,color,black,gray
904,name_ja-roma,Haryman,Harīman
905,base_friendship_gen3_7,50,
905,pct_male,0,???
905,name_ja-roma,Lovetolos,Rabutorosu
906,base_friendship_gen3_7,50,
906,name_ja-roma,Nyahoja,Nyaoha
907,base_friendship_gen3_7,50,
907,name_ja-roma,Nyarote,Nyarōte
908,base_friendship_gen3_7,50,
908,name_ja-roma,Masquernya,Masukānya
909,base_friendship_gen3_7,50,
909,name_ja-roma,Hogator,Hogēta
910,base_friendship_gen3_7,50,
910,name_ja-roma,Achigator,Achigēta
911,base_friendship_gen3_7,50,
911,name_ja-roma,Laudbon,Raudobōn
912,base_friendship_gen3_7,50,
912,color,white,blue
913,base_friendship_gen3_7,50,
913,name_ja-roma,Welkamo,Werukamo
914,base_friendship_gen3_7,50,
914,name_ja-roma,Wanival,Wēnibaru
915,base_friendship_gen3_7,50,
915,name_ja-roma,Gourton,Guruton
916,base_friendship_gen3_7,50,
916,pct_male,100,50
916,name_ja-roma,Perfuton,Pafyūton
917,base_friendship_gen3_7,50,
917,name_ja-roma,Tamantula,Tamanchura
918,base_friendship_gen3_7,50,
918,name_ja-roma,Wanaider,Wanaidā
919,base_friendship_gen3_7,20,
919,hatch_cycles,20,15
920,base_friendship_gen3_7,0,
920,name_ja-roma,Exleg,Ekusureggu
921,base_friendship_gen3_7,50,
922,base_friendship_gen3_7,50,
922,name_ja-roma,Pamot,Pamotto
923,base_friendship_gen3_7,50,
923,name_ja-roma,Parmot,Pāmotto
924,base_friendship_gen3_7,50,
925,base_friendship_gen3_7,50,
925,weight_kg,2.8,2.3
926,base_friendship_gen3_7,50,
926,name_ja-roma,Pupimocchi,Papimotchi
927,base_friendship_gen3_7,50,
927,name_ja-roma,Bowtzel,Bauttseru
928,base_friendship_gen3_7,50,
928,name_ja-roma,Minive,Minību
929,base_friendship_gen3_7,50,
929,name_ja-roma,Olinyo,Orīnyo
930,base_friendship_gen3_7,50,
930,name_ja-roma,Oliva,Orīva
931,base_friendship_gen3_7,50,
932,base_friendship_gen3_7,50,
933,base_friendship_gen3_7,50,
933,name_ja-roma,Jiodumu,Jiodzumu
934,base_friendship_gen3_7,50,
934,name_ja-roma,Kyojiohn,Kyojiōn
935,base_friendship_gen3_7,50,
935,hatch_cycles,35,90
935,name_ja-roma,Carbou,Karubō
936,base_friendship_gen3_7,20,
936,name_ja-roma,Gurenarma,Guren'aruma
937,base_friendship_gen3_7,20,
937,color,blue,purple
937,name_ja-roma,Soublades,Soubureizu
938,base_friendship_gen3_7,50,
939,base_friendship_gen3_7,50,
939,name_ja-roma,Harabarie,Harabarī
940,base_friendship_gen3_7,50,
941,base_friendship_gen3_7,50,
942,base_friendship_gen3_7,50,
943,base_friendship_gen3_7,50,
943,name_ja-roma,Mafitiff,Mafitifu
944,base_friendship_gen3_7,50,
944,name_ja-roma,Shirushrew,Shirushurū
945,base_friendship_gen3_7,50,
945,name_ja-roma,Taggingru,Taginguru
946,base_friendship_gen3_7,50,
947,base_friendship_gen3_7,50,
948,base_friendship_gen3_7,50,
949,base_friendship_gen3_7,50,
950,base_friendship_gen3_7,50,
951,base_friendship_gen3_7,50,
951,name_ja-roma,Capsaiji,Kapusaiji
952,base_friendship_gen3_7,50,
952,name_ja-roma,Scovillain,Sukoviran
953,base_friendship_gen3_7,50,
954,base_friendship_gen3_7,50,
954,name_ja-roma,Beracas,Berakasu
955,base_friendship_gen3_7,50,
956,base_friendship_gen3_7,50,
956,name_ja-roma,Cuespatra,Kuesupatora
956,name_zh-hant,超能艷鴕,超能豔鴕
957,base_friendship_gen3_7,50,
958,base_friendship_gen3_7,50,
959,base_friendship_gen3_7,50,
960,base_friendship_gen3_7,50,
960,name_ja-roma,Umidigda,Umidiguda
961,base_friendship_gen3_7,50,
961,name_ja-roma,Umitrio,Umitorio
962,base_friendship_gen3_7,50,
962,egg_groups,flying,water-3
963,base_friendship_gen3_7,50,
964,base_friendship_gen3_7,50,
965,base_friendship_gen3_7,50,
966,base_friendship_gen3_7,50,
966,name_ja-roma,Burororoom,Burororōmu
967,base_friendship_gen3_7,50,
968,base_friendship_gen3_7,50,
969,base_friendship_gen3_7,50,
969,name_ja-roma,Kirame,Kirāme
970,base_friendship_gen3_7,50,
970,name_ja-roma,Kiraflor,Kirafuroru
971,base_friendship_gen3_7,50,
972,base_friendship_gen3_7,50,
972,name_ja-roma,Hakadog,Hakadoggu
973,base_friendship_gen3_7,50,
973,name_zh-hans,纏红鹤,缠红鹤
974,base_friendship_gen3_7,50,
975,base_friendship_gen3_7,50,
975,name_ja-roma,Hulkujira,Harukujira
976,base_friendship_gen3_7,50,
976,name_ja-roma,Migalusa,Migarūsa
977,base_friendship_gen3_7,50,
977,name_ja-roma,Heyrusher,Heirassha
978,base_friendship_gen3_7,50,
978,color,pink,red
978,name_ja-roma,Syaritatsu,Sharitatsu
979,base_friendship_gen3_7,50,
980,base_friendship_gen3_7,50,
980,name_ja-roma,Dooh,Do'ō
981,base_friendship_gen3_7,50,
982,base_friendship_gen3_7,50,
982,name_ja-roma,Nokokocchi,Nokokotchi
983,base_friendship_gen3_7,50,
983,name_zh-hant,仆刀將軍,仆斬將軍
984,base_friendship_gen3_7,0,
985,base_friendship_gen3_7,0,
986,base_friendship_gen3_7,0,
987,base_friendship_gen3_7,0,
988,base_friendship_gen3_7,0,
988,color,red,white
988,name_ja-roma,Chiwohauhane,Chiohauhane
989,base_friendship_gen3_7,0,
990,base_friendship_gen3_7,0,
990,name_zh-hans,铁轍迹,铁辙迹
991,base_friendship_gen3_7,0,
992,base_friendship_gen3_7,0,
993,base_friendship_gen3_7,0,
993,name_ja-roma,Tetsunokoube,Tetsunokōbe
994,base_friendship_gen3_7,0,
994,color,yellow,white
995,base_friendship_gen3_7,0,
996,base_friendship_gen3_7,50,
997,base_friendship_gen3_7,50,
997,color,gray,blue
997,name_ja-roma,Segohru,Segōru
998,base_friendship_gen3_7,50,
998,color,gray,blue
998,name_ja-roma,Seglaive,Segureibu
999,base_friendship_gen3_7,50,
999,color,brown,red
999,name_ja-roma,Collecurei,Korekurē
1000,base_friendship_gen3_7,50,
1000,name_ja-roma,Surfugo,Sāfugō
1001,base_friendship_gen3_7,0,
1002,base_friendship_gen3_7,0,
1003,base_friendship_gen3_7,0,
1003,name_ja-roma,Dinlu,Dinrū
1004,base_friendship_gen3_7,0,
1004,name_ja-roma,Yiyui,Īyui
1005,base_friendship_gen3_7,0,
1005,color,green,blue
1006,base_friendship_gen3_7,0,
1007,base_friendship_gen3_7,0,
1007,height_m,2.5,3.5
1008,base_friendship_gen3_7,0,
1008,color,blue,purple
1009,base_friendship_gen3_7,0,
1010,base_friendship_gen3_7,0,
1011,base_friendship_gen3_7,50,
1011,growth_rate,Slow,Erratic
1011,weight_kg,9.7,4.4
1011,name_ja-roma,Kamicchu,Kamitchu
1012,base_friendship_gen3_7,50,
1012,hatch_cycles,50,20
1012,growth_rate,Slow,Medium Fast
1012,name_ja-roma,Chadeath,Chadesu
1013,base_friendship_gen3_7,50,
1013,hatch_cycles,50,20
1013,growth_rate,Slow,Medium Fast
1013,name_zh-hant,來悲粗茶,来悲粗茶
1013,name_zh-hans,来悲粗茶,來悲粗茶
1014,base_friendship_gen3_7,0,
1014,hatch_cycles,50,120
1015,base_friendship_gen3_7,0,
1015,hatch_cycles,50,120
1016,base_friendship_gen3_7,0,
1016,hatch_cycles,50,120
1017,catch_rate,5,3
1017,base_friendship_gen3_7,50,
1017,hatch_cycles,50,10
1017,name_ja-roma,Ogerpon,Ōgapon
1018,base_friendship_gen3_7,50,
1018,hatch_cycles,30,20
1018,weight_kg,60,50
1018,name_ja-roma,Briduras,Burijurasu
1019,base_friendship_gen3_7,50,
1019,hatch_cycles,20,50
1020,base_friendship_gen3_7,0,
1021,base_friendship_gen3_7,0,
1022,base_friendship_gen3_7,0,
1022,growth_rate,Slow,Medium Slow
1023,base_friendship_gen3_7,0,
1024,base_friendship_gen3_7,50,
1024,genus,Tera Pokémon,Paradox Pokémon
1024,name_ja-roma,Terapagos,Terapagosu
1025,base_friendship_gen3_7,0,
1025,name_ja-roma,Momowarou,Momowarō
